"cnty_fips","display_name","Value","theme_range","airqual","PARKS","sev_housing"
39067,"""Harrison, (OH)""",155.1,"131.1 - 349.8 (586)",11.1,17,12.9
39069,"""Henry, (OH)""",92.2,"91.4 - 108.6 (588)",11.8,0,11.7
39071,"""Highland, (OH)""",128,"108.7 - 131.0 (582)",10.9,9,17.3
39073,"""Hocking, (OH)""",123.9,"108.7 - 131.0 (582)",10.7,7,12.8
39075,"""Holmes, (OH)""",106,"91.4 - 108.6 (588)",11.5,4,15.2
39077,"""Huron, (OH)""",97.2,"91.4 - 108.6 (588)",11.2,27,11.7
39079,"""Jackson, (OH)""",176.6,"131.1 - 349.8 (586)",10.4,2,13.3
39081,"""Jefferson, (OH)""",189.9,"131.1 - 349.8 (586)",11.5,22,11.4
39083,"""Knox, (OH)""",95.3,"91.4 - 108.6 (588)",11.2,10,14.6
39085,"""Lake, (OH)""",110.6,"108.7 - 131.0 (582)",11,39,12.6
39087,"""Lawrence, (OH)""",123.1,"108.7 - 131.0 (582)",10,9,13.1
39089,"""Licking, (OH)""",83.1,"76.0 - 91.3 (584)",11.7,18,12.5
39091,"""Logan, (OH)""",124.7,"108.7 - 131.0 (582)",11.7,36,13.9
39093,"""Lorain, (OH)""",87.8,"76.0 - 91.3 (584)",11.2,55,14.6
39095,"""Lucas, (OH)""",130.6,"108.7 - 131.0 (582)",11.9,59,16.7
39097,"""Madison, (OH)""",79.8,"76.0 - 91.3 (584)",11.7,9,11.8
39099,"""Mahoning, (OH)""",101.7,"91.4 - 108.6 (588)",11.4,45,14.3
39101,"""Marion, (OH)""",96.2,"91.4 - 108.6 (588)",11.6,27,14.5
39103,"""Medina, (OH)""",82.2,"76.0 - 91.3 (584)",11.2,39,11.9
39105,"""Meigs, (OH)""",129.4,"108.7 - 131.0 (582)",10.5,2,11.5
39107,"""Mercer, (OH)""",220.1,"131.1 - 349.8 (586)",12.5,25,9.5
39109,"""Miami, (OH)""",82.8,"76.0 - 91.3 (584)",12.2,48,11.1
39111,"""Monroe, (OH)""",123.9,"108.7 - 131.0 (582)",10.8,3,8.7
39113,"""Montgomery, (OH)""",94.8,"91.4 - 108.6 (588)",12,69,17.4
39115,"""Morgan, (OH)""",89.4,"76.0 - 91.3 (584)",10.8,11,13.8
39117,"""Morrow, (OH)""",128,"108.7 - 131.0 (582)",11.3,3,12.5
39119,"""Muskingum, (OH)""",77,"76.0 - 91.3 (584)",11.3,18,13.6
39121,"""Noble, (OH)""",83.6,"76.0 - 91.3 (584)",10.9,4,12.3
39123,"""Ottawa, (OH)""",115.3,"108.7 - 131.0 (582)",11.4,15,11.6
39125,"""Paulding, (OH)""",109.1,"108.7 - 131.0 (582)",12.2,12,13.3
39127,"""Perry, (OH)""",169,"131.1 - 349.8 (586)",11,15,11.9
39129,"""Pickaway, (OH)""",128.8,"108.7 - 131.0 (582)",11.5,17,11.8
39131,"""Pike, (OH)""",117.4,"108.7 - 131.0 (582)",10.5,2,18
39133,"""Portage, (OH)""",107.7,"91.4 - 108.6 (588)",11.5,16,15.5
39135,"""Preble, (OH)""",102.9,"91.4 - 108.6 (588)",11.4,10,11.5
39137,"""Putnam, (OH)""",92,"91.4 - 108.6 (588)",12.1,9,7.6
39139,"""Richland, (OH)""",106.2,"91.4 - 108.6 (588)",11.3,24,12.7
39141,"""Ross, (OH)""",111.4,"108.7 - 131.0 (582)",10.9,22,14.3
39143,"""Sandusky, (OH)""",120.1,"108.7 - 131.0 (582)",11.5,33,12.1
39145,"""Scioto, (OH)""",205,"131.1 - 349.8 (586)",10.2,20,14.5
39147,"""Seneca, (OH)""",158.7,"131.1 - 349.8 (586)",11.5,25,11
39149,"""Shelby, (OH)""",106.2,"91.4 - 108.6 (588)",12.2,5,13.3
39151,"""Stark, (OH)""",91.4,"91.4 - 108.6 (588)",12.2,37,13
39153,"""Summit, (OH)""",84,"76.0 - 91.3 (584)",12.1,59,14.9
39155,"""Trumbull, (OH)""",101.8,"91.4 - 108.6 (588)",11.2,34,12.7
39157,"""Tuscarawas, (OH)""",125.6,"108.7 - 131.0 (582)",11.6,23,12.4
39159,"""Union, (OH)""",99.8,"91.4 - 108.6 (588)",11.8,37,10.8
39161,"""Van Wert, (OH)""",122.7,"108.7 - 131.0 (582)",12.4,24,8.7
39163,"""Vinton, (OH)""",107,"91.4 - 108.6 (588)",10.4,1,13.2
39165,"""Warren, (OH)""",84.7,"76.0 - 91.3 (584)",12.4,17,10.4
39167,"""Washington, (OH)""",75,"28.0 - 75.9 (591)",11,26,11.5
39169,"""Wayne, (OH)""",112,"108.7 - 131.0 (582)",12,18,14.1
39171,"""Williams, (OH)""",118.2,"108.7 - 131.0 (582)",11.8,23,11.9
39173,"""Wood, (OH)""",99.1,"91.4 - 108.6 (588)",11.9,20,14.3
39175,"""Wyandot, (OH)""",78.5,"76.0 - 91.3 (584)",11.6,40,11
54007,"""Braxton, (WV)""",107.4,"91.4 - 108.6 (588)",9.1,0,10.5
54011,"""Cabell, (WV)""",103.6,"91.4 - 108.6 (588)",10.4,31,15.4
54013,"""Calhoun, (WV)""",127.3,"108.7 - 131.0 (582)",9.7,1,9.2
54015,"""Clay, (WV)""",108.3,"91.4 - 108.6 (588)",9.3,2,10.8
54017,"""Doddridge, (WV)""",120.2,"108.7 - 131.0 (582)",9.9,0,8.5
54021,"""Gilmer, (WV)""",174.4,"131.1 - 349.8 (586)",9.5,1,9.6
54035,"""Jackson, (WV)""",131.3,"131.1 - 349.8 (586)",10.3,0,10.1
54051,"""Marshall, (WV)""",132.4,"131.1 - 349.8 (586)",10.9,7,7.9
54053,"""Mason, (WV)""",114,"108.7 - 131.0 (582)",10.5,8,11.1
54069,"""Ohio, (WV)""",116.2,"108.7 - 131.0 (582)",10.9,13,10.7
54073,"""Pleasants, (WV)""",119.9,"108.7 - 131.0 (582)",10.3,19,8.3
54079,"""Putnam, (WV)""",147.9,"131.1 - 349.8 (586)",10.3,0,9
54085,"""Ritchie, (WV)""",128.7,"108.7 - 131.0 (582)",10.1,0,7
54087,"""Roane, (WV)""",118.1,"108.7 - 131.0 (582)",9.8,0,10.6
54095,"""Tyler, (WV)""",126,"108.7 - 131.0 (582)",10.4,13,8.9
54103,"""Wetzel, (WV)""",126.8,"108.7 - 131.0 (582)",10.5,27,9.8
54105,"""Wirt, (WV)""",138,"131.1 - 349.8 (586)",9.9,0,8.2
54107,"""Wood, (WV)""",136.2,"131.1 - 349.8 (586)",10.6,8,12.1
12011,"""Broward, (FL)""",87.6,"76.0 - 91.3 (584)",6.6,46,26
12085,"""Martin, (FL)""",78.8,"76.0 - 91.3 (584)",7.1,30,18.8
12086,"""Miami-Dade, (FL)""",94.8,"91.4 - 108.6 (588)",7.2,61,31.6
12099,"""Palm Beach, (FL)""",84.5,"76.0 - 91.3 (584)",5.9,26,23.8
12111,"""St. Lucie, (FL)""",90.4,"76.0 - 91.3 (584)",7,34,21.3
24037,"""St. Mary's, (MD)""",85.1,"76.0 - 91.3 (584)",9,15,12
24039,"""Somerset, (MD)""",244.1,"131.1 - 349.8 (586)",9,9,24.4
24047,"""Worcester, (MD)""",118.5,"108.7 - 131.0 (582)",9,23,16.5
37001,"""Alamance, (NC)""",88.1,"76.0 - 91.3 (584)",10.5,5,17.2
37007,"""Anson, (NC)""",111.1,"108.7 - 131.0 (582)",10.2,2,16.5
37013,"""Beaufort, (NC)""",91.3,"76.0 - 91.3 (584)",9.2,4,15.7
37015,"""Bertie, (NC)""",78,"76.0 - 91.3 (584)",9.1,7,21
37017,"""Bladen, (NC)""",149.7,"131.1 - 349.8 (586)",10,1,19.9
37019,"""Brunswick, (NC)""",86.6,"76.0 - 91.3 (584)",9.3,8,16.9
37025,"""Cabarrus, (NC)""",74.2,"28.0 - 75.9 (591)",11,6,14.4
37029,"""Camden, (NC)""",121.8,"108.7 - 131.0 (582)",8.4,4,13.2
37031,"""Carteret, (NC)""",90.3,"76.0 - 91.3 (584)",8.7,8,15.9
37033,"""Caswell, (NC)""",77.3,"76.0 - 91.3 (584)",10.2,0,16.1
37037,"""Chatham, (NC)""",50.2,"28.0 - 75.9 (591)",10.3,4,15.1
37041,"""Chowan, (NC)""",89.6,"76.0 - 91.3 (584)",8.6,3,23.8
37047,"""Columbus, (NC)""",179.9,"131.1 - 349.8 (586)",9.7,3,18.5
37049,"""Craven, (NC)""",101.4,"91.4 - 108.6 (588)",9.4,1,15.8
37051,"""Cumberland, (NC)""",109.2,"108.7 - 131.0 (582)",10.6,1,16.6
37053,"""Currituck, (NC)""",135.9,"131.1 - 349.8 (586)",8.5,11,15
37055,"""Dare, (NC)""",92.1,"91.4 - 108.6 (588)",8.2,43,17.2
37057,"""Davidson, (NC)""",93.5,"91.4 - 108.6 (588)",10.8,6,15.3
37059,"""Davie, (NC)""",87.7,"76.0 - 91.3 (584)",10.4,3,12.7
37061,"""Duplin, (NC)""",88.2,"76.0 - 91.3 (584)",9.9,3,18.1
37063,"""Durham, (NC)""",60.5,"28.0 - 75.9 (591)",10.6,38,18.4
37065,"""Edgecombe, (NC)""",135.1,"131.1 - 349.8 (586)",10.2,11,19
37067,"""Forsyth, (NC)""",79.7,"76.0 - 91.3 (584)",9.4,32,16.9
37069,"""Franklin, (NC)""",80.4,"76.0 - 91.3 (584)",10.6,1,15.9
37073,"""Gates, (NC)""",83.7,"76.0 - 91.3 (584)",8.8,2,13.4
37077,"""Granville, (NC)""",96.7,"91.4 - 108.6 (588)",10.5,10,16.3
37079,"""Greene, (NC)""",105.4,"91.4 - 108.6 (588)",10.4,1,17.1
37081,"""Guilford, (NC)""",68.8,"28.0 - 75.9 (591)",10.5,41,17.7
37083,"""Halifax, (NC)""",91.2,"76.0 - 91.3 (584)",9.8,8,20.8
37085,"""Harnett, (NC)""",100.4,"91.4 - 108.6 (588)",10.9,3,16.7
37091,"""Hertford, (NC)""",87.4,"76.0 - 91.3 (584)",9.1,0,21
37093,"""Hoke, (NC)""",100.4,"91.4 - 108.6 (588)",10.4,0,19.1
37095,"""Hyde, (NC)""",108,"91.4 - 108.6 (588)",7.8,16,12.3
37101,"""Johnston, (NC)""",96.1,"91.4 - 108.6 (588)",10.4,2,14.9
37103,"""Jones, (NC)""",99.2,"91.4 - 108.6 (588)",9.5,0,16.9
37105,"""Lee, (NC)""",92.6,"91.4 - 108.6 (588)",10.5,13,14.5
37107,"""Lenoir, (NC)""",106.8,"91.4 - 108.6 (588)",10.3,3,19.1
37117,"""Martin, (NC)""",130.1,"108.7 - 131.0 (582)",8.9,6,16.2
37123,"""Montgomery, (NC)""",94.5,"91.4 - 108.6 (588)",9.7,2,19.3
37125,"""Moore, (NC)""",79.5,"76.0 - 91.3 (584)",10.4,2,14
37127,"""Nash, (NC)""",103.5,"91.4 - 108.6 (588)",10.5,4,17.1
37129,"""New Hanover, (NC)""",63.8,"28.0 - 75.9 (591)",8.4,17,20.6
37131,"""Northampton, (NC)""",77.2,"76.0 - 91.3 (584)",9.6,2,16.9
37133,"""Onslow, (NC)""",95.8,"91.4 - 108.6 (588)",9.5,2,16
37135,"""Orange, (NC)""",55.7,"28.0 - 75.9 (591)",10.7,22,19
37137,"""Pamlico, (NC)""",76.1,"76.0 - 91.3 (584)",8.6,3,17.2
37139,"""Pasquotank, (NC)""",168.2,"131.1 - 349.8 (586)",8.5,11,23
37141,"""Pender, (NC)""",89.3,"76.0 - 91.3 (584)",9.4,3,17.5
37143,"""Perquimans, (NC)""",128.4,"108.7 - 131.0 (582)",8.5,0,16.1
37145,"""Person, (NC)""",100.5,"91.4 - 108.6 (588)",10.1,3,16.3
37147,"""Pitt, (NC)""",93.9,"91.4 - 108.6 (588)",9.8,22,21.8
37151,"""Randolph, (NC)""",95.9,"91.4 - 108.6 (588)",10.9,9,14.2
37153,"""Richmond, (NC)""",146,"131.1 - 349.8 (586)",10.2,14,16.2
37155,"""Robeson, (NC)""",135.4,"131.1 - 349.8 (586)",10.1,2,18.9
37157,"""Rockingham, (NC)""",102.2,"91.4 - 108.6 (588)",10.3,2,14.4
37159,"""Rowan, (NC)""",96,"91.4 - 108.6 (588)",10.6,5,15.8
37163,"""Sampson, (NC)""",112.7,"108.7 - 131.0 (582)",10.7,0,18.7
37165,"""Scotland, (NC)""",120.2,"108.7 - 131.0 (582)",10.2,12,21.3
37167,"""Stanly, (NC)""",126.7,"108.7 - 131.0 (582)",10.5,6,14.9
37169,"""Stokes, (NC)""",100,"91.4 - 108.6 (588)",9.8,1,13.3
37177,"""Tyrrell, (NC)""",124.8,"108.7 - 131.0 (582)",7.9,0,14.4
37179,"""Union, (NC)""",60.6,"28.0 - 75.9 (591)",10.9,6,13.5
37181,"""Vance, (NC)""",110,"108.7 - 131.0 (582)",10,14,18.5
37183,"""Wake, (NC)""",57.4,"28.0 - 75.9 (591)",11,23,14.8
37185,"""Warren, (NC)""",129.2,"108.7 - 131.0 (582)",9.7,1,20
37187,"""Washington, (NC)""",88,"76.0 - 91.3 (584)",8.6,2,17.8
37191,"""Wayne, (NC)""",105.1,"91.4 - 108.6 (588)",10.7,10,16.6
37195,"""Wilson, (NC)""",91.5,"91.4 - 108.6 (588)",10.7,4,19.3
45015,"""Berkeley, (SC)""",67,"28.0 - 75.9 (591)",9.9,5,15.4
45019,"""Charleston, (SC)""",77,"76.0 - 91.3 (584)",8.9,37,21.2
45025,"""Chesterfield, (SC)""",140.8,"131.1 - 349.8 (586)",10,2,16.6
45027,"""Clarendon, (SC)""",103.9,"91.4 - 108.6 (588)",10.1,0,15.3
45031,"""Darlington, (SC)""",77.8,"76.0 - 91.3 (584)",10.3,4,15.2
45033,"""Dillon, (SC)""",112.3,"108.7 - 131.0 (582)",10.1,12,17.3
45035,"""Dorchester, (SC)""",72.7,"28.0 - 75.9 (591)",10,2,15.1
45041,"""Florence, (SC)""",87.9,"76.0 - 91.3 (584)",10.2,15,14.5
45043,"""Georgetown, (SC)""",102.5,"91.4 - 108.6 (588)",9.4,5,17.9
45051,"""Horry, (SC)""",90.7,"76.0 - 91.3 (584)",9.8,12,19
45055,"""Kershaw, (SC)""",83.6,"76.0 - 91.3 (584)",10.3,11,13
45061,"""Lee, (SC)""",217.6,"131.1 - 349.8 (586)",10.2,8,17.2
45067,"""Marion, (SC)""",104.1,"91.4 - 108.6 (588)",9.9,0,17.4
45069,"""Marlboro, (SC)""",63.9,"28.0 - 75.9 (591)",10.3,0,15.1
45085,"""Sumter, (SC)""",73.3,"28.0 - 75.9 (591)",10.5,15,14.8
45089,"""Williamsburg, (SC)""",72.4,"28.0 - 75.9 (591)",9.8,4,17.2
51001,"""Accomack, (VA)""",150.2,"131.1 - 349.8 (586)",8.7,3,15.6
51003,"""Albemarle, (VA)""",46.8,"28.0 - 75.9 (591)",8.5,12,14.8
51005,"""Alleghany, (VA)""",104.7,"91.4 - 108.6 (588)",8.7,25,14.4
51007,"""Amelia, (VA)""",114.2,"108.7 - 131.0 (582)",8.9,0,16.4
51009,"""Amherst, (VA)""",85.5,"76.0 - 91.3 (584)",9.1,4,12.1
51011,"""Appomattox, (VA)""",132.4,"131.1 - 349.8 (586)",9,3,13.1
51015,"""Augusta, (VA)""",72.5,"28.0 - 75.9 (591)",8.9,2,10.5
51017,"""Bath, (VA)""",103.1,"91.4 - 108.6 (588)",8,1,11.2
51019,"""Bedford County, (VA)""",74.5,"28.0 - 75.9 (591)",9.2,2,12.1
51023,"""Botetourt, (VA)""",70.3,"28.0 - 75.9 (591)",9,5,9.9
51025,"""Brunswick, (VA)""",119.1,"108.7 - 131.0 (582)",9.3,0,15.5
51029,"""Buckingham, (VA)""",110.3,"108.7 - 131.0 (582)",8.8,0,13.4
51031,"""Campbell, (VA)""",92.5,"91.4 - 108.6 (588)",9.5,2,11.3
51033,"""Caroline, (VA)""",91.8,"91.4 - 108.6 (588)",8.9,1,14.4
51036,"""Charles City, (VA)""",114.5,"108.7 - 131.0 (582)",8.7,3,13.6
51037,"""Charlotte, (VA)""",116.6,"108.7 - 131.0 (582)",9.3,2,16.1
51041,"""Chesterfield, (VA)""",67.1,"28.0 - 75.9 (591)",9.3,9,12.9
51045,"""Craig, (VA)""",-1,,8.4,12,5.6
51049,"""Cumberland, (VA)""",69.1,"28.0 - 75.9 (591)",8.7,1,18.9
51053,"""Dinwiddie, (VA)""",100.7,"91.4 - 108.6 (588)",9.3,5,13.2
51057,"""Essex, (VA)""",112.5,"108.7 - 131.0 (582)",8.5,1,13.9
51063,"""Floyd, (VA)""",76.8,"76.0 - 91.3 (584)",8.7,0,9
51065,"""Fluvanna, (VA)""",76.6,"76.0 - 91.3 (584)",8.7,1,13.4
51067,"""Franklin County, (VA)""",62.7,"28.0 - 75.9 (591)",9.4,1,13.1
51073,"""Gloucester, (VA)""",91.3,"76.0 - 91.3 (584)",8.7,2,13.4
51075,"""Goochland, (VA)""",56.2,"28.0 - 75.9 (591)",9,0,12.2
51079,"""Greene, (VA)""",75.2,"28.0 - 75.9 (591)",8.5,3,9.9
51081,"""Greensville, (VA)""",200.2,"131.1 - 349.8 (586)",9.3,3,13.4
51083,"""Halifax, (VA)""",91.9,"91.4 - 108.6 (588)",9.9,0,11.9
51085,"""Hanover, (VA)""",80.2,"76.0 - 91.3 (584)",9.2,6,10.2
51087,"""Henrico, (VA)""",77.6,"76.0 - 91.3 (584)",8.5,17,15.6
51089,"""Henry, (VA)""",103.3,"91.4 - 108.6 (588)",9.7,2,13.1
51093,"""Isle of Wight, (VA)""",81.4,"76.0 - 91.3 (584)",9,2,13.8
51095,"""James City, (VA)""",70.9,"28.0 - 75.9 (591)",8.8,16,13.9
51097,"""King and Queen, (VA)""",113.7,"108.7 - 131.0 (582)",8.6,0,18.6
51099,"""King George, (VA)""",63.1,"28.0 - 75.9 (591)",8.8,4,9.6
51101,"""King William, (VA)""",119,"108.7 - 131.0 (582)",8.8,1,14.4
51103,"""Lancaster, (VA)""",91.7,"91.4 - 108.6 (588)",8.5,0,13.3
51109,"""Louisa, (VA)""",103.8,"91.4 - 108.6 (588)",8.8,0,12.3
51111,"""Lunenburg, (VA)""",128,"108.7 - 131.0 (582)",9.2,0,13.4
51115,"""Mathews, (VA)""",79.3,"76.0 - 91.3 (584)",8.4,0,11.1
51117,"""Mecklenburg, (VA)""",114,"108.7 - 131.0 (582)",9.7,0,15.6
51119,"""Middlesex, (VA)""",84.3,"76.0 - 91.3 (584)",8.6,4,12.6
51121,"""Montgomery, (VA)""",84,"76.0 - 91.3 (584)",9,1,21.1
51125,"""Nelson, (VA)""",94.2,"91.4 - 108.6 (588)",8.5,1,13.6
51127,"""New Kent, (VA)""",98.3,"91.4 - 108.6 (588)",8.8,0,12.8
51131,"""Northampton, (VA)""",106.8,"91.4 - 108.6 (588)",8.4,8,14.4
51133,"""Northumberland, (VA)""",78.7,"76.0 - 91.3 (584)",8.6,0,15.7
51135,"""Nottoway, (VA)""",147.1,"131.1 - 349.8 (586)",9,0,19.5
51137,"""Orange, (VA)""",84,"76.0 - 91.3 (584)",8.8,13,15.8
51141,"""Patrick, (VA)""",143.2,"131.1 - 349.8 (586)",9.1,1,12
51143,"""Pittsylvania, (VA)""",94.1,"91.4 - 108.6 (588)",10.1,2,12
51145,"""Powhatan, (VA)""",69.2,"28.0 - 75.9 (591)",9,2,12.4
51147,"""Prince Edward, (VA)""",92.9,"91.4 - 108.6 (588)",9,0,17.7
51149,"""Prince George, (VA)""",58.4,"28.0 - 75.9 (591)",9.2,9,13
51159,"""Richmond County, (VA)""",98.8,"91.4 - 108.6 (588)",8.4,0,13
51161,"""Roanoke County, (VA)""",65,"28.0 - 75.9 (591)",8.1,25,11.3
51163,"""Rockbridge, (VA)""",62,"28.0 - 75.9 (591)",8.6,1,12.3
51175,"""Southampton, (VA)""",110.8,"108.7 - 131.0 (582)",9.1,4,13
51177,"""Spotsylvania, (VA)""",70.7,"28.0 - 75.9 (591)",9,20,13.5
51181,"""Surry, (VA)""",77.8,"76.0 - 91.3 (584)",8.6,4,10.4
51183,"""Sussex, (VA)""",74.6,"28.0 - 75.9 (591)",9.1,0,13.3
51193,"""Westmoreland, (VA)""",97.8,"91.4 - 108.6 (588)",8.7,1,14.9
51199,"""York, (VA)""",58.2,"28.0 - 75.9 (591)",8.9,37,10.6
51530,"""Buena Vista, (VA)""",119.6,"108.7 - 131.0 (582)",8.4,30,22.1
51540,"""Charlottesville, (VA)""",65.7,"28.0 - 75.9 (591)",8.7,72,21
51550,"""Chesapeake, (VA)""",89.7,"76.0 - 91.3 (584)",9,21,16.1
51570,"""Colonial Heights, (VA)""",85.5,"76.0 - 91.3 (584)",9.2,0,14.6
51580,"""Covington, (VA)""",192.7,"131.1 - 349.8 (586)",8.5,28,14.8
51590,"""Danville, (VA)""",128.4,"108.7 - 131.0 (582)",10,18,17.9
51595,"""Emporia, (VA)""",140.6,"131.1 - 349.8 (586)",9.2,18,26.4
51620,"""Franklin City, (VA)""",143.2,"131.1 - 349.8 (586)",8.8,12,27.5
51630,"""Fredericksburg, (VA)""",89.9,"76.0 - 91.3 (584)",8.8,45,20.2
51650,"""Hampton, (VA)""",102.9,"91.4 - 108.6 (588)",8.7,46,23.6
51670,"""Hopewell, (VA)""",120.9,"108.7 - 131.0 (582)",9.2,23,20.1
51678,"""Lexington, (VA)""",109.5,"108.7 - 131.0 (582)",8.4,24,20.9
51680,"""Lynchburg, (VA)""",89.2,"76.0 - 91.3 (584)",9.1,10,20.6
51690,"""Martinsville, (VA)""",174.4,"131.1 - 349.8 (586)",9.5,56,19.4
51700,"""Newport News, (VA)""",89.6,"76.0 - 91.3 (584)",9,41,17.6
51710,"""Norfolk, (VA)""",102.9,"91.4 - 108.6 (588)",8.8,47,24.3
51730,"""Petersburg, (VA)""",145,"131.1 - 349.8 (586)",9.2,43,20.7
51735,"""Poquoson, (VA)""",83.4,"76.0 - 91.3 (584)",8.7,11,10.6
51740,"""Portsmouth, (VA)""",109.5,"108.7 - 131.0 (582)",9,48,22
51750,"""Radford, (VA)""",98,"91.4 - 108.6 (588)",8.9,31,26.3
51760,"""Richmond City, (VA)""",81.7,"76.0 - 91.3 (584)",9.3,42,23.9
51770,"""Roanoke City, (VA)""",95.2,"91.4 - 108.6 (588)",9,61,19.4
51775,"""Salem, (VA)""",102,"91.4 - 108.6 (588)",8.8,41,18.5
51790,"""Staunton, (VA)""",113.6,"108.7 - 131.0 (582)",8.6,53,21.3
51800,"""Suffolk, (VA)""",82.9,"76.0 - 91.3 (584)",9.1,17,16.4
51810,"""Virginia Beach, (VA)""",68.8,"28.0 - 75.9 (591)",8.2,25,16.9
51820,"""Waynesboro, (VA)""",104.1,"91.4 - 108.6 (588)",8.6,16,17.2
51830,"""Williamsburg, (VA)""",60.6,"28.0 - 75.9 (591)",8.7,48,18.2
54025,"""Greenbrier, (WV)""",93.9,"91.4 - 108.6 (588)",8.7,1,12.7
54063,"""Monroe, (WV)""",96.2,"91.4 - 108.6 (588)",8.7,0,9
10001,"""Kent, (DE)""",107.3,"91.4 - 108.6 (588)",9.3,12,15.9
10003,"""New Castle, (DE)""",80.3,"76.0 - 91.3 (584)",10,69,15.5
10005,"""Sussex, (DE)""",105.2,"91.4 - 108.6 (588)",9.2,13,15.8
11001,"""District of Columbia, (DC)""",110.1,"108.7 - 131.0 (582)",9.7,88,21.6
24001,"""Allegany, (MD)""",131.9,"131.1 - 349.8 (586)",9,19,15.5
24003,"""Anne Arundel, (MD)""",82,"76.0 - 91.3 (584)",10.6,35,14.5
24005,"""Baltimore County, (MD)""",108.6,"91.4 - 108.6 (588)",10.9,46,16.2
24009,"""Calvert, (MD)""",116,"108.7 - 131.0 (582)",9.3,5,13.7
24011,"""Caroline, (MD)""",134,"131.1 - 349.8 (586)",9.4,17,19.3
24013,"""Carroll, (MD)""",94.1,"91.4 - 108.6 (588)",10.5,22,12.5
24015,"""Cecil, (MD)""",114.7,"108.7 - 131.0 (582)",10.7,18,16
24017,"""Charles, (MD)""",82.3,"76.0 - 91.3 (584)",9.3,8,14.6
24019,"""Dorchester, (MD)""",114.2,"108.7 - 131.0 (582)",9.4,12,19.8
24021,"""Frederick, (MD)""",97.9,"91.4 - 108.6 (588)",10.3,20,14.2
24023,"""Garrett, (MD)""",145.2,"131.1 - 349.8 (586)",8.7,11,13.4
24025,"""Harford, (MD)""",99,"91.4 - 108.6 (588)",10.9,27,13.1
24027,"""Howard, (MD)""",61.2,"28.0 - 75.9 (591)",11,34,13.2
24029,"""Kent, (MD)""",114,"108.7 - 131.0 (582)",9.7,17,16.2
24031,"""Montgomery, (MD)""",53.9,"28.0 - 75.9 (591)",10.8,84,17.3
24033,"""Prince George's, (MD)""",82.3,"76.0 - 91.3 (584)",9.9,79,20.2
24035,"""Queen Anne's, (MD)""",89.5,"76.0 - 91.3 (584)",9.7,16,13.5
24041,"""Talbot, (MD)""",71.7,"28.0 - 75.9 (591)",9.3,14,17.6
24043,"""Washington, (MD)""",109.2,"108.7 - 131.0 (582)",10.1,35,14.5
24045,"""Wicomico, (MD)""",152.9,"131.1 - 349.8 (586)",9.3,19,20.3
24510,"""Baltimore City, (MD)""",121.2,"108.7 - 131.0 (582)",9.5,72,23.5
34001,"""Atlantic, (NJ)""",115.8,"108.7 - 131.0 (582)",9.4,36,26.2
34003,"""Bergen, (NJ)""",73.4,"28.0 - 75.9 (591)",9.9,51,22.9
34005,"""Burlington, (NJ)""",77.1,"76.0 - 91.3 (584)",11.4,22,16.1
34007,"""Camden, (NJ)""",102.7,"91.4 - 108.6 (588)",11.6,47,21.8
34009,"""Cape May, (NJ)""",121.3,"108.7 - 131.0 (582)",9,38,21.3
34011,"""Cumberland, (NJ)""",135.7,"131.1 - 349.8 (586)",9.9,18,22.6
34013,"""Essex, (NJ)""",87,"76.0 - 91.3 (584)",9.9,69,29.6
34015,"""Gloucester, (NJ)""",117.3,"108.7 - 131.0 (582)",10.9,20,16.3
34019,"""Hunterdon, (NJ)""",70.2,"28.0 - 75.9 (591)",10.2,20,16.2
34021,"""Mercer, (NJ)""",76,"76.0 - 91.3 (584)",8.8,43,19.7
34023,"""Middlesex, (NJ)""",87,"76.0 - 91.3 (584)",9.7,49,20.6
34025,"""Monmouth, (NJ)""",88,"76.0 - 91.3 (584)",9.9,30,20.6
34027,"""Morris, (NJ)""",73.5,"28.0 - 75.9 (591)",10,32,17.2
34029,"""Ocean, (NJ)""",130.3,"108.7 - 131.0 (582)",7.8,24,20.9
34031,"""Passaic, (NJ)""",89.6,"76.0 - 91.3 (584)",9.7,61,32.9
34033,"""Salem, (NJ)""",105.8,"91.4 - 108.6 (588)",10.9,10,17.9
34035,"""Somerset, (NJ)""",72.5,"28.0 - 75.9 (591)",9.9,25,18.1
34037,"""Sussex, (NJ)""",101.9,"91.4 - 108.6 (588)",9.1,18,17.8
34039,"""Union, (NJ)""",80,"76.0 - 91.3 (584)",10.4,76,28.2
34041,"""Warren, (NJ)""",106,"91.4 - 108.6 (588)",10,11,17.3
36003,"""Allegany, (NY)""",101.9,"91.4 - 108.6 (588)",8.5,9,14.3
36007,"""Broome, (NY)""",89.4,"76.0 - 91.3 (584)",8.9,46,15.9
36009,"""Cattaraugus, (NY)""",156.2,"131.1 - 349.8 (586)",9.3,23,14.7
36011,"""Cayuga, (NY)""",106.7,"91.4 - 108.6 (588)",8.3,28,12.1
36013,"""Chautauqua, (NY)""",118.2,"108.7 - 131.0 (582)",9.6,39,16
36015,"""Chemung, (NY)""",134.9,"131.1 - 349.8 (586)",8.3,15,14
36017,"""Chenango, (NY)""",162.5,"131.1 - 349.8 (586)",8.2,0,14.3
36023,"""Cortland, (NY)""",95.4,"91.4 - 108.6 (588)",7.9,26,15.5
36025,"""Delaware, (NY)""",89.9,"76.0 - 91.3 (584)",7.9,13,17.4
