"cnty_fips","display_name","Value","theme_range","airqual","PARKS","sev_housing"
35059,"""Union, (NM)""",116,"108.7 - 131.0 (582)",4.9,36,10.3
40001,"""Adair, (OK)""",166.5,"131.1 - 349.8 (586)",9.8,9,15
40003,"""Alfalfa, (OK)""",101.9,"91.4 - 108.6 (588)",8.4,13,5.6
40005,"""Atoka, (OK)""",169.4,"131.1 - 349.8 (586)",9.5,0,10.8
40007,"""Beaver, (OK)""",178.6,"131.1 - 349.8 (586)",7,22,6.2
40009,"""Beckham, (OK)""",109.9,"108.7 - 131.0 (582)",7.8,33,9.7
40011,"""Blaine, (OK)""",126.6,"108.7 - 131.0 (582)",8.4,40,11.3
40013,"""Bryan, (OK)""",103.4,"91.4 - 108.6 (588)",9.9,7,15.7
40015,"""Caddo, (OK)""",148.1,"131.1 - 349.8 (586)",8.9,26,11.4
40017,"""Canadian, (OK)""",92.7,"91.4 - 108.6 (588)",9.7,28,10.3
40019,"""Carter, (OK)""",153.5,"131.1 - 349.8 (586)",9.5,20,12.7
40021,"""Cherokee, (OK)""",145.1,"131.1 - 349.8 (586)",10,1,15.7
40023,"""Choctaw, (OK)""",188.6,"131.1 - 349.8 (586)",9.6,23,16
40025,"""Cimarron, (OK)""",-1,,5.6,23,11.1
40027,"""Cleveland, (OK)""",98.7,"91.4 - 108.6 (588)",10.1,29,14.4
40029,"""Coal, (OK)""",241.1,"131.1 - 349.8 (586)",9.3,5,12.8
40031,"""Comanche, (OK)""",120.4,"108.7 - 131.0 (582)",8.9,60,15.1
40033,"""Cotton, (OK)""",89.5,"76.0 - 91.3 (584)",8.6,0,12.6
40035,"""Craig, (OK)""",202.8,"131.1 - 349.8 (586)",9.8,31,14.3
40037,"""Creek, (OK)""",108.8,"108.7 - 131.0 (582)",9.8,19,12.7
40039,"""Custer, (OK)""",122.4,"108.7 - 131.0 (582)",8.2,53,14.5
40041,"""Delaware, (OK)""",122.3,"108.7 - 131.0 (582)",10,2,15.8
40043,"""Dewey, (OK)""",188.7,"131.1 - 349.8 (586)",7.7,22,7.6
40045,"""Ellis, (OK)""",168,"131.1 - 349.8 (586)",7.2,50,8.6
40047,"""Garfield, (OK)""",125.5,"108.7 - 131.0 (582)",9.2,36,11
40049,"""Garvin, (OK)""",153.5,"131.1 - 349.8 (586)",9.5,13,13.4
40051,"""Grady, (OK)""",135.4,"131.1 - 349.8 (586)",9.6,7,11.5
40053,"""Grant, (OK)""",148.9,"131.1 - 349.8 (586)",8.8,8,4.6
40055,"""Greer, (OK)""",95.6,"91.4 - 108.6 (588)",7.8,15,9.5
40057,"""Harmon, (OK)""",-1,,7.8,15,8.9
40059,"""Harper, (OK)""",128.9,"108.7 - 131.0 (582)",7.4,26,6.7
40061,"""Haskell, (OK)""",215.2,"131.1 - 349.8 (586)",9.9,5,10.1
40063,"""Hughes, (OK)""",239.9,"131.1 - 349.8 (586)",9.4,12,13.5
40065,"""Jackson, (OK)""",123.7,"108.7 - 131.0 (582)",8.2,22,13.6
40067,"""Jefferson, (OK)""",217.6,"131.1 - 349.8 (586)",8.9,0,9.1
40069,"""Johnston, (OK)""",130.6,"108.7 - 131.0 (582)",9.4,0,12.1
40071,"""Kay, (OK)""",128.9,"108.7 - 131.0 (582)",9.4,62,13.2
40073,"""Kingfisher, (OK)""",75.4,"28.0 - 75.9 (591)",9,27,10.4
40075,"""Kiowa, (OK)""",156.3,"131.1 - 349.8 (586)",8.2,65,9.9
40077,"""Latimer, (OK)""",143.1,"131.1 - 349.8 (586)",9.3,4,11.8
40079,"""Le Flore, (OK)""",167.7,"131.1 - 349.8 (586)",10.5,4,15.1
40081,"""Lincoln, (OK)""",125.9,"108.7 - 131.0 (582)",9.4,19,13.5
40083,"""Logan, (OK)""",92.7,"91.4 - 108.6 (588)",9.4,11,13.7
40085,"""Love, (OK)""",99.8,"91.4 - 108.6 (588)",9.3,2,7.7
40087,"""McClain, (OK)""",119.1,"108.7 - 131.0 (582)",9.8,3,11
40089,"""McCurtain, (OK)""",186.8,"131.1 - 349.8 (586)",9.9,5,15.3
40091,"""McIntosh, (OK)""",180.3,"131.1 - 349.8 (586)",9.7,6,14.2
40093,"""Major, (OK)""",144.6,"131.1 - 349.8 (586)",8.3,21,7.8
40095,"""Marshall, (OK)""",100.2,"91.4 - 108.6 (588)",9.6,4,12.1
40097,"""Mayes, (OK)""",131.9,"131.1 - 349.8 (586)",10.2,18,14.3
40099,"""Murray, (OK)""",155.6,"131.1 - 349.8 (586)",9.3,50,9.9
40101,"""Muskogee, (OK)""",180.3,"131.1 - 349.8 (586)",10.2,26,14.1
40103,"""Noble, (OK)""",125.8,"108.7 - 131.0 (582)",9.2,43,12.3
40105,"""Nowata, (OK)""",105.3,"91.4 - 108.6 (588)",9.9,24,11.7
40107,"""Okfuskee, (OK)""",173.9,"131.1 - 349.8 (586)",9.4,15,13.3
40109,"""Oklahoma, (OK)""",114.6,"108.7 - 131.0 (582)",10,49,17.2
40111,"""Okmulgee, (OK)""",163.5,"131.1 - 349.8 (586)",9.7,5,12.8
40113,"""Osage, (OK)""",95.4,"91.4 - 108.6 (588)",10.2,13,12.5
40115,"""Ottawa, (OK)""",180.5,"131.1 - 349.8 (586)",9.9,39,15.3
40117,"""Pawnee, (OK)""",152.5,"131.1 - 349.8 (586)",9.4,30,11.9
40119,"""Payne, (OK)""",99.2,"91.4 - 108.6 (588)",9.5,32,22.4
40121,"""Pittsburg, (OK)""",171.8,"131.1 - 349.8 (586)",9.5,27,13.3
40123,"""Pontotoc, (OK)""",145.5,"131.1 - 349.8 (586)",9.5,13,15.8
40125,"""Pottawatomie, (OK)""",156.1,"131.1 - 349.8 (586)",9.5,22,13.6
40127,"""Pushmataha, (OK)""",144.7,"131.1 - 349.8 (586)",9.4,16,13.7
40129,"""Roger Mills, (OK)""",118.5,"108.7 - 131.0 (582)",7.2,32,10.7
40131,"""Rogers, (OK)""",127.5,"108.7 - 131.0 (582)",10.5,4,11.8
40133,"""Seminole, (OK)""",201,"131.1 - 349.8 (586)",9.4,15,14.4
40135,"""Sequoyah, (OK)""",167.2,"131.1 - 349.8 (586)",10.2,1,14
40137,"""Stephens, (OK)""",153,"131.1 - 349.8 (586)",9.1,32,13.1
40139,"""Texas, (OK)""",129.9,"108.7 - 131.0 (582)",7.2,38,14.9
40141,"""Tillman, (OK)""",111,"108.7 - 131.0 (582)",8.4,48,11.6
40143,"""Tulsa, (OK)""",114.2,"108.7 - 131.0 (582)",9.3,60,15.7
40145,"""Wagoner, (OK)""",107.6,"91.4 - 108.6 (588)",10.5,3,12.1
40147,"""Washington, (OK)""",106.9,"91.4 - 108.6 (588)",10,17,11.1
40149,"""Washita, (OK)""",151.1,"131.1 - 349.8 (586)",8.2,38,8.2
40151,"""Woods, (OK)""",126,"108.7 - 131.0 (582)",7.9,26,8.5
40153,"""Woodward, (OK)""",158.1,"131.1 - 349.8 (586)",7.5,11,10.8
46003,"""Aurora, (SD)""",-1,,6.2,44,7.7
46005,"""Beadle, (SD)""",84.8,"76.0 - 91.3 (584)",6.2,46,13.5
46007,"""Bennett, (SD)""",-1,,4.8,31,28
46009,"""Bon Homme, (SD)""",79.8,"76.0 - 91.3 (584)",7.3,44,8
46011,"""Brookings, (SD)""",105,"91.4 - 108.6 (588)",6.9,36,13.9
46015,"""Brule, (SD)""",166.5,"131.1 - 349.8 (586)",6,26,9.2
46017,"""Buffalo, (SD)""",-1,,5.8,2,28.4
46023,"""Charles Mix, (SD)""",121.1,"108.7 - 131.0 (582)",6.8,33,12.4
46027,"""Clay, (SD)""",147.7,"131.1 - 349.8 (586)",8.2,68,22.9
46033,"""Custer, (SD)""",74.4,"28.0 - 75.9 (591)",3.8,8,12.8
46035,"""Davison, (SD)""",71,"28.0 - 75.9 (591)",6.8,54,10.5
46043,"""Douglas, (SD)""",-1,,6.5,22,9.7
46047,"""Fall River, (SD)""",141.1,"131.1 - 349.8 (586)",3.7,1,14.4
46053,"""Gregory, (SD)""",116.6,"108.7 - 131.0 (582)",6,18,11.6
46055,"""Haakon, (SD)""",-1,,4.9,0,5
46059,"""Hand, (SD)""",102,"91.4 - 108.6 (588)",5.7,34,12.3
46061,"""Hanson, (SD)""",-1,,6.8,3,6.8
46065,"""Hughes, (SD)""",88.3,"76.0 - 91.3 (584)",5.6,35,10
46067,"""Hutchinson, (SD)""",101.3,"91.4 - 108.6 (588)",7.3,38,7.8
46069,"""Hyde, (SD)""",-1,,5.6,0,5.4
46071,"""Jackson, (SD)""",-1,,4.8,19,18.9
46073,"""Jerauld, (SD)""",-1,,6.1,34,7.3
46075,"""Jones, (SD)""",-1,,5.2,0,6.9
46077,"""Kingsbury, (SD)""",122.9,"108.7 - 131.0 (582)",6.2,34,8
46079,"""Lake, (SD)""",116.3,"108.7 - 131.0 (582)",6.9,49,7
46081,"""Lawrence, (SD)""",61,"28.0 - 75.9 (591)",5,12,13.6
46083,"""Lincoln, (SD)""",62.4,"28.0 - 75.9 (591)",8.3,33,8
46085,"""Lyman, (SD)""",-1,,5.6,16,12.1
46087,"""McCook, (SD)""",119.9,"108.7 - 131.0 (582)",7.2,34,6.6
46093,"""Meade, (SD)""",106,"91.4 - 108.6 (588)",5.5,2,11.3
46095,"""Mellette, (SD)""",-1,,5,0,20.1
46097,"""Miner, (SD)""",-1,,6.5,26,9.5
46099,"""Minnehaha, (SD)""",90.4,"76.0 - 91.3 (584)",8,74,12.2
46101,"""Moody, (SD)""",130.3,"108.7 - 131.0 (582)",7.1,0,10.2
46103,"""Pennington, (SD)""",110,"108.7 - 131.0 (582)",5.5,34,13.4
46111,"""Sanborn, (SD)""",-1,,6.3,28,6.5
46102,"""Oglala Lakota, (SD)""",-1,,-1,-1,-1
46117,"""Stanley, (SD)""",-1,,5.2,0,10.6
46121,"""Todd, (SD)""",173.6,"131.1 - 349.8 (586)",5.2,10,28.6
46123,"""Tripp, (SD)""",134.1,"131.1 - 349.8 (586)",5.5,23,10
46125,"""Turner, (SD)""",146.4,"131.1 - 349.8 (586)",7.7,36,9
46127,"""Union, (SD)""",58.2,"28.0 - 75.9 (591)",8.7,22,7.1
46135,"""Yankton, (SD)""",106.9,"91.4 - 108.6 (588)",7.8,49,10.4
48003,"""Andrews, (TX)""",161.1,"131.1 - 349.8 (586)",7.3,28,11.4
48009,"""Archer, (TX)""",95.6,"91.4 - 108.6 (588)",8.5,10,9.9
48011,"""Armstrong, (TX)""",-1,,6.8,0,6.8
48017,"""Bailey, (TX)""",109.6,"108.7 - 131.0 (582)",6.8,22,23.3
48023,"""Baylor, (TX)""",130.3,"108.7 - 131.0 (582)",7.8,25,7.8
48033,"""Borden, (TX)""",-1,,7.1,0,3.1
48037,"""Bowie, (TX)""",180.3,"131.1 - 349.8 (586)",10,8,15.4
48045,"""Briscoe, (TX)""",-1,,6.9,1,7.1
48059,"""Callahan, (TX)""",147.9,"131.1 - 349.8 (586)",7.9,9,15.3
48063,"""Camp, (TX)""",127.7,"108.7 - 131.0 (582)",9.9,22,18.1
48065,"""Carson, (TX)""",156.4,"131.1 - 349.8 (586)",7,43,7.1
48067,"""Cass, (TX)""",161.9,"131.1 - 349.8 (586)",9.9,4,12.7
48069,"""Castro, (TX)""",132.3,"131.1 - 349.8 (586)",7.3,30,15
48075,"""Childress, (TX)""",156.6,"131.1 - 349.8 (586)",7.5,14,17.3
48077,"""Clay, (TX)""",105.1,"91.4 - 108.6 (588)",8.6,1,11.9
48079,"""Cochran, (TX)""",-1,,6.8,47,18
48085,"""Collin, (TX)""",66.5,"28.0 - 75.9 (591)",10.9,44,13.4
48087,"""Collingsworth, (TX)""",196.9,"131.1 - 349.8 (586)",7.3,49,11.6
48097,"""Cooke, (TX)""",82.1,"76.0 - 91.3 (584)",9.8,29,16
48101,"""Cottle, (TX)""",-1,,7.2,0,3.5
48107,"""Crosby, (TX)""",111,"108.7 - 131.0 (582)",7.6,13,17.4
48111,"""Dallam, (TX)""",110.8,"108.7 - 131.0 (582)",6,27,13
48113,"""Dallas, (TX)""",86.6,"76.0 - 91.3 (584)",10,61,22.2
48115,"""Dawson, (TX)""",104.4,"91.4 - 108.6 (588)",7.3,63,9.3
48117,"""Deaf Smith, (TX)""",106.6,"91.4 - 108.6 (588)",7,50,14.7
48119,"""Delta, (TX)""",199.2,"131.1 - 349.8 (586)",9.8,15,16.9
48121,"""Denton, (TX)""",59.9,"28.0 - 75.9 (591)",10.9,50,14.3
48125,"""Dickens, (TX)""",-1,,7.1,0,9.1
48129,"""Donley, (TX)""",-1,,7,8,10.6
48133,"""Eastland, (TX)""",97.8,"91.4 - 108.6 (588)",8.3,17,11.7
48139,"""Ellis, (TX)""",86.6,"76.0 - 91.3 (584)",10.5,24,14.4
48143,"""Erath, (TX)""",134.1,"131.1 - 349.8 (586)",8.8,4,22.6
48147,"""Fannin, (TX)""",183.9,"131.1 - 349.8 (586)",10,11,15.4
48151,"""Fisher, (TX)""",105.1,"91.4 - 108.6 (588)",7.6,29,11.1
48153,"""Floyd, (TX)""",87.4,"76.0 - 91.3 (584)",7.3,43,13.5
48155,"""Foard, (TX)""",-1,,7.5,60,2.7
48159,"""Franklin, (TX)""",141.7,"131.1 - 349.8 (586)",9.9,8,13.1
48165,"""Gaines, (TX)""",124.4,"108.7 - 131.0 (582)",7.4,11,13.9
48169,"""Garza, (TX)""",-1,,7.1,13,5.3
48179,"""Gray, (TX)""",195.2,"131.1 - 349.8 (586)",7.1,57,13.4
48181,"""Grayson, (TX)""",102.6,"91.4 - 108.6 (588)",10.2,20,15
48183,"""Gregg, (TX)""",125.5,"108.7 - 131.0 (582)",10.2,34,18.2
48189,"""Hale, (TX)""",122.2,"108.7 - 131.0 (582)",7.6,48,15.5
48191,"""Hall, (TX)""",-1,,7,0,9.8
48195,"""Hansford, (TX)""",-1,,7.1,55,15.6
48197,"""Hardeman, (TX)""",117.3,"108.7 - 131.0 (582)",7.6,17,9.4
48203,"""Harrison, (TX)""",109.3,"108.7 - 131.0 (582)",10,5,12.5
48205,"""Hartley, (TX)""",97.5,"91.4 - 108.6 (588)",5.9,14,12.7
48207,"""Haskell, (TX)""",101.7,"91.4 - 108.6 (588)",7.8,0,11.8
48211,"""Hemphill, (TX)""",-1,,6.9,7,8.2
48213,"""Henderson, (TX)""",150.8,"131.1 - 349.8 (586)",10.4,0,15.7
48219,"""Hockley, (TX)""",76,"76.0 - 91.3 (584)",7.5,21,12.2
48221,"""Hood, (TX)""",92.7,"91.4 - 108.6 (588)",9.6,2,12.8
48223,"""Hopkins, (TX)""",153.7,"131.1 - 349.8 (586)",10.1,20,14.9
48227,"""Howard, (TX)""",184.2,"131.1 - 349.8 (586)",7.5,24,11.8
48231,"""Hunt, (TX)""",129.7,"108.7 - 131.0 (582)",10.4,18,18.6
48233,"""Hutchinson, (TX)""",234.3,"131.1 - 349.8 (586)",7.1,49,11.1
48237,"""Jack, (TX)""",130.9,"108.7 - 131.0 (582)",8.6,11,10.3
48251,"""Johnson, (TX)""",116.4,"108.7 - 131.0 (582)",10.5,17,13.6
48253,"""Jones, (TX)""",147.7,"131.1 - 349.8 (586)",8.1,9,9.5
48257,"""Kaufman, (TX)""",128.6,"108.7 - 131.0 (582)",10.6,10,14.8
48263,"""Kent, (TX)""",-1,,7.1,0,12
48269,"""King, (TX)""",-1,,7.2,0,11.2
48275,"""Knox, (TX)""",135.4,"131.1 - 349.8 (586)",7.8,0,9.8
48277,"""Lamar, (TX)""",185.5,"131.1 - 349.8 (586)",9.9,33,15.2
48279,"""Lamb, (TX)""",135.3,"131.1 - 349.8 (586)",7.5,37,11.9
48295,"""Lipscomb, (TX)""",-1,,7,7,7.2
48303,"""Lubbock, (TX)""",122.6,"108.7 - 131.0 (582)",8.2,43,19.7
48305,"""Lynn, (TX)""",107.1,"91.4 - 108.6 (588)",7.4,7,12
48315,"""Marion, (TX)""",123.7,"108.7 - 131.0 (582)",9.9,4,14.9
48317,"""Martin, (TX)""",139.2,"131.1 - 349.8 (586)",7.5,25,15.3
48335,"""Mitchell, (TX)""",93.7,"91.4 - 108.6 (588)",7.4,1,7.1
48337,"""Montague, (TX)""",140.2,"131.1 - 349.8 (586)",9.1,12,13.5
48341,"""Moore, (TX)""",115.4,"108.7 - 131.0 (582)",6.9,21,17.4
48343,"""Morris, (TX)""",129.5,"108.7 - 131.0 (582)",9.8,1,13.2
48345,"""Motley, (TX)""",-1,,7,24,6.3
48353,"""Nolan, (TX)""",123.6,"108.7 - 131.0 (582)",7.6,17,10.5
48357,"""Ochiltree, (TX)""",202.3,"131.1 - 349.8 (586)",7.1,54,13.1
48359,"""Oldham, (TX)""",-1,,6.1,22,10.9
48363,"""Palo Pinto, (TX)""",167.5,"131.1 - 349.8 (586)",9.1,4,16.5
48365,"""Panola, (TX)""",106.8,"91.4 - 108.6 (588)",10,7,10
48367,"""Parker, (TX)""",97.3,"91.4 - 108.6 (588)",10,11,13.6
48369,"""Parmer, (TX)""",84.1,"76.0 - 91.3 (584)",7,57,12.2
48375,"""Potter, (TX)""",176.8,"131.1 - 349.8 (586)",7.5,45,20.5
48379,"""Rains, (TX)""",121.6,"108.7 - 131.0 (582)",10,2,15.4
48381,"""Randall, (TX)""",131.8,"131.1 - 349.8 (586)",7.5,12,11.4
48387,"""Red River, (TX)""",203.1,"131.1 - 349.8 (586)",9.8,0,12.1
48393,"""Roberts, (TX)""",-1,,6.8,42,4
48397,"""Rockwall, (TX)""",98,"91.4 - 108.6 (588)",10.5,29,14.5
48401,"""Rusk, (TX)""",108.9,"108.7 - 131.0 (582)",10.2,7,12.1
48415,"""Scurry, (TX)""",82.7,"76.0 - 91.3 (584)",7.5,0,12.4
48417,"""Shackelford, (TX)""",148.5,"131.1 - 349.8 (586)",7.7,34,12.9
48421,"""Sherman, (TX)""",-1,,6.5,38,9
48423,"""Smith, (TX)""",106.8,"91.4 - 108.6 (588)",10.3,13,18.2
48425,"""Somervell, (TX)""",88.2,"76.0 - 91.3 (584)",9.1,10,13.3
48429,"""Stephens, (TX)""",134.2,"131.1 - 349.8 (586)",8,23,12.7
48433,"""Stonewall, (TX)""",-1,,7.4,41,11
48437,"""Swisher, (TX)""",102.2,"91.4 - 108.6 (588)",7.3,36,12
48439,"""Tarrant, (TX)""",81,"76.0 - 91.3 (584)",10.6,56,18.1
48441,"""Taylor, (TX)""",144.9,"131.1 - 349.8 (586)",8.2,25,15.5
48445,"""Terry, (TX)""",198,"131.1 - 349.8 (586)",7.3,17,8.8
48447,"""Throckmorton, (TX)""",-1,,7.7,0,9.7
48449,"""Titus, (TX)""",119.4,"108.7 - 131.0 (582)",10,24,17
48459,"""Upshur, (TX)""",159.1,"131.1 - 349.8 (586)",10.1,0,14.1
48467,"""Van Zandt, (TX)""",109.5,"108.7 - 131.0 (582)",10.3,0,15.4
48483,"""Wheeler, (TX)""",141.6,"131.1 - 349.8 (586)",7.2,46,8.8
48485,"""Wichita, (TX)""",129.2,"108.7 - 131.0 (582)",8.8,37,15.5
48487,"""Wilbarger, (TX)""",90.1,"76.0 - 91.3 (584)",8,0,13.2
48497,"""Wise, (TX)""",97.1,"91.4 - 108.6 (588)",9.9,1,11.6
48499,"""Wood, (TX)""",115.9,"108.7 - 131.0 (582)",10.1,9,14
48501,"""Yoakum, (TX)""",102.4,"91.4 - 108.6 (588)",7.3,29,11.8
48503,"""Young, (TX)""",148,"131.1 - 349.8 (586)",8.2,16,11.6
56001,"""Albany, (WY)""",72.6,"28.0 - 75.9 (591)",3.7,31,23.4
56005,"""Campbell, (WY)""",142.5,"131.1 - 349.8 (586)",5.8,14,9.5
56009,"""Converse, (WY)""",68.7,"28.0 - 75.9 (591)",3.4,0,8.9
56011,"""Crook, (WY)""",119.3,"108.7 - 131.0 (582)",4.9,5,8.2
56015,"""Goshen, (WY)""",81.3,"76.0 - 91.3 (584)",4.5,35,9.6
56019,"""Johnson, (WY)""",95.7,"91.4 - 108.6 (588)",4.2,32,11
56021,"""Laramie, (WY)""",83.2,"76.0 - 91.3 (584)",4.6,45,11.2
56027,"""Niobrara, (WY)""",-1,,3.3,45,12.8
56031,"""Platte, (WY)""",89.6,"76.0 - 91.3 (584)",3.6,4,9.2
56045,"""Weston, (WY)""",101.1,"91.4 - 108.6 (588)",4.1,13,12.5
16003,"""Adams, (ID)""",-1,,6.6,23,13.1
16009,"""Benewah, (ID)""",141.4,"131.1 - 349.8 (586)",9.5,30,14.2
16017,"""Bonner, (ID)""",74.6,"28.0 - 75.9 (591)",10,11,21.8
16021,"""Boundary, (ID)""",76.8,"76.0 - 91.3 (584)",7.1,0,19.5
16035,"""Clearwater, (ID)""",96.8,"91.4 - 108.6 (588)",8.8,29,9.7
16049,"""Idaho, (ID)""",56.6,"28.0 - 75.9 (591)",8.9,25,13.3
16055,"""Kootenai, (ID)""",96.6,"91.4 - 108.6 (588)",11.8,5,16.9
16057,"""Latah, (ID)""",72.5,"28.0 - 75.9 (591)",9.3,22,19.7
16059,"""Lemhi, (ID)""",62.4,"28.0 - 75.9 (591)",9,23,17.7
16061,"""Lewis, (ID)""",-1,,8.5,37,14.2
16069,"""Nez Perce, (ID)""",68.9,"28.0 - 75.9 (591)",9,43,12.6
16079,"""Shoshone, (ID)""",116,"108.7 - 131.0 (582)",9.7,9,15.6
16085,"""Valley, (ID)""",-1,,6.6,19,18.8
27005,"""Becker, (MN)""",61.4,"28.0 - 75.9 (591)",6.8,12,13.5
27007,"""Beltrami, (MN)""",70.4,"28.0 - 75.9 (591)",6.6,14,16.4
27009,"""Benton, (MN)""",58.2,"28.0 - 75.9 (591)",6.8,19,15.6
27011,"""Big Stone, (MN)""",101,"91.4 - 108.6 (588)",5.9,19,13.8
27019,"""Carver, (MN)""",35.7,"28.0 - 75.9 (591)",7.5,65,10.8
27021,"""Cass, (MN)""",70.7,"28.0 - 75.9 (591)",6.6,2,15.9
27023,"""Chippewa, (MN)""",85.7,"76.0 - 91.3 (584)",6.5,37,11.1
27027,"""Clay, (MN)""",71.3,"28.0 - 75.9 (591)",7,62,14.1
27029,"""Clearwater, (MN)""",66.6,"28.0 - 75.9 (591)",6.1,14,16.5
27035,"""Crow Wing, (MN)""",60.3,"28.0 - 75.9 (591)",6.2,12,14.1
27041,"""Douglas, (MN)""",65.3,"28.0 - 75.9 (591)",6.3,17,13
27051,"""Grant, (MN)""",111.9,"108.7 - 131.0 (582)",6.2,16,9.9
27057,"""Hubbard, (MN)""",58.4,"28.0 - 75.9 (591)",6.4,13,13.9
27061,"""Itasca, (MN)""",69.2,"28.0 - 75.9 (591)",7.1,16,12.3
27067,"""Kandiyohi, (MN)""",49.6,"28.0 - 75.9 (591)",6.6,19,12.1
27069,"""Kittson, (MN)""",96.7,"91.4 - 108.6 (588)",6.4,25,7.8
27071,"""Koochiching, (MN)""",73.6,"28.0 - 75.9 (591)",6.1,8,13.4
27073,"""Lac qui Parle, (MN)""",97.7,"91.4 - 108.6 (588)",6.2,34,7.3
27077,"""Lake of the Woods, (MN)""",104.7,"91.4 - 108.6 (588)",5.9,16,12.1
27085,"""McLeod, (MN)""",63.8,"28.0 - 75.9 (591)",6.9,47,11
27087,"""Mahnomen, (MN)""",125.1,"108.7 - 131.0 (582)",6.2,6,18.8
27089,"""Marshall, (MN)""",81.2,"76.0 - 91.3 (584)",6.5,8,7.4
27093,"""Meeker, (MN)""",74.4,"28.0 - 75.9 (591)",6.5,26,12.4
27097,"""Morrison, (MN)""",52.9,"28.0 - 75.9 (591)",6.4,19,13.9
27107,"""Norman, (MN)""",131.2,"131.1 - 349.8 (586)",6.3,20,10.1
27111,"""Otter Tail, (MN)""",95.2,"91.4 - 108.6 (588)",6.8,25,11.6
27113,"""Pennington, (MN)""",112.8,"108.7 - 131.0 (582)",6.2,26,10
27119,"""Polk, (MN)""",97.1,"91.4 - 108.6 (588)",6.9,37,12.8
27121,"""Pope, (MN)""",66.3,"28.0 - 75.9 (591)",6.2,21,10.8
27125,"""Red Lake, (MN)""",-1,,6.2,1,7.8
27129,"""Renville, (MN)""",66.5,"28.0 - 75.9 (591)",6.9,49,10.2
27135,"""Roseau, (MN)""",110.6,"108.7 - 131.0 (582)",6.4,7,9.4
27141,"""Sherburne, (MN)""",50.9,"28.0 - 75.9 (591)",7.3,45,12.3
27145,"""Stearns, (MN)""",47,"28.0 - 75.9 (591)",7,46,13.4
27149,"""Stevens, (MN)""",61.2,"28.0 - 75.9 (591)",6.2,23,13.2
27151,"""Swift, (MN)""",105,"91.4 - 108.6 (588)",6.3,50,9.7
27153,"""Todd, (MN)""",53.2,"28.0 - 75.9 (591)",6.4,8,14.1
27155,"""Traverse, (MN)""",110.1,"108.7 - 131.0 (582)",6,39,10.4
27159,"""Wadena, (MN)""",77.4,"76.0 - 91.3 (584)",6.1,4,14.5
27167,"""Wilkin, (MN)""",107.1,"91.4 - 108.6 (588)",6.4,23,8
27171,"""Wright, (MN)""",55.3,"28.0 - 75.9 (591)",7.3,28,10.7
27173,"""Yellow Medicine, (MN)""",76.6,"76.0 - 91.3 (584)",6.5,24,9.2
30001,"""Beaverhead, (MT)""",85.3,"76.0 - 91.3 (584)",7.3,0,11.6
30003,"""Big Horn, (MT)""",79.8,"76.0 - 91.3 (584)",6,35,23
30005,"""Blaine, (MT)""",150.6,"131.1 - 349.8 (586)",5.7,0,14.3
30007,"""Broadwater, (MT)""",140.2,"131.1 - 349.8 (586)",6,26,8.9
30009,"""Carbon, (MT)""",-1,,5.4,5,14.6
30011,"""Carter, (MT)""",-1,,5.2,26,12
30013,"""Cascade, (MT)""",83.9,"76.0 - 91.3 (584)",5.8,72,12.9
30015,"""Chouteau, (MT)""",121.9,"108.7 - 131.0 (582)",5.7,15,8.8
30017,"""Custer, (MT)""",69.9,"28.0 - 75.9 (591)",5.7,49,12.6
30019,"""Daniels, (MT)""",-1,,6,56,11.4
30021,"""Dawson, (MT)""",-1,,5.6,49,11.6
30023,"""Deer Lodge, (MT)""",128.3,"108.7 - 131.0 (582)",7.4,36,13.2
30025,"""Fallon, (MT)""",-1,,5.2,44,7.5
30027,"""Fergus, (MT)""",81.8,"76.0 - 91.3 (584)",4.8,41,11.3
30029,"""Flathead, (MT)""",78.7,"76.0 - 91.3 (584)",8.9,19,17.4
30031,"""Gallatin, (MT)""",63,"28.0 - 75.9 (591)",7.1,37,16.5
30033,"""Garfield, (MT)""",-1,,5.2,29,12.2
30035,"""Glacier, (MT)""",146.4,"131.1 - 349.8 (586)",6.6,1,19.8
30037,"""Golden Valley, (MT)""",-1,,4.8,0,10.9
30039,"""Granite, (MT)""",-1,,6.7,16,13.6
30041,"""Hill, (MT)""",132,"131.1 - 349.8 (586)",6.1,39,14
30043,"""Jefferson, (MT)""",89.7,"76.0 - 91.3 (584)",7.3,0,9.1
30045,"""Judith Basin, (MT)""",-1,,4.5,12,7.8
30047,"""Lake, (MT)""",91,"76.0 - 91.3 (584)",8.8,6,20.5
30049,"""Lewis and Clark, (MT)""",72.3,"28.0 - 75.9 (591)",6.1,38,12.7
30051,"""Liberty, (MT)""",-1,,5.9,0,24.1
30053,"""Lincoln, (MT)""",127.1,"108.7 - 131.0 (582)",9,7,16.7
30055,"""McCone, (MT)""",-1,,5.5,28,6.4
30057,"""Madison, (MT)""",54,"28.0 - 75.9 (591)",6.8,5,11.5
30059,"""Meagher, (MT)""",-1,,4.7,45,11.9
30061,"""Mineral, (MT)""",121.5,"108.7 - 131.0 (582)",8.5,25,20.9
30063,"""Missoula, (MT)""",94.4,"91.4 - 108.6 (588)",8.6,39,18.7
30065,"""Musselshell, (MT)""",102.1,"91.4 - 108.6 (588)",5.2,31,17.3
30067,"""Park, (MT)""",69.3,"28.0 - 75.9 (591)",5.4,20,14.1
30069,"""Petroleum, (MT)""",-1,,5.1,0,20.5
