"cnty_fips","display_name","Value","theme_range","dm_prev_adj","ob_prev_adj","ltpia_prev_adj"
22067,"""Morehouse, (LA)""",143.3,"131.1 - 349.8 (586)",11.6,43.5,32.3
22073,"""Ouachita, (LA)""",49.6,"28.0 - 75.9 (591)",13.2,40.3,31
22083,"""Richland, (LA)""",84.8,"76.0 - 91.3 (584)",17,35.5,33.7
22111,"""Union, (LA)""",60.7,"28.0 - 75.9 (591)",13.9,38.5,30.2
22119,"""Webster, (LA)""",149.2,"131.1 - 349.8 (586)",12.4,32.7,29.5
22123,"""West Carroll, (LA)""",82,"76.0 - 91.3 (584)",23,47.4,28.1
28003,"""Alcorn, (MS)""",101.2,"91.4 - 108.6 (588)",17.1,35.6,34.1
28007,"""Attala, (MS)""",94.3,"91.4 - 108.6 (588)",17.7,37.6,28.9
28009,"""Benton, (MS)""",68.5,"28.0 - 75.9 (591)",17.5,40.1,23.7
28011,"""Bolivar, (MS)""",82.4,"76.0 - 91.3 (584)",10.5,39,32.3
28013,"""Calhoun, (MS)""",136.9,"131.1 - 349.8 (586)",22.5,38.4,37.9
28015,"""Carroll, (MS)""",120.2,"108.7 - 131.0 (582)",19.3,34.7,40
28017,"""Chickasaw, (MS)""",151.6,"131.1 - 349.8 (586)",10.6,45.6,31.3
28019,"""Choctaw, (MS)""",114.4,"108.7 - 131.0 (582)",22.8,38.3,32.5
28025,"""Clay, (MS)""",111,"108.7 - 131.0 (582)",16.8,39.8,29.2
28027,"""Coahoma, (MS)""",129.6,"108.7 - 131.0 (582)",19.6,42.5,35.5
28033,"""DeSoto, (MS)""",117.6,"108.7 - 131.0 (582)",11.3,35.2,28.3
28043,"""Grenada, (MS)""",86.6,"76.0 - 91.3 (584)",14,42,31.4
28049,"""Hinds, (MS)""",83.9,"76.0 - 91.3 (584)",13.1,37,30.9
28051,"""Holmes, (MS)""",78,"76.0 - 91.3 (584)",21.6,46.2,40.8
28053,"""Humphreys, (MS)""",146.5,"131.1 - 349.8 (586)",11.9,46,26.9
28055,"""Issaquena, (MS)""",-1,,6.2,26.9,43.4
28057,"""Itawamba, (MS)""",93.1,"91.4 - 108.6 (588)",13.2,33.9,29.6
28069,"""Kemper, (MS)""",82.4,"76.0 - 91.3 (584)",15.9,38.9,35
28071,"""Lafayette, (MS)""",105.1,"91.4 - 108.6 (588)",13.2,32.3,26.8
28075,"""Lauderdale, (MS)""",178.7,"131.1 - 349.8 (586)",11.7,36.2,32.8
28079,"""Leake, (MS)""",59.4,"28.0 - 75.9 (591)",15.5,40.6,34.2
28081,"""Lee, (MS)""",88.3,"76.0 - 91.3 (584)",12.1,30.9,28.2
28083,"""Leflore, (MS)""",167,"131.1 - 349.8 (586)",14,36.9,33
28087,"""Lowndes, (MS)""",125.3,"108.7 - 131.0 (582)",16.9,36.6,29.4
28089,"""Madison, (MS)""",83.5,"76.0 - 91.3 (584)",7.2,36.2,22.1
28093,"""Marshall, (MS)""",84,"76.0 - 91.3 (584)",15.1,44,35.9
28095,"""Monroe, (MS)""",90.9,"76.0 - 91.3 (584)",13.4,36.3,36.2
28097,"""Montgomery, (MS)""",74.6,"28.0 - 75.9 (591)",14.5,37.9,34.6
28099,"""Neshoba, (MS)""",150.1,"131.1 - 349.8 (586)",12.7,43.1,31.7
28101,"""Newton, (MS)""",91.9,"91.4 - 108.6 (588)",14.4,34.4,30.6
28103,"""Noxubee, (MS)""",119.1,"108.7 - 131.0 (582)",12.7,42.3,39.8
28105,"""Oktibbeha, (MS)""",96.3,"91.4 - 108.6 (588)",11,33.7,25.2
28107,"""Panola, (MS)""",115.2,"108.7 - 131.0 (582)",13,33.7,39.2
28115,"""Pontotoc, (MS)""",102.8,"91.4 - 108.6 (588)",15,35,31.1
28117,"""Prentiss, (MS)""",106.4,"91.4 - 108.6 (588)",17.4,32.2,41.6
28119,"""Quitman, (MS)""",92.3,"91.4 - 108.6 (588)",13.2,41.6,40.1
28121,"""Rankin, (MS)""",53.2,"28.0 - 75.9 (591)",11.8,35.3,29.7
28123,"""Scott, (MS)""",65.8,"28.0 - 75.9 (591)",20,49,37.3
28125,"""Sharkey, (MS)""",151.1,"131.1 - 349.8 (586)",11.1,49.3,27.8
28133,"""Sunflower, (MS)""",122.3,"108.7 - 131.0 (582)",19.2,50.2,32.5
28135,"""Tallahatchie, (MS)""",70.8,"28.0 - 75.9 (591)",15.7,44.1,30.2
28137,"""Tate, (MS)""",139.6,"131.1 - 349.8 (586)",12.2,36.7,26
28139,"""Tippah, (MS)""",130.4,"108.7 - 131.0 (582)",33,40.2,41.3
28141,"""Tishomingo, (MS)""",152.4,"131.1 - 349.8 (586)",17.5,37.6,39.4
28143,"""Tunica, (MS)""",257.9,"131.1 - 349.8 (586)",10.3,40,30.4
28145,"""Union, (MS)""",135.4,"131.1 - 349.8 (586)",10.5,40.1,30.1
28149,"""Warren, (MS)""",118.3,"108.7 - 131.0 (582)",16.8,35.9,34.8
28151,"""Washington, (MS)""",71.7,"28.0 - 75.9 (591)",13.8,43.5,35.7
28155,"""Webster, (MS)""",151.8,"131.1 - 349.8 (586)",10.5,33.2,26.5
28159,"""Winston, (MS)""",128.7,"108.7 - 131.0 (582)",10.4,39.3,38.4
28161,"""Yalobusha, (MS)""",87.1,"76.0 - 91.3 (584)",12.9,33.4,31.3
28163,"""Yazoo, (MS)""",86.3,"76.0 - 91.3 (584)",17.5,41.1,36.6
29015,"""Benton, (MO)""",93.3,"91.4 - 108.6 (588)",7.5,34,28.3
29017,"""Bollinger, (MO)""",196.4,"131.1 - 349.8 (586)",21.2,32.1,30.5
29023,"""Butler, (MO)""",108.1,"91.4 - 108.6 (588)",13.8,37.8,38.2
29029,"""Camden, (MO)""",84.6,"76.0 - 91.3 (584)",8.6,22,25.2
29031,"""Cape Girardeau, (MO)""",110.9,"108.7 - 131.0 (582)",12.1,31.9,28.4
29035,"""Carter, (MO)""",135.9,"131.1 - 349.8 (586)",7.8,27,35
29043,"""Christian, (MO)""",66.3,"28.0 - 75.9 (591)",10.7,31.2,24.1
29055,"""Crawford, (MO)""",241.7,"131.1 - 349.8 (586)",14.3,40.6,28.5
29059,"""Dallas, (MO)""",116.9,"108.7 - 131.0 (582)",10.9,32.1,27.2
29065,"""Dent, (MO)""",103.9,"91.4 - 108.6 (588)",11.1,21,26.2
29067,"""Douglas, (MO)""",78.8,"76.0 - 91.3 (584)",14.8,30.2,27.9
29069,"""Dunklin, (MO)""",196.5,"131.1 - 349.8 (586)",15.7,41.6,42.2
29077,"""Greene, (MO)""",83.2,"76.0 - 91.3 (584)",10.5,33.1,23.5
29085,"""Hickory, (MO)""",86.6,"76.0 - 91.3 (584)",6.8,32.3,25.3
29091,"""Howell, (MO)""",126.4,"108.7 - 131.0 (582)",15.5,37.1,30.4
29093,"""Iron, (MO)""",147.6,"131.1 - 349.8 (586)",11.2,24,25
29099,"""Jefferson, (MO)""",123.7,"108.7 - 131.0 (582)",11.6,31.8,21.9
29105,"""Laclede, (MO)""",109.6,"108.7 - 131.0 (582)",13.3,31,29
29123,"""Madison, (MO)""",157,"131.1 - 349.8 (586)",16.7,35.3,27.1
29125,"""Maries, (MO)""",59.2,"28.0 - 75.9 (591)",13.5,34.9,33.2
29131,"""Miller, (MO)""",78.9,"76.0 - 91.3 (584)",6.8,38.9,24.8
29133,"""Mississippi, (MO)""",206.8,"131.1 - 349.8 (586)",18.6,38.4,35.4
29143,"""New Madrid, (MO)""",99.8,"91.4 - 108.6 (588)",12.7,35.9,36.8
29149,"""Oregon, (MO)""",37.6,"28.0 - 75.9 (591)",6.5,30.2,32
29153,"""Ozark, (MO)""",144.1,"131.1 - 349.8 (586)",6.4,23.2,27.6
29155,"""Pemiscot, (MO)""",285.2,"131.1 - 349.8 (586)",17.7,36.3,40.1
29157,"""Perry, (MO)""",103,"91.4 - 108.6 (588)",7.1,37.5,25.8
29161,"""Phelps, (MO)""",114.3,"108.7 - 131.0 (582)",10.6,35.2,27.6
29167,"""Polk, (MO)""",122.5,"108.7 - 131.0 (582)",11.2,38.7,25.4
29169,"""Pulaski, (MO)""",102.2,"91.4 - 108.6 (588)",9.4,32.9,22.9
29179,"""Reynolds, (MO)""",138.7,"131.1 - 349.8 (586)",11,31.2,29.1
29181,"""Ripley, (MO)""",165.4,"131.1 - 349.8 (586)",16.5,36.7,33.5
29186,"""Ste. Genevieve, (MO)""",102.3,"91.4 - 108.6 (588)",10.7,34.8,28.1
29187,"""St. Francois, (MO)""",135,"131.1 - 349.8 (586)",8.5,38.6,31.4
29201,"""Scott, (MO)""",121.3,"108.7 - 131.0 (582)",14.4,35.9,33.7
29203,"""Shannon, (MO)""",135.3,"131.1 - 349.8 (586)",11.1,35,28.4
29207,"""Stoddard, (MO)""",87.3,"76.0 - 91.3 (584)",13.3,36.1,36.1
29209,"""Stone, (MO)""",136.8,"131.1 - 349.8 (586)",8.9,30.6,25.2
29213,"""Taney, (MO)""",108.9,"108.7 - 131.0 (582)",8,28.8,29.1
29215,"""Texas, (MO)""",107,"91.4 - 108.6 (588)",11.8,30.7,28.4
29221,"""Washington, (MO)""",252,"131.1 - 349.8 (586)",10.4,31,31.8
29223,"""Wayne, (MO)""",110.3,"108.7 - 131.0 (582)",10.2,34.2,30.4
29225,"""Webster, (MO)""",100.3,"91.4 - 108.6 (588)",12.3,26.6,24.1
29229,"""Wright, (MO)""",211.8,"131.1 - 349.8 (586)",13.5,28.9,28.3
47005,"""Benton, (TN)""",183.9,"131.1 - 349.8 (586)",11.1,34.3,27.3
47017,"""Carroll, (TN)""",244,"131.1 - 349.8 (586)",9.9,30,30.6
47023,"""Chester, (TN)""",160.6,"131.1 - 349.8 (586)",15.9,31.2,29.4
47033,"""Crockett, (TN)""",199.2,"131.1 - 349.8 (586)",9.7,40.6,40.1
47039,"""Decatur, (TN)""",161.3,"131.1 - 349.8 (586)",12.9,31.9,32.5
47043,"""Dickson, (TN)""",177,"131.1 - 349.8 (586)",13.1,26.1,25.1
47045,"""Dyer, (TN)""",229.8,"131.1 - 349.8 (586)",15.1,40.7,32.8
47047,"""Fayette, (TN)""",131.1,"131.1 - 349.8 (586)",6.8,35,24
47053,"""Gibson, (TN)""",202.7,"131.1 - 349.8 (586)",13.9,40.7,33.9
47069,"""Hardeman, (TN)""",150.8,"131.1 - 349.8 (586)",17.5,37.2,35.2
47071,"""Hardin, (TN)""",245.4,"131.1 - 349.8 (586)",11.1,32.2,31
47075,"""Haywood, (TN)""",176.1,"131.1 - 349.8 (586)",12.9,46.8,30.6
47077,"""Henderson, (TN)""",127.2,"108.7 - 131.0 (582)",15.1,33.1,31.5
47079,"""Henry, (TN)""",198.9,"131.1 - 349.8 (586)",15.4,33.8,31.2
47081,"""Hickman, (TN)""",108.9,"108.7 - 131.0 (582)",15.2,31.8,26.5
47083,"""Houston, (TN)""",201.6,"131.1 - 349.8 (586)",9.7,26.2,27.3
47085,"""Humphreys, (TN)""",216.4,"131.1 - 349.8 (586)",8,35.2,24.9
47095,"""Lake, (TN)""",158.8,"131.1 - 349.8 (586)",9.9,37.4,30.3
47097,"""Lauderdale, (TN)""",180.3,"131.1 - 349.8 (586)",18.7,44.7,34.9
47099,"""Lawrence, (TN)""",138.3,"131.1 - 349.8 (586)",12.9,33.2,35.5
47101,"""Lewis, (TN)""",177.5,"131.1 - 349.8 (586)",15,42.6,29
47109,"""McNairy, (TN)""",185.5,"131.1 - 349.8 (586)",12.8,30.3,36
47113,"""Madison, (TN)""",118.7,"108.7 - 131.0 (582)",12.4,38.9,29.5
47125,"""Montgomery, (TN)""",119.5,"108.7 - 131.0 (582)",12.1,34.3,27.3
47131,"""Obion, (TN)""",136.8,"131.1 - 349.8 (586)",13.1,38,36.2
47135,"""Perry, (TN)""",226.8,"131.1 - 349.8 (586)",13.9,28.7,25.6
47157,"""Shelby, (TN)""",104,"91.4 - 108.6 (588)",11.4,35.4,25.1
47161,"""Stewart, (TN)""",132.5,"131.1 - 349.8 (586)",8.5,25.7,25.5
47167,"""Tipton, (TN)""",137.1,"131.1 - 349.8 (586)",15.4,32.1,35
47181,"""Wayne, (TN)""",176.6,"131.1 - 349.8 (586)",13.5,34.9,39.4
47183,"""Weakley, (TN)""",121.3,"108.7 - 131.0 (582)",9.4,39,33.3
17001,"""Adams, (IL)""",105,"91.4 - 108.6 (588)",9,37,26.2
17005,"""Bond, (IL)""",125.8,"108.7 - 131.0 (582)",3.5,24.8,24
17007,"""Boone, (IL)""",75.4,"28.0 - 75.9 (591)",8.3,33.1,25.7
17009,"""Brown, (IL)""",-1,,4.7,23.5,23.3
17011,"""Bureau, (IL)""",105.6,"91.4 - 108.6 (588)",8.9,26.7,28.5
17013,"""Calhoun, (IL)""",115.7,"108.7 - 131.0 (582)",6.2,36.3,22.2
17015,"""Carroll, (IL)""",121.1,"108.7 - 131.0 (582)",6,24.4,26.1
17017,"""Cass, (IL)""",105.7,"91.4 - 108.6 (588)",5.7,34.5,25.9
17019,"""Champaign, (IL)""",63.1,"28.0 - 75.9 (591)",9.9,31.1,22.5
17021,"""Christian, (IL)""",111.8,"108.7 - 131.0 (582)",11.6,28.7,27.9
17023,"""Clark, (IL)""",103.8,"91.4 - 108.6 (588)",5.3,36.8,26.7
17025,"""Clay, (IL)""",82.8,"76.0 - 91.3 (584)",7.1,22.1,33.3
17027,"""Clinton, (IL)""",108.6,"91.4 - 108.6 (588)",11.7,39,20.3
17029,"""Coles, (IL)""",88.9,"76.0 - 91.3 (584)",9,36.8,29.5
17031,"""Cook, (IL)""",84,"76.0 - 91.3 (584)",9,27.7,20.7
17033,"""Crawford, (IL)""",112.8,"108.7 - 131.0 (582)",10,26.8,27.8
17035,"""Cumberland, (IL)""",78.7,"76.0 - 91.3 (584)",19.5,32.1,26.5
17037,"""DeKalb, (IL)""",87.2,"76.0 - 91.3 (584)",5.8,31.7,20
17039,"""De Witt, (IL)""",122.7,"108.7 - 131.0 (582)",8.5,26.4,23.8
17041,"""Douglas, (IL)""",50.3,"28.0 - 75.9 (591)",7.3,30.8,23.2
17043,"""DuPage, (IL)""",66.1,"28.0 - 75.9 (591)",7.7,26.4,17.6
17045,"""Edgar, (IL)""",91.8,"91.4 - 108.6 (588)",7,30.4,27.2
17047,"""Edwards, (IL)""",149.8,"131.1 - 349.8 (586)",3.9,29.6,24.9
17049,"""Effingham, (IL)""",71.8,"28.0 - 75.9 (591)",10.7,26.5,20.7
17051,"""Fayette, (IL)""",98.5,"91.4 - 108.6 (588)",9.4,23.5,25.9
17053,"""Ford, (IL)""",117.4,"108.7 - 131.0 (582)",3.8,24.4,26.3
17057,"""Fulton, (IL)""",112.3,"108.7 - 131.0 (582)",6.6,28.5,22.1
17061,"""Greene, (IL)""",121.9,"108.7 - 131.0 (582)",9.5,27.4,26.8
17063,"""Grundy, (IL)""",94.4,"91.4 - 108.6 (588)",4.4,34.6,24.1
17067,"""Hancock, (IL)""",100.4,"91.4 - 108.6 (588)",5.4,30.5,28.3
17071,"""Henderson, (IL)""",111.6,"108.7 - 131.0 (582)",10.6,25.2,29.3
17073,"""Henry, (IL)""",90,"76.0 - 91.3 (584)",11.3,36.8,24.2
17075,"""Iroquois, (IL)""",120.6,"108.7 - 131.0 (582)",6.6,28.6,24.2
17079,"""Jasper, (IL)""",110.7,"108.7 - 131.0 (582)",8.2,23.8,19.6
17083,"""Jersey, (IL)""",142.4,"131.1 - 349.8 (586)",12.3,33.6,33.4
17085,"""Jo Daviess, (IL)""",70.2,"28.0 - 75.9 (591)",7.3,28.2,23.9
17089,"""Kane, (IL)""",65.5,"28.0 - 75.9 (591)",8.8,28.2,14.6
17091,"""Kankakee, (IL)""",94.8,"91.4 - 108.6 (588)",9.4,41.4,35.5
17093,"""Kendall, (IL)""",60.5,"28.0 - 75.9 (591)",7.9,31.2,22.2
17095,"""Knox, (IL)""",118,"108.7 - 131.0 (582)",15.2,29.2,28.6
17097,"""Lake, (IL)""",61.9,"28.0 - 75.9 (591)",7.8,25,19.4
17099,"""LaSalle, (IL)""",107.6,"91.4 - 108.6 (588)",11.6,27.6,28.5
17101,"""Lawrence, (IL)""",107.7,"91.4 - 108.6 (588)",16.3,22.1,25.3
17103,"""Lee, (IL)""",77.3,"76.0 - 91.3 (584)",6.9,37.6,26.5
17105,"""Livingston, (IL)""",108.6,"91.4 - 108.6 (588)",8.8,34.5,25.9
17107,"""Logan, (IL)""",81,"76.0 - 91.3 (584)",17.2,36.1,23.5
17109,"""McDonough, (IL)""",96.6,"91.4 - 108.6 (588)",8.9,35.1,26.8
17111,"""McHenry, (IL)""",80.8,"76.0 - 91.3 (584)",9,32.6,20.4
17113,"""McLean, (IL)""",82.2,"76.0 - 91.3 (584)",11,33.4,23.2
17115,"""Macon, (IL)""",58.8,"28.0 - 75.9 (591)",12.6,31.5,28.5
17117,"""Macoupin, (IL)""",89.8,"76.0 - 91.3 (584)",13.1,27.4,22.1
17119,"""Madison, (IL)""",108.6,"91.4 - 108.6 (588)",9.4,36.8,22.9
17121,"""Marion, (IL)""",131.1,"131.1 - 349.8 (586)",15.2,29.4,30.7
17123,"""Marshall, (IL)""",57.4,"28.0 - 75.9 (591)",10.9,25.3,24.7
17125,"""Mason, (IL)""",72.5,"28.0 - 75.9 (591)",10.5,28.9,25.6
17129,"""Menard, (IL)""",65.3,"28.0 - 75.9 (591)",8.1,29.2,21.1
17131,"""Mercer, (IL)""",78,"76.0 - 91.3 (584)",9.7,32.6,22.9
17135,"""Montgomery, (IL)""",82.7,"76.0 - 91.3 (584)",10.8,30.7,26
17137,"""Morgan, (IL)""",122.8,"108.7 - 131.0 (582)",12.9,32,24.6
17139,"""Moultrie, (IL)""",82.2,"76.0 - 91.3 (584)",3.9,24.3,22.9
17141,"""Ogle, (IL)""",76,"76.0 - 91.3 (584)",5.8,37,26.8
17143,"""Peoria, (IL)""",88.4,"76.0 - 91.3 (584)",9.5,36,21.4
17147,"""Piatt, (IL)""",81.8,"76.0 - 91.3 (584)",16.9,23.8,21.2
17149,"""Pike, (IL)""",97.3,"91.4 - 108.6 (588)",6.9,29.3,30.5
17155,"""Putnam, (IL)""",110.4,"108.7 - 131.0 (582)",4.1,24.5,18.5
17159,"""Richland, (IL)""",113.5,"108.7 - 131.0 (582)",11.1,27.5,20.6
17161,"""Rock Island, (IL)""",83.3,"76.0 - 91.3 (584)",12.1,33.6,21.3
17163,"""St. Clair, (IL)""",99.5,"91.4 - 108.6 (588)",8.6,36.8,30.8
17167,"""Sangamon, (IL)""",89.1,"76.0 - 91.3 (584)",9.6,30.3,22.6
17169,"""Schuyler, (IL)""",130.4,"108.7 - 131.0 (582)",12.4,24.6,20.7
17171,"""Scott, (IL)""",-1,,11.6,27.1,24.3
17173,"""Shelby, (IL)""",80.3,"76.0 - 91.3 (584)",9,32,23.8
17175,"""Stark, (IL)""",-1,,4.7,24.4,22.7
17177,"""Stephenson, (IL)""",66.5,"28.0 - 75.9 (591)",8.2,33.8,23.4
17179,"""Tazewell, (IL)""",82,"76.0 - 91.3 (584)",10.8,32.2,24
17183,"""Vermilion, (IL)""",125.5,"108.7 - 131.0 (582)",14.8,41.5,30.4
17185,"""Wabash, (IL)""",77.1,"76.0 - 91.3 (584)",10.3,35.5,20.9
17187,"""Warren, (IL)""",138.1,"131.1 - 349.8 (586)",15.7,25.4,25.4
17191,"""Wayne, (IL)""",81.9,"76.0 - 91.3 (584)",11.8,30.8,24.9
17195,"""Whiteside, (IL)""",126.9,"108.7 - 131.0 (582)",8.3,33.5,24.5
17197,"""Will, (IL)""",86.7,"76.0 - 91.3 (584)",8.9,31.4,22.3
17201,"""Winnebago, (IL)""",82.4,"76.0 - 91.3 (584)",9,33.3,23.5
17203,"""Woodford, (IL)""",65.2,"28.0 - 75.9 (591)",10.1,26,22.4
18007,"""Benton, (IN)""",83.6,"76.0 - 91.3 (584)",13.3,32.9,29.6
18045,"""Fountain, (IN)""",104.4,"91.4 - 108.6 (588)",12.1,31.7,31.7
18083,"""Knox, (IN)""",104.1,"91.4 - 108.6 (588)",16.4,34.4,32.3
18089,"""Lake, (IN)""",99.1,"91.4 - 108.6 (588)",11.5,35.5,26.2
18111,"""Newton, (IN)""",110,"108.7 - 131.0 (582)",14.4,30,33.1
18121,"""Parke, (IN)""",124,"108.7 - 131.0 (582)",6.6,29,32.6
18125,"""Pike, (IN)""",86.9,"76.0 - 91.3 (584)",16.8,38.4,30.3
18153,"""Sullivan, (IN)""",115.5,"108.7 - 131.0 (582)",18.6,30.3,30.9
18165,"""Vermillion, (IN)""",142.9,"131.1 - 349.8 (586)",14.2,41.2,24.4
18167,"""Vigo, (IN)""",159.5,"131.1 - 349.8 (586)",10.7,34.5,28.1
18171,"""Warren, (IN)""",88.4,"76.0 - 91.3 (584)",10.5,34.1,26.1
19005,"""Allamakee, (IA)""",137.5,"131.1 - 349.8 (586)",7.9,34.6,21.3
19007,"""Appanoose, (IA)""",122.7,"108.7 - 131.0 (582)",11.7,37.3,38.5
19011,"""Benton, (IA)""",112.3,"108.7 - 131.0 (582)",9.5,35.9,23.8
19013,"""Black Hawk, (IA)""",86.5,"76.0 - 91.3 (584)",9.7,30.5,23.2
19017,"""Bremer, (IA)""",98.1,"91.4 - 108.6 (588)",6.7,32.7,20.8
19019,"""Buchanan, (IA)""",123.3,"108.7 - 131.0 (582)",7.2,32.6,29.2
19023,"""Butler, (IA)""",120,"108.7 - 131.0 (582)",8.7,33.2,26
19031,"""Cedar, (IA)""",72.1,"28.0 - 75.9 (591)",4.1,34.5,26.9
19033,"""Cerro Gordo, (IA)""",113.1,"108.7 - 131.0 (582)",8.5,30,19.7
19037,"""Chickasaw, (IA)""",158.9,"131.1 - 349.8 (586)",6.5,29.5,21.7
19043,"""Clayton, (IA)""",81.4,"76.0 - 91.3 (584)",5,35.8,22.4
19045,"""Clinton, (IA)""",151.8,"131.1 - 349.8 (586)",9.8,32.8,26.6
19051,"""Davis, (IA)""",86.3,"76.0 - 91.3 (584)",10.9,24.6,22.1
19055,"""Delaware, (IA)""",95.8,"91.4 - 108.6 (588)",7.2,31.4,25.2
19057,"""Des Moines, (IA)""",106.8,"91.4 - 108.6 (588)",10.6,37.3,26.1
19061,"""Dubuque, (IA)""",95.3,"91.4 - 108.6 (588)",5.8,33.3,25.3
19065,"""Fayette, (IA)""",127.2,"108.7 - 131.0 (582)",10.5,33.3,30.5
19067,"""Floyd, (IA)""",105.3,"91.4 - 108.6 (588)",6.3,41.3,27.2
19069,"""Franklin, (IA)""",108.5,"91.4 - 108.6 (588)",13.1,46.8,28
19075,"""Grundy, (IA)""",113.4,"108.7 - 131.0 (582)",7,30.7,22.5
19083,"""Hardin, (IA)""",98.9,"91.4 - 108.6 (588)",10.5,42.6,22.9
19087,"""Henry, (IA)""",128.8,"108.7 - 131.0 (582)",5.4,34.6,27.9
19089,"""Howard, (IA)""",211.4,"131.1 - 349.8 (586)",5.9,31.6,22.9
19095,"""Iowa, (IA)""",102.2,"91.4 - 108.6 (588)",7.8,31.3,19
19097,"""Jackson, (IA)""",108.5,"91.4 - 108.6 (588)",4.9,30.1,33.3
19099,"""Jasper, (IA)""",78.2,"76.0 - 91.3 (584)",11.9,36.5,23.3
19101,"""Jefferson, (IA)""",150.6,"131.1 - 349.8 (586)",6.6,28.1,14.6
19103,"""Johnson, (IA)""",90.4,"76.0 - 91.3 (584)",6.7,26.6,17.1
19105,"""Jones, (IA)""",86.2,"76.0 - 91.3 (584)",6,37.8,27.6
19107,"""Keokuk, (IA)""",103.5,"91.4 - 108.6 (588)",4.8,36.8,25
19111,"""Lee, (IA)""",127.1,"108.7 - 131.0 (582)",10.8,40.9,28.6
19113,"""Linn, (IA)""",101.8,"91.4 - 108.6 (588)",8.3,34.5,22.1
19115,"""Louisa, (IA)""",88.5,"76.0 - 91.3 (584)",7.4,37.5,30.1
19117,"""Lucas, (IA)""",146,"131.1 - 349.8 (586)",14.6,30.5,28
19123,"""Mahaska, (IA)""",154.4,"131.1 - 349.8 (586)",10.7,33,25.7
19125,"""Marion, (IA)""",135,"131.1 - 349.8 (586)",8.9,34,24.3
19127,"""Marshall, (IA)""",98.7,"91.4 - 108.6 (588)",9.8,34.5,25.5
19131,"""Mitchell, (IA)""",162.3,"131.1 - 349.8 (586)",5.8,31.5,18.5
19135,"""Monroe, (IA)""",132,"131.1 - 349.8 (586)",10.3,33.6,24.8
19139,"""Muscatine, (IA)""",94.6,"91.4 - 108.6 (588)",7,36.5,24.8
19153,"""Polk, (IA)""",93.8,"91.4 - 108.6 (588)",8,31.8,19.3
19157,"""Poweshiek, (IA)""",108.2,"91.4 - 108.6 (588)",7.1,31.3,22.5
19163,"""Scott, (IA)""",76,"76.0 - 91.3 (584)",9.9,32.7,23.7
19169,"""Story, (IA)""",76.3,"76.0 - 91.3 (584)",6.4,26.9,17.8
19171,"""Tama, (IA)""",84.3,"76.0 - 91.3 (584)",7.3,35.6,25.4
19177,"""Van Buren, (IA)""",102.2,"91.4 - 108.6 (588)",2.1,32.9,21.6
19179,"""Wapello, (IA)""",146.2,"131.1 - 349.8 (586)",14.4,32.2,25.6
19181,"""Warren, (IA)""",114.3,"108.7 - 131.0 (582)",8.7,33.9,16.9
19183,"""Washington, (IA)""",85.7,"76.0 - 91.3 (584)",9.8,34,20.2
19185,"""Wayne, (IA)""",156,"131.1 - 349.8 (586)",18.6,39.2,29.3
19191,"""Winneshiek, (IA)""",99.6,"91.4 - 108.6 (588)",4.3,33,26.2
19195,"""Worth, (IA)""",77.2,"76.0 - 91.3 (584)",14.3,31.8,25
27039,"""Dodge, (MN)""",91.8,"91.4 - 108.6 (588)",9.4,36.5,25.9
27045,"""Fillmore, (MN)""",93.5,"91.4 - 108.6 (588)",6.6,27.8,25.7
27047,"""Freeborn, (MN)""",72.1,"28.0 - 75.9 (591)",8.2,36.3,23.6
27049,"""Goodhue, (MN)""",95.5,"91.4 - 108.6 (588)",6,32.3,21.7
27055,"""Houston, (MN)""",73.9,"28.0 - 75.9 (591)",5.3,27.9,22.8
27099,"""Mower, (MN)""",88.4,"76.0 - 91.3 (584)",9.4,31.6,23.9
27109,"""Olmsted, (MN)""",75.8,"28.0 - 75.9 (591)",7,26.7,19
27131,"""Rice, (MN)""",73,"28.0 - 75.9 (591)",6.3,25.8,19
27147,"""Steele, (MN)""",68.5,"28.0 - 75.9 (591)",8,31.1,20.2
27157,"""Wabasha, (MN)""",83.1,"76.0 - 91.3 (584)",5.6,36.3,23.7
27161,"""Waseca, (MN)""",87.4,"76.0 - 91.3 (584)",8.3,32.9,24.2
27169,"""Winona, (MN)""",82.3,"76.0 - 91.3 (584)",7.7,29.5,24.6
29001,"""Adair, (MO)""",71.2,"28.0 - 75.9 (591)",8.2,28.2,31.7
29007,"""Audrain, (MO)""",60.3,"28.0 - 75.9 (591)",14.2,35.3,30.7
29019,"""Boone, (MO)""",67.1,"28.0 - 75.9 (591)",7.8,26.3,23.1
29027,"""Callaway, (MO)""",83.5,"76.0 - 91.3 (584)",15.7,37.3,27.1
29033,"""Carroll, (MO)""",127,"108.7 - 131.0 (582)",18.5,37.9,26.6
29041,"""Chariton, (MO)""",81.9,"76.0 - 91.3 (584)",11,28.7,27
29045,"""Clark, (MO)""",100.1,"91.4 - 108.6 (588)",12,29,27
29051,"""Cole, (MO)""",68.2,"28.0 - 75.9 (591)",9.7,35.6,20.1
29053,"""Cooper, (MO)""",72.2,"28.0 - 75.9 (591)",5.6,34.1,24.9
29071,"""Franklin, (MO)""",126.9,"108.7 - 131.0 (582)",12,33.2,31.3
29073,"""Gasconade, (MO)""",82.9,"76.0 - 91.3 (584)",8.6,30,25.5
29079,"""Grundy, (MO)""",108.2,"91.4 - 108.6 (588)",8.9,34,27
