"cnty_fips","display_name","Value","theme_range","dm_prev_adj","ob_prev_adj","ltpia_prev_adj"
31157,"""Scotts Bluff, (NE)""",77.1,"76.0 - 91.3 (584)",9.7,35.9,24.6
31159,"""Seward, (NE)""",98.6,"91.4 - 108.6 (588)",8.3,31.7,22.2
31161,"""Sheridan, (NE)""",69.9,"28.0 - 75.9 (591)",9.2,32.3,27.4
31163,"""Sherman, (NE)""",-1,,8,35.6,25.9
31165,"""Sioux, (NE)""",-1,,4.7,22.3,28.8
31167,"""Stanton, (NE)""",-1,,5.8,37.6,29.9
31169,"""Thayer, (NE)""",138.3,"131.1 - 349.8 (586)",6.1,32.4,22.9
31171,"""Thomas, (NE)""",-1,,4.5,27,26.5
31173,"""Thurston, (NE)""",170.9,"131.1 - 349.8 (586)",18.4,44.4,31.7
31175,"""Valley, (NE)""",88.7,"76.0 - 91.3 (584)",8.2,32,24.9
31177,"""Washington, (NE)""",66.2,"28.0 - 75.9 (591)",9.3,31.8,20.6
31179,"""Wayne, (NE)""",50.7,"28.0 - 75.9 (591)",9.7,34.8,23.5
31181,"""Webster, (NE)""",-1,,7.8,33.7,28.8
31183,"""Wheeler, (NE)""",-1,,8.4,28.4,29.8
31185,"""York, (NE)""",95.9,"91.4 - 108.6 (588)",9.2,36.4,24.8
35001,"""Bernalillo, (NM)""",98.2,"91.4 - 108.6 (588)",6.4,23.4,16.7
35005,"""Chaves, (NM)""",186.2,"131.1 - 349.8 (586)",10.4,34.1,25.6
35007,"""Colfax, (NM)""",79.8,"76.0 - 91.3 (584)",10.1,28.1,26.4
35009,"""Curry, (NM)""",155.6,"131.1 - 349.8 (586)",7.3,30.2,30.7
35011,"""De Baca, (NM)""",-1,,23.3,38.3,27
35015,"""Eddy, (NM)""",142.3,"131.1 - 349.8 (586)",8.6,34.5,27
35019,"""Guadalupe, (NM)""",182.7,"131.1 - 349.8 (586)",10.6,35.5,25.5
35021,"""Harding, (NM)""",-1,,5,23.1,26.7
35025,"""Lea, (NM)""",142.6,"131.1 - 349.8 (586)",11.3,33,30.2
35027,"""Lincoln, (NM)""",83.3,"76.0 - 91.3 (584)",8.8,23.2,23.2
35028,"""Los Alamos, (NM)""",68.7,"28.0 - 75.9 (591)",5,22.4,12.5
35033,"""Mora, (NM)""",-1,,10.4,26.6,20.2
35035,"""Otero, (NM)""",107.3,"91.4 - 108.6 (588)",9.3,31.5,22.3
35037,"""Quay, (NM)""",120.8,"108.7 - 131.0 (582)",5.4,30,25.2
35039,"""Rio Arriba, (NM)""",74.4,"28.0 - 75.9 (591)",7.5,28.2,22.2
35041,"""Roosevelt, (NM)""",133.3,"131.1 - 349.8 (586)",7.4,28.8,29.4
35047,"""San Miguel, (NM)""",114.6,"108.7 - 131.0 (582)",11.8,28.8,21.2
35049,"""Santa Fe, (NM)""",68.4,"28.0 - 75.9 (591)",4.3,14.2,11.4
35055,"""Taos, (NM)""",64.1,"28.0 - 75.9 (591)",4.3,18.7,13.1
35057,"""Torrance, (NM)""",105.7,"91.4 - 108.6 (588)",5.4,24.7,24.9
35059,"""Union, (NM)""",116,"108.7 - 131.0 (582)",11.5,31.9,25.6
40001,"""Adair, (OK)""",166.5,"131.1 - 349.8 (586)",22.8,48,24.4
40003,"""Alfalfa, (OK)""",101.9,"91.4 - 108.6 (588)",6.7,34.6,27.2
40005,"""Atoka, (OK)""",169.4,"131.1 - 349.8 (586)",11.7,41,29.6
40007,"""Beaver, (OK)""",178.6,"131.1 - 349.8 (586)",8.8,36.7,26.3
40009,"""Beckham, (OK)""",109.9,"108.7 - 131.0 (582)",14.8,34.7,28.6
40011,"""Blaine, (OK)""",126.6,"108.7 - 131.0 (582)",11.7,33.9,30.2
40013,"""Bryan, (OK)""",103.4,"91.4 - 108.6 (588)",11,33.3,31.3
40015,"""Caddo, (OK)""",148.1,"131.1 - 349.8 (586)",9.8,44.2,32.4
40017,"""Canadian, (OK)""",92.7,"91.4 - 108.6 (588)",11.4,34.8,26.9
40019,"""Carter, (OK)""",153.5,"131.1 - 349.8 (586)",9.2,38.8,35.9
40021,"""Cherokee, (OK)""",145.1,"131.1 - 349.8 (586)",18.4,39.1,37.3
40023,"""Choctaw, (OK)""",188.6,"131.1 - 349.8 (586)",9.9,34,32
40025,"""Cimarron, (OK)""",-1,,7.3,28.3,34.1
40027,"""Cleveland, (OK)""",98.7,"91.4 - 108.6 (588)",10.5,34.6,25.4
40029,"""Coal, (OK)""",241.1,"131.1 - 349.8 (586)",12.3,35.2,33.5
40031,"""Comanche, (OK)""",120.4,"108.7 - 131.0 (582)",10,32.2,29.7
40033,"""Cotton, (OK)""",89.5,"76.0 - 91.3 (584)",7.4,39.5,41.7
40035,"""Craig, (OK)""",202.8,"131.1 - 349.8 (586)",7.2,36,38.9
40037,"""Creek, (OK)""",108.8,"108.7 - 131.0 (582)",10.6,33.2,28.5
40039,"""Custer, (OK)""",122.4,"108.7 - 131.0 (582)",11.7,37.6,31
40041,"""Delaware, (OK)""",122.3,"108.7 - 131.0 (582)",8.7,37.6,35.5
40043,"""Dewey, (OK)""",188.7,"131.1 - 349.8 (586)",8.1,39.3,30
40045,"""Ellis, (OK)""",168,"131.1 - 349.8 (586)",8.3,36.7,25.2
40047,"""Garfield, (OK)""",125.5,"108.7 - 131.0 (582)",8.7,36.7,27.9
40049,"""Garvin, (OK)""",153.5,"131.1 - 349.8 (586)",12.2,35,34.7
40051,"""Grady, (OK)""",135.4,"131.1 - 349.8 (586)",11.2,34.4,28.2
40053,"""Grant, (OK)""",148.9,"131.1 - 349.8 (586)",11.2,27.4,28.1
40055,"""Greer, (OK)""",95.6,"91.4 - 108.6 (588)",8.7,31.5,29.6
40057,"""Harmon, (OK)""",-1,,5.4,31.6,20.9
40059,"""Harper, (OK)""",128.9,"108.7 - 131.0 (582)",7.3,25.5,25.9
40061,"""Haskell, (OK)""",215.2,"131.1 - 349.8 (586)",8.8,30.3,40
40063,"""Hughes, (OK)""",239.9,"131.1 - 349.8 (586)",21.8,36,36.7
40065,"""Jackson, (OK)""",123.7,"108.7 - 131.0 (582)",10.1,37,27.3
40067,"""Jefferson, (OK)""",217.6,"131.1 - 349.8 (586)",8.3,31.4,24
40069,"""Johnston, (OK)""",130.6,"108.7 - 131.0 (582)",14.2,31.7,27.6
40071,"""Kay, (OK)""",128.9,"108.7 - 131.0 (582)",14.9,36.1,30.1
40073,"""Kingfisher, (OK)""",75.4,"28.0 - 75.9 (591)",14.2,39,27.6
40075,"""Kiowa, (OK)""",156.3,"131.1 - 349.8 (586)",14.8,31.9,33.9
40077,"""Latimer, (OK)""",143.1,"131.1 - 349.8 (586)",15,34.7,27.2
40079,"""Le Flore, (OK)""",167.7,"131.1 - 349.8 (586)",14.1,37.5,34.2
40081,"""Lincoln, (OK)""",125.9,"108.7 - 131.0 (582)",15.4,34.6,31.6
40083,"""Logan, (OK)""",92.7,"91.4 - 108.6 (588)",15,35.6,26.5
40085,"""Love, (OK)""",99.8,"91.4 - 108.6 (588)",12.1,26.6,31.5
40087,"""McClain, (OK)""",119.1,"108.7 - 131.0 (582)",10.1,35.3,31.1
40089,"""McCurtain, (OK)""",186.8,"131.1 - 349.8 (586)",12.1,35.7,33.2
40091,"""McIntosh, (OK)""",180.3,"131.1 - 349.8 (586)",12.4,34.2,30.6
40093,"""Major, (OK)""",144.6,"131.1 - 349.8 (586)",7.8,41.9,32.3
40095,"""Marshall, (OK)""",100.2,"91.4 - 108.6 (588)",13.9,34.4,30.6
40097,"""Mayes, (OK)""",131.9,"131.1 - 349.8 (586)",8.7,36.8,32.2
40099,"""Murray, (OK)""",155.6,"131.1 - 349.8 (586)",10.4,34.3,30.5
40101,"""Muskogee, (OK)""",180.3,"131.1 - 349.8 (586)",12.3,42.8,31.9
40103,"""Noble, (OK)""",125.8,"108.7 - 131.0 (582)",10.8,39,26.4
40105,"""Nowata, (OK)""",105.3,"91.4 - 108.6 (588)",16.5,36.4,30.8
40107,"""Okfuskee, (OK)""",173.9,"131.1 - 349.8 (586)",18.2,48.8,29.7
40109,"""Oklahoma, (OK)""",114.6,"108.7 - 131.0 (582)",10.7,30.6,26.2
40111,"""Okmulgee, (OK)""",163.5,"131.1 - 349.8 (586)",12.2,32.9,25.8
40113,"""Osage, (OK)""",95.4,"91.4 - 108.6 (588)",9,32.4,27.9
40115,"""Ottawa, (OK)""",180.5,"131.1 - 349.8 (586)",14.6,36.7,28.5
40117,"""Pawnee, (OK)""",152.5,"131.1 - 349.8 (586)",12.8,39.4,36
40119,"""Payne, (OK)""",99.2,"91.4 - 108.6 (588)",9.8,32.5,23.6
40121,"""Pittsburg, (OK)""",171.8,"131.1 - 349.8 (586)",12.4,35.3,29.7
40123,"""Pontotoc, (OK)""",145.5,"131.1 - 349.8 (586)",14.9,33,30.1
40125,"""Pottawatomie, (OK)""",156.1,"131.1 - 349.8 (586)",12.2,36,33
40127,"""Pushmataha, (OK)""",144.7,"131.1 - 349.8 (586)",10.8,33.6,39.9
40129,"""Roger Mills, (OK)""",118.5,"108.7 - 131.0 (582)",13.8,34.2,28.1
40131,"""Rogers, (OK)""",127.5,"108.7 - 131.0 (582)",11,31.2,30.1
40133,"""Seminole, (OK)""",201,"131.1 - 349.8 (586)",16.2,34.1,32.6
40135,"""Sequoyah, (OK)""",167.2,"131.1 - 349.8 (586)",13.9,36.4,36.2
40137,"""Stephens, (OK)""",153,"131.1 - 349.8 (586)",13.4,34.3,28.2
40139,"""Texas, (OK)""",129.9,"108.7 - 131.0 (582)",8.5,31.7,30.6
40141,"""Tillman, (OK)""",111,"108.7 - 131.0 (582)",20.1,44,41.9
40143,"""Tulsa, (OK)""",114.2,"108.7 - 131.0 (582)",9.4,31.1,27.2
40145,"""Wagoner, (OK)""",107.6,"91.4 - 108.6 (588)",14.6,35.5,28.5
40147,"""Washington, (OK)""",106.9,"91.4 - 108.6 (588)",13.2,38.5,31.1
40149,"""Washita, (OK)""",151.1,"131.1 - 349.8 (586)",9.1,28.7,29.7
40151,"""Woods, (OK)""",126,"108.7 - 131.0 (582)",11,35.1,29.6
40153,"""Woodward, (OK)""",158.1,"131.1 - 349.8 (586)",9,29.7,31.2
46003,"""Aurora, (SD)""",-1,,23.9,36.8,17.5
46005,"""Beadle, (SD)""",84.8,"76.0 - 91.3 (584)",7.3,35.5,18.6
46007,"""Bennett, (SD)""",-1,,12.8,42,22
46009,"""Bon Homme, (SD)""",79.8,"76.0 - 91.3 (584)",11.3,40.1,25.8
46011,"""Brookings, (SD)""",105,"91.4 - 108.6 (588)",6.9,28.8,15.1
46015,"""Brule, (SD)""",166.5,"131.1 - 349.8 (586)",3.4,28.5,23.8
46017,"""Buffalo, (SD)""",-1,,16.8,47.6,24.2
46023,"""Charles Mix, (SD)""",121.1,"108.7 - 131.0 (582)",8.2,43.2,21.3
46027,"""Clay, (SD)""",147.7,"131.1 - 349.8 (586)",8.7,30.9,20.2
46033,"""Custer, (SD)""",74.4,"28.0 - 75.9 (591)",12.4,31,22
46035,"""Davison, (SD)""",71,"28.0 - 75.9 (591)",7,27,20.5
46043,"""Douglas, (SD)""",-1,,10.1,28.7,21.5
46047,"""Fall River, (SD)""",141.1,"131.1 - 349.8 (586)",7.6,32.5,17.7
46053,"""Gregory, (SD)""",116.6,"108.7 - 131.0 (582)",6.2,29.8,33.5
46055,"""Haakon, (SD)""",-1,,8.6,24.7,28.1
46059,"""Hand, (SD)""",102,"91.4 - 108.6 (588)",5,30.2,19.9
46061,"""Hanson, (SD)""",-1,,10.8,27.1,21.1
46065,"""Hughes, (SD)""",88.3,"76.0 - 91.3 (584)",8.2,32.5,19.5
46067,"""Hutchinson, (SD)""",101.3,"91.4 - 108.6 (588)",7.4,32.7,18.7
46069,"""Hyde, (SD)""",-1,,4.1,24.6,17.5
46071,"""Jackson, (SD)""",-1,,12.5,35.6,25.3
46073,"""Jerauld, (SD)""",-1,,15.6,21.8,24
46075,"""Jones, (SD)""",-1,,8.6,25.3,20.6
46077,"""Kingsbury, (SD)""",122.9,"108.7 - 131.0 (582)",6.9,29.7,22.6
46079,"""Lake, (SD)""",116.3,"108.7 - 131.0 (582)",6.7,31,21.8
46081,"""Lawrence, (SD)""",61,"28.0 - 75.9 (591)",7.1,26,17.3
46083,"""Lincoln, (SD)""",62.4,"28.0 - 75.9 (591)",8.1,30.2,20
46085,"""Lyman, (SD)""",-1,,10.8,37.6,31.9
46087,"""McCook, (SD)""",119.9,"108.7 - 131.0 (582)",6.8,36.5,25.2
46093,"""Meade, (SD)""",106,"91.4 - 108.6 (588)",8.1,29,20.6
46095,"""Mellette, (SD)""",-1,,12.3,35.9,26.4
46097,"""Miner, (SD)""",-1,,10.5,22,22.1
46099,"""Minnehaha, (SD)""",90.4,"76.0 - 91.3 (584)",8.3,32.1,19.3
46101,"""Moody, (SD)""",130.3,"108.7 - 131.0 (582)",11.2,37,29.2
46103,"""Pennington, (SD)""",110,"108.7 - 131.0 (582)",8.4,28.3,18.4
46111,"""Sanborn, (SD)""",-1,,11.4,40.1,28.1
46102,"""Oglala Lakota, (SD)""",-1,,20.6,38.9,27.4
46117,"""Stanley, (SD)""",-1,,9,27.7,22.2
46121,"""Todd, (SD)""",173.6,"131.1 - 349.8 (586)",15.3,38.5,28.9
46123,"""Tripp, (SD)""",134.1,"131.1 - 349.8 (586)",8.3,35.7,26.1
46125,"""Turner, (SD)""",146.4,"131.1 - 349.8 (586)",8.3,38.1,20.9
46127,"""Union, (SD)""",58.2,"28.0 - 75.9 (591)",11,29.2,23.2
46135,"""Yankton, (SD)""",106.9,"91.4 - 108.6 (588)",7.5,37.6,17.7
48003,"""Andrews, (TX)""",161.1,"131.1 - 349.8 (586)",6.8,34.8,26.4
48009,"""Archer, (TX)""",95.6,"91.4 - 108.6 (588)",9.2,25.8,18.3
48011,"""Armstrong, (TX)""",-1,,7,28.7,21.6
48017,"""Bailey, (TX)""",109.6,"108.7 - 131.0 (582)",5.4,31.2,24
48023,"""Baylor, (TX)""",130.3,"108.7 - 131.0 (582)",9.1,26.2,23.3
48033,"""Borden, (TX)""",-1,,13.6,26.4,24.1
48037,"""Bowie, (TX)""",180.3,"131.1 - 349.8 (586)",13.4,47.7,38.7
48045,"""Briscoe, (TX)""",-1,,7.7,25.5,26.5
48059,"""Callahan, (TX)""",147.9,"131.1 - 349.8 (586)",11.1,35.4,27.8
48063,"""Camp, (TX)""",127.7,"108.7 - 131.0 (582)",14.1,27.5,24.3
48065,"""Carson, (TX)""",156.4,"131.1 - 349.8 (586)",6.7,26.8,22.4
48067,"""Cass, (TX)""",161.9,"131.1 - 349.8 (586)",17.7,37.3,31.5
48069,"""Castro, (TX)""",132.3,"131.1 - 349.8 (586)",16.9,27,20.9
48075,"""Childress, (TX)""",156.6,"131.1 - 349.8 (586)",12.8,24.9,27.1
48077,"""Clay, (TX)""",105.1,"91.4 - 108.6 (588)",12.8,31.4,30.7
48079,"""Cochran, (TX)""",-1,,15.5,24.8,21.4
48085,"""Collin, (TX)""",66.5,"28.0 - 75.9 (591)",8.6,27.5,19.7
48087,"""Collingsworth, (TX)""",196.9,"131.1 - 349.8 (586)",6.3,29,19.4
48097,"""Cooke, (TX)""",82.1,"76.0 - 91.3 (584)",6.3,23.3,26
48101,"""Cottle, (TX)""",-1,,12.7,20.7,20.9
48107,"""Crosby, (TX)""",111,"108.7 - 131.0 (582)",3.9,28.5,22.4
48111,"""Dallam, (TX)""",110.8,"108.7 - 131.0 (582)",8.1,35.8,24
48113,"""Dallas, (TX)""",86.6,"76.0 - 91.3 (584)",8.4,29.8,24.5
48115,"""Dawson, (TX)""",104.4,"91.4 - 108.6 (588)",16.3,29.4,27.8
48117,"""Deaf Smith, (TX)""",106.6,"91.4 - 108.6 (588)",5.6,26.4,19.8
48119,"""Delta, (TX)""",199.2,"131.1 - 349.8 (586)",8.4,33.8,23.6
48121,"""Denton, (TX)""",59.9,"28.0 - 75.9 (591)",8.9,24.9,20.4
48125,"""Dickens, (TX)""",-1,,4.3,23.6,22.5
48129,"""Donley, (TX)""",-1,,9.3,28.3,21.1
48133,"""Eastland, (TX)""",97.8,"91.4 - 108.6 (588)",4.2,34.9,27.6
48139,"""Ellis, (TX)""",86.6,"76.0 - 91.3 (584)",11.6,38,26.3
48143,"""Erath, (TX)""",134.1,"131.1 - 349.8 (586)",16.2,26,27.7
48147,"""Fannin, (TX)""",183.9,"131.1 - 349.8 (586)",5.5,29.9,29.6
48151,"""Fisher, (TX)""",105.1,"91.4 - 108.6 (588)",5.7,22.4,20
48153,"""Floyd, (TX)""",87.4,"76.0 - 91.3 (584)",7.7,34.8,21.2
48155,"""Foard, (TX)""",-1,,5.2,27.7,21.2
48159,"""Franklin, (TX)""",141.7,"131.1 - 349.8 (586)",11.2,37.4,32.3
48165,"""Gaines, (TX)""",124.4,"108.7 - 131.0 (582)",5.8,33.8,28.1
48169,"""Garza, (TX)""",-1,,5.6,22.7,21.9
48179,"""Gray, (TX)""",195.2,"131.1 - 349.8 (586)",9.8,33.8,28.7
48181,"""Grayson, (TX)""",102.6,"91.4 - 108.6 (588)",11.2,30.1,32.3
48183,"""Gregg, (TX)""",125.5,"108.7 - 131.0 (582)",9.5,30.1,27.2
48189,"""Hale, (TX)""",122.2,"108.7 - 131.0 (582)",7.7,32.3,30.4
48191,"""Hall, (TX)""",-1,,9.4,25.6,24.9
48195,"""Hansford, (TX)""",-1,,5.6,24.4,21.3
48197,"""Hardeman, (TX)""",117.3,"108.7 - 131.0 (582)",6.7,32.4,30.2
48203,"""Harrison, (TX)""",109.3,"108.7 - 131.0 (582)",12.9,44.4,30.3
48205,"""Hartley, (TX)""",97.5,"91.4 - 108.6 (588)",4.1,29.6,26.8
48207,"""Haskell, (TX)""",101.7,"91.4 - 108.6 (588)",8.6,26.7,30.5
48211,"""Hemphill, (TX)""",-1,,7.5,31.8,28.1
48213,"""Henderson, (TX)""",150.8,"131.1 - 349.8 (586)",9.8,37,33.5
48219,"""Hockley, (TX)""",76,"76.0 - 91.3 (584)",6.5,28.5,32.9
48221,"""Hood, (TX)""",92.7,"91.4 - 108.6 (588)",5,28.3,25
48223,"""Hopkins, (TX)""",153.7,"131.1 - 349.8 (586)",8.2,30.8,33.5
48227,"""Howard, (TX)""",184.2,"131.1 - 349.8 (586)",13.4,39.3,24.4
48231,"""Hunt, (TX)""",129.7,"108.7 - 131.0 (582)",13.4,32.7,34.5
48233,"""Hutchinson, (TX)""",234.3,"131.1 - 349.8 (586)",9.7,30.6,33.7
48237,"""Jack, (TX)""",130.9,"108.7 - 131.0 (582)",5.6,32.7,27.8
48251,"""Johnson, (TX)""",116.4,"108.7 - 131.0 (582)",11.1,39.3,27.3
48253,"""Jones, (TX)""",147.7,"131.1 - 349.8 (586)",13,38,25.4
48257,"""Kaufman, (TX)""",128.6,"108.7 - 131.0 (582)",9,35.7,27.1
48263,"""Kent, (TX)""",-1,,4.7,25.3,20.7
48269,"""King, (TX)""",-1,,9.2,21.2,19.7
48275,"""Knox, (TX)""",135.4,"131.1 - 349.8 (586)",5.9,24.1,20.6
48277,"""Lamar, (TX)""",185.5,"131.1 - 349.8 (586)",12.9,34.7,35.8
48279,"""Lamb, (TX)""",135.3,"131.1 - 349.8 (586)",16.7,25.9,26.5
48295,"""Lipscomb, (TX)""",-1,,4.8,27.9,27.2
48303,"""Lubbock, (TX)""",122.6,"108.7 - 131.0 (582)",8.1,34.7,27
48305,"""Lynn, (TX)""",107.1,"91.4 - 108.6 (588)",14.2,28,24.2
48315,"""Marion, (TX)""",123.7,"108.7 - 131.0 (582)",14.8,40.7,24.3
48317,"""Martin, (TX)""",139.2,"131.1 - 349.8 (586)",4,35.8,26.8
48335,"""Mitchell, (TX)""",93.7,"91.4 - 108.6 (588)",5.8,30.9,23.9
48337,"""Montague, (TX)""",140.2,"131.1 - 349.8 (586)",9.9,30.4,30.8
48341,"""Moore, (TX)""",115.4,"108.7 - 131.0 (582)",8.3,27.3,24.9
48343,"""Morris, (TX)""",129.5,"108.7 - 131.0 (582)",9,38.7,31
48345,"""Motley, (TX)""",-1,,7.8,28.1,20.8
48353,"""Nolan, (TX)""",123.6,"108.7 - 131.0 (582)",17.2,36.1,35.1
48357,"""Ochiltree, (TX)""",202.3,"131.1 - 349.8 (586)",18.4,24,39.2
48359,"""Oldham, (TX)""",-1,,5,21.8,21.1
48363,"""Palo Pinto, (TX)""",167.5,"131.1 - 349.8 (586)",8.9,31.8,28.7
48365,"""Panola, (TX)""",106.8,"91.4 - 108.6 (588)",14.2,37.3,25.3
48367,"""Parker, (TX)""",97.3,"91.4 - 108.6 (588)",5.5,35,28.5
48369,"""Parmer, (TX)""",84.1,"76.0 - 91.3 (584)",8.3,40.4,30.1
48375,"""Potter, (TX)""",176.8,"131.1 - 349.8 (586)",10.4,36.8,27.7
48379,"""Rains, (TX)""",121.6,"108.7 - 131.0 (582)",23.6,30.4,19.1
48381,"""Randall, (TX)""",131.8,"131.1 - 349.8 (586)",8.2,27.1,26.1
48387,"""Red River, (TX)""",203.1,"131.1 - 349.8 (586)",14.8,39.8,37.2
48393,"""Roberts, (TX)""",-1,,4.9,22.1,19.5
48397,"""Rockwall, (TX)""",98,"91.4 - 108.6 (588)",13.9,24.3,31.2
48401,"""Rusk, (TX)""",108.9,"108.7 - 131.0 (582)",14,38.8,31.4
48415,"""Scurry, (TX)""",82.7,"76.0 - 91.3 (584)",7.7,29.5,32.9
48417,"""Shackelford, (TX)""",148.5,"131.1 - 349.8 (586)",6.1,27.5,23.6
48421,"""Sherman, (TX)""",-1,,3.5,26.7,26.1
48423,"""Smith, (TX)""",106.8,"91.4 - 108.6 (588)",12.4,34.5,26.8
48425,"""Somervell, (TX)""",88.2,"76.0 - 91.3 (584)",6.3,28.4,23.3
48429,"""Stephens, (TX)""",134.2,"131.1 - 349.8 (586)",6.8,30.7,31.4
48433,"""Stonewall, (TX)""",-1,,5.2,26.5,21.2
48437,"""Swisher, (TX)""",102.2,"91.4 - 108.6 (588)",5.5,24,28.9
48439,"""Tarrant, (TX)""",81,"76.0 - 91.3 (584)",10.3,29.3,24.8
48441,"""Taylor, (TX)""",144.9,"131.1 - 349.8 (586)",7.5,32.1,27.8
48445,"""Terry, (TX)""",198,"131.1 - 349.8 (586)",5.5,34.5,25.8
48447,"""Throckmorton, (TX)""",-1,,4.4,24.8,23.7
48449,"""Titus, (TX)""",119.4,"108.7 - 131.0 (582)",10.4,30.8,34.5
48459,"""Upshur, (TX)""",159.1,"131.1 - 349.8 (586)",16,30.5,28.5
48467,"""Van Zandt, (TX)""",109.5,"108.7 - 131.0 (582)",9.1,25.1,25.6
48483,"""Wheeler, (TX)""",141.6,"131.1 - 349.8 (586)",5.1,25.4,23.8
48485,"""Wichita, (TX)""",129.2,"108.7 - 131.0 (582)",13.8,35.3,30.4
48487,"""Wilbarger, (TX)""",90.1,"76.0 - 91.3 (584)",12.8,34.2,27.6
48497,"""Wise, (TX)""",97.1,"91.4 - 108.6 (588)",19.1,32.6,29.6
48499,"""Wood, (TX)""",115.9,"108.7 - 131.0 (582)",14.7,27.7,29.8
48501,"""Yoakum, (TX)""",102.4,"91.4 - 108.6 (588)",9.2,33,27.5
48503,"""Young, (TX)""",148,"131.1 - 349.8 (586)",16.6,34.6,27.7
56001,"""Albany, (WY)""",72.6,"28.0 - 75.9 (591)",6.2,24.2,17.6
56005,"""Campbell, (WY)""",142.5,"131.1 - 349.8 (586)",7.8,31.7,26.5
56009,"""Converse, (WY)""",68.7,"28.0 - 75.9 (591)",8.5,31.4,25.3
56011,"""Crook, (WY)""",119.3,"108.7 - 131.0 (582)",6.6,25.7,26.4
56015,"""Goshen, (WY)""",81.3,"76.0 - 91.3 (584)",9.4,31.8,30.5
56019,"""Johnson, (WY)""",95.7,"91.4 - 108.6 (588)",5.5,23.7,21.8
56021,"""Laramie, (WY)""",83.2,"76.0 - 91.3 (584)",8.6,29.8,22.8
56027,"""Niobrara, (WY)""",-1,,7,26.4,27.3
56031,"""Platte, (WY)""",89.6,"76.0 - 91.3 (584)",11.3,29.9,22.3
56045,"""Weston, (WY)""",101.1,"91.4 - 108.6 (588)",7.2,32.9,25.5
16003,"""Adams, (ID)""",-1,,5.1,30.2,19.1
16009,"""Benewah, (ID)""",141.4,"131.1 - 349.8 (586)",6.3,31.8,29
16017,"""Bonner, (ID)""",74.6,"28.0 - 75.9 (591)",6.5,25.2,19.4
16021,"""Boundary, (ID)""",76.8,"76.0 - 91.3 (584)",6.9,28.1,25.8
16035,"""Clearwater, (ID)""",96.8,"91.4 - 108.6 (588)",8.7,32.6,23.5
16049,"""Idaho, (ID)""",56.6,"28.0 - 75.9 (591)",7.1,32.8,24.8
16055,"""Kootenai, (ID)""",96.6,"91.4 - 108.6 (588)",6.3,26.1,19.3
16057,"""Latah, (ID)""",72.5,"28.0 - 75.9 (591)",5.7,24,16.7
16059,"""Lemhi, (ID)""",62.4,"28.0 - 75.9 (591)",7.1,23.4,19.8
16061,"""Lewis, (ID)""",-1,,9,27.7,25.2
16069,"""Nez Perce, (ID)""",68.9,"28.0 - 75.9 (591)",8.4,30.8,21.7
16079,"""Shoshone, (ID)""",116,"108.7 - 131.0 (582)",7,36.2,20.3
16085,"""Valley, (ID)""",-1,,4.5,27.5,17
27005,"""Becker, (MN)""",61.4,"28.0 - 75.9 (591)",7,29.9,25.2
27007,"""Beltrami, (MN)""",70.4,"28.0 - 75.9 (591)",9,33.9,22.6
27009,"""Benton, (MN)""",58.2,"28.0 - 75.9 (591)",10.4,30.2,21.5
27011,"""Big Stone, (MN)""",101,"91.4 - 108.6 (588)",6.4,33.7,24.7
27019,"""Carver, (MN)""",35.7,"28.0 - 75.9 (591)",6.6,23.1,15.7
27021,"""Cass, (MN)""",70.7,"28.0 - 75.9 (591)",9,30.8,25.7
27023,"""Chippewa, (MN)""",85.7,"76.0 - 91.3 (584)",8.7,34.4,25.2
27027,"""Clay, (MN)""",71.3,"28.0 - 75.9 (591)",6.9,28.1,19.8
27029,"""Clearwater, (MN)""",66.6,"28.0 - 75.9 (591)",6,30.7,26.4
27035,"""Crow Wing, (MN)""",60.3,"28.0 - 75.9 (591)",7.1,29.2,20.3
27041,"""Douglas, (MN)""",65.3,"28.0 - 75.9 (591)",6.9,32.6,23.3
27051,"""Grant, (MN)""",111.9,"108.7 - 131.0 (582)",8.8,33.4,27
27057,"""Hubbard, (MN)""",58.4,"28.0 - 75.9 (591)",7.1,34.5,23.3
27061,"""Itasca, (MN)""",69.2,"28.0 - 75.9 (591)",9.6,33.4,23.8
27067,"""Kandiyohi, (MN)""",49.6,"28.0 - 75.9 (591)",7.6,27.5,20.7
27069,"""Kittson, (MN)""",96.7,"91.4 - 108.6 (588)",8.8,28.2,20.6
27071,"""Koochiching, (MN)""",73.6,"28.0 - 75.9 (591)",7.9,28.4,25.5
27073,"""Lac qui Parle, (MN)""",97.7,"91.4 - 108.6 (588)",8.1,35.2,25.7
27077,"""Lake of the Woods, (MN)""",104.7,"91.4 - 108.6 (588)",11.6,28.8,26.3
27085,"""McLeod, (MN)""",63.8,"28.0 - 75.9 (591)",8.4,34.7,22.4
27087,"""Mahnomen, (MN)""",125.1,"108.7 - 131.0 (582)",8.9,38.9,26.4
27089,"""Marshall, (MN)""",81.2,"76.0 - 91.3 (584)",9.5,37.9,21.2
27093,"""Meeker, (MN)""",74.4,"28.0 - 75.9 (591)",9,33.2,19.8
27097,"""Morrison, (MN)""",52.9,"28.0 - 75.9 (591)",8.5,32.3,23.6
27107,"""Norman, (MN)""",131.2,"131.1 - 349.8 (586)",5.9,36.1,25.6
27111,"""Otter Tail, (MN)""",95.2,"91.4 - 108.6 (588)",6.9,31.7,21.5
