"cnty_fips","display_name","Value","theme_range","total_cost"
48297,"""Live Oak, (TX)""",163.5,"148.7 - 175.5 (644)",23007
48299,"""Llano, (TX)""",144.6,"26.6 - 148.6 (644)",19776
48301,"""Loving, (TX)""",288,"242.9 - 651.5 (644)",-9999
48307,"""McCulloch, (TX)""",176.2,"175.6 - 204.1 (644)",21542
48309,"""McLennan, (TX)""",224.1,"204.2 - 242.8 (644)",21188
48311,"""McMullen, (TX)""",188.8,"175.6 - 204.1 (644)",17367
48313,"""Madison, (TX)""",225.5,"204.2 - 242.8 (644)",25684
48319,"""Mason, (TX)""",153,"148.7 - 175.5 (644)",17333
48321,"""Matagorda, (TX)""",217.8,"204.2 - 242.8 (644)",21103
48323,"""Maverick, (TX)""",138.3,"26.6 - 148.6 (644)",24975
48325,"""Medina, (TX)""",200.4,"175.6 - 204.1 (644)",20631
48327,"""Menard, (TX)""",214.9,"204.2 - 242.8 (644)",17600
48329,"""Midland, (TX)""",229.7,"204.2 - 242.8 (644)",17982
48331,"""Milam, (TX)""",220,"204.2 - 242.8 (644)",22997
48333,"""Mills, (TX)""",166.4,"148.7 - 175.5 (644)",21541
48339,"""Montgomery, (TX)""",146.9,"26.6 - 148.6 (644)",22559
48347,"""Nacogdoches, (TX)""",199.2,"175.6 - 204.1 (644)",23617
48349,"""Navarro, (TX)""",228.8,"204.2 - 242.8 (644)",21877
48351,"""Newton, (TX)""",324.3,"242.9 - 651.5 (644)",22306
48355,"""Nueces, (TX)""",172.5,"148.7 - 175.5 (644)",22462
48361,"""Orange, (TX)""",292.4,"242.9 - 651.5 (644)",21354
48371,"""Pecos, (TX)""",181.4,"175.6 - 204.1 (644)",22543
48373,"""Polk, (TX)""",232.7,"204.2 - 242.8 (644)",20324
48377,"""Presidio, (TX)""",108.7,"26.6 - 148.6 (644)",20952
48383,"""Reagan, (TX)""",245.2,"242.9 - 651.5 (644)",26814
48385,"""Real, (TX)""",178.3,"175.6 - 204.1 (644)",24088
48389,"""Reeves, (TX)""",250.6,"242.9 - 651.5 (644)",20368
48391,"""Refugio, (TX)""",189.1,"175.6 - 204.1 (644)",25824
48395,"""Robertson, (TX)""",250.4,"242.9 - 651.5 (644)",22951
48399,"""Runnels, (TX)""",190.4,"175.6 - 204.1 (644)",21611
48403,"""Sabine, (TX)""",310.5,"242.9 - 651.5 (644)",20269
48405,"""San Augustine, (TX)""",182.2,"175.6 - 204.1 (644)",22013
48407,"""San Jacinto, (TX)""",182.1,"175.6 - 204.1 (644)",25387
48409,"""San Patricio, (TX)""",184.2,"175.6 - 204.1 (644)",23584
48411,"""San Saba, (TX)""",157.5,"148.7 - 175.5 (644)",23041
48413,"""Schleicher, (TX)""",95.2,"26.6 - 148.6 (644)",28599
48419,"""Shelby, (TX)""",240.6,"204.2 - 242.8 (644)",21168
48427,"""Starr, (TX)""",203.3,"175.6 - 204.1 (644)",22632
48431,"""Sterling, (TX)""",227.1,"204.2 - 242.8 (644)",16573
48435,"""Sutton, (TX)""",179.2,"175.6 - 204.1 (644)",18242
48443,"""Terrell, (TX)""",180,"175.6 - 204.1 (644)",12940
48451,"""Tom Green, (TX)""",123,"26.6 - 148.6 (644)",20194
48453,"""Travis, (TX)""",126.9,"26.6 - 148.6 (644)",19685
48455,"""Trinity, (TX)""",209.9,"204.2 - 242.8 (644)",21706
48457,"""Tyler, (TX)""",284,"242.9 - 651.5 (644)",20654
48461,"""Upton, (TX)""",297.8,"242.9 - 651.5 (644)",36402
48463,"""Uvalde, (TX)""",201,"175.6 - 204.1 (644)",23883
48465,"""Val Verde, (TX)""",172.7,"148.7 - 175.5 (644)",20917
48469,"""Victoria, (TX)""",174.1,"148.7 - 175.5 (644)",23556
48471,"""Walker, (TX)""",152.7,"148.7 - 175.5 (644)",22187
48473,"""Waller, (TX)""",204.1,"175.6 - 204.1 (644)",23283
48475,"""Ward, (TX)""",359,"242.9 - 651.5 (644)",20658
48477,"""Washington, (TX)""",131.6,"26.6 - 148.6 (644)",20091
48479,"""Webb, (TX)""",180.2,"175.6 - 204.1 (644)",24822
48481,"""Wharton, (TX)""",226.6,"204.2 - 242.8 (644)",24369
48489,"""Willacy, (TX)""",209.5,"204.2 - 242.8 (644)",19837
48491,"""Williamson, (TX)""",135.1,"26.6 - 148.6 (644)",19476
48493,"""Wilson, (TX)""",195.8,"175.6 - 204.1 (644)",18389
48495,"""Winkler, (TX)""",327.3,"242.9 - 651.5 (644)",23926
48505,"""Zapata, (TX)""",179.3,"175.6 - 204.1 (644)",20877
48507,"""Zavala, (TX)""",244,"242.9 - 651.5 (644)",22862
05007,"""Benton, (AR)""",226.1,"204.2 - 242.8 (644)",16734
05033,"""Crawford, (AR)""",292.7,"242.9 - 651.5 (644)",20230
05047,"""Franklin, (AR)""",309.8,"242.9 - 651.5 (644)",19786
05057,"""Hempstead, (AR)""",283.5,"242.9 - 651.5 (644)",19896
05061,"""Howard, (AR)""",330.8,"242.9 - 651.5 (644)",23385
05081,"""Little River, (AR)""",229.5,"204.2 - 242.8 (644)",22122
05083,"""Logan, (AR)""",284.1,"242.9 - 651.5 (644)",23233
05087,"""Madison, (AR)""",367.8,"242.9 - 651.5 (644)",17577
05091,"""Miller, (AR)""",180.4,"175.6 - 204.1 (644)",21434
05113,"""Polk, (AR)""",248.9,"242.9 - 651.5 (644)",18070
05127,"""Scott, (AR)""",286.7,"242.9 - 651.5 (644)",17933
05131,"""Sebastian, (AR)""",301,"242.9 - 651.5 (644)",20638
05133,"""Sevier, (AR)""",228.3,"204.2 - 242.8 (644)",20551
05143,"""Washington, (AR)""",381,"242.9 - 651.5 (644)",19452
08001,"""Adams, (CO)""",140,"26.6 - 148.6 (644)",20548
08003,"""Alamosa, (CO)""",168.2,"148.7 - 175.5 (644)",19578
08005,"""Arapahoe, (CO)""",107.5,"26.6 - 148.6 (644)",20162
08009,"""Baca, (CO)""",189.6,"175.6 - 204.1 (644)",24258
08011,"""Bent, (CO)""",206.2,"204.2 - 242.8 (644)",18474
08013,"""Boulder, (CO)""",90.1,"26.6 - 148.6 (644)",16455
08014,"""Broomfield, (CO)""",94,"26.6 - 148.6 (644)",17438
08015,"""Chaffee, (CO)""",118.8,"26.6 - 148.6 (644)",17850
08017,"""Cheyenne, (CO)""",147.4,"26.6 - 148.6 (644)",15629
08019,"""Clear Creek, (CO)""",116.9,"26.6 - 148.6 (644)",21527
08021,"""Conejos, (CO)""",158.6,"148.7 - 175.5 (644)",22530
08023,"""Costilla, (CO)""",155.9,"148.7 - 175.5 (644)",16002
08025,"""Crowley, (CO)""",139.6,"26.6 - 148.6 (644)",19241
08027,"""Custer, (CO)""",104.4,"26.6 - 148.6 (644)",11572
08031,"""Denver, (CO)""",123.8,"26.6 - 148.6 (644)",20738
08035,"""Douglas, (CO)""",67.2,"26.6 - 148.6 (644)",17880
08037,"""Eagle, (CO)""",56.5,"26.6 - 148.6 (644)",16897
08039,"""Elbert, (CO)""",139,"26.6 - 148.6 (644)",18371
08041,"""El Paso, (CO)""",143.8,"26.6 - 148.6 (644)",16965
08043,"""Fremont, (CO)""",175.6,"175.6 - 204.1 (644)",16258
08047,"""Gilpin, (CO)""",153.9,"148.7 - 175.5 (644)",18002
08049,"""Grand, (CO)""",90.2,"26.6 - 148.6 (644)",15640
08055,"""Huerfano, (CO)""",126.8,"26.6 - 148.6 (644)",16074
08057,"""Jackson, (CO)""",108.5,"26.6 - 148.6 (644)",18607
08059,"""Jefferson, (CO)""",135.9,"26.6 - 148.6 (644)",18352
08061,"""Kiowa, (CO)""",182.3,"175.6 - 204.1 (644)",36226
08063,"""Kit Carson, (CO)""",144.1,"26.6 - 148.6 (644)",26666
08065,"""Lake, (CO)""",70,"26.6 - 148.6 (644)",21743
08069,"""Larimer, (CO)""",102.3,"26.6 - 148.6 (644)",18512
08071,"""Las Animas, (CO)""",174.5,"148.7 - 175.5 (644)",20413
08073,"""Lincoln, (CO)""",129.8,"26.6 - 148.6 (644)",18794
08075,"""Logan, (CO)""",155.2,"148.7 - 175.5 (644)",20535
08087,"""Morgan, (CO)""",127.3,"26.6 - 148.6 (644)",20690
08089,"""Otero, (CO)""",249.8,"242.9 - 651.5 (644)",18771
08093,"""Park, (CO)""",109.7,"26.6 - 148.6 (644)",14330
08095,"""Phillips, (CO)""",166.9,"148.7 - 175.5 (644)",31381
08099,"""Prowers, (CO)""",164.7,"148.7 - 175.5 (644)",20800
08101,"""Pueblo, (CO)""",117.8,"26.6 - 148.6 (644)",19046
08105,"""Rio Grande, (CO)""",161.7,"148.7 - 175.5 (644)",18907
08109,"""Saguache, (CO)""",141.1,"26.6 - 148.6 (644)",19463
08115,"""Sedgwick, (CO)""",243.5,"242.9 - 651.5 (644)",22088
08117,"""Summit, (CO)""",61.3,"26.6 - 148.6 (644)",15204
08119,"""Teller, (CO)""",142.3,"26.6 - 148.6 (644)",16433
08121,"""Washington, (CO)""",126.2,"26.6 - 148.6 (644)",16738
08123,"""Weld, (CO)""",111.1,"26.6 - 148.6 (644)",19512
08125,"""Yuma, (CO)""",128.3,"26.6 - 148.6 (644)",18011
19001,"""Adair, (IA)""",217,"204.2 - 242.8 (644)",18907
19003,"""Adams, (IA)""",259.1,"242.9 - 651.5 (644)",23931
19009,"""Audubon, (IA)""",139.1,"26.6 - 148.6 (644)",19942
19015,"""Boone, (IA)""",206.7,"204.2 - 242.8 (644)",17413
19021,"""Buena Vista, (IA)""",223.1,"204.2 - 242.8 (644)",15938
19025,"""Calhoun, (IA)""",229.4,"204.2 - 242.8 (644)",15456
19027,"""Carroll, (IA)""",167.4,"148.7 - 175.5 (644)",16209
19029,"""Cass, (IA)""",268.2,"242.9 - 651.5 (644)",20998
19035,"""Cherokee, (IA)""",180,"175.6 - 204.1 (644)",17757
19039,"""Clarke, (IA)""",233.7,"204.2 - 242.8 (644)",20152
19041,"""Clay, (IA)""",165.8,"148.7 - 175.5 (644)",15655
19047,"""Crawford, (IA)""",171.9,"148.7 - 175.5 (644)",18124
19049,"""Dallas, (IA)""",164.9,"148.7 - 175.5 (644)",14408
19053,"""Decatur, (IA)""",260.5,"242.9 - 651.5 (644)",17241
19059,"""Dickinson, (IA)""",186.2,"175.6 - 204.1 (644)",14533
19063,"""Emmet, (IA)""",214.3,"204.2 - 242.8 (644)",18303
19071,"""Fremont, (IA)""",156.3,"148.7 - 175.5 (644)",21748
19073,"""Greene, (IA)""",224,"204.2 - 242.8 (644)",18716
19077,"""Guthrie, (IA)""",202.2,"175.6 - 204.1 (644)",15116
19079,"""Hamilton, (IA)""",176.3,"175.6 - 204.1 (644)",16907
19081,"""Hancock, (IA)""",181.3,"175.6 - 204.1 (644)",21370
19085,"""Harrison, (IA)""",195.2,"175.6 - 204.1 (644)",21350
19091,"""Humboldt, (IA)""",311.8,"242.9 - 651.5 (644)",17567
19093,"""Ida, (IA)""",241.3,"204.2 - 242.8 (644)",21244
19109,"""Kossuth, (IA)""",238.2,"204.2 - 242.8 (644)",18293
19119,"""Lyon, (IA)""",157.1,"148.7 - 175.5 (644)",20101
19121,"""Madison, (IA)""",190.3,"175.6 - 204.1 (644)",17285
19129,"""Mills, (IA)""",154.3,"148.7 - 175.5 (644)",17883
19133,"""Monona, (IA)""",385,"242.9 - 651.5 (644)",21027
19137,"""Montgomery, (IA)""",253.9,"242.9 - 651.5 (644)",20110
19141,"""O'Brien, (IA)""",192.1,"175.6 - 204.1 (644)",18795
19143,"""Osceola, (IA)""",171.7,"148.7 - 175.5 (644)",14991
19145,"""Page, (IA)""",241.3,"204.2 - 242.8 (644)",22884
19147,"""Palo Alto, (IA)""",198.8,"175.6 - 204.1 (644)",18415
19149,"""Plymouth, (IA)""",132.2,"26.6 - 148.6 (644)",16723
19151,"""Pocahontas, (IA)""",338.8,"242.9 - 651.5 (644)",18185
19155,"""Pottawattamie, (IA)""",182.6,"175.6 - 204.1 (644)",18094
19159,"""Ringgold, (IA)""",255,"242.9 - 651.5 (644)",20027
19161,"""Sac, (IA)""",224,"204.2 - 242.8 (644)",16704
19165,"""Shelby, (IA)""",149.8,"148.7 - 175.5 (644)",19578
19167,"""Sioux, (IA)""",110.4,"26.6 - 148.6 (644)",19315
19173,"""Taylor, (IA)""",237.7,"204.2 - 242.8 (644)",20352
19175,"""Union, (IA)""",228.4,"204.2 - 242.8 (644)",16158
19187,"""Webster, (IA)""",268.7,"242.9 - 651.5 (644)",15102
19189,"""Winnebago, (IA)""",209.6,"204.2 - 242.8 (644)",20027
19193,"""Woodbury, (IA)""",150.1,"148.7 - 175.5 (644)",17845
19197,"""Wright, (IA)""",227.7,"204.2 - 242.8 (644)",17949
20001,"""Allen, (KS)""",215.5,"204.2 - 242.8 (644)",22861
20003,"""Anderson, (KS)""",194.4,"175.6 - 204.1 (644)",21154
20005,"""Atchison, (KS)""",181.3,"175.6 - 204.1 (644)",22088
20007,"""Barber, (KS)""",223,"204.2 - 242.8 (644)",23222
20009,"""Barton, (KS)""",210.3,"204.2 - 242.8 (644)",19805
20011,"""Bourbon, (KS)""",212.5,"204.2 - 242.8 (644)",19162
20013,"""Brown, (KS)""",251.3,"242.9 - 651.5 (644)",23177
20015,"""Butler, (KS)""",196.7,"175.6 - 204.1 (644)",16708
20017,"""Chase, (KS)""",187.3,"175.6 - 204.1 (644)",20251
20019,"""Chautauqua, (KS)""",296.7,"242.9 - 651.5 (644)",18538
20021,"""Cherokee, (KS)""",283.7,"242.9 - 651.5 (644)",22260
20023,"""Cheyenne, (KS)""",216.3,"204.2 - 242.8 (644)",26813
20025,"""Clark, (KS)""",247.2,"242.9 - 651.5 (644)",22772
20027,"""Clay, (KS)""",156.7,"148.7 - 175.5 (644)",22905
20029,"""Cloud, (KS)""",178.4,"175.6 - 204.1 (644)",15753
20031,"""Coffey, (KS)""",192.8,"175.6 - 204.1 (644)",19654
20033,"""Comanche, (KS)""",228.7,"204.2 - 242.8 (644)",23918
20035,"""Cowley, (KS)""",198.6,"175.6 - 204.1 (644)",17025
20037,"""Crawford, (KS)""",260,"242.9 - 651.5 (644)",19224
20039,"""Decatur, (KS)""",158.6,"148.7 - 175.5 (644)",23496
20041,"""Dickinson, (KS)""",205.4,"204.2 - 242.8 (644)",20526
20043,"""Doniphan, (KS)""",223,"204.2 - 242.8 (644)",19885
20045,"""Douglas, (KS)""",148.9,"148.7 - 175.5 (644)",17284
20047,"""Edwards, (KS)""",226.7,"204.2 - 242.8 (644)",28004
20049,"""Elk, (KS)""",308.5,"242.9 - 651.5 (644)",19033
20051,"""Ellis, (KS)""",168.7,"148.7 - 175.5 (644)",19994
20053,"""Ellsworth, (KS)""",202.3,"175.6 - 204.1 (644)",23861
20055,"""Finney, (KS)""",150.9,"148.7 - 175.5 (644)",18223
20057,"""Ford, (KS)""",238,"204.2 - 242.8 (644)",17447
20059,"""Franklin, (KS)""",191,"175.6 - 204.1 (644)",18957
20061,"""Geary, (KS)""",289.9,"242.9 - 651.5 (644)",18682
20063,"""Gove, (KS)""",173.7,"148.7 - 175.5 (644)",21721
20065,"""Graham, (KS)""",162.7,"148.7 - 175.5 (644)",22478
20067,"""Grant, (KS)""",177,"175.6 - 204.1 (644)",15529
20069,"""Gray, (KS)""",203.6,"175.6 - 204.1 (644)",13435
20071,"""Greeley, (KS)""",135.9,"26.6 - 148.6 (644)",22707
20073,"""Greenwood, (KS)""",210.7,"204.2 - 242.8 (644)",23314
20075,"""Hamilton, (KS)""",153.8,"148.7 - 175.5 (644)",19699
20077,"""Harper, (KS)""",186.4,"175.6 - 204.1 (644)",22893
20079,"""Harvey, (KS)""",193.2,"175.6 - 204.1 (644)",17142
20081,"""Haskell, (KS)""",167.8,"148.7 - 175.5 (644)",16796
20083,"""Hodgeman, (KS)""",224.1,"204.2 - 242.8 (644)",20800
20085,"""Jackson, (KS)""",210.6,"204.2 - 242.8 (644)",21916
20087,"""Jefferson, (KS)""",172.2,"148.7 - 175.5 (644)",18068
20089,"""Jewell, (KS)""",166.1,"148.7 - 175.5 (644)",27104
20091,"""Johnson, (KS)""",114.6,"26.6 - 148.6 (644)",18719
20093,"""Kearny, (KS)""",154.6,"148.7 - 175.5 (644)",20082
20095,"""Kingman, (KS)""",230.5,"204.2 - 242.8 (644)",19366
20097,"""Kiowa, (KS)""",228.7,"204.2 - 242.8 (644)",28848
20099,"""Labette, (KS)""",255.6,"242.9 - 651.5 (644)",18658
20101,"""Lane, (KS)""",153.1,"148.7 - 175.5 (644)",19612
20103,"""Leavenworth, (KS)""",186.2,"175.6 - 204.1 (644)",20362
20105,"""Lincoln, (KS)""",145.9,"26.6 - 148.6 (644)",26669
20107,"""Linn, (KS)""",218.9,"204.2 - 242.8 (644)",18611
20109,"""Logan, (KS)""",180,"175.6 - 204.1 (644)",27254
20111,"""Lyon, (KS)""",177.5,"175.6 - 204.1 (644)",23886
20113,"""McPherson, (KS)""",173.5,"148.7 - 175.5 (644)",16504
20115,"""Marion, (KS)""",170.4,"148.7 - 175.5 (644)",18329
20117,"""Marshall, (KS)""",150.8,"148.7 - 175.5 (644)",18529
20119,"""Meade, (KS)""",222.3,"204.2 - 242.8 (644)",20363
20121,"""Miami, (KS)""",164.4,"148.7 - 175.5 (644)",19697
20123,"""Mitchell, (KS)""",191.9,"175.6 - 204.1 (644)",18696
20125,"""Montgomery, (KS)""",397.5,"242.9 - 651.5 (644)",19791
20127,"""Morris, (KS)""",178.6,"175.6 - 204.1 (644)",21982
20129,"""Morton, (KS)""",292.7,"242.9 - 651.5 (644)",23816
20131,"""Nemaha, (KS)""",163.9,"148.7 - 175.5 (644)",20253
20133,"""Neosho, (KS)""",249.3,"242.9 - 651.5 (644)",24262
20135,"""Ness, (KS)""",157.4,"148.7 - 175.5 (644)",16350
20137,"""Norton, (KS)""",153.8,"148.7 - 175.5 (644)",17284
20139,"""Osage, (KS)""",169.4,"148.7 - 175.5 (644)",18401
20141,"""Osborne, (KS)""",240.3,"204.2 - 242.8 (644)",17352
20143,"""Ottawa, (KS)""",165.2,"148.7 - 175.5 (644)",22116
20145,"""Pawnee, (KS)""",209.1,"204.2 - 242.8 (644)",26098
20147,"""Phillips, (KS)""",163,"148.7 - 175.5 (644)",21204
20149,"""Pottawatomie, (KS)""",166.1,"148.7 - 175.5 (644)",18545
20151,"""Pratt, (KS)""",183.5,"175.6 - 204.1 (644)",22622
20153,"""Rawlins, (KS)""",194.3,"175.6 - 204.1 (644)",26176
20155,"""Reno, (KS)""",165.5,"148.7 - 175.5 (644)",18698
20157,"""Republic, (KS)""",182.9,"175.6 - 204.1 (644)",19435
20159,"""Rice, (KS)""",198.1,"175.6 - 204.1 (644)",20062
20161,"""Riley, (KS)""",134.1,"26.6 - 148.6 (644)",17935
20163,"""Rooks, (KS)""",184.7,"175.6 - 204.1 (644)",22651
20165,"""Rush, (KS)""",190.1,"175.6 - 204.1 (644)",23156
20167,"""Russell, (KS)""",192,"175.6 - 204.1 (644)",21819
20169,"""Saline, (KS)""",147.2,"26.6 - 148.6 (644)",18448
20171,"""Scott, (KS)""",149.6,"148.7 - 175.5 (644)",25253
20173,"""Sedgwick, (KS)""",191.5,"175.6 - 204.1 (644)",17928
20175,"""Seward, (KS)""",173,"148.7 - 175.5 (644)",17684
20177,"""Shawnee, (KS)""",161.5,"148.7 - 175.5 (644)",20528
20179,"""Sheridan, (KS)""",160.1,"148.7 - 175.5 (644)",21472
20181,"""Sherman, (KS)""",176.2,"175.6 - 204.1 (644)",29387
20183,"""Smith, (KS)""",184.5,"175.6 - 204.1 (644)",24215
20185,"""Stafford, (KS)""",168.3,"148.7 - 175.5 (644)",21911
20187,"""Stanton, (KS)""",207.4,"204.2 - 242.8 (644)",23159
20189,"""Stevens, (KS)""",150.1,"148.7 - 175.5 (644)",17177
20191,"""Sumner, (KS)""",207.5,"204.2 - 242.8 (644)",15645
20193,"""Thomas, (KS)""",175.6,"175.6 - 204.1 (644)",24062
20195,"""Trego, (KS)""",247.3,"242.9 - 651.5 (644)",25735
20197,"""Wabaunsee, (KS)""",152.4,"148.7 - 175.5 (644)",21492
20199,"""Wallace, (KS)""",157.8,"148.7 - 175.5 (644)",34284
20201,"""Washington, (KS)""",185.7,"175.6 - 204.1 (644)",19887
20203,"""Wichita, (KS)""",164.4,"148.7 - 175.5 (644)",28281
20205,"""Wilson, (KS)""",296.8,"242.9 - 651.5 (644)",20003
20207,"""Woodson, (KS)""",222,"204.2 - 242.8 (644)",29605
20209,"""Wyandotte, (KS)""",174.8,"148.7 - 175.5 (644)",23581
22017,"""Caddo, (LA)""",176,"175.6 - 204.1 (644)",24256
27013,"""Blue Earth, (MN)""",118.7,"26.6 - 148.6 (644)",17955
27015,"""Brown, (MN)""",111.9,"26.6 - 148.6 (644)",19504
27033,"""Cottonwood, (MN)""",188.3,"175.6 - 204.1 (644)",21505
27043,"""Faribault, (MN)""",236.5,"204.2 - 242.8 (644)",17648
27063,"""Jackson, (MN)""",152.4,"148.7 - 175.5 (644)",17056
27079,"""Le Sueur, (MN)""",126.1,"26.6 - 148.6 (644)",19274
27081,"""Lincoln, (MN)""",184.3,"175.6 - 204.1 (644)",21775
27083,"""Lyon, (MN)""",126.5,"26.6 - 148.6 (644)",19551
27091,"""Martin, (MN)""",143.8,"26.6 - 148.6 (644)",19568
27101,"""Murray, (MN)""",137.3,"26.6 - 148.6 (644)",20632
27103,"""Nicollet, (MN)""",117.6,"26.6 - 148.6 (644)",16503
27105,"""Nobles, (MN)""",146.7,"26.6 - 148.6 (644)",18667
27117,"""Pipestone, (MN)""",150,"148.7 - 175.5 (644)",16165
27127,"""Redwood, (MN)""",127.3,"26.6 - 148.6 (644)",20482
27133,"""Rock, (MN)""",178,"175.6 - 204.1 (644)",19385
27143,"""Sibley, (MN)""",110.5,"26.6 - 148.6 (644)",21049
27165,"""Watonwan, (MN)""",119.9,"26.6 - 148.6 (644)",20580
29003,"""Andrew, (MO)""",203.4,"175.6 - 204.1 (644)",18516
29005,"""Atchison, (MO)""",179.3,"175.6 - 204.1 (644)",19095
29009,"""Barry, (MO)""",289.4,"242.9 - 651.5 (644)",19231
29011,"""Barton, (MO)""",274.9,"242.9 - 651.5 (644)",25519
29013,"""Bates, (MO)""",180.2,"175.6 - 204.1 (644)",21269
29021,"""Buchanan, (MO)""",202.2,"175.6 - 204.1 (644)",19696
29025,"""Caldwell, (MO)""",193.9,"175.6 - 204.1 (644)",20219
29037,"""Cass, (MO)""",153.2,"148.7 - 175.5 (644)",21035
29039,"""Cedar, (MO)""",338.3,"242.9 - 651.5 (644)",18112
29047,"""Clay, (MO)""",125.9,"26.6 - 148.6 (644)",19186
29049,"""Clinton, (MO)""",177.2,"175.6 - 204.1 (644)",20530
29057,"""Dade, (MO)""",241.7,"204.2 - 242.8 (644)",21933
29061,"""Daviess, (MO)""",228,"204.2 - 242.8 (644)",20756
29063,"""DeKalb, (MO)""",197.6,"175.6 - 204.1 (644)",19756
29075,"""Gentry, (MO)""",213.7,"204.2 - 242.8 (644)",20354
29081,"""Harrison, (MO)""",285.1,"242.9 - 651.5 (644)",22432
29083,"""Henry, (MO)""",320.2,"242.9 - 651.5 (644)",20670
29087,"""Holt, (MO)""",185.6,"175.6 - 204.1 (644)",19879
29095,"""Jackson, (MO)""",147.7,"26.6 - 148.6 (644)",21840
29097,"""Jasper, (MO)""",278.1,"242.9 - 651.5 (644)",19739
29101,"""Johnson, (MO)""",322.3,"242.9 - 651.5 (644)",19586
29107,"""Lafayette, (MO)""",199.2,"175.6 - 204.1 (644)",22280
29109,"""Lawrence, (MO)""",213.9,"204.2 - 242.8 (644)",20745
29119,"""McDonald, (MO)""",267.7,"242.9 - 651.5 (644)",20574
29145,"""Newton, (MO)""",291.2,"242.9 - 651.5 (644)",21281
29147,"""Nodaway, (MO)""",204.9,"204.2 - 242.8 (644)",18336
29165,"""Platte, (MO)""",120,"26.6 - 148.6 (644)",18547
29177,"""Ray, (MO)""",163.9,"148.7 - 175.5 (644)",20589
29185,"""St. Clair, (MO)""",336.1,"242.9 - 651.5 (644)",20425
29217,"""Vernon, (MO)""",304.3,"242.9 - 651.5 (644)",20453
29227,"""Worth, (MO)""",210.7,"204.2 - 242.8 (644)",16751
31001,"""Adams, (NE)""",211,"204.2 - 242.8 (644)",17489
31003,"""Antelope, (NE)""",171.6,"148.7 - 175.5 (644)",20177
31005,"""Arthur, (NE)""",166.4,"148.7 - 175.5 (644)",13092
31007,"""Banner, (NE)""",148.6,"26.6 - 148.6 (644)",34040
31009,"""Blaine, (NE)""",191.9,"175.6 - 204.1 (644)",35354
31011,"""Boone, (NE)""",173.1,"148.7 - 175.5 (644)",18957
31013,"""Box Butte, (NE)""",144,"26.6 - 148.6 (644)",22767
31015,"""Boyd, (NE)""",352.9,"242.9 - 651.5 (644)",17872
31017,"""Brown, (NE)""",215.2,"204.2 - 242.8 (644)",20819
31019,"""Buffalo, (NE)""",142.9,"26.6 - 148.6 (644)",18675
31021,"""Burt, (NE)""",111.8,"26.6 - 148.6 (644)",19498
31023,"""Butler, (NE)""",142.2,"26.6 - 148.6 (644)",18599
31025,"""Cass, (NE)""",136.1,"26.6 - 148.6 (644)",17326
31027,"""Cedar, (NE)""",141.7,"26.6 - 148.6 (644)",17857
31029,"""Chase, (NE)""",155.9,"148.7 - 175.5 (644)",22364
31031,"""Cherry, (NE)""",97.9,"26.6 - 148.6 (644)",18836
31033,"""Cheyenne, (NE)""",82.5,"26.6 - 148.6 (644)",25470
31035,"""Clay, (NE)""",190,"175.6 - 204.1 (644)",18131
31037,"""Colfax, (NE)""",134.2,"26.6 - 148.6 (644)",15535
31039,"""Cuming, (NE)""",158,"148.7 - 175.5 (644)",20215
31041,"""Custer, (NE)""",167.9,"148.7 - 175.5 (644)",19596
31043,"""Dakota, (NE)""",129.5,"26.6 - 148.6 (644)",20649
31045,"""Dawes, (NE)""",173.2,"148.7 - 175.5 (644)",15792
31047,"""Dawson, (NE)""",152.6,"148.7 - 175.5 (644)",20443
31049,"""Deuel, (NE)""",181,"175.6 - 204.1 (644)",21243
31051,"""Dixon, (NE)""",107.8,"26.6 - 148.6 (644)",17275
31053,"""Dodge, (NE)""",127.7,"26.6 - 148.6 (644)",18920
31055,"""Douglas, (NE)""",126.3,"26.6 - 148.6 (644)",18898
31057,"""Dundy, (NE)""",217.3,"204.2 - 242.8 (644)",24546
31059,"""Fillmore, (NE)""",168,"148.7 - 175.5 (644)",21371
31061,"""Franklin, (NE)""",195.4,"175.6 - 204.1 (644)",20199
31063,"""Frontier, (NE)""",152.9,"148.7 - 175.5 (644)",14730
31065,"""Furnas, (NE)""",148,"26.6 - 148.6 (644)",24059
31067,"""Gage, (NE)""",131.2,"26.6 - 148.6 (644)",19124
31069,"""Garden, (NE)""",144.9,"26.6 - 148.6 (644)",23200
31071,"""Garfield, (NE)""",202.9,"175.6 - 204.1 (644)",17092
31073,"""Gosper, (NE)""",145.7,"26.6 - 148.6 (644)",25055
31075,"""Grant, (NE)""",134.1,"26.6 - 148.6 (644)",20000
31077,"""Greeley, (NE)""",164,"148.7 - 175.5 (644)",25028
31079,"""Hall, (NE)""",157.1,"148.7 - 175.5 (644)",17963
31081,"""Hamilton, (NE)""",152.3,"148.7 - 175.5 (644)",19561
31083,"""Harlan, (NE)""",157.8,"148.7 - 175.5 (644)",23427
31085,"""Hayes, (NE)""",157.2,"148.7 - 175.5 (644)",20973
31087,"""Hitchcock, (NE)""",197,"175.6 - 204.1 (644)",20629
31089,"""Holt, (NE)""",207.1,"204.2 - 242.8 (644)",21005
31091,"""Hooker, (NE)""",159.2,"148.7 - 175.5 (644)",14933
31093,"""Howard, (NE)""",150.2,"148.7 - 175.5 (644)",16276
31095,"""Jefferson, (NE)""",145.6,"26.6 - 148.6 (644)",16459
