"cnty_fips","display_name","Value","theme_range","ou_cost"
29023,"""Butler, (MO)""",213,"204.2 - 242.8 (644)",4544
29029,"""Camden, (MO)""",169.8,"148.7 - 175.5 (644)",4171
29031,"""Cape Girardeau, (MO)""",214.9,"204.2 - 242.8 (644)",4414
29035,"""Carter, (MO)""",249.9,"242.9 - 651.5 (644)",4289
29043,"""Christian, (MO)""",133.6,"26.6 - 148.6 (644)",3806
29055,"""Crawford, (MO)""",458,"242.9 - 651.5 (644)",5863
29059,"""Dallas, (MO)""",195.6,"175.6 - 204.1 (644)",4945
29065,"""Dent, (MO)""",210.7,"204.2 - 242.8 (644)",5787
29067,"""Douglas, (MO)""",155.4,"148.7 - 175.5 (644)",4441
29069,"""Dunklin, (MO)""",379.2,"242.9 - 651.5 (644)",4622
29077,"""Greene, (MO)""",162.6,"148.7 - 175.5 (644)",4284
29085,"""Hickory, (MO)""",171,"148.7 - 175.5 (644)",4548
29091,"""Howell, (MO)""",244,"242.9 - 651.5 (644)",4583
29093,"""Iron, (MO)""",293.3,"242.9 - 651.5 (644)",4442
29099,"""Jefferson, (MO)""",240.8,"204.2 - 242.8 (644)",3546
29105,"""Laclede, (MO)""",212.4,"204.2 - 242.8 (644)",5306
29123,"""Madison, (MO)""",290.4,"242.9 - 651.5 (644)",4564
29125,"""Maries, (MO)""",163.2,"148.7 - 175.5 (644)",3232
29131,"""Miller, (MO)""",157.6,"148.7 - 175.5 (644)",3420
29133,"""Mississippi, (MO)""",372.2,"242.9 - 651.5 (644)",4369
29143,"""New Madrid, (MO)""",202.5,"175.6 - 204.1 (644)",4740
29149,"""Oregon, (MO)""",128,"26.6 - 148.6 (644)",3365
29153,"""Ozark, (MO)""",252.2,"242.9 - 651.5 (644)",3271
29155,"""Pemiscot, (MO)""",526.5,"242.9 - 651.5 (644)",5216
29157,"""Perry, (MO)""",201.7,"175.6 - 204.1 (644)",7955
29161,"""Phelps, (MO)""",222.6,"204.2 - 242.8 (644)",5061
29167,"""Polk, (MO)""",227.8,"204.2 - 242.8 (644)",5259
29169,"""Pulaski, (MO)""",194.3,"175.6 - 204.1 (644)",4162
29179,"""Reynolds, (MO)""",243,"242.9 - 651.5 (644)",4440
29181,"""Ripley, (MO)""",310.3,"242.9 - 651.5 (644)",4812
29186,"""Ste. Genevieve, (MO)""",212.4,"204.2 - 242.8 (644)",7253
29187,"""St. Francois, (MO)""",263.1,"242.9 - 651.5 (644)",4450
29201,"""Scott, (MO)""",236.5,"204.2 - 242.8 (644)",4298
29203,"""Shannon, (MO)""",245.9,"242.9 - 651.5 (644)",4971
29207,"""Stoddard, (MO)""",177.8,"175.6 - 204.1 (644)",4743
29209,"""Stone, (MO)""",259.8,"242.9 - 651.5 (644)",4340
29213,"""Taney, (MO)""",208.1,"204.2 - 242.8 (644)",4676
29215,"""Texas, (MO)""",212.5,"204.2 - 242.8 (644)",5133
29221,"""Washington, (MO)""",460.6,"242.9 - 651.5 (644)",4594
29223,"""Wayne, (MO)""",221.2,"204.2 - 242.8 (644)",4437
29225,"""Webster, (MO)""",194.3,"175.6 - 204.1 (644)",4449
29229,"""Wright, (MO)""",392.4,"242.9 - 651.5 (644)",5443
47005,"""Benton, (TN)""",368.2,"242.9 - 651.5 (644)",3473
47017,"""Carroll, (TN)""",464.1,"242.9 - 651.5 (644)",3204
47023,"""Chester, (TN)""",311,"242.9 - 651.5 (644)",3408
47033,"""Crockett, (TN)""",379.8,"242.9 - 651.5 (644)",2952
47039,"""Decatur, (TN)""",316,"242.9 - 651.5 (644)",3024
47043,"""Dickson, (TN)""",340.8,"242.9 - 651.5 (644)",2341
47045,"""Dyer, (TN)""",441.4,"242.9 - 651.5 (644)",3076
47047,"""Fayette, (TN)""",245,"242.9 - 651.5 (644)",3172
47053,"""Gibson, (TN)""",393.6,"242.9 - 651.5 (644)",3421
47069,"""Hardeman, (TN)""",287.4,"242.9 - 651.5 (644)",3449
47071,"""Hardin, (TN)""",460.5,"242.9 - 651.5 (644)",3872
47075,"""Haywood, (TN)""",318.7,"242.9 - 651.5 (644)",3717
47077,"""Henderson, (TN)""",247.4,"242.9 - 651.5 (644)",3503
47079,"""Henry, (TN)""",384.1,"242.9 - 651.5 (644)",3066
47081,"""Hickman, (TN)""",212.8,"204.2 - 242.8 (644)",3860
47083,"""Houston, (TN)""",359.5,"242.9 - 651.5 (644)",2289
47085,"""Humphreys, (TN)""",407.3,"242.9 - 651.5 (644)",3253
47095,"""Lake, (TN)""",318.9,"242.9 - 651.5 (644)",3448
47097,"""Lauderdale, (TN)""",354.4,"242.9 - 651.5 (644)",4289
47099,"""Lawrence, (TN)""",267.8,"242.9 - 651.5 (644)",2979
47101,"""Lewis, (TN)""",330,"242.9 - 651.5 (644)",4036
47109,"""McNairy, (TN)""",353.8,"242.9 - 651.5 (644)",3410
47113,"""Madison, (TN)""",233.2,"204.2 - 242.8 (644)",3420
47125,"""Montgomery, (TN)""",234.5,"204.2 - 242.8 (644)",2644
47131,"""Obion, (TN)""",273.1,"242.9 - 651.5 (644)",4250
47135,"""Perry, (TN)""",406.3,"242.9 - 651.5 (644)",2576
47157,"""Shelby, (TN)""",202.6,"175.6 - 204.1 (644)",3171
47161,"""Stewart, (TN)""",256.5,"242.9 - 651.5 (644)",2901
47167,"""Tipton, (TN)""",262.8,"242.9 - 651.5 (644)",3330
47181,"""Wayne, (TN)""",340.7,"242.9 - 651.5 (644)",3639
47183,"""Weakley, (TN)""",244.9,"242.9 - 651.5 (644)",3259
17001,"""Adams, (IL)""",204.4,"204.2 - 242.8 (644)",3303
17005,"""Bond, (IL)""",213.1,"204.2 - 242.8 (644)",4176
17007,"""Boone, (IL)""",158.9,"148.7 - 175.5 (644)",3542
17009,"""Brown, (IL)""",192.7,"175.6 - 204.1 (644)",4864
17011,"""Bureau, (IL)""",204.6,"204.2 - 242.8 (644)",5367
17013,"""Calhoun, (IL)""",193.6,"175.6 - 204.1 (644)",4161
17015,"""Carroll, (IL)""",231.2,"204.2 - 242.8 (644)",4401
17017,"""Cass, (IL)""",188.7,"175.6 - 204.1 (644)",4496
17019,"""Champaign, (IL)""",124.1,"26.6 - 148.6 (644)",4903
17021,"""Christian, (IL)""",204.1,"175.6 - 204.1 (644)",5900
17023,"""Clark, (IL)""",211.1,"204.2 - 242.8 (644)",4775
17025,"""Clay, (IL)""",169.9,"148.7 - 175.5 (644)",6530
17027,"""Clinton, (IL)""",207.6,"204.2 - 242.8 (644)",3998
17029,"""Coles, (IL)""",169.7,"148.7 - 175.5 (644)",4698
17031,"""Cook, (IL)""",163.8,"148.7 - 175.5 (644)",3397
17033,"""Crawford, (IL)""",212.6,"204.2 - 242.8 (644)",6569
17035,"""Cumberland, (IL)""",165.7,"148.7 - 175.5 (644)",4315
17037,"""DeKalb, (IL)""",166.9,"148.7 - 175.5 (644)",4506
17039,"""De Witt, (IL)""",198.9,"175.6 - 204.1 (644)",5038
17041,"""Douglas, (IL)""",109.9,"26.6 - 148.6 (644)",4905
17043,"""DuPage, (IL)""",130.2,"26.6 - 148.6 (644)",3324
17045,"""Edgar, (IL)""",181.6,"175.6 - 204.1 (644)",6375
17047,"""Edwards, (IL)""",230.6,"204.2 - 242.8 (644)",4926
17049,"""Effingham, (IL)""",159.4,"148.7 - 175.5 (644)",3829
17051,"""Fayette, (IL)""",192.6,"175.6 - 204.1 (644)",5884
17053,"""Ford, (IL)""",209,"204.2 - 242.8 (644)",7578
17057,"""Fulton, (IL)""",208,"204.2 - 242.8 (644)",4141
17061,"""Greene, (IL)""",227.8,"204.2 - 242.8 (644)",4687
17063,"""Grundy, (IL)""",179.8,"175.6 - 204.1 (644)",4119
17067,"""Hancock, (IL)""",211,"204.2 - 242.8 (644)",4815
17071,"""Henderson, (IL)""",212.7,"204.2 - 242.8 (644)",4907
17073,"""Henry, (IL)""",178.6,"175.6 - 204.1 (644)",4895
17075,"""Iroquois, (IL)""",225.3,"204.2 - 242.8 (644)",6123
17079,"""Jasper, (IL)""",191.2,"175.6 - 204.1 (644)",3992
17083,"""Jersey, (IL)""",239.2,"204.2 - 242.8 (644)",4827
17085,"""Jo Daviess, (IL)""",148.1,"26.6 - 148.6 (644)",4067
17089,"""Kane, (IL)""",130,"26.6 - 148.6 (644)",3792
17091,"""Kankakee, (IL)""",183.5,"175.6 - 204.1 (644)",4635
17093,"""Kendall, (IL)""",121.6,"26.6 - 148.6 (644)",3756
17095,"""Knox, (IL)""",221,"204.2 - 242.8 (644)",2802
17097,"""Lake, (IL)""",122.5,"26.6 - 148.6 (644)",3642
17099,"""LaSalle, (IL)""",207.2,"204.2 - 242.8 (644)",4550
17101,"""Lawrence, (IL)""",204.3,"204.2 - 242.8 (644)",4919
17103,"""Lee, (IL)""",161.6,"148.7 - 175.5 (644)",5352
17105,"""Livingston, (IL)""",201.5,"175.6 - 204.1 (644)",2928
17107,"""Logan, (IL)""",158,"148.7 - 175.5 (644)",5664
17109,"""McDonough, (IL)""",216.3,"204.2 - 242.8 (644)",4075
17111,"""McHenry, (IL)""",157.4,"148.7 - 175.5 (644)",3683
17113,"""McLean, (IL)""",159.5,"148.7 - 175.5 (644)",2151
17115,"""Macon, (IL)""",119.3,"26.6 - 148.6 (644)",4008
17117,"""Macoupin, (IL)""",179.3,"175.6 - 204.1 (644)",5336
17119,"""Madison, (IL)""",212,"204.2 - 242.8 (644)",3732
17121,"""Marion, (IL)""",235.5,"204.2 - 242.8 (644)",3932
17123,"""Marshall, (IL)""",146,"26.6 - 148.6 (644)",3279
17125,"""Mason, (IL)""",158.4,"148.7 - 175.5 (644)",6121
17129,"""Menard, (IL)""",168.1,"148.7 - 175.5 (644)",2838
17131,"""Mercer, (IL)""",169.5,"148.7 - 175.5 (644)",4724
17135,"""Montgomery, (IL)""",177.4,"175.6 - 204.1 (644)",6355
17137,"""Morgan, (IL)""",218,"204.2 - 242.8 (644)",3797
17139,"""Moultrie, (IL)""",148.4,"26.6 - 148.6 (644)",3856
17141,"""Ogle, (IL)""",152.1,"148.7 - 175.5 (644)",4739
17143,"""Peoria, (IL)""",173,"148.7 - 175.5 (644)",3079
17147,"""Piatt, (IL)""",150.7,"148.7 - 175.5 (644)",5820
17149,"""Pike, (IL)""",195,"175.6 - 204.1 (644)",6840
17155,"""Putnam, (IL)""",204.4,"204.2 - 242.8 (644)",5440
17159,"""Richland, (IL)""",208.8,"204.2 - 242.8 (644)",3761
17161,"""Rock Island, (IL)""",162.8,"148.7 - 175.5 (644)",3403
17163,"""St. Clair, (IL)""",195.5,"175.6 - 204.1 (644)",2912
17167,"""Sangamon, (IL)""",172.3,"148.7 - 175.5 (644)",3127
17169,"""Schuyler, (IL)""",203.8,"175.6 - 204.1 (644)",6887
17171,"""Scott, (IL)""",201.2,"175.6 - 204.1 (644)",4873
17173,"""Shelby, (IL)""",156,"148.7 - 175.5 (644)",4199
17175,"""Stark, (IL)""",169.3,"148.7 - 175.5 (644)",3868
17177,"""Stephenson, (IL)""",141,"26.6 - 148.6 (644)",4316
17179,"""Tazewell, (IL)""",161.2,"148.7 - 175.5 (644)",2945
17183,"""Vermilion, (IL)""",241.9,"204.2 - 242.8 (644)",5766
17185,"""Wabash, (IL)""",196.8,"175.6 - 204.1 (644)",6700
17187,"""Warren, (IL)""",232.8,"204.2 - 242.8 (644)",4652
17191,"""Wayne, (IL)""",171.7,"148.7 - 175.5 (644)",5076
17195,"""Whiteside, (IL)""",243.7,"242.9 - 651.5 (644)",5186
17197,"""Will, (IL)""",168.7,"148.7 - 175.5 (644)",3583
17201,"""Winnebago, (IL)""",160.5,"148.7 - 175.5 (644)",3843
17203,"""Woodford, (IL)""",142.9,"26.6 - 148.6 (644)",3154
18007,"""Benton, (IN)""",179,"175.6 - 204.1 (644)",3008
18045,"""Fountain, (IN)""",194.6,"175.6 - 204.1 (644)",5315
18083,"""Knox, (IN)""",211.2,"204.2 - 242.8 (644)",4464
18089,"""Lake, (IN)""",188.8,"175.6 - 204.1 (644)",3835
18111,"""Newton, (IN)""",201.2,"175.6 - 204.1 (644)",3530
18121,"""Parke, (IN)""",246,"242.9 - 651.5 (644)",4502
18125,"""Pike, (IN)""",206.7,"204.2 - 242.8 (644)",4070
18153,"""Sullivan, (IN)""",236.9,"204.2 - 242.8 (644)",5363
18165,"""Vermillion, (IN)""",273.3,"242.9 - 651.5 (644)",5323
18167,"""Vigo, (IN)""",307.9,"242.9 - 651.5 (644)",4307
18171,"""Warren, (IN)""",180,"175.6 - 204.1 (644)",4592
19005,"""Allamakee, (IA)""",240.6,"204.2 - 242.8 (644)",4967
19007,"""Appanoose, (IA)""",246.3,"242.9 - 651.5 (644)",8144
19011,"""Benton, (IA)""",197.3,"175.6 - 204.1 (644)",4929
19013,"""Black Hawk, (IA)""",172.1,"148.7 - 175.5 (644)",5397
19017,"""Bremer, (IA)""",194.1,"175.6 - 204.1 (644)",7568
19019,"""Buchanan, (IA)""",210.4,"204.2 - 242.8 (644)",6164
19023,"""Butler, (IA)""",213.3,"204.2 - 242.8 (644)",6094
19031,"""Cedar, (IA)""",154,"148.7 - 175.5 (644)",3534
19033,"""Cerro Gordo, (IA)""",218.8,"204.2 - 242.8 (644)",5745
19037,"""Chickasaw, (IA)""",293.7,"242.9 - 651.5 (644)",5865
19043,"""Clayton, (IA)""",176.3,"175.6 - 204.1 (644)",6528
19045,"""Clinton, (IA)""",285.4,"242.9 - 651.5 (644)",3454
19051,"""Davis, (IA)""",223.2,"204.2 - 242.8 (644)",7707
19055,"""Delaware, (IA)""",194.4,"175.6 - 204.1 (644)",6362
19057,"""Des Moines, (IA)""",211.5,"204.2 - 242.8 (644)",4702
19061,"""Dubuque, (IA)""",178.9,"175.6 - 204.1 (644)",2768
19065,"""Fayette, (IA)""",233.5,"204.2 - 242.8 (644)",7872
19067,"""Floyd, (IA)""",214.6,"204.2 - 242.8 (644)",6447
19069,"""Franklin, (IA)""",205.9,"204.2 - 242.8 (644)",7458
19075,"""Grundy, (IA)""",187.4,"175.6 - 204.1 (644)",6107
19083,"""Hardin, (IA)""",188.2,"175.6 - 204.1 (644)",5692
19087,"""Henry, (IA)""",240.9,"204.2 - 242.8 (644)",5412
19089,"""Howard, (IA)""",369.8,"242.9 - 651.5 (644)",7409
19095,"""Iowa, (IA)""",191.8,"175.6 - 204.1 (644)",4880
19097,"""Jackson, (IA)""",211.4,"204.2 - 242.8 (644)",4381
19099,"""Jasper, (IA)""",161.4,"148.7 - 175.5 (644)",3709
19101,"""Jefferson, (IA)""",277.6,"242.9 - 651.5 (644)",7672
19103,"""Johnson, (IA)""",184.1,"175.6 - 204.1 (644)",3700
19105,"""Jones, (IA)""",180.1,"175.6 - 204.1 (644)",5759
19107,"""Keokuk, (IA)""",219.4,"204.2 - 242.8 (644)",6521
19111,"""Lee, (IA)""",223,"204.2 - 242.8 (644)",4746
19113,"""Linn, (IA)""",197.3,"175.6 - 204.1 (644)",4063
19115,"""Louisa, (IA)""",177.3,"175.6 - 204.1 (644)",4717
19117,"""Lucas, (IA)""",247.2,"242.9 - 651.5 (644)",6566
19123,"""Mahaska, (IA)""",288.3,"242.9 - 651.5 (644)",6012
19125,"""Marion, (IA)""",246.3,"242.9 - 651.5 (644)",6326
19127,"""Marshall, (IA)""",183,"175.6 - 204.1 (644)",3377
19131,"""Mitchell, (IA)""",297.5,"242.9 - 651.5 (644)",6261
19135,"""Monroe, (IA)""",269.7,"242.9 - 651.5 (644)",7330
19139,"""Muscatine, (IA)""",165.6,"148.7 - 175.5 (644)",3985
19153,"""Polk, (IA)""",182.6,"175.6 - 204.1 (644)",2400
19157,"""Poweshiek, (IA)""",204.4,"204.2 - 242.8 (644)",3909
19163,"""Scott, (IA)""",149.1,"148.7 - 175.5 (644)",3543
19169,"""Story, (IA)""",166.1,"148.7 - 175.5 (644)",2993
19171,"""Tama, (IA)""",177.3,"175.6 - 204.1 (644)",4154
19177,"""Van Buren, (IA)""",243.3,"242.9 - 651.5 (644)",7492
19179,"""Wapello, (IA)""",276,"242.9 - 651.5 (644)",4748
19181,"""Warren, (IA)""",215,"204.2 - 242.8 (644)",2361
19183,"""Washington, (IA)""",177,"175.6 - 204.1 (644)",5470
19185,"""Wayne, (IA)""",248.9,"242.9 - 651.5 (644)",6059
19191,"""Winneshiek, (IA)""",198.2,"175.6 - 204.1 (644)",5943
19195,"""Worth, (IA)""",167.7,"148.7 - 175.5 (644)",5799
27039,"""Dodge, (MN)""",159.3,"148.7 - 175.5 (644)",2675
27045,"""Fillmore, (MN)""",180,"175.6 - 204.1 (644)",3430
27047,"""Freeborn, (MN)""",146.3,"26.6 - 148.6 (644)",4744
27049,"""Goodhue, (MN)""",177.7,"175.6 - 204.1 (644)",4493
27055,"""Houston, (MN)""",150.4,"148.7 - 175.5 (644)",5177
27099,"""Mower, (MN)""",172.4,"148.7 - 175.5 (644)",5549
27109,"""Olmsted, (MN)""",159.9,"148.7 - 175.5 (644)",3332
27131,"""Rice, (MN)""",139.3,"26.6 - 148.6 (644)",3148
27147,"""Steele, (MN)""",149.9,"148.7 - 175.5 (644)",2991
27157,"""Wabasha, (MN)""",158.7,"148.7 - 175.5 (644)",5142
27161,"""Waseca, (MN)""",161.3,"148.7 - 175.5 (644)",4425
27169,"""Winona, (MN)""",158.1,"148.7 - 175.5 (644)",4194
29001,"""Adair, (MO)""",147.3,"26.6 - 148.6 (644)",3826
29007,"""Audrain, (MO)""",122.6,"26.6 - 148.6 (644)",3749
29019,"""Boone, (MO)""",133.4,"26.6 - 148.6 (644)",3656
29027,"""Callaway, (MO)""",161.9,"148.7 - 175.5 (644)",3178
29033,"""Carroll, (MO)""",196.7,"175.6 - 204.1 (644)",8998
29041,"""Chariton, (MO)""",176.8,"175.6 - 204.1 (644)",4524
29045,"""Clark, (MO)""",226.6,"204.2 - 242.8 (644)",3679
29051,"""Cole, (MO)""",136.4,"26.6 - 148.6 (644)",3454
29053,"""Cooper, (MO)""",144.5,"26.6 - 148.6 (644)",3842
29071,"""Franklin, (MO)""",244.9,"242.9 - 651.5 (644)",4538
29073,"""Gasconade, (MO)""",171.2,"148.7 - 175.5 (644)",5186
29079,"""Grundy, (MO)""",228.2,"204.2 - 242.8 (644)",7972
29089,"""Howard, (MO)""",150.5,"148.7 - 175.5 (644)",3223
29103,"""Knox, (MO)""",194.1,"175.6 - 204.1 (644)",3703
29111,"""Lewis, (MO)""",224.7,"204.2 - 242.8 (644)",3337
29113,"""Lincoln, (MO)""",213.6,"204.2 - 242.8 (644)",5211
29115,"""Linn, (MO)""",330,"242.9 - 651.5 (644)",5509
29117,"""Livingston, (MO)""",188.9,"175.6 - 204.1 (644)",7284
29121,"""Macon, (MO)""",196.2,"175.6 - 204.1 (644)",4291
29127,"""Marion, (MO)""",201.4,"175.6 - 204.1 (644)",3204
29129,"""Mercer, (MO)""",249,"242.9 - 651.5 (644)",6313
29135,"""Moniteau, (MO)""",201.4,"175.6 - 204.1 (644)",3456
29137,"""Monroe, (MO)""",171.9,"148.7 - 175.5 (644)",3971
29139,"""Montgomery, (MO)""",325.1,"242.9 - 651.5 (644)",4280
29141,"""Morgan, (MO)""",278.7,"242.9 - 651.5 (644)",3979
29151,"""Osage, (MO)""",148.9,"148.7 - 175.5 (644)",3159
29159,"""Pettis, (MO)""",138,"26.6 - 148.6 (644)",4554
29163,"""Pike, (MO)""",178.2,"175.6 - 204.1 (644)",4751
29171,"""Putnam, (MO)""",185.2,"175.6 - 204.1 (644)",5833
29173,"""Ralls, (MO)""",148.3,"26.6 - 148.6 (644)",3322
29175,"""Randolph, (MO)""",152.6,"148.7 - 175.5 (644)",3847
29183,"""St. Charles, (MO)""",172.4,"148.7 - 175.5 (644)",4237
29189,"""St. Louis County, (MO)""",216.9,"204.2 - 242.8 (644)",3612
29195,"""Saline, (MO)""",206.7,"204.2 - 242.8 (644)",4194
29197,"""Schuyler, (MO)""",169.2,"148.7 - 175.5 (644)",4901
29199,"""Scotland, (MO)""",168.3,"148.7 - 175.5 (644)",8909
29205,"""Shelby, (MO)""",227.9,"204.2 - 242.8 (644)",3594
29211,"""Sullivan, (MO)""",313.4,"242.9 - 651.5 (644)",6136
29219,"""Warren, (MO)""",209.1,"204.2 - 242.8 (644)",5403
29510,"""St. Louis City, (MO)""",257.8,"242.9 - 651.5 (644)",3482
55001,"""Adams, (WI)""",209.9,"204.2 - 242.8 (644)",4667
55009,"""Brown, (WI)""",203,"175.6 - 204.1 (644)",4065
55011,"""Buffalo, (WI)""",153.3,"148.7 - 175.5 (644)",5069
55015,"""Calumet, (WI)""",158.4,"148.7 - 175.5 (644)",4174
55021,"""Columbia, (WI)""",141.4,"26.6 - 148.6 (644)",3803
55023,"""Crawford, (WI)""",168,"148.7 - 175.5 (644)",6529
55025,"""Dane, (WI)""",130.1,"26.6 - 148.6 (644)",3630
55027,"""Dodge, (WI)""",167.1,"148.7 - 175.5 (644)",4309
55039,"""Fond du Lac, (WI)""",152.6,"148.7 - 175.5 (644)",4568
55043,"""Grant, (WI)""",170,"148.7 - 175.5 (644)",6137
55045,"""Green, (WI)""",151.9,"148.7 - 175.5 (644)",5119
55047,"""Green Lake, (WI)""",170.6,"148.7 - 175.5 (644)",5484
55049,"""Iowa, (WI)""",162.9,"148.7 - 175.5 (644)",5241
55053,"""Jackson, (WI)""",147.1,"26.6 - 148.6 (644)",6139
55055,"""Jefferson, (WI)""",155.3,"148.7 - 175.5 (644)",3975
55057,"""Juneau, (WI)""",158.1,"148.7 - 175.5 (644)",5917
55059,"""Kenosha, (WI)""",217.4,"204.2 - 242.8 (644)",4113
55061,"""Kewaunee, (WI)""",163,"148.7 - 175.5 (644)",5491
55063,"""La Crosse, (WI)""",135.7,"26.6 - 148.6 (644)",5134
55065,"""Lafayette, (WI)""",142,"26.6 - 148.6 (644)",6904
55071,"""Manitowoc, (WI)""",178.4,"175.6 - 204.1 (644)",4669
55077,"""Marquette, (WI)""",130.3,"26.6 - 148.6 (644)",3866
55079,"""Milwaukee, (WI)""",206.3,"204.2 - 242.8 (644)",4243
55081,"""Monroe, (WI)""",169.8,"148.7 - 175.5 (644)",6051
55087,"""Outagamie, (WI)""",158.3,"148.7 - 175.5 (644)",3627
55089,"""Ozaukee, (WI)""",154.7,"148.7 - 175.5 (644)",4593
55091,"""Pepin, (WI)""",157.8,"148.7 - 175.5 (644)",5657
55097,"""Portage, (WI)""",159.7,"148.7 - 175.5 (644)",4029
55101,"""Racine, (WI)""",179.5,"175.6 - 204.1 (644)",4982
55103,"""Richland, (WI)""",184.5,"175.6 - 204.1 (644)",6453
55105,"""Rock, (WI)""",185.2,"175.6 - 204.1 (644)",5596
55111,"""Sauk, (WI)""",199.6,"175.6 - 204.1 (644)",4564
55117,"""Sheboygan, (WI)""",172.8,"148.7 - 175.5 (644)",3666
55121,"""Trempealeau, (WI)""",193.9,"175.6 - 204.1 (644)",5938
55123,"""Vernon, (WI)""",201.7,"175.6 - 204.1 (644)",7018
55127,"""Walworth, (WI)""",179.6,"175.6 - 204.1 (644)",5196
55131,"""Washington, (WI)""",147.8,"26.6 - 148.6 (644)",4169
55133,"""Waukesha, (WI)""",128.4,"26.6 - 148.6 (644)",4108
55135,"""Waupaca, (WI)""",188.3,"175.6 - 204.1 (644)",3765
55137,"""Waushara, (WI)""",258,"242.9 - 651.5 (644)",5030
55139,"""Winnebago, (WI)""",134,"26.6 - 148.6 (644)",3897
55141,"""Wood, (WI)""",137.4,"26.6 - 148.6 (644)",2908
01001,"""Autauga, (AL)""",227.6,"204.2 - 242.8 (644)",4103
01009,"""Blount, (AL)""",167.9,"148.7 - 175.5 (644)",3272
01015,"""Calhoun, (AL)""",250.3,"242.9 - 651.5 (644)",2824
01017,"""Chambers, (AL)""",105.5,"26.6 - 148.6 (644)",3148
01019,"""Cherokee, (AL)""",161.8,"148.7 - 175.5 (644)",2569
01021,"""Chilton, (AL)""",158.8,"148.7 - 175.5 (644)",2489
01027,"""Clay, (AL)""",228.8,"204.2 - 242.8 (644)",3836
01029,"""Cleburne, (AL)""",145.6,"26.6 - 148.6 (644)",2879
01037,"""Coosa, (AL)""",139.6,"26.6 - 148.6 (644)",3890
01043,"""Cullman, (AL)""",156.6,"148.7 - 175.5 (644)",2616
01047,"""Dallas, (AL)""",282.8,"242.9 - 651.5 (644)",2784
01049,"""DeKalb, (AL)""",140.8,"26.6 - 148.6 (644)",2922
01051,"""Elmore, (AL)""",155.6,"148.7 - 175.5 (644)",3645
01055,"""Etowah, (AL)""",195.7,"175.6 - 204.1 (644)",2690
01071,"""Jackson, (AL)""",250.9,"242.9 - 651.5 (644)",2983
01073,"""Jefferson, (AL)""",127.7,"26.6 - 148.6 (644)",2854
01081,"""Lee, (AL)""",136.1,"26.6 - 148.6 (644)",3337
01083,"""Limestone, (AL)""",163.5,"148.7 - 175.5 (644)",3110
01085,"""Lowndes, (AL)""",187.7,"175.6 - 204.1 (644)",2552
01087,"""Macon, (AL)""",146.2,"26.6 - 148.6 (644)",3413
01089,"""Madison, (AL)""",103.8,"26.6 - 148.6 (644)",2813
01095,"""Marshall, (AL)""",152.2,"148.7 - 175.5 (644)",3665
01101,"""Montgomery, (AL)""",150.7,"148.7 - 175.5 (644)",3789
01103,"""Morgan, (AL)""",199,"175.6 - 204.1 (644)",2266
01111,"""Randolph, (AL)""",297.5,"242.9 - 651.5 (644)",3330
01113,"""Russell, (AL)""",142.7,"26.6 - 148.6 (644)",3151
01115,"""St. Clair, (AL)""",184.8,"175.6 - 204.1 (644)",2544
01117,"""Shelby, (AL)""",105.1,"26.6 - 148.6 (644)",2745
01121,"""Talladega, (AL)""",137.5,"26.6 - 148.6 (644)",3845
01123,"""Tallapoosa, (AL)""",164.1,"148.7 - 175.5 (644)",4532
13015,"""Bartow, (GA)""",166.4,"148.7 - 175.5 (644)",2842
13035,"""Butts, (GA)""",141,"26.6 - 148.6 (644)",3440
13045,"""Carroll, (GA)""",170,"148.7 - 175.5 (644)",3652
13047,"""Catoosa, (GA)""",187.7,"175.6 - 204.1 (644)",2998
13053,"""Chattahoochee, (GA)""",172.1,"148.7 - 175.5 (644)",3074
13055,"""Chattooga, (GA)""",185.4,"175.6 - 204.1 (644)",2546
13057,"""Cherokee, (GA)""",124.9,"26.6 - 148.6 (644)",3441
13063,"""Clayton, (GA)""",125.5,"26.6 - 148.6 (644)",2815
13067,"""Cobb, (GA)""",105,"26.6 - 148.6 (644)",3006
13077,"""Coweta, (GA)""",142,"26.6 - 148.6 (644)",3002
13079,"""Crawford, (GA)""",145.4,"26.6 - 148.6 (644)",2784
13083,"""Dade, (GA)""",232.7,"204.2 - 242.8 (644)",3052
13085,"""Dawson, (GA)""",141.9,"26.6 - 148.6 (644)",3575
13089,"""DeKalb, (GA)""",93.2,"26.6 - 148.6 (644)",3316
13097,"""Douglas, (GA)""",131.4,"26.6 - 148.6 (644)",3328
13111,"""Fannin, (GA)""",171.7,"148.7 - 175.5 (644)",3112
13113,"""Fayette, (GA)""",94.4,"26.6 - 148.6 (644)",2915
13115,"""Floyd, (GA)""",236.1,"204.2 - 242.8 (644)",2345
13117,"""Forsyth, (GA)""",104.8,"26.6 - 148.6 (644)",3733
13121,"""Fulton, (GA)""",98.8,"26.6 - 148.6 (644)",3144
13123,"""Gilmer, (GA)""",137.1,"26.6 - 148.6 (644)",3172
13129,"""Gordon, (GA)""",179.8,"175.6 - 204.1 (644)",3137
13135,"""Gwinnett, (GA)""",93.8,"26.6 - 148.6 (644)",3342
13143,"""Haralson, (GA)""",166.7,"148.7 - 175.5 (644)",4009
13145,"""Harris, (GA)""",173,"148.7 - 175.5 (644)",3871
13149,"""Heard, (GA)""",138.4,"26.6 - 148.6 (644)",3194
13151,"""Henry, (GA)""",93.6,"26.6 - 148.6 (644)",2644
