"cnty_fips","display_name","Value","theme_range","ou_cost"
40043,"""Dewey, (OK)""",279,"242.9 - 651.5 (644)",4484
40045,"""Ellis, (OK)""",295.3,"242.9 - 651.5 (644)",3982
40047,"""Garfield, (OK)""",240.4,"204.2 - 242.8 (644)",3741
40049,"""Garvin, (OK)""",283.3,"242.9 - 651.5 (644)",4121
40051,"""Grady, (OK)""",257.5,"242.9 - 651.5 (644)",4410
40053,"""Grant, (OK)""",237.6,"204.2 - 242.8 (644)",4572
40055,"""Greer, (OK)""",235.1,"204.2 - 242.8 (644)",4995
40057,"""Harmon, (OK)""",236.4,"204.2 - 242.8 (644)",4545
40059,"""Harper, (OK)""",292.3,"242.9 - 651.5 (644)",4444
40061,"""Haskell, (OK)""",340.6,"242.9 - 651.5 (644)",4359
40063,"""Hughes, (OK)""",421,"242.9 - 651.5 (644)",4889
40065,"""Jackson, (OK)""",230.9,"204.2 - 242.8 (644)",3909
40067,"""Jefferson, (OK)""",338.4,"242.9 - 651.5 (644)",3797
40069,"""Johnston, (OK)""",260.2,"242.9 - 651.5 (644)",5064
40071,"""Kay, (OK)""",238.1,"204.2 - 242.8 (644)",4318
40073,"""Kingfisher, (OK)""",196.4,"175.6 - 204.1 (644)",5439
40075,"""Kiowa, (OK)""",253.1,"242.9 - 651.5 (644)",4035
40077,"""Latimer, (OK)""",320.3,"242.9 - 651.5 (644)",3685
40079,"""Le Flore, (OK)""",317.7,"242.9 - 651.5 (644)",3534
40081,"""Lincoln, (OK)""",237.8,"204.2 - 242.8 (644)",4626
40083,"""Logan, (OK)""",195,"175.6 - 204.1 (644)",5196
40085,"""Love, (OK)""",203.8,"175.6 - 204.1 (644)",5859
40087,"""McClain, (OK)""",231.4,"204.2 - 242.8 (644)",4213
40089,"""McCurtain, (OK)""",354.5,"242.9 - 651.5 (644)",3210
40091,"""McIntosh, (OK)""",352.6,"242.9 - 651.5 (644)",2982
40093,"""Major, (OK)""",263.8,"242.9 - 651.5 (644)",4667
40095,"""Marshall, (OK)""",205,"204.2 - 242.8 (644)",3885
40097,"""Mayes, (OK)""",255.1,"242.9 - 651.5 (644)",3912
40099,"""Murray, (OK)""",291.8,"242.9 - 651.5 (644)",4608
40101,"""Muskogee, (OK)""",348.8,"242.9 - 651.5 (644)",3217
40103,"""Noble, (OK)""",231.3,"204.2 - 242.8 (644)",3817
40105,"""Nowata, (OK)""",221.6,"204.2 - 242.8 (644)",4462
40107,"""Okfuskee, (OK)""",328.9,"242.9 - 651.5 (644)",4682
40109,"""Oklahoma, (OK)""",223.1,"204.2 - 242.8 (644)",3981
40111,"""Okmulgee, (OK)""",303.4,"242.9 - 651.5 (644)",3470
40113,"""Osage, (OK)""",206.7,"204.2 - 242.8 (644)",3802
40115,"""Ottawa, (OK)""",337.5,"242.9 - 651.5 (644)",4089
40117,"""Pawnee, (OK)""",234.3,"204.2 - 242.8 (644)",4373
40119,"""Payne, (OK)""",196.9,"175.6 - 204.1 (644)",4687
40121,"""Pittsburg, (OK)""",337.2,"242.9 - 651.5 (644)",3276
40123,"""Pontotoc, (OK)""",285.2,"242.9 - 651.5 (644)",4719
40125,"""Pottawatomie, (OK)""",293.1,"242.9 - 651.5 (644)",4798
40127,"""Pushmataha, (OK)""",331.4,"242.9 - 651.5 (644)",3035
40129,"""Roger Mills, (OK)""",245.9,"242.9 - 651.5 (644)",4572
40131,"""Rogers, (OK)""",244.7,"242.9 - 651.5 (644)",3432
40133,"""Seminole, (OK)""",378.1,"242.9 - 651.5 (644)",5130
40135,"""Sequoyah, (OK)""",319.7,"242.9 - 651.5 (644)",3859
40137,"""Stephens, (OK)""",290.8,"242.9 - 651.5 (644)",3665
40139,"""Texas, (OK)""",252.6,"242.9 - 651.5 (644)",2973
40141,"""Tillman, (OK)""",238.5,"204.2 - 242.8 (644)",3658
40143,"""Tulsa, (OK)""",222.9,"204.2 - 242.8 (644)",3409
40145,"""Wagoner, (OK)""",213.4,"204.2 - 242.8 (644)",3848
40147,"""Washington, (OK)""",212.4,"204.2 - 242.8 (644)",3364
40149,"""Washita, (OK)""",267.7,"242.9 - 651.5 (644)",4852
40151,"""Woods, (OK)""",265.4,"242.9 - 651.5 (644)",3451
40153,"""Woodward, (OK)""",296.9,"242.9 - 651.5 (644)",3894
46003,"""Aurora, (SD)""",202.2,"175.6 - 204.1 (644)",6357
46005,"""Beadle, (SD)""",200.5,"175.6 - 204.1 (644)",6319
46007,"""Bennett, (SD)""",300.1,"242.9 - 651.5 (644)",6409
46009,"""Bon Homme, (SD)""",188.9,"175.6 - 204.1 (644)",6765
46011,"""Brookings, (SD)""",201.7,"175.6 - 204.1 (644)",6033
46015,"""Brule, (SD)""",272.7,"242.9 - 651.5 (644)",7718
46017,"""Buffalo, (SD)""",310.3,"242.9 - 651.5 (644)",11401
46023,"""Charles Mix, (SD)""",230,"204.2 - 242.8 (644)",6892
46027,"""Clay, (SD)""",260.2,"242.9 - 651.5 (644)",5588
46033,"""Custer, (SD)""",164.4,"148.7 - 175.5 (644)",5749
46035,"""Davison, (SD)""",141.3,"26.6 - 148.6 (644)",5090
46043,"""Douglas, (SD)""",137.3,"26.6 - 148.6 (644)",7047
46047,"""Fall River, (SD)""",258,"242.9 - 651.5 (644)",5843
46053,"""Gregory, (SD)""",247.6,"242.9 - 651.5 (644)",9341
46055,"""Haakon, (SD)""",206.7,"204.2 - 242.8 (644)",5959
46059,"""Hand, (SD)""",205.8,"204.2 - 242.8 (644)",9960
46061,"""Hanson, (SD)""",153.3,"148.7 - 175.5 (644)",4536
46065,"""Hughes, (SD)""",178.4,"175.6 - 204.1 (644)",5418
46067,"""Hutchinson, (SD)""",194.3,"175.6 - 204.1 (644)",7357
46069,"""Hyde, (SD)""",218.9,"204.2 - 242.8 (644)",6213
46071,"""Jackson, (SD)""",251.8,"242.9 - 651.5 (644)",6768
46073,"""Jerauld, (SD)""",236.1,"204.2 - 242.8 (644)",8369
46075,"""Jones, (SD)""",224.9,"204.2 - 242.8 (644)",4887
46077,"""Kingsbury, (SD)""",195.1,"175.6 - 204.1 (644)",6341
46079,"""Lake, (SD)""",194.8,"175.6 - 204.1 (644)",5577
46081,"""Lawrence, (SD)""",149.7,"148.7 - 175.5 (644)",5183
46083,"""Lincoln, (SD)""",126.3,"26.6 - 148.6 (644)",5811
46085,"""Lyman, (SD)""",225.8,"204.2 - 242.8 (644)",6263
46087,"""McCook, (SD)""",195.6,"175.6 - 204.1 (644)",4521
46093,"""Meade, (SD)""",201.2,"175.6 - 204.1 (644)",4351
46095,"""Mellette, (SD)""",287.2,"242.9 - 651.5 (644)",9008
46097,"""Miner, (SD)""",200,"175.6 - 204.1 (644)",5734
46099,"""Minnehaha, (SD)""",175.9,"175.6 - 204.1 (644)",5427
46101,"""Moody, (SD)""",193.1,"175.6 - 204.1 (644)",6198
46103,"""Pennington, (SD)""",212.8,"204.2 - 242.8 (644)",4116
46111,"""Sanborn, (SD)""",172.1,"148.7 - 175.5 (644)",3597
46102,"""Oglala Lakota, (SD)""",81.7,"26.6 - 148.6 (644)",6509
46117,"""Stanley, (SD)""",160.3,"148.7 - 175.5 (644)",5310
46121,"""Todd, (SD)""",312.3,"242.9 - 651.5 (644)",9076
46123,"""Tripp, (SD)""",251.4,"242.9 - 651.5 (644)",8048
46125,"""Turner, (SD)""",233.5,"204.2 - 242.8 (644)",6560
46127,"""Union, (SD)""",121.4,"26.6 - 148.6 (644)",4084
46135,"""Yankton, (SD)""",205.4,"204.2 - 242.8 (644)",3544
48003,"""Andrews, (TX)""",293.3,"242.9 - 651.5 (644)",4395
48009,"""Archer, (TX)""",236.4,"204.2 - 242.8 (644)",2323
48011,"""Armstrong, (TX)""",284.5,"242.9 - 651.5 (644)",1987
48017,"""Bailey, (TX)""",227.7,"204.2 - 242.8 (644)",4617
48023,"""Baylor, (TX)""",245.2,"242.9 - 651.5 (644)",5532
48033,"""Borden, (TX)""",211.9,"204.2 - 242.8 (644)",5112
48037,"""Bowie, (TX)""",348.3,"242.9 - 651.5 (644)",2689
48045,"""Briscoe, (TX)""",177.6,"175.6 - 204.1 (644)",4201
48059,"""Callahan, (TX)""",272.7,"242.9 - 651.5 (644)",3642
48063,"""Camp, (TX)""",251.3,"242.9 - 651.5 (644)",4819
48065,"""Carson, (TX)""",306.8,"242.9 - 651.5 (644)",2625
48067,"""Cass, (TX)""",310.3,"242.9 - 651.5 (644)",3403
48069,"""Castro, (TX)""",245.3,"242.9 - 651.5 (644)",4655
48075,"""Childress, (TX)""",271.7,"242.9 - 651.5 (644)",5261
48077,"""Clay, (TX)""",230.2,"204.2 - 242.8 (644)",3631
48079,"""Cochran, (TX)""",246.8,"242.9 - 651.5 (644)",5100
48085,"""Collin, (TX)""",129.8,"26.6 - 148.6 (644)",2495
48087,"""Collingsworth, (TX)""",329.9,"242.9 - 651.5 (644)",6077
48097,"""Cooke, (TX)""",157.6,"148.7 - 175.5 (644)",3544
48101,"""Cottle, (TX)""",243.6,"242.9 - 651.5 (644)",4071
48107,"""Crosby, (TX)""",233.1,"204.2 - 242.8 (644)",6714
48111,"""Dallam, (TX)""",216.7,"204.2 - 242.8 (644)",4751
48113,"""Dallas, (TX)""",168.8,"148.7 - 175.5 (644)",2719
48115,"""Dawson, (TX)""",238.3,"204.2 - 242.8 (644)",4616
48117,"""Deaf Smith, (TX)""",230,"204.2 - 242.8 (644)",3526
48119,"""Delta, (TX)""",342.9,"242.9 - 651.5 (644)",2929
48121,"""Denton, (TX)""",118.1,"26.6 - 148.6 (644)",2473
48125,"""Dickens, (TX)""",172.5,"148.7 - 175.5 (644)",5867
48129,"""Donley, (TX)""",254.9,"242.9 - 651.5 (644)",2543
48133,"""Eastland, (TX)""",206.7,"204.2 - 242.8 (644)",3292
48139,"""Ellis, (TX)""",168.9,"148.7 - 175.5 (644)",2781
48143,"""Erath, (TX)""",258.6,"242.9 - 651.5 (644)",2623
48147,"""Fannin, (TX)""",348.3,"242.9 - 651.5 (644)",3194
48151,"""Fisher, (TX)""",250.2,"242.9 - 651.5 (644)",5328
48153,"""Floyd, (TX)""",233.5,"204.2 - 242.8 (644)",5620
48155,"""Foard, (TX)""",218.7,"204.2 - 242.8 (644)",4229
48159,"""Franklin, (TX)""",282.1,"242.9 - 651.5 (644)",4235
48165,"""Gaines, (TX)""",258.1,"242.9 - 651.5 (644)",5333
48169,"""Garza, (TX)""",226.9,"204.2 - 242.8 (644)",4750
48179,"""Gray, (TX)""",365.9,"242.9 - 651.5 (644)",2703
48181,"""Grayson, (TX)""",196.5,"175.6 - 204.1 (644)",2818
48183,"""Gregg, (TX)""",241.5,"204.2 - 242.8 (644)",3431
48189,"""Hale, (TX)""",234.8,"204.2 - 242.8 (644)",4441
48191,"""Hall, (TX)""",201.1,"175.6 - 204.1 (644)",4068
48195,"""Hansford, (TX)""",219.2,"204.2 - 242.8 (644)",4289
48197,"""Hardeman, (TX)""",233.6,"204.2 - 242.8 (644)",4220
48203,"""Harrison, (TX)""",212.5,"204.2 - 242.8 (644)",3210
48205,"""Hartley, (TX)""",247.4,"242.9 - 651.5 (644)",6360
48207,"""Haskell, (TX)""",269.9,"242.9 - 651.5 (644)",5361
48211,"""Hemphill, (TX)""",278.3,"242.9 - 651.5 (644)",4007
48213,"""Henderson, (TX)""",285.6,"242.9 - 651.5 (644)",3443
48219,"""Hockley, (TX)""",186.9,"175.6 - 204.1 (644)",4029
48221,"""Hood, (TX)""",183.6,"175.6 - 204.1 (644)",2983
48223,"""Hopkins, (TX)""",283.7,"242.9 - 651.5 (644)",3574
48227,"""Howard, (TX)""",353.9,"242.9 - 651.5 (644)",2411
48231,"""Hunt, (TX)""",249.9,"242.9 - 651.5 (644)",3079
48233,"""Hutchinson, (TX)""",431,"242.9 - 651.5 (644)",3728
48237,"""Jack, (TX)""",239.6,"204.2 - 242.8 (644)",2672
48251,"""Johnson, (TX)""",221.6,"204.2 - 242.8 (644)",2200
48253,"""Jones, (TX)""",277.1,"242.9 - 651.5 (644)",4355
48257,"""Kaufman, (TX)""",243.6,"242.9 - 651.5 (644)",2821
48263,"""Kent, (TX)""",190.4,"175.6 - 204.1 (644)",5952
48269,"""King, (TX)""",208,"204.2 - 242.8 (644)",-9999
48275,"""Knox, (TX)""",247.2,"242.9 - 651.5 (644)",5042
48277,"""Lamar, (TX)""",359.5,"242.9 - 651.5 (644)",2149
48279,"""Lamb, (TX)""",239.4,"204.2 - 242.8 (644)",3754
48295,"""Lipscomb, (TX)""",245.1,"242.9 - 651.5 (644)",3326
48303,"""Lubbock, (TX)""",238.6,"204.2 - 242.8 (644)",4035
48305,"""Lynn, (TX)""",226.3,"204.2 - 242.8 (644)",4425
48315,"""Marion, (TX)""",233,"204.2 - 242.8 (644)",3649
48317,"""Martin, (TX)""",256.6,"242.9 - 651.5 (644)",3778
48335,"""Mitchell, (TX)""",202.6,"175.6 - 204.1 (644)",5872
48337,"""Montague, (TX)""",262.2,"242.9 - 651.5 (644)",3646
48341,"""Moore, (TX)""",243.4,"242.9 - 651.5 (644)",4065
48343,"""Morris, (TX)""",279.6,"242.9 - 651.5 (644)",3886
48345,"""Motley, (TX)""",178.9,"175.6 - 204.1 (644)",5559
48353,"""Nolan, (TX)""",247.8,"242.9 - 651.5 (644)",4240
48357,"""Ochiltree, (TX)""",382.7,"242.9 - 651.5 (644)",4081
48359,"""Oldham, (TX)""",226.5,"204.2 - 242.8 (644)",2299
48363,"""Palo Pinto, (TX)""",307.9,"242.9 - 651.5 (644)",2928
48365,"""Panola, (TX)""",199.2,"175.6 - 204.1 (644)",3973
48367,"""Parker, (TX)""",188.2,"175.6 - 204.1 (644)",2651
48369,"""Parmer, (TX)""",218.5,"204.2 - 242.8 (644)",4090
48375,"""Potter, (TX)""",342.6,"242.9 - 651.5 (644)",2300
48379,"""Rains, (TX)""",242.2,"204.2 - 242.8 (644)",3950
48381,"""Randall, (TX)""",258.1,"242.9 - 651.5 (644)",2346
48387,"""Red River, (TX)""",368.1,"242.9 - 651.5 (644)",1689
48393,"""Roberts, (TX)""",334.2,"242.9 - 651.5 (644)",1253
48397,"""Rockwall, (TX)""",188.5,"175.6 - 204.1 (644)",2794
48401,"""Rusk, (TX)""",215.3,"204.2 - 242.8 (644)",3610
48415,"""Scurry, (TX)""",175.8,"175.6 - 204.1 (644)",5900
48417,"""Shackelford, (TX)""",254.3,"242.9 - 651.5 (644)",3699
48421,"""Sherman, (TX)""",270,"242.9 - 651.5 (644)",3038
48423,"""Smith, (TX)""",209,"204.2 - 242.8 (644)",3998
48425,"""Somervell, (TX)""",202.3,"175.6 - 204.1 (644)",2689
48429,"""Stephens, (TX)""",268.7,"242.9 - 651.5 (644)",4885
48433,"""Stonewall, (TX)""",273.8,"242.9 - 651.5 (644)",7809
48437,"""Swisher, (TX)""",248.3,"242.9 - 651.5 (644)",4141
48439,"""Tarrant, (TX)""",157.9,"148.7 - 175.5 (644)",2448
48441,"""Taylor, (TX)""",276.9,"242.9 - 651.5 (644)",3658
48445,"""Terry, (TX)""",302.9,"242.9 - 651.5 (644)",4446
48447,"""Throckmorton, (TX)""",251,"242.9 - 651.5 (644)",8691
48449,"""Titus, (TX)""",240.8,"204.2 - 242.8 (644)",3855
48459,"""Upshur, (TX)""",281.4,"242.9 - 651.5 (644)",3512
48467,"""Van Zandt, (TX)""",218.7,"204.2 - 242.8 (644)",3361
48483,"""Wheeler, (TX)""",279.7,"242.9 - 651.5 (644)",4976
48485,"""Wichita, (TX)""",245.4,"242.9 - 651.5 (644)",2468
48487,"""Wilbarger, (TX)""",240,"204.2 - 242.8 (644)",3031
48497,"""Wise, (TX)""",182.3,"175.6 - 204.1 (644)",3277
48499,"""Wood, (TX)""",227.7,"204.2 - 242.8 (644)",5267
48501,"""Yoakum, (TX)""",251.5,"242.9 - 651.5 (644)",6770
48503,"""Young, (TX)""",284.5,"242.9 - 651.5 (644)",3582
56001,"""Albany, (WY)""",139,"26.6 - 148.6 (644)",4552
56005,"""Campbell, (WY)""",269.6,"242.9 - 651.5 (644)",4315
56009,"""Converse, (WY)""",151.4,"148.7 - 175.5 (644)",7284
56011,"""Crook, (WY)""",228.9,"204.2 - 242.8 (644)",6006
56015,"""Goshen, (WY)""",157.7,"148.7 - 175.5 (644)",6409
56019,"""Johnson, (WY)""",191,"175.6 - 204.1 (644)",7696
56021,"""Laramie, (WY)""",155.7,"148.7 - 175.5 (644)",4057
56027,"""Niobrara, (WY)""",156.7,"148.7 - 175.5 (644)",7644
56031,"""Platte, (WY)""",156.1,"148.7 - 175.5 (644)",7755
56045,"""Weston, (WY)""",200.9,"175.6 - 204.1 (644)",6693
16003,"""Adams, (ID)""",128.8,"26.6 - 148.6 (644)",6355
16009,"""Benewah, (ID)""",204.1,"175.6 - 204.1 (644)",5660
16017,"""Bonner, (ID)""",148.8,"148.7 - 175.5 (644)",4348
16021,"""Boundary, (ID)""",160,"148.7 - 175.5 (644)",5184
16035,"""Clearwater, (ID)""",176.3,"175.6 - 204.1 (644)",6591
16049,"""Idaho, (ID)""",121.5,"26.6 - 148.6 (644)",6769
16055,"""Kootenai, (ID)""",185.6,"175.6 - 204.1 (644)",3764
16057,"""Latah, (ID)""",148,"26.6 - 148.6 (644)",6028
16059,"""Lemhi, (ID)""",112.4,"26.6 - 148.6 (644)",6104
16061,"""Lewis, (ID)""",130.8,"26.6 - 148.6 (644)",5130
16069,"""Nez Perce, (ID)""",136.8,"26.6 - 148.6 (644)",5372
16079,"""Shoshone, (ID)""",205.4,"204.2 - 242.8 (644)",4641
16085,"""Valley, (ID)""",88.2,"26.6 - 148.6 (644)",7144
27005,"""Becker, (MN)""",125.2,"26.6 - 148.6 (644)",5771
27007,"""Beltrami, (MN)""",140.7,"26.6 - 148.6 (644)",6562
27009,"""Benton, (MN)""",107.3,"26.6 - 148.6 (644)",3423
27011,"""Big Stone, (MN)""",191.4,"175.6 - 204.1 (644)",12943
27019,"""Carver, (MN)""",82.6,"26.6 - 148.6 (644)",3289
27021,"""Cass, (MN)""",130.3,"26.6 - 148.6 (644)",6053
27023,"""Chippewa, (MN)""",150.5,"148.7 - 175.5 (644)",7287
27027,"""Clay, (MN)""",139.5,"26.6 - 148.6 (644)",4837
27029,"""Clearwater, (MN)""",139.6,"26.6 - 148.6 (644)",6976
27035,"""Crow Wing, (MN)""",120.9,"26.6 - 148.6 (644)",6322
27041,"""Douglas, (MN)""",125.3,"26.6 - 148.6 (644)",5770
27051,"""Grant, (MN)""",173.9,"148.7 - 175.5 (644)",9048
27057,"""Hubbard, (MN)""",129.8,"26.6 - 148.6 (644)",7549
27061,"""Itasca, (MN)""",136.4,"26.6 - 148.6 (644)",5619
27067,"""Kandiyohi, (MN)""",97.9,"26.6 - 148.6 (644)",4410
27069,"""Kittson, (MN)""",182.7,"175.6 - 204.1 (644)",7561
27071,"""Koochiching, (MN)""",135,"26.6 - 148.6 (644)",5691
27073,"""Lac qui Parle, (MN)""",183.6,"175.6 - 204.1 (644)",7680
27077,"""Lake of the Woods, (MN)""",164.1,"148.7 - 175.5 (644)",10186
27085,"""McLeod, (MN)""",119.1,"26.6 - 148.6 (644)",5942
27087,"""Mahnomen, (MN)""",201.7,"175.6 - 204.1 (644)",8112
27089,"""Marshall, (MN)""",173.4,"148.7 - 175.5 (644)",7644
27093,"""Meeker, (MN)""",118.9,"26.6 - 148.6 (644)",5022
27097,"""Morrison, (MN)""",104.9,"26.6 - 148.6 (644)",6828
27107,"""Norman, (MN)""",193.6,"175.6 - 204.1 (644)",6830
27111,"""Otter Tail, (MN)""",178.3,"175.6 - 204.1 (644)",5657
27113,"""Pennington, (MN)""",187.5,"175.6 - 204.1 (644)",9061
27119,"""Polk, (MN)""",185.7,"175.6 - 204.1 (644)",7692
27121,"""Pope, (MN)""",119.7,"26.6 - 148.6 (644)",6829
27125,"""Red Lake, (MN)""",193.1,"175.6 - 204.1 (644)",9141
27129,"""Renville, (MN)""",120.5,"26.6 - 148.6 (644)",7593
27135,"""Roseau, (MN)""",173.6,"148.7 - 175.5 (644)",5808
27141,"""Sherburne, (MN)""",99.2,"26.6 - 148.6 (644)",4458
27145,"""Stearns, (MN)""",97.3,"26.6 - 148.6 (644)",4651
27149,"""Stevens, (MN)""",134.4,"26.6 - 148.6 (644)",15047
27151,"""Swift, (MN)""",177,"175.6 - 204.1 (644)",10192
27153,"""Todd, (MN)""",107.7,"26.6 - 148.6 (644)",8123
27155,"""Traverse, (MN)""",192.4,"175.6 - 204.1 (644)",6507
27159,"""Wadena, (MN)""",147.5,"26.6 - 148.6 (644)",8769
27167,"""Wilkin, (MN)""",177.1,"175.6 - 204.1 (644)",7196
27171,"""Wright, (MN)""",103.5,"26.6 - 148.6 (644)",4570
27173,"""Yellow Medicine, (MN)""",145.6,"26.6 - 148.6 (644)",8768
30001,"""Beaverhead, (MT)""",166.8,"148.7 - 175.5 (644)",7707
30003,"""Big Horn, (MT)""",163,"148.7 - 175.5 (644)",6598
30005,"""Blaine, (MT)""",254.1,"242.9 - 651.5 (644)",7012
30007,"""Broadwater, (MT)""",190.9,"175.6 - 204.1 (644)",5037
30009,"""Carbon, (MT)""",117.7,"26.6 - 148.6 (644)",5479
30011,"""Carter, (MT)""",206.8,"204.2 - 242.8 (644)",8720
30013,"""Cascade, (MT)""",161.9,"148.7 - 175.5 (644)",5314
30015,"""Chouteau, (MT)""",203.9,"175.6 - 204.1 (644)",5679
30017,"""Custer, (MT)""",164.7,"148.7 - 175.5 (644)",5392
30019,"""Daniels, (MT)""",242.7,"204.2 - 242.8 (644)",8107
30021,"""Dawson, (MT)""",97.1,"26.6 - 148.6 (644)",7969
30023,"""Deer Lodge, (MT)""",226.9,"204.2 - 242.8 (644)",6714
30025,"""Fallon, (MT)""",161.7,"148.7 - 175.5 (644)",9444
30027,"""Fergus, (MT)""",163,"148.7 - 175.5 (644)",8228
30029,"""Flathead, (MT)""",156.1,"148.7 - 175.5 (644)",6130
30031,"""Gallatin, (MT)""",123.7,"26.6 - 148.6 (644)",5198
30033,"""Garfield, (MT)""",188,"175.6 - 204.1 (644)",3303
30035,"""Glacier, (MT)""",233.5,"204.2 - 242.8 (644)",6148
30037,"""Golden Valley, (MT)""",169.7,"148.7 - 175.5 (644)",3443
30039,"""Granite, (MT)""",157,"148.7 - 175.5 (644)",4516
30041,"""Hill, (MT)""",251.1,"242.9 - 651.5 (644)",6946
30043,"""Jefferson, (MT)""",172.2,"148.7 - 175.5 (644)",4422
30045,"""Judith Basin, (MT)""",165.5,"148.7 - 175.5 (644)",4608
30047,"""Lake, (MT)""",175.9,"175.6 - 204.1 (644)",6521
30049,"""Lewis and Clark, (MT)""",147,"26.6 - 148.6 (644)",4659
30051,"""Liberty, (MT)""",181.9,"175.6 - 204.1 (644)",7144
30053,"""Lincoln, (MT)""",226.9,"204.2 - 242.8 (644)",6253
30055,"""McCone, (MT)""",204.8,"204.2 - 242.8 (644)",7843
30057,"""Madison, (MT)""",120.6,"26.6 - 148.6 (644)",6188
30059,"""Meagher, (MT)""",155.8,"148.7 - 175.5 (644)",7210
30061,"""Mineral, (MT)""",196.3,"175.6 - 204.1 (644)",5020
30063,"""Missoula, (MT)""",181.6,"175.6 - 204.1 (644)",4088
30065,"""Musselshell, (MT)""",178.7,"175.6 - 204.1 (644)",5708
30067,"""Park, (MT)""",131.8,"26.6 - 148.6 (644)",6847
30069,"""Petroleum, (MT)""",242.9,"242.9 - 651.5 (644)",-9999
30071,"""Phillips, (MT)""",155.5,"148.7 - 175.5 (644)",5710
30073,"""Pondera, (MT)""",157.8,"148.7 - 175.5 (644)",6163
30075,"""Powder River, (MT)""",232,"204.2 - 242.8 (644)",4720
30077,"""Powell, (MT)""",171.5,"148.7 - 175.5 (644)",4699
30079,"""Prairie, (MT)""",125.2,"26.6 - 148.6 (644)",4768
30081,"""Ravalli, (MT)""",119,"26.6 - 148.6 (644)",5296
30083,"""Richland, (MT)""",149.7,"148.7 - 175.5 (644)",7655
30085,"""Roosevelt, (MT)""",251.1,"242.9 - 651.5 (644)",8314
30087,"""Rosebud, (MT)""",191.5,"175.6 - 204.1 (644)",4899
30089,"""Sanders, (MT)""",209.1,"204.2 - 242.8 (644)",5523
30091,"""Sheridan, (MT)""",154.8,"148.7 - 175.5 (644)",6421
30093,"""Silver Bow, (MT)""",248.6,"242.9 - 651.5 (644)",3989
30095,"""Stillwater, (MT)""",165.1,"148.7 - 175.5 (644)",5494
30097,"""Sweet Grass, (MT)""",168.4,"148.7 - 175.5 (644)",5474
30099,"""Teton, (MT)""",159,"148.7 - 175.5 (644)",4654
30101,"""Toole, (MT)""",182.6,"175.6 - 204.1 (644)",5834
30103,"""Treasure, (MT)""",169.7,"148.7 - 175.5 (644)",3068
30105,"""Valley, (MT)""",250.8,"242.9 - 651.5 (644)",9243
30107,"""Wheatland, (MT)""",173.8,"148.7 - 175.5 (644)",7711
30109,"""Wibaux, (MT)""",139.2,"26.6 - 148.6 (644)",5567
30111,"""Yellowstone, (MT)""",166.7,"148.7 - 175.5 (644)",5092
38001,"""Adams, (ND)""",177.5,"175.6 - 204.1 (644)",7692
38003,"""Barnes, (ND)""",114,"26.6 - 148.6 (644)",5365
38005,"""Benson, (ND)""",218.4,"204.2 - 242.8 (644)",5606
38007,"""Billings, (ND)""",183.3,"175.6 - 204.1 (644)",3411
38009,"""Bottineau, (ND)""",246.1,"242.9 - 651.5 (644)",6121
38011,"""Bowman, (ND)""",166.1,"148.7 - 175.5 (644)",9185
38013,"""Burke, (ND)""",211.3,"204.2 - 242.8 (644)",6034
38015,"""Burleigh, (ND)""",108.4,"26.6 - 148.6 (644)",4140
38017,"""Cass, (ND)""",108.8,"26.6 - 148.6 (644)",6362
38019,"""Cavalier, (ND)""",175.5,"148.7 - 175.5 (644)",6068
38021,"""Dickey, (ND)""",208.7,"204.2 - 242.8 (644)",6771
38023,"""Divide, (ND)""",159,"148.7 - 175.5 (644)",7549
38025,"""Dunn, (ND)""",182.6,"175.6 - 204.1 (644)",4084
38027,"""Eddy, (ND)""",208.1,"204.2 - 242.8 (644)",6520
38029,"""Emmons, (ND)""",205.6,"204.2 - 242.8 (644)",6530
38031,"""Foster, (ND)""",203.9,"175.6 - 204.1 (644)",7596
38033,"""Golden Valley, (ND)""",196.5,"175.6 - 204.1 (644)",4183
38035,"""Grand Forks, (ND)""",174.6,"148.7 - 175.5 (644)",6360
38037,"""Grant, (ND)""",124.7,"26.6 - 148.6 (644)",5686
38039,"""Griggs, (ND)""",161.1,"148.7 - 175.5 (644)",6953
38041,"""Hettinger, (ND)""",161.7,"148.7 - 175.5 (644)",6469
38043,"""Kidder, (ND)""",150.4,"148.7 - 175.5 (644)",4354
38045,"""LaMoure, (ND)""",158.2,"148.7 - 175.5 (644)",4932
38047,"""Logan, (ND)""",204.2,"204.2 - 242.8 (644)",5539
38049,"""McHenry, (ND)""",183.6,"175.6 - 204.1 (644)",5940
38051,"""McIntosh, (ND)""",194.5,"175.6 - 204.1 (644)",7097
38053,"""McKenzie, (ND)""",238.6,"204.2 - 242.8 (644)",6833
38055,"""McLean, (ND)""",158,"148.7 - 175.5 (644)",5095
38057,"""Mercer, (ND)""",161.5,"148.7 - 175.5 (644)",6481
38059,"""Morton, (ND)""",151.6,"148.7 - 175.5 (644)",4983
38061,"""Mountrail, (ND)""",390.4,"242.9 - 651.5 (644)",6072
38063,"""Nelson, (ND)""",186.4,"175.6 - 204.1 (644)",5951
38065,"""Oliver, (ND)""",123.1,"26.6 - 148.6 (644)",3792
38067,"""Pembina, (ND)""",170,"148.7 - 175.5 (644)",7461
38069,"""Pierce, (ND)""",216.1,"204.2 - 242.8 (644)",6146
38071,"""Ramsey, (ND)""",214.7,"204.2 - 242.8 (644)",5003
