"cnty_fips","display_name","Value","theme_range","total_inc"
48297,"""Live Oak, (TX)""",163.5,"148.7 - 175.5 (644)",17155
48299,"""Llano, (TX)""",144.6,"26.6 - 148.6 (644)",12955
48301,"""Loving, (TX)""",288,"242.9 - 651.5 (644)",-9999
48307,"""McCulloch, (TX)""",176.2,"175.6 - 204.1 (644)",15354
48309,"""McLennan, (TX)""",224.1,"204.2 - 242.8 (644)",15223
48311,"""McMullen, (TX)""",188.8,"175.6 - 204.1 (644)",10380
48313,"""Madison, (TX)""",225.5,"204.2 - 242.8 (644)",19053
48319,"""Mason, (TX)""",153,"148.7 - 175.5 (644)",11474
48321,"""Matagorda, (TX)""",217.8,"204.2 - 242.8 (644)",15928
48323,"""Maverick, (TX)""",138.3,"26.6 - 148.6 (644)",21108
48325,"""Medina, (TX)""",200.4,"175.6 - 204.1 (644)",14821
48327,"""Menard, (TX)""",214.9,"204.2 - 242.8 (644)",11957
48329,"""Midland, (TX)""",229.7,"204.2 - 242.8 (644)",12239
48331,"""Milam, (TX)""",220,"204.2 - 242.8 (644)",16234
48333,"""Mills, (TX)""",166.4,"148.7 - 175.5 (644)",15937
48339,"""Montgomery, (TX)""",146.9,"26.6 - 148.6 (644)",15916
48347,"""Nacogdoches, (TX)""",199.2,"175.6 - 204.1 (644)",17439
48349,"""Navarro, (TX)""",228.8,"204.2 - 242.8 (644)",15068
48351,"""Newton, (TX)""",324.3,"242.9 - 651.5 (644)",16802
48355,"""Nueces, (TX)""",172.5,"148.7 - 175.5 (644)",16430
48361,"""Orange, (TX)""",292.4,"242.9 - 651.5 (644)",14561
48371,"""Pecos, (TX)""",181.4,"175.6 - 204.1 (644)",17577
48373,"""Polk, (TX)""",232.7,"204.2 - 242.8 (644)",14776
48377,"""Presidio, (TX)""",108.7,"26.6 - 148.6 (644)",17325
48383,"""Reagan, (TX)""",245.2,"242.9 - 651.5 (644)",19610
48385,"""Real, (TX)""",178.3,"175.6 - 204.1 (644)",18656
48389,"""Reeves, (TX)""",250.6,"242.9 - 651.5 (644)",15497
48391,"""Refugio, (TX)""",189.1,"175.6 - 204.1 (644)",17581
48395,"""Robertson, (TX)""",250.4,"242.9 - 651.5 (644)",16797
48399,"""Runnels, (TX)""",190.4,"175.6 - 204.1 (644)",14691
48403,"""Sabine, (TX)""",310.5,"242.9 - 651.5 (644)",14424
48405,"""San Augustine, (TX)""",182.2,"175.6 - 204.1 (644)",15886
48407,"""San Jacinto, (TX)""",182.1,"175.6 - 204.1 (644)",19377
48409,"""San Patricio, (TX)""",184.2,"175.6 - 204.1 (644)",17065
48411,"""San Saba, (TX)""",157.5,"148.7 - 175.5 (644)",16663
48413,"""Schleicher, (TX)""",95.2,"26.6 - 148.6 (644)",20698
48419,"""Shelby, (TX)""",240.6,"204.2 - 242.8 (644)",14509
48427,"""Starr, (TX)""",203.3,"175.6 - 204.1 (644)",17641
48431,"""Sterling, (TX)""",227.1,"204.2 - 242.8 (644)",9568
48435,"""Sutton, (TX)""",179.2,"175.6 - 204.1 (644)",13103
48443,"""Terrell, (TX)""",180,"175.6 - 204.1 (644)",10278
48451,"""Tom Green, (TX)""",123,"26.6 - 148.6 (644)",13862
48453,"""Travis, (TX)""",126.9,"26.6 - 148.6 (644)",13108
48455,"""Trinity, (TX)""",209.9,"204.2 - 242.8 (644)",15965
48457,"""Tyler, (TX)""",284,"242.9 - 651.5 (644)",14110
48461,"""Upton, (TX)""",297.8,"242.9 - 651.5 (644)",28063
48463,"""Uvalde, (TX)""",201,"175.6 - 204.1 (644)",18778
48465,"""Val Verde, (TX)""",172.7,"148.7 - 175.5 (644)",15898
48469,"""Victoria, (TX)""",174.1,"148.7 - 175.5 (644)",16694
48471,"""Walker, (TX)""",152.7,"148.7 - 175.5 (644)",15738
48473,"""Waller, (TX)""",204.1,"175.6 - 204.1 (644)",17197
48475,"""Ward, (TX)""",359,"242.9 - 651.5 (644)",15683
48477,"""Washington, (TX)""",131.6,"26.6 - 148.6 (644)",14415
48479,"""Webb, (TX)""",180.2,"175.6 - 204.1 (644)",19016
48481,"""Wharton, (TX)""",226.6,"204.2 - 242.8 (644)",18186
48489,"""Willacy, (TX)""",209.5,"204.2 - 242.8 (644)",14602
48491,"""Williamson, (TX)""",135.1,"26.6 - 148.6 (644)",12517
48493,"""Wilson, (TX)""",195.8,"175.6 - 204.1 (644)",11572
48495,"""Winkler, (TX)""",327.3,"242.9 - 651.5 (644)",17849
48505,"""Zapata, (TX)""",179.3,"175.6 - 204.1 (644)",13509
48507,"""Zavala, (TX)""",244,"242.9 - 651.5 (644)",17558
05007,"""Benton, (AR)""",226.1,"204.2 - 242.8 (644)",11751
05033,"""Crawford, (AR)""",292.7,"242.9 - 651.5 (644)",14633
05047,"""Franklin, (AR)""",309.8,"242.9 - 651.5 (644)",14227
05057,"""Hempstead, (AR)""",283.5,"242.9 - 651.5 (644)",14717
05061,"""Howard, (AR)""",330.8,"242.9 - 651.5 (644)",16748
05081,"""Little River, (AR)""",229.5,"204.2 - 242.8 (644)",16520
05083,"""Logan, (AR)""",284.1,"242.9 - 651.5 (644)",17234
05087,"""Madison, (AR)""",367.8,"242.9 - 651.5 (644)",13154
05091,"""Miller, (AR)""",180.4,"175.6 - 204.1 (644)",15337
05113,"""Polk, (AR)""",248.9,"242.9 - 651.5 (644)",13799
05127,"""Scott, (AR)""",286.7,"242.9 - 651.5 (644)",13256
05131,"""Sebastian, (AR)""",301,"242.9 - 651.5 (644)",15061
05133,"""Sevier, (AR)""",228.3,"204.2 - 242.8 (644)",15815
05143,"""Washington, (AR)""",381,"242.9 - 651.5 (644)",14332
08001,"""Adams, (CO)""",140,"26.6 - 148.6 (644)",14569
08003,"""Alamosa, (CO)""",168.2,"148.7 - 175.5 (644)",14093
08005,"""Arapahoe, (CO)""",107.5,"26.6 - 148.6 (644)",13826
08009,"""Baca, (CO)""",189.6,"175.6 - 204.1 (644)",18749
08011,"""Bent, (CO)""",206.2,"204.2 - 242.8 (644)",12497
08013,"""Boulder, (CO)""",90.1,"26.6 - 148.6 (644)",10563
08014,"""Broomfield, (CO)""",94,"26.6 - 148.6 (644)",11529
08015,"""Chaffee, (CO)""",118.8,"26.6 - 148.6 (644)",10641
08017,"""Cheyenne, (CO)""",147.4,"26.6 - 148.6 (644)",11061
08019,"""Clear Creek, (CO)""",116.9,"26.6 - 148.6 (644)",15407
08021,"""Conejos, (CO)""",158.6,"148.7 - 175.5 (644)",16919
08023,"""Costilla, (CO)""",155.9,"148.7 - 175.5 (644)",11528
08025,"""Crowley, (CO)""",139.6,"26.6 - 148.6 (644)",13518
08027,"""Custer, (CO)""",104.4,"26.6 - 148.6 (644)",5981
08031,"""Denver, (CO)""",123.8,"26.6 - 148.6 (644)",14569
08035,"""Douglas, (CO)""",67.2,"26.6 - 148.6 (644)",10877
08037,"""Eagle, (CO)""",56.5,"26.6 - 148.6 (644)",10741
08039,"""Elbert, (CO)""",139,"26.6 - 148.6 (644)",11997
08041,"""El Paso, (CO)""",143.8,"26.6 - 148.6 (644)",10959
08043,"""Fremont, (CO)""",175.6,"175.6 - 204.1 (644)",10881
08047,"""Gilpin, (CO)""",153.9,"148.7 - 175.5 (644)",10776
08049,"""Grand, (CO)""",90.2,"26.6 - 148.6 (644)",10005
08055,"""Huerfano, (CO)""",126.8,"26.6 - 148.6 (644)",11579
08057,"""Jackson, (CO)""",108.5,"26.6 - 148.6 (644)",12158
08059,"""Jefferson, (CO)""",135.9,"26.6 - 148.6 (644)",12230
08061,"""Kiowa, (CO)""",182.3,"175.6 - 204.1 (644)",24481
08063,"""Kit Carson, (CO)""",144.1,"26.6 - 148.6 (644)",19594
08065,"""Lake, (CO)""",70,"26.6 - 148.6 (644)",16578
08069,"""Larimer, (CO)""",102.3,"26.6 - 148.6 (644)",12286
08071,"""Las Animas, (CO)""",174.5,"148.7 - 175.5 (644)",13947
08073,"""Lincoln, (CO)""",129.8,"26.6 - 148.6 (644)",13254
08075,"""Logan, (CO)""",155.2,"148.7 - 175.5 (644)",14443
08087,"""Morgan, (CO)""",127.3,"26.6 - 148.6 (644)",14689
08089,"""Otero, (CO)""",249.8,"242.9 - 651.5 (644)",13682
08093,"""Park, (CO)""",109.7,"26.6 - 148.6 (644)",9256
08095,"""Phillips, (CO)""",166.9,"148.7 - 175.5 (644)",23050
08099,"""Prowers, (CO)""",164.7,"148.7 - 175.5 (644)",14082
08101,"""Pueblo, (CO)""",117.8,"26.6 - 148.6 (644)",12967
08105,"""Rio Grande, (CO)""",161.7,"148.7 - 175.5 (644)",13181
08109,"""Saguache, (CO)""",141.1,"26.6 - 148.6 (644)",14626
08115,"""Sedgwick, (CO)""",243.5,"242.9 - 651.5 (644)",16356
08117,"""Summit, (CO)""",61.3,"26.6 - 148.6 (644)",9924
08119,"""Teller, (CO)""",142.3,"26.6 - 148.6 (644)",10269
08121,"""Washington, (CO)""",126.2,"26.6 - 148.6 (644)",10819
08123,"""Weld, (CO)""",111.1,"26.6 - 148.6 (644)",13497
08125,"""Yuma, (CO)""",128.3,"26.6 - 148.6 (644)",9849
19001,"""Adair, (IA)""",217,"204.2 - 242.8 (644)",12431
19003,"""Adams, (IA)""",259.1,"242.9 - 651.5 (644)",15798
19009,"""Audubon, (IA)""",139.1,"26.6 - 148.6 (644)",13452
19015,"""Boone, (IA)""",206.7,"204.2 - 242.8 (644)",11786
19021,"""Buena Vista, (IA)""",223.1,"204.2 - 242.8 (644)",9888
19025,"""Calhoun, (IA)""",229.4,"204.2 - 242.8 (644)",8736
19027,"""Carroll, (IA)""",167.4,"148.7 - 175.5 (644)",10278
19029,"""Cass, (IA)""",268.2,"242.9 - 651.5 (644)",14216
19035,"""Cherokee, (IA)""",180,"175.6 - 204.1 (644)",11877
19039,"""Clarke, (IA)""",233.7,"204.2 - 242.8 (644)",12263
19041,"""Clay, (IA)""",165.8,"148.7 - 175.5 (644)",9643
19047,"""Crawford, (IA)""",171.9,"148.7 - 175.5 (644)",12245
19049,"""Dallas, (IA)""",164.9,"148.7 - 175.5 (644)",9119
19053,"""Decatur, (IA)""",260.5,"242.9 - 651.5 (644)",11176
19059,"""Dickinson, (IA)""",186.2,"175.6 - 204.1 (644)",8690
19063,"""Emmet, (IA)""",214.3,"204.2 - 242.8 (644)",11635
19071,"""Fremont, (IA)""",156.3,"148.7 - 175.5 (644)",15269
19073,"""Greene, (IA)""",224,"204.2 - 242.8 (644)",12644
19077,"""Guthrie, (IA)""",202.2,"175.6 - 204.1 (644)",9256
19079,"""Hamilton, (IA)""",176.3,"175.6 - 204.1 (644)",11134
19081,"""Hancock, (IA)""",181.3,"175.6 - 204.1 (644)",14630
19085,"""Harrison, (IA)""",195.2,"175.6 - 204.1 (644)",14780
19091,"""Humboldt, (IA)""",311.8,"242.9 - 651.5 (644)",11784
19093,"""Ida, (IA)""",241.3,"204.2 - 242.8 (644)",14789
19109,"""Kossuth, (IA)""",238.2,"204.2 - 242.8 (644)",12770
19119,"""Lyon, (IA)""",157.1,"148.7 - 175.5 (644)",13792
19121,"""Madison, (IA)""",190.3,"175.6 - 204.1 (644)",10524
19129,"""Mills, (IA)""",154.3,"148.7 - 175.5 (644)",11935
19133,"""Monona, (IA)""",385,"242.9 - 651.5 (644)",13793
19137,"""Montgomery, (IA)""",253.9,"242.9 - 651.5 (644)",12326
19141,"""O'Brien, (IA)""",192.1,"175.6 - 204.1 (644)",12169
19143,"""Osceola, (IA)""",171.7,"148.7 - 175.5 (644)",9073
19145,"""Page, (IA)""",241.3,"204.2 - 242.8 (644)",14753
19147,"""Palo Alto, (IA)""",198.8,"175.6 - 204.1 (644)",11376
19149,"""Plymouth, (IA)""",132.2,"26.6 - 148.6 (644)",10401
19151,"""Pocahontas, (IA)""",338.8,"242.9 - 651.5 (644)",11978
19155,"""Pottawattamie, (IA)""",182.6,"175.6 - 204.1 (644)",12624
19159,"""Ringgold, (IA)""",255,"242.9 - 651.5 (644)",13332
19161,"""Sac, (IA)""",224,"204.2 - 242.8 (644)",9926
19165,"""Shelby, (IA)""",149.8,"148.7 - 175.5 (644)",11927
19167,"""Sioux, (IA)""",110.4,"26.6 - 148.6 (644)",11761
19173,"""Taylor, (IA)""",237.7,"204.2 - 242.8 (644)",12329
19175,"""Union, (IA)""",228.4,"204.2 - 242.8 (644)",9993
19187,"""Webster, (IA)""",268.7,"242.9 - 651.5 (644)",9920
19189,"""Winnebago, (IA)""",209.6,"204.2 - 242.8 (644)",14877
19193,"""Woodbury, (IA)""",150.1,"148.7 - 175.5 (644)",11950
19197,"""Wright, (IA)""",227.7,"204.2 - 242.8 (644)",12285
20001,"""Allen, (KS)""",215.5,"204.2 - 242.8 (644)",16313
20003,"""Anderson, (KS)""",194.4,"175.6 - 204.1 (644)",13091
20005,"""Atchison, (KS)""",181.3,"175.6 - 204.1 (644)",14884
20007,"""Barber, (KS)""",223,"204.2 - 242.8 (644)",16159
20009,"""Barton, (KS)""",210.3,"204.2 - 242.8 (644)",13015
20011,"""Bourbon, (KS)""",212.5,"204.2 - 242.8 (644)",13646
20013,"""Brown, (KS)""",251.3,"242.9 - 651.5 (644)",15991
20015,"""Butler, (KS)""",196.7,"175.6 - 204.1 (644)",11282
20017,"""Chase, (KS)""",187.3,"175.6 - 204.1 (644)",15944
20019,"""Chautauqua, (KS)""",296.7,"242.9 - 651.5 (644)",11919
20021,"""Cherokee, (KS)""",283.7,"242.9 - 651.5 (644)",15585
20023,"""Cheyenne, (KS)""",216.3,"204.2 - 242.8 (644)",17804
20025,"""Clark, (KS)""",247.2,"242.9 - 651.5 (644)",13281
20027,"""Clay, (KS)""",156.7,"148.7 - 175.5 (644)",14854
20029,"""Cloud, (KS)""",178.4,"175.6 - 204.1 (644)",9333
20031,"""Coffey, (KS)""",192.8,"175.6 - 204.1 (644)",13889
20033,"""Comanche, (KS)""",228.7,"204.2 - 242.8 (644)",18605
20035,"""Cowley, (KS)""",198.6,"175.6 - 204.1 (644)",11386
20037,"""Crawford, (KS)""",260,"242.9 - 651.5 (644)",12928
20039,"""Decatur, (KS)""",158.6,"148.7 - 175.5 (644)",16725
20041,"""Dickinson, (KS)""",205.4,"204.2 - 242.8 (644)",13558
20043,"""Doniphan, (KS)""",223,"204.2 - 242.8 (644)",13869
20045,"""Douglas, (KS)""",148.9,"148.7 - 175.5 (644)",11281
20047,"""Edwards, (KS)""",226.7,"204.2 - 242.8 (644)",21260
20049,"""Elk, (KS)""",308.5,"242.9 - 651.5 (644)",13258
20051,"""Ellis, (KS)""",168.7,"148.7 - 175.5 (644)",13638
20053,"""Ellsworth, (KS)""",202.3,"175.6 - 204.1 (644)",16005
20055,"""Finney, (KS)""",150.9,"148.7 - 175.5 (644)",13160
20057,"""Ford, (KS)""",238,"204.2 - 242.8 (644)",12391
20059,"""Franklin, (KS)""",191,"175.6 - 204.1 (644)",12906
20061,"""Geary, (KS)""",289.9,"242.9 - 651.5 (644)",13012
20063,"""Gove, (KS)""",173.7,"148.7 - 175.5 (644)",14451
20065,"""Graham, (KS)""",162.7,"148.7 - 175.5 (644)",15438
20067,"""Grant, (KS)""",177,"175.6 - 204.1 (644)",10900
20069,"""Gray, (KS)""",203.6,"175.6 - 204.1 (644)",8512
20071,"""Greeley, (KS)""",135.9,"26.6 - 148.6 (644)",16403
20073,"""Greenwood, (KS)""",210.7,"204.2 - 242.8 (644)",16973
20075,"""Hamilton, (KS)""",153.8,"148.7 - 175.5 (644)",10447
20077,"""Harper, (KS)""",186.4,"175.6 - 204.1 (644)",15648
20079,"""Harvey, (KS)""",193.2,"175.6 - 204.1 (644)",12109
20081,"""Haskell, (KS)""",167.8,"148.7 - 175.5 (644)",11015
20083,"""Hodgeman, (KS)""",224.1,"204.2 - 242.8 (644)",15420
20085,"""Jackson, (KS)""",210.6,"204.2 - 242.8 (644)",14950
20087,"""Jefferson, (KS)""",172.2,"148.7 - 175.5 (644)",11764
20089,"""Jewell, (KS)""",166.1,"148.7 - 175.5 (644)",20305
20091,"""Johnson, (KS)""",114.6,"26.6 - 148.6 (644)",12025
20093,"""Kearny, (KS)""",154.6,"148.7 - 175.5 (644)",14121
20095,"""Kingman, (KS)""",230.5,"204.2 - 242.8 (644)",13264
20097,"""Kiowa, (KS)""",228.7,"204.2 - 242.8 (644)",24439
20099,"""Labette, (KS)""",255.6,"242.9 - 651.5 (644)",13145
20101,"""Lane, (KS)""",153.1,"148.7 - 175.5 (644)",9388
20103,"""Leavenworth, (KS)""",186.2,"175.6 - 204.1 (644)",14458
20105,"""Lincoln, (KS)""",145.9,"26.6 - 148.6 (644)",17920
20107,"""Linn, (KS)""",218.9,"204.2 - 242.8 (644)",13316
20109,"""Logan, (KS)""",180,"175.6 - 204.1 (644)",18569
20111,"""Lyon, (KS)""",177.5,"175.6 - 204.1 (644)",17631
20113,"""McPherson, (KS)""",173.5,"148.7 - 175.5 (644)",10875
20115,"""Marion, (KS)""",170.4,"148.7 - 175.5 (644)",12793
20117,"""Marshall, (KS)""",150.8,"148.7 - 175.5 (644)",11852
20119,"""Meade, (KS)""",222.3,"204.2 - 242.8 (644)",14388
20121,"""Miami, (KS)""",164.4,"148.7 - 175.5 (644)",13902
20123,"""Mitchell, (KS)""",191.9,"175.6 - 204.1 (644)",11107
20125,"""Montgomery, (KS)""",397.5,"242.9 - 651.5 (644)",13845
20127,"""Morris, (KS)""",178.6,"175.6 - 204.1 (644)",14298
20129,"""Morton, (KS)""",292.7,"242.9 - 651.5 (644)",16566
20131,"""Nemaha, (KS)""",163.9,"148.7 - 175.5 (644)",13027
20133,"""Neosho, (KS)""",249.3,"242.9 - 651.5 (644)",16670
20135,"""Ness, (KS)""",157.4,"148.7 - 175.5 (644)",10414
20137,"""Norton, (KS)""",153.8,"148.7 - 175.5 (644)",10847
20139,"""Osage, (KS)""",169.4,"148.7 - 175.5 (644)",12059
20141,"""Osborne, (KS)""",240.3,"204.2 - 242.8 (644)",11405
20143,"""Ottawa, (KS)""",165.2,"148.7 - 175.5 (644)",15675
20145,"""Pawnee, (KS)""",209.1,"204.2 - 242.8 (644)",18328
20147,"""Phillips, (KS)""",163,"148.7 - 175.5 (644)",13934
20149,"""Pottawatomie, (KS)""",166.1,"148.7 - 175.5 (644)",11714
20151,"""Pratt, (KS)""",183.5,"175.6 - 204.1 (644)",17073
20153,"""Rawlins, (KS)""",194.3,"175.6 - 204.1 (644)",19395
20155,"""Reno, (KS)""",165.5,"148.7 - 175.5 (644)",12911
20157,"""Republic, (KS)""",182.9,"175.6 - 204.1 (644)",13663
20159,"""Rice, (KS)""",198.1,"175.6 - 204.1 (644)",14629
20161,"""Riley, (KS)""",134.1,"26.6 - 148.6 (644)",12214
20163,"""Rooks, (KS)""",184.7,"175.6 - 204.1 (644)",16354
20165,"""Rush, (KS)""",190.1,"175.6 - 204.1 (644)",15910
20167,"""Russell, (KS)""",192,"175.6 - 204.1 (644)",14165
20169,"""Saline, (KS)""",147.2,"26.6 - 148.6 (644)",12537
20171,"""Scott, (KS)""",149.6,"148.7 - 175.5 (644)",16728
20173,"""Sedgwick, (KS)""",191.5,"175.6 - 204.1 (644)",12785
20175,"""Seward, (KS)""",173,"148.7 - 175.5 (644)",12157
20177,"""Shawnee, (KS)""",161.5,"148.7 - 175.5 (644)",13879
20179,"""Sheridan, (KS)""",160.1,"148.7 - 175.5 (644)",14060
20181,"""Sherman, (KS)""",176.2,"175.6 - 204.1 (644)",20519
20183,"""Smith, (KS)""",184.5,"175.6 - 204.1 (644)",17615
20185,"""Stafford, (KS)""",168.3,"148.7 - 175.5 (644)",16201
20187,"""Stanton, (KS)""",207.4,"204.2 - 242.8 (644)",19436
20189,"""Stevens, (KS)""",150.1,"148.7 - 175.5 (644)",11729
20191,"""Sumner, (KS)""",207.5,"204.2 - 242.8 (644)",10598
20193,"""Thomas, (KS)""",175.6,"175.6 - 204.1 (644)",15677
20195,"""Trego, (KS)""",247.3,"242.9 - 651.5 (644)",18749
20197,"""Wabaunsee, (KS)""",152.4,"148.7 - 175.5 (644)",15283
20199,"""Wallace, (KS)""",157.8,"148.7 - 175.5 (644)",26509
20201,"""Washington, (KS)""",185.7,"175.6 - 204.1 (644)",11993
20203,"""Wichita, (KS)""",164.4,"148.7 - 175.5 (644)",20312
20205,"""Wilson, (KS)""",296.8,"242.9 - 651.5 (644)",13147
20207,"""Woodson, (KS)""",222,"204.2 - 242.8 (644)",24638
20209,"""Wyandotte, (KS)""",174.8,"148.7 - 175.5 (644)",17489
22017,"""Caddo, (LA)""",176,"175.6 - 204.1 (644)",17460
27013,"""Blue Earth, (MN)""",118.7,"26.6 - 148.6 (644)",12617
27015,"""Brown, (MN)""",111.9,"26.6 - 148.6 (644)",13179
27033,"""Cottonwood, (MN)""",188.3,"175.6 - 204.1 (644)",14926
27043,"""Faribault, (MN)""",236.5,"204.2 - 242.8 (644)",11874
27063,"""Jackson, (MN)""",152.4,"148.7 - 175.5 (644)",11168
27079,"""Le Sueur, (MN)""",126.1,"26.6 - 148.6 (644)",14185
27081,"""Lincoln, (MN)""",184.3,"175.6 - 204.1 (644)",13161
27083,"""Lyon, (MN)""",126.5,"26.6 - 148.6 (644)",12702
27091,"""Martin, (MN)""",143.8,"26.6 - 148.6 (644)",14002
27101,"""Murray, (MN)""",137.3,"26.6 - 148.6 (644)",13887
27103,"""Nicollet, (MN)""",117.6,"26.6 - 148.6 (644)",11029
27105,"""Nobles, (MN)""",146.7,"26.6 - 148.6 (644)",14247
27117,"""Pipestone, (MN)""",150,"148.7 - 175.5 (644)",9867
27127,"""Redwood, (MN)""",127.3,"26.6 - 148.6 (644)",13244
27133,"""Rock, (MN)""",178,"175.6 - 204.1 (644)",13077
27143,"""Sibley, (MN)""",110.5,"26.6 - 148.6 (644)",15651
27165,"""Watonwan, (MN)""",119.9,"26.6 - 148.6 (644)",14391
29003,"""Andrew, (MO)""",203.4,"175.6 - 204.1 (644)",12314
29005,"""Atchison, (MO)""",179.3,"175.6 - 204.1 (644)",12624
29009,"""Barry, (MO)""",289.4,"242.9 - 651.5 (644)",12900
29011,"""Barton, (MO)""",274.9,"242.9 - 651.5 (644)",18361
29013,"""Bates, (MO)""",180.2,"175.6 - 204.1 (644)",14670
29021,"""Buchanan, (MO)""",202.2,"175.6 - 204.1 (644)",13341
29025,"""Caldwell, (MO)""",193.9,"175.6 - 204.1 (644)",13589
29037,"""Cass, (MO)""",153.2,"148.7 - 175.5 (644)",14462
29039,"""Cedar, (MO)""",338.3,"242.9 - 651.5 (644)",12156
29047,"""Clay, (MO)""",125.9,"26.6 - 148.6 (644)",12536
29049,"""Clinton, (MO)""",177.2,"175.6 - 204.1 (644)",14213
29057,"""Dade, (MO)""",241.7,"204.2 - 242.8 (644)",14913
29061,"""Daviess, (MO)""",228,"204.2 - 242.8 (644)",15360
29063,"""DeKalb, (MO)""",197.6,"175.6 - 204.1 (644)",13795
29075,"""Gentry, (MO)""",213.7,"204.2 - 242.8 (644)",13402
29081,"""Harrison, (MO)""",285.1,"242.9 - 651.5 (644)",14773
29083,"""Henry, (MO)""",320.2,"242.9 - 651.5 (644)",14021
29087,"""Holt, (MO)""",185.6,"175.6 - 204.1 (644)",13662
29095,"""Jackson, (MO)""",147.7,"26.6 - 148.6 (644)",15337
29097,"""Jasper, (MO)""",278.1,"242.9 - 651.5 (644)",13332
29101,"""Johnson, (MO)""",322.3,"242.9 - 651.5 (644)",13629
29107,"""Lafayette, (MO)""",199.2,"175.6 - 204.1 (644)",14972
29109,"""Lawrence, (MO)""",213.9,"204.2 - 242.8 (644)",14145
29119,"""McDonald, (MO)""",267.7,"242.9 - 651.5 (644)",14761
29145,"""Newton, (MO)""",291.2,"242.9 - 651.5 (644)",15373
29147,"""Nodaway, (MO)""",204.9,"204.2 - 242.8 (644)",12443
29165,"""Platte, (MO)""",120,"26.6 - 148.6 (644)",11259
29177,"""Ray, (MO)""",163.9,"148.7 - 175.5 (644)",13617
29185,"""St. Clair, (MO)""",336.1,"242.9 - 651.5 (644)",13430
29217,"""Vernon, (MO)""",304.3,"242.9 - 651.5 (644)",14357
29227,"""Worth, (MO)""",210.7,"204.2 - 242.8 (644)",10972
31001,"""Adams, (NE)""",211,"204.2 - 242.8 (644)",11785
31003,"""Antelope, (NE)""",171.6,"148.7 - 175.5 (644)",13914
31005,"""Arthur, (NE)""",166.4,"148.7 - 175.5 (644)",8462
31007,"""Banner, (NE)""",148.6,"26.6 - 148.6 (644)",30048
31009,"""Blaine, (NE)""",191.9,"175.6 - 204.1 (644)",30072
31011,"""Boone, (NE)""",173.1,"148.7 - 175.5 (644)",11382
31013,"""Box Butte, (NE)""",144,"26.6 - 148.6 (644)",15508
31015,"""Boyd, (NE)""",352.9,"242.9 - 651.5 (644)",11321
31017,"""Brown, (NE)""",215.2,"204.2 - 242.8 (644)",12497
31019,"""Buffalo, (NE)""",142.9,"26.6 - 148.6 (644)",13304
31021,"""Burt, (NE)""",111.8,"26.6 - 148.6 (644)",12164
31023,"""Butler, (NE)""",142.2,"26.6 - 148.6 (644)",12844
31025,"""Cass, (NE)""",136.1,"26.6 - 148.6 (644)",11788
31027,"""Cedar, (NE)""",141.7,"26.6 - 148.6 (644)",12301
31029,"""Chase, (NE)""",155.9,"148.7 - 175.5 (644)",14761
31031,"""Cherry, (NE)""",97.9,"26.6 - 148.6 (644)",12535
31033,"""Cheyenne, (NE)""",82.5,"26.6 - 148.6 (644)",17993
31035,"""Clay, (NE)""",190,"175.6 - 204.1 (644)",11792
31037,"""Colfax, (NE)""",134.2,"26.6 - 148.6 (644)",10154
31039,"""Cuming, (NE)""",158,"148.7 - 175.5 (644)",13147
31041,"""Custer, (NE)""",167.9,"148.7 - 175.5 (644)",13142
31043,"""Dakota, (NE)""",129.5,"26.6 - 148.6 (644)",14149
31045,"""Dawes, (NE)""",173.2,"148.7 - 175.5 (644)",10438
31047,"""Dawson, (NE)""",152.6,"148.7 - 175.5 (644)",13858
31049,"""Deuel, (NE)""",181,"175.6 - 204.1 (644)",14636
31051,"""Dixon, (NE)""",107.8,"26.6 - 148.6 (644)",11464
31053,"""Dodge, (NE)""",127.7,"26.6 - 148.6 (644)",12670
31055,"""Douglas, (NE)""",126.3,"26.6 - 148.6 (644)",12804
31057,"""Dundy, (NE)""",217.3,"204.2 - 242.8 (644)",17403
31059,"""Fillmore, (NE)""",168,"148.7 - 175.5 (644)",14118
31061,"""Franklin, (NE)""",195.4,"175.6 - 204.1 (644)",13608
31063,"""Frontier, (NE)""",152.9,"148.7 - 175.5 (644)",8637
31065,"""Furnas, (NE)""",148,"26.6 - 148.6 (644)",16076
31067,"""Gage, (NE)""",131.2,"26.6 - 148.6 (644)",12815
31069,"""Garden, (NE)""",144.9,"26.6 - 148.6 (644)",16268
31071,"""Garfield, (NE)""",202.9,"175.6 - 204.1 (644)",10730
31073,"""Gosper, (NE)""",145.7,"26.6 - 148.6 (644)",18587
31075,"""Grant, (NE)""",134.1,"26.6 - 148.6 (644)",13033
31077,"""Greeley, (NE)""",164,"148.7 - 175.5 (644)",18280
31079,"""Hall, (NE)""",157.1,"148.7 - 175.5 (644)",12087
31081,"""Hamilton, (NE)""",152.3,"148.7 - 175.5 (644)",12861
31083,"""Harlan, (NE)""",157.8,"148.7 - 175.5 (644)",15691
31085,"""Hayes, (NE)""",157.2,"148.7 - 175.5 (644)",15619
31087,"""Hitchcock, (NE)""",197,"175.6 - 204.1 (644)",14113
31089,"""Holt, (NE)""",207.1,"204.2 - 242.8 (644)",13061
31091,"""Hooker, (NE)""",159.2,"148.7 - 175.5 (644)",10418
31093,"""Howard, (NE)""",150.2,"148.7 - 175.5 (644)",9757
31095,"""Jefferson, (NE)""",145.6,"26.6 - 148.6 (644)",8886
