"cnty_fips","display_name","Value","theme_range","pac_inc"
35037,"""Quay, (NM)""",245.1,"242.9 - 651.5 (644)",2041
35039,"""Rio Arriba, (NM)""",147.6,"26.6 - 148.6 (644)",2621
35041,"""Roosevelt, (NM)""",274.2,"242.9 - 651.5 (644)",2601
35047,"""San Miguel, (NM)""",212,"204.2 - 242.8 (644)",2072
35049,"""Santa Fe, (NM)""",138.8,"26.6 - 148.6 (644)",1802
35055,"""Taos, (NM)""",142.4,"26.6 - 148.6 (644)",2136
35057,"""Torrance, (NM)""",195.7,"175.6 - 204.1 (644)",2186
35059,"""Union, (NM)""",191.2,"175.6 - 204.1 (644)",6281
40001,"""Adair, (OK)""",317.2,"242.9 - 651.5 (644)",4548
40003,"""Alfalfa, (OK)""",238.6,"204.2 - 242.8 (644)",2500
40005,"""Atoka, (OK)""",322.3,"242.9 - 651.5 (644)",7034
40007,"""Beaver, (OK)""",301.6,"242.9 - 651.5 (644)",3779
40009,"""Beckham, (OK)""",238.8,"204.2 - 242.8 (644)",3279
40011,"""Blaine, (OK)""",232.6,"204.2 - 242.8 (644)",4184
40013,"""Bryan, (OK)""",204.6,"204.2 - 242.8 (644)",5619
40015,"""Caddo, (OK)""",270.8,"242.9 - 651.5 (644)",6975
40017,"""Canadian, (OK)""",186.1,"175.6 - 204.1 (644)",2975
40019,"""Carter, (OK)""",296.1,"242.9 - 651.5 (644)",4371
40021,"""Cherokee, (OK)""",281.8,"242.9 - 651.5 (644)",4355
40023,"""Choctaw, (OK)""",349.2,"242.9 - 651.5 (644)",6503
40025,"""Cimarron, (OK)""",242.3,"204.2 - 242.8 (644)",6538
40027,"""Cleveland, (OK)""",194.5,"175.6 - 204.1 (644)",3163
40029,"""Coal, (OK)""",400,"242.9 - 651.5 (644)",4665
40031,"""Comanche, (OK)""",240.1,"204.2 - 242.8 (644)",3140
40033,"""Cotton, (OK)""",230.4,"204.2 - 242.8 (644)",4033
40035,"""Craig, (OK)""",346.9,"242.9 - 651.5 (644)",3536
40037,"""Creek, (OK)""",215.4,"204.2 - 242.8 (644)",3728
40039,"""Custer, (OK)""",253.1,"242.9 - 651.5 (644)",2970
40041,"""Delaware, (OK)""",241.8,"204.2 - 242.8 (644)",3906
40043,"""Dewey, (OK)""",279,"242.9 - 651.5 (644)",4336
40045,"""Ellis, (OK)""",295.3,"242.9 - 651.5 (644)",1622
40047,"""Garfield, (OK)""",240.4,"204.2 - 242.8 (644)",3142
40049,"""Garvin, (OK)""",283.3,"242.9 - 651.5 (644)",4519
40051,"""Grady, (OK)""",257.5,"242.9 - 651.5 (644)",3443
40053,"""Grant, (OK)""",237.6,"204.2 - 242.8 (644)",4018
40055,"""Greer, (OK)""",235.1,"204.2 - 242.8 (644)",3428
40057,"""Harmon, (OK)""",236.4,"204.2 - 242.8 (644)",6936
40059,"""Harper, (OK)""",292.3,"242.9 - 651.5 (644)",2010
40061,"""Haskell, (OK)""",340.6,"242.9 - 651.5 (644)",6649
40063,"""Hughes, (OK)""",421,"242.9 - 651.5 (644)",3467
40065,"""Jackson, (OK)""",230.9,"204.2 - 242.8 (644)",4725
40067,"""Jefferson, (OK)""",338.4,"242.9 - 651.5 (644)",5045
40069,"""Johnston, (OK)""",260.2,"242.9 - 651.5 (644)",4566
40071,"""Kay, (OK)""",238.1,"204.2 - 242.8 (644)",3501
40073,"""Kingfisher, (OK)""",196.4,"175.6 - 204.1 (644)",3371
40075,"""Kiowa, (OK)""",253.1,"242.9 - 651.5 (644)",3437
40077,"""Latimer, (OK)""",320.3,"242.9 - 651.5 (644)",6257
40079,"""Le Flore, (OK)""",317.7,"242.9 - 651.5 (644)",6653
40081,"""Lincoln, (OK)""",237.8,"204.2 - 242.8 (644)",4137
40083,"""Logan, (OK)""",195,"175.6 - 204.1 (644)",3042
40085,"""Love, (OK)""",203.8,"175.6 - 204.1 (644)",6415
40087,"""McClain, (OK)""",231.4,"204.2 - 242.8 (644)",3540
40089,"""McCurtain, (OK)""",354.5,"242.9 - 651.5 (644)",5473
40091,"""McIntosh, (OK)""",352.6,"242.9 - 651.5 (644)",4092
40093,"""Major, (OK)""",263.8,"242.9 - 651.5 (644)",1942
40095,"""Marshall, (OK)""",205,"204.2 - 242.8 (644)",5057
40097,"""Mayes, (OK)""",255.1,"242.9 - 651.5 (644)",3963
40099,"""Murray, (OK)""",291.8,"242.9 - 651.5 (644)",5444
40101,"""Muskogee, (OK)""",348.8,"242.9 - 651.5 (644)",6286
40103,"""Noble, (OK)""",231.3,"204.2 - 242.8 (644)",2235
40105,"""Nowata, (OK)""",221.6,"204.2 - 242.8 (644)",6149
40107,"""Okfuskee, (OK)""",328.9,"242.9 - 651.5 (644)",3359
40109,"""Oklahoma, (OK)""",223.1,"204.2 - 242.8 (644)",3514
40111,"""Okmulgee, (OK)""",303.4,"242.9 - 651.5 (644)",4091
40113,"""Osage, (OK)""",206.7,"204.2 - 242.8 (644)",4553
40115,"""Ottawa, (OK)""",337.5,"242.9 - 651.5 (644)",3586
40117,"""Pawnee, (OK)""",234.3,"204.2 - 242.8 (644)",6502
40119,"""Payne, (OK)""",196.9,"175.6 - 204.1 (644)",2660
40121,"""Pittsburg, (OK)""",337.2,"242.9 - 651.5 (644)",4005
40123,"""Pontotoc, (OK)""",285.2,"242.9 - 651.5 (644)",4030
40125,"""Pottawatomie, (OK)""",293.1,"242.9 - 651.5 (644)",3011
40127,"""Pushmataha, (OK)""",331.4,"242.9 - 651.5 (644)",5273
40129,"""Roger Mills, (OK)""",245.9,"242.9 - 651.5 (644)",2811
40131,"""Rogers, (OK)""",244.7,"242.9 - 651.5 (644)",3320
40133,"""Seminole, (OK)""",378.1,"242.9 - 651.5 (644)",4023
40135,"""Sequoyah, (OK)""",319.7,"242.9 - 651.5 (644)",5117
40137,"""Stephens, (OK)""",290.8,"242.9 - 651.5 (644)",3161
40139,"""Texas, (OK)""",252.6,"242.9 - 651.5 (644)",3661
40141,"""Tillman, (OK)""",238.5,"204.2 - 242.8 (644)",5038
40143,"""Tulsa, (OK)""",222.9,"204.2 - 242.8 (644)",3787
40145,"""Wagoner, (OK)""",213.4,"204.2 - 242.8 (644)",3714
40147,"""Washington, (OK)""",212.4,"204.2 - 242.8 (644)",3074
40149,"""Washita, (OK)""",267.7,"242.9 - 651.5 (644)",3670
40151,"""Woods, (OK)""",265.4,"242.9 - 651.5 (644)",1872
40153,"""Woodward, (OK)""",296.9,"242.9 - 651.5 (644)",3132
46003,"""Aurora, (SD)""",202.2,"175.6 - 204.1 (644)",399
46005,"""Beadle, (SD)""",200.5,"175.6 - 204.1 (644)",1885
46007,"""Bennett, (SD)""",300.1,"242.9 - 651.5 (644)",7453
46009,"""Bon Homme, (SD)""",188.9,"175.6 - 204.1 (644)",4256
46011,"""Brookings, (SD)""",201.7,"175.6 - 204.1 (644)",1427
46015,"""Brule, (SD)""",272.7,"242.9 - 651.5 (644)",162
46017,"""Buffalo, (SD)""",310.3,"242.9 - 651.5 (644)",2177
46023,"""Charles Mix, (SD)""",230,"204.2 - 242.8 (644)",3264
46027,"""Clay, (SD)""",260.2,"242.9 - 651.5 (644)",2004
46033,"""Custer, (SD)""",164.4,"148.7 - 175.5 (644)",2623
46035,"""Davison, (SD)""",141.3,"26.6 - 148.6 (644)",2479
46043,"""Douglas, (SD)""",137.3,"26.6 - 148.6 (644)",2827
46047,"""Fall River, (SD)""",258,"242.9 - 651.5 (644)",4839
46053,"""Gregory, (SD)""",247.6,"242.9 - 651.5 (644)",4960
46055,"""Haakon, (SD)""",206.7,"204.2 - 242.8 (644)",1419
46059,"""Hand, (SD)""",205.8,"204.2 - 242.8 (644)",4042
46061,"""Hanson, (SD)""",153.3,"148.7 - 175.5 (644)",1738
46065,"""Hughes, (SD)""",178.4,"175.6 - 204.1 (644)",1972
46067,"""Hutchinson, (SD)""",194.3,"175.6 - 204.1 (644)",3758
46069,"""Hyde, (SD)""",218.9,"204.2 - 242.8 (644)",2055
46071,"""Jackson, (SD)""",251.8,"242.9 - 651.5 (644)",5527
46073,"""Jerauld, (SD)""",236.1,"204.2 - 242.8 (644)",3448
46075,"""Jones, (SD)""",224.9,"204.2 - 242.8 (644)",2462
46077,"""Kingsbury, (SD)""",195.1,"175.6 - 204.1 (644)",2304
46079,"""Lake, (SD)""",194.8,"175.6 - 204.1 (644)",2461
46081,"""Lawrence, (SD)""",149.7,"148.7 - 175.5 (644)",2127
46083,"""Lincoln, (SD)""",126.3,"26.6 - 148.6 (644)",1675
46085,"""Lyman, (SD)""",225.8,"204.2 - 242.8 (644)",694
46087,"""McCook, (SD)""",195.6,"175.6 - 204.1 (644)",2323
46093,"""Meade, (SD)""",201.2,"175.6 - 204.1 (644)",3016
46095,"""Mellette, (SD)""",287.2,"242.9 - 651.5 (644)",1991
46097,"""Miner, (SD)""",200,"175.6 - 204.1 (644)",3504
46099,"""Minnehaha, (SD)""",175.9,"175.6 - 204.1 (644)",2059
46101,"""Moody, (SD)""",193.1,"175.6 - 204.1 (644)",1868
46103,"""Pennington, (SD)""",212.8,"204.2 - 242.8 (644)",2392
46111,"""Sanborn, (SD)""",172.1,"148.7 - 175.5 (644)",1428
46102,"""Oglala Lakota, (SD)""",81.7,"26.6 - 148.6 (644)",3321
46117,"""Stanley, (SD)""",160.3,"148.7 - 175.5 (644)",1999
46121,"""Todd, (SD)""",312.3,"242.9 - 651.5 (644)",2229
46123,"""Tripp, (SD)""",251.4,"242.9 - 651.5 (644)",2064
46125,"""Turner, (SD)""",233.5,"204.2 - 242.8 (644)",734
46127,"""Union, (SD)""",121.4,"26.6 - 148.6 (644)",1769
46135,"""Yankton, (SD)""",205.4,"204.2 - 242.8 (644)",1611
48003,"""Andrews, (TX)""",293.3,"242.9 - 651.5 (644)",4244
48009,"""Archer, (TX)""",236.4,"204.2 - 242.8 (644)",5134
48011,"""Armstrong, (TX)""",284.5,"242.9 - 651.5 (644)",2476
48017,"""Bailey, (TX)""",227.7,"204.2 - 242.8 (644)",5419
48023,"""Baylor, (TX)""",245.2,"242.9 - 651.5 (644)",6367
48033,"""Borden, (TX)""",211.9,"204.2 - 242.8 (644)",3070
48037,"""Bowie, (TX)""",348.3,"242.9 - 651.5 (644)",6169
48045,"""Briscoe, (TX)""",177.6,"175.6 - 204.1 (644)",4125
48059,"""Callahan, (TX)""",272.7,"242.9 - 651.5 (644)",4290
48063,"""Camp, (TX)""",251.3,"242.9 - 651.5 (644)",4719
48065,"""Carson, (TX)""",306.8,"242.9 - 651.5 (644)",4784
48067,"""Cass, (TX)""",310.3,"242.9 - 651.5 (644)",5809
48069,"""Castro, (TX)""",245.3,"242.9 - 651.5 (644)",6009
48075,"""Childress, (TX)""",271.7,"242.9 - 651.5 (644)",4313
48077,"""Clay, (TX)""",230.2,"204.2 - 242.8 (644)",5314
48079,"""Cochran, (TX)""",246.8,"242.9 - 651.5 (644)",2714
48085,"""Collin, (TX)""",129.8,"26.6 - 148.6 (644)",3895
48087,"""Collingsworth, (TX)""",329.9,"242.9 - 651.5 (644)",7604
48097,"""Cooke, (TX)""",157.6,"148.7 - 175.5 (644)",3907
48101,"""Cottle, (TX)""",243.6,"242.9 - 651.5 (644)",6999
48107,"""Crosby, (TX)""",233.1,"204.2 - 242.8 (644)",5033
48111,"""Dallam, (TX)""",216.7,"204.2 - 242.8 (644)",5808
48113,"""Dallas, (TX)""",168.8,"148.7 - 175.5 (644)",5503
48115,"""Dawson, (TX)""",238.3,"204.2 - 242.8 (644)",3661
48117,"""Deaf Smith, (TX)""",230,"204.2 - 242.8 (644)",3992
48119,"""Delta, (TX)""",342.9,"242.9 - 651.5 (644)",4345
48121,"""Denton, (TX)""",118.1,"26.6 - 148.6 (644)",3981
48125,"""Dickens, (TX)""",172.5,"148.7 - 175.5 (644)",8643
48129,"""Donley, (TX)""",254.9,"242.9 - 651.5 (644)",4491
48133,"""Eastland, (TX)""",206.7,"204.2 - 242.8 (644)",6270
48139,"""Ellis, (TX)""",168.9,"148.7 - 175.5 (644)",4803
48143,"""Erath, (TX)""",258.6,"242.9 - 651.5 (644)",3939
48147,"""Fannin, (TX)""",348.3,"242.9 - 651.5 (644)",5303
48151,"""Fisher, (TX)""",250.2,"242.9 - 651.5 (644)",3393
48153,"""Floyd, (TX)""",233.5,"204.2 - 242.8 (644)",3922
48155,"""Foard, (TX)""",218.7,"204.2 - 242.8 (644)",11764
48159,"""Franklin, (TX)""",282.1,"242.9 - 651.5 (644)",4401
48165,"""Gaines, (TX)""",258.1,"242.9 - 651.5 (644)",4095
48169,"""Garza, (TX)""",226.9,"204.2 - 242.8 (644)",5185
48179,"""Gray, (TX)""",365.9,"242.9 - 651.5 (644)",4029
48181,"""Grayson, (TX)""",196.5,"175.6 - 204.1 (644)",5227
48183,"""Gregg, (TX)""",241.5,"204.2 - 242.8 (644)",5333
48189,"""Hale, (TX)""",234.8,"204.2 - 242.8 (644)",4500
48191,"""Hall, (TX)""",201.1,"175.6 - 204.1 (644)",3580
48195,"""Hansford, (TX)""",219.2,"204.2 - 242.8 (644)",4647
48197,"""Hardeman, (TX)""",233.6,"204.2 - 242.8 (644)",4416
48203,"""Harrison, (TX)""",212.5,"204.2 - 242.8 (644)",4698
48205,"""Hartley, (TX)""",247.4,"242.9 - 651.5 (644)",5113
48207,"""Haskell, (TX)""",269.9,"242.9 - 651.5 (644)",4894
48211,"""Hemphill, (TX)""",278.3,"242.9 - 651.5 (644)",229
48213,"""Henderson, (TX)""",285.6,"242.9 - 651.5 (644)",4502
48219,"""Hockley, (TX)""",186.9,"175.6 - 204.1 (644)",4005
48221,"""Hood, (TX)""",183.6,"175.6 - 204.1 (644)",3885
48223,"""Hopkins, (TX)""",283.7,"242.9 - 651.5 (644)",5041
48227,"""Howard, (TX)""",353.9,"242.9 - 651.5 (644)",6768
48231,"""Hunt, (TX)""",249.9,"242.9 - 651.5 (644)",5956
48233,"""Hutchinson, (TX)""",431,"242.9 - 651.5 (644)",4284
48237,"""Jack, (TX)""",239.6,"204.2 - 242.8 (644)",4232
48251,"""Johnson, (TX)""",221.6,"204.2 - 242.8 (644)",4574
48253,"""Jones, (TX)""",277.1,"242.9 - 651.5 (644)",4671
48257,"""Kaufman, (TX)""",243.6,"242.9 - 651.5 (644)",5365
48263,"""Kent, (TX)""",190.4,"175.6 - 204.1 (644)",2955
48269,"""King, (TX)""",208,"204.2 - 242.8 (644)",-9999
48275,"""Knox, (TX)""",247.2,"242.9 - 651.5 (644)",4318
48277,"""Lamar, (TX)""",359.5,"242.9 - 651.5 (644)",5094
48279,"""Lamb, (TX)""",239.4,"204.2 - 242.8 (644)",3044
48295,"""Lipscomb, (TX)""",245.1,"242.9 - 651.5 (644)",1894
48303,"""Lubbock, (TX)""",238.6,"204.2 - 242.8 (644)",4106
48305,"""Lynn, (TX)""",226.3,"204.2 - 242.8 (644)",11212
48315,"""Marion, (TX)""",233,"204.2 - 242.8 (644)",5809
48317,"""Martin, (TX)""",256.6,"242.9 - 651.5 (644)",10209
48335,"""Mitchell, (TX)""",202.6,"175.6 - 204.1 (644)",8498
48337,"""Montague, (TX)""",262.2,"242.9 - 651.5 (644)",5251
48341,"""Moore, (TX)""",243.4,"242.9 - 651.5 (644)",4097
48343,"""Morris, (TX)""",279.6,"242.9 - 651.5 (644)",6156
48345,"""Motley, (TX)""",178.9,"175.6 - 204.1 (644)",2797
48353,"""Nolan, (TX)""",247.8,"242.9 - 651.5 (644)",4557
48357,"""Ochiltree, (TX)""",382.7,"242.9 - 651.5 (644)",4234
48359,"""Oldham, (TX)""",226.5,"204.2 - 242.8 (644)",3134
48363,"""Palo Pinto, (TX)""",307.9,"242.9 - 651.5 (644)",4895
48365,"""Panola, (TX)""",199.2,"175.6 - 204.1 (644)",6287
48367,"""Parker, (TX)""",188.2,"175.6 - 204.1 (644)",5285
48369,"""Parmer, (TX)""",218.5,"204.2 - 242.8 (644)",3617
48375,"""Potter, (TX)""",342.6,"242.9 - 651.5 (644)",5060
48379,"""Rains, (TX)""",242.2,"204.2 - 242.8 (644)",5488
48381,"""Randall, (TX)""",258.1,"242.9 - 651.5 (644)",3596
48387,"""Red River, (TX)""",368.1,"242.9 - 651.5 (644)",5870
48393,"""Roberts, (TX)""",334.2,"242.9 - 651.5 (644)",6314
48397,"""Rockwall, (TX)""",188.5,"175.6 - 204.1 (644)",4514
48401,"""Rusk, (TX)""",215.3,"204.2 - 242.8 (644)",5523
48415,"""Scurry, (TX)""",175.8,"175.6 - 204.1 (644)",4954
48417,"""Shackelford, (TX)""",254.3,"242.9 - 651.5 (644)",3136
48421,"""Sherman, (TX)""",270,"242.9 - 651.5 (644)",4221
48423,"""Smith, (TX)""",209,"204.2 - 242.8 (644)",4187
48425,"""Somervell, (TX)""",202.3,"175.6 - 204.1 (644)",4761
48429,"""Stephens, (TX)""",268.7,"242.9 - 651.5 (644)",4418
48433,"""Stonewall, (TX)""",273.8,"242.9 - 651.5 (644)",7459
48437,"""Swisher, (TX)""",248.3,"242.9 - 651.5 (644)",4289
48439,"""Tarrant, (TX)""",157.9,"148.7 - 175.5 (644)",5192
48441,"""Taylor, (TX)""",276.9,"242.9 - 651.5 (644)",4435
48445,"""Terry, (TX)""",302.9,"242.9 - 651.5 (644)",5222
48447,"""Throckmorton, (TX)""",251,"242.9 - 651.5 (644)",3503
48449,"""Titus, (TX)""",240.8,"204.2 - 242.8 (644)",5325
48459,"""Upshur, (TX)""",281.4,"242.9 - 651.5 (644)",3801
48467,"""Van Zandt, (TX)""",218.7,"204.2 - 242.8 (644)",5738
48483,"""Wheeler, (TX)""",279.7,"242.9 - 651.5 (644)",8418
48485,"""Wichita, (TX)""",245.4,"242.9 - 651.5 (644)",5853
48487,"""Wilbarger, (TX)""",240,"204.2 - 242.8 (644)",4695
48497,"""Wise, (TX)""",182.3,"175.6 - 204.1 (644)",5297
48499,"""Wood, (TX)""",227.7,"204.2 - 242.8 (644)",3847
48501,"""Yoakum, (TX)""",251.5,"242.9 - 651.5 (644)",6532
48503,"""Young, (TX)""",284.5,"242.9 - 651.5 (644)",6346
56001,"""Albany, (WY)""",139,"26.6 - 148.6 (644)",2324
56005,"""Campbell, (WY)""",269.6,"242.9 - 651.5 (644)",2874
56009,"""Converse, (WY)""",151.4,"148.7 - 175.5 (644)",2579
56011,"""Crook, (WY)""",228.9,"204.2 - 242.8 (644)",2978
56015,"""Goshen, (WY)""",157.7,"148.7 - 175.5 (644)",2343
56019,"""Johnson, (WY)""",191,"175.6 - 204.1 (644)",1498
56021,"""Laramie, (WY)""",155.7,"148.7 - 175.5 (644)",3932
56027,"""Niobrara, (WY)""",156.7,"148.7 - 175.5 (644)",7641
56031,"""Platte, (WY)""",156.1,"148.7 - 175.5 (644)",3429
56045,"""Weston, (WY)""",200.9,"175.6 - 204.1 (644)",3320
16003,"""Adams, (ID)""",128.8,"26.6 - 148.6 (644)",2119
16009,"""Benewah, (ID)""",204.1,"175.6 - 204.1 (644)",2523
16017,"""Bonner, (ID)""",148.8,"148.7 - 175.5 (644)",2355
16021,"""Boundary, (ID)""",160,"148.7 - 175.5 (644)",3256
16035,"""Clearwater, (ID)""",176.3,"175.6 - 204.1 (644)",2573
16049,"""Idaho, (ID)""",121.5,"26.6 - 148.6 (644)",2392
16055,"""Kootenai, (ID)""",185.6,"175.6 - 204.1 (644)",2310
16057,"""Latah, (ID)""",148,"26.6 - 148.6 (644)",2214
16059,"""Lemhi, (ID)""",112.4,"26.6 - 148.6 (644)",2067
16061,"""Lewis, (ID)""",130.8,"26.6 - 148.6 (644)",3325
16069,"""Nez Perce, (ID)""",136.8,"26.6 - 148.6 (644)",2524
16079,"""Shoshone, (ID)""",205.4,"204.2 - 242.8 (644)",3193
16085,"""Valley, (ID)""",88.2,"26.6 - 148.6 (644)",2664
27005,"""Becker, (MN)""",125.2,"26.6 - 148.6 (644)",2357
27007,"""Beltrami, (MN)""",140.7,"26.6 - 148.6 (644)",1862
27009,"""Benton, (MN)""",107.3,"26.6 - 148.6 (644)",1984
27011,"""Big Stone, (MN)""",191.4,"175.6 - 204.1 (644)",2888
27019,"""Carver, (MN)""",82.6,"26.6 - 148.6 (644)",2072
27021,"""Cass, (MN)""",130.3,"26.6 - 148.6 (644)",1493
27023,"""Chippewa, (MN)""",150.5,"148.7 - 175.5 (644)",3751
27027,"""Clay, (MN)""",139.5,"26.6 - 148.6 (644)",2081
27029,"""Clearwater, (MN)""",139.6,"26.6 - 148.6 (644)",2727
27035,"""Crow Wing, (MN)""",120.9,"26.6 - 148.6 (644)",1363
27041,"""Douglas, (MN)""",125.3,"26.6 - 148.6 (644)",2445
27051,"""Grant, (MN)""",173.9,"148.7 - 175.5 (644)",3983
27057,"""Hubbard, (MN)""",129.8,"26.6 - 148.6 (644)",1958
27061,"""Itasca, (MN)""",136.4,"26.6 - 148.6 (644)",2004
27067,"""Kandiyohi, (MN)""",97.9,"26.6 - 148.6 (644)",2165
27069,"""Kittson, (MN)""",182.7,"175.6 - 204.1 (644)",2840
27071,"""Koochiching, (MN)""",135,"26.6 - 148.6 (644)",1637
27073,"""Lac qui Parle, (MN)""",183.6,"175.6 - 204.1 (644)",2619
27077,"""Lake of the Woods, (MN)""",164.1,"148.7 - 175.5 (644)",6283
27085,"""McLeod, (MN)""",119.1,"26.6 - 148.6 (644)",2403
27087,"""Mahnomen, (MN)""",201.7,"175.6 - 204.1 (644)",1620
27089,"""Marshall, (MN)""",173.4,"148.7 - 175.5 (644)",2656
27093,"""Meeker, (MN)""",118.9,"26.6 - 148.6 (644)",1709
27097,"""Morrison, (MN)""",104.9,"26.6 - 148.6 (644)",2081
27107,"""Norman, (MN)""",193.6,"175.6 - 204.1 (644)",1140
27111,"""Otter Tail, (MN)""",178.3,"175.6 - 204.1 (644)",1375
27113,"""Pennington, (MN)""",187.5,"175.6 - 204.1 (644)",1126
27119,"""Polk, (MN)""",185.7,"175.6 - 204.1 (644)",1678
27121,"""Pope, (MN)""",119.7,"26.6 - 148.6 (644)",3351
27125,"""Red Lake, (MN)""",193.1,"175.6 - 204.1 (644)",1189
27129,"""Renville, (MN)""",120.5,"26.6 - 148.6 (644)",3932
27135,"""Roseau, (MN)""",173.6,"148.7 - 175.5 (644)",2831
27141,"""Sherburne, (MN)""",99.2,"26.6 - 148.6 (644)",2811
27145,"""Stearns, (MN)""",97.3,"26.6 - 148.6 (644)",1863
27149,"""Stevens, (MN)""",134.4,"26.6 - 148.6 (644)",3232
27151,"""Swift, (MN)""",177,"175.6 - 204.1 (644)",3555
27153,"""Todd, (MN)""",107.7,"26.6 - 148.6 (644)",2842
27155,"""Traverse, (MN)""",192.4,"175.6 - 204.1 (644)",3946
27159,"""Wadena, (MN)""",147.5,"26.6 - 148.6 (644)",3017
27167,"""Wilkin, (MN)""",177.1,"175.6 - 204.1 (644)",2184
27171,"""Wright, (MN)""",103.5,"26.6 - 148.6 (644)",2910
27173,"""Yellow Medicine, (MN)""",145.6,"26.6 - 148.6 (644)",3562
30001,"""Beaverhead, (MT)""",166.8,"148.7 - 175.5 (644)",1659
30003,"""Big Horn, (MT)""",163,"148.7 - 175.5 (644)",2780
30005,"""Blaine, (MT)""",254.1,"242.9 - 651.5 (644)",1567
30007,"""Broadwater, (MT)""",190.9,"175.6 - 204.1 (644)",1038
30009,"""Carbon, (MT)""",117.7,"26.6 - 148.6 (644)",2819
30011,"""Carter, (MT)""",206.8,"204.2 - 242.8 (644)",1716
30013,"""Cascade, (MT)""",161.9,"148.7 - 175.5 (644)",2316
30015,"""Chouteau, (MT)""",203.9,"175.6 - 204.1 (644)",3578
30017,"""Custer, (MT)""",164.7,"148.7 - 175.5 (644)",1909
30019,"""Daniels, (MT)""",242.7,"204.2 - 242.8 (644)",3314
30021,"""Dawson, (MT)""",97.1,"26.6 - 148.6 (644)",1900
30023,"""Deer Lodge, (MT)""",226.9,"204.2 - 242.8 (644)",2263
30025,"""Fallon, (MT)""",161.7,"148.7 - 175.5 (644)",3961
30027,"""Fergus, (MT)""",163,"148.7 - 175.5 (644)",1187
30029,"""Flathead, (MT)""",156.1,"148.7 - 175.5 (644)",1423
30031,"""Gallatin, (MT)""",123.7,"26.6 - 148.6 (644)",1880
30033,"""Garfield, (MT)""",188,"175.6 - 204.1 (644)",3491
30035,"""Glacier, (MT)""",233.5,"204.2 - 242.8 (644)",1520
30037,"""Golden Valley, (MT)""",169.7,"148.7 - 175.5 (644)",2071
30039,"""Granite, (MT)""",157,"148.7 - 175.5 (644)",1536
30041,"""Hill, (MT)""",251.1,"242.9 - 651.5 (644)",964
30043,"""Jefferson, (MT)""",172.2,"148.7 - 175.5 (644)",1835
30045,"""Judith Basin, (MT)""",165.5,"148.7 - 175.5 (644)",2162
30047,"""Lake, (MT)""",175.9,"175.6 - 204.1 (644)",2276
30049,"""Lewis and Clark, (MT)""",147,"26.6 - 148.6 (644)",1573
30051,"""Liberty, (MT)""",181.9,"175.6 - 204.1 (644)",3656
30053,"""Lincoln, (MT)""",226.9,"204.2 - 242.8 (644)",1431
30055,"""McCone, (MT)""",204.8,"204.2 - 242.8 (644)",7730
30057,"""Madison, (MT)""",120.6,"26.6 - 148.6 (644)",3183
30059,"""Meagher, (MT)""",155.8,"148.7 - 175.5 (644)",1770
30061,"""Mineral, (MT)""",196.3,"175.6 - 204.1 (644)",1677
30063,"""Missoula, (MT)""",181.6,"175.6 - 204.1 (644)",1552
30065,"""Musselshell, (MT)""",178.7,"175.6 - 204.1 (644)",3962
30067,"""Park, (MT)""",131.8,"26.6 - 148.6 (644)",2588
30069,"""Petroleum, (MT)""",242.9,"242.9 - 651.5 (644)",-9999
30071,"""Phillips, (MT)""",155.5,"148.7 - 175.5 (644)",729
30073,"""Pondera, (MT)""",157.8,"148.7 - 175.5 (644)",2711
30075,"""Powder River, (MT)""",232,"204.2 - 242.8 (644)",1079
30077,"""Powell, (MT)""",171.5,"148.7 - 175.5 (644)",3893
30079,"""Prairie, (MT)""",125.2,"26.6 - 148.6 (644)",1426
30081,"""Ravalli, (MT)""",119,"26.6 - 148.6 (644)",1466
30083,"""Richland, (MT)""",149.7,"148.7 - 175.5 (644)",1587
30085,"""Roosevelt, (MT)""",251.1,"242.9 - 651.5 (644)",1756
30087,"""Rosebud, (MT)""",191.5,"175.6 - 204.1 (644)",3509
30089,"""Sanders, (MT)""",209.1,"204.2 - 242.8 (644)",1272
30091,"""Sheridan, (MT)""",154.8,"148.7 - 175.5 (644)",615
30093,"""Silver Bow, (MT)""",248.6,"242.9 - 651.5 (644)",2296
30095,"""Stillwater, (MT)""",165.1,"148.7 - 175.5 (644)",2624
30097,"""Sweet Grass, (MT)""",168.4,"148.7 - 175.5 (644)",1056
30099,"""Teton, (MT)""",159,"148.7 - 175.5 (644)",1545
30101,"""Toole, (MT)""",182.6,"175.6 - 204.1 (644)",3175
30103,"""Treasure, (MT)""",169.7,"148.7 - 175.5 (644)",2189
30105,"""Valley, (MT)""",250.8,"242.9 - 651.5 (644)",2219
30107,"""Wheatland, (MT)""",173.8,"148.7 - 175.5 (644)",9958
30109,"""Wibaux, (MT)""",139.2,"26.6 - 148.6 (644)",794
30111,"""Yellowstone, (MT)""",166.7,"148.7 - 175.5 (644)",1908
38001,"""Adams, (ND)""",177.5,"175.6 - 204.1 (644)",643
38003,"""Barnes, (ND)""",114,"26.6 - 148.6 (644)",1839
38005,"""Benson, (ND)""",218.4,"204.2 - 242.8 (644)",2433
38007,"""Billings, (ND)""",183.3,"175.6 - 204.1 (644)",1141
38009,"""Bottineau, (ND)""",246.1,"242.9 - 651.5 (644)",1957
38011,"""Bowman, (ND)""",166.1,"148.7 - 175.5 (644)",2809
38013,"""Burke, (ND)""",211.3,"204.2 - 242.8 (644)",8650
