"cnty_fips","display_name","Value","theme_range","pac_inc"
26111,"""Midland, (MI)""",153.6,"148.7 - 175.5 (644)",2519
26113,"""Missaukee, (MI)""",172.4,"148.7 - 175.5 (644)",1466
26115,"""Monroe, (MI)""",229.8,"204.2 - 242.8 (644)",3506
26117,"""Montcalm, (MI)""",226.2,"204.2 - 242.8 (644)",2752
26121,"""Muskegon, (MI)""",158.2,"148.7 - 175.5 (644)",3724
26123,"""Newaygo, (MI)""",189.7,"175.6 - 204.1 (644)",2468
26125,"""Oakland, (MI)""",222.1,"204.2 - 242.8 (644)",3432
26127,"""Oceana, (MI)""",211.7,"204.2 - 242.8 (644)",3355
26129,"""Ogemaw, (MI)""",295.3,"242.9 - 651.5 (644)",3280
26133,"""Osceola, (MI)""",237.5,"204.2 - 242.8 (644)",1502
26139,"""Ottawa, (MI)""",144.3,"26.6 - 148.6 (644)",2237
26143,"""Roscommon, (MI)""",263.4,"242.9 - 651.5 (644)",2903
26145,"""Saginaw, (MI)""",204.1,"175.6 - 204.1 (644)",4085
26147,"""St. Clair, (MI)""",257.3,"242.9 - 651.5 (644)",2514
26149,"""St. Joseph, (MI)""",239.5,"204.2 - 242.8 (644)",2081
26151,"""Sanilac, (MI)""",301.3,"242.9 - 651.5 (644)",2559
26155,"""Shiawassee, (MI)""",207.1,"204.2 - 242.8 (644)",2419
26157,"""Tuscola, (MI)""",271.4,"242.9 - 651.5 (644)",3346
26159,"""Van Buren, (MI)""",197.4,"175.6 - 204.1 (644)",2110
26161,"""Washtenaw, (MI)""",165.2,"148.7 - 175.5 (644)",2854
26163,"""Wayne, (MI)""",282.4,"242.9 - 651.5 (644)",4839
26165,"""Wexford, (MI)""",202.9,"175.6 - 204.1 (644)",1707
39001,"""Adams, (OH)""",256.8,"242.9 - 651.5 (644)",4941
39003,"""Allen, (OH)""",253.4,"242.9 - 651.5 (644)",3210
39005,"""Ashland, (OH)""",202.6,"175.6 - 204.1 (644)",2832
39007,"""Ashtabula, (OH)""",263.3,"242.9 - 651.5 (644)",4526
39009,"""Athens, (OH)""",209.3,"204.2 - 242.8 (644)",2958
39011,"""Auglaize, (OH)""",233.7,"204.2 - 242.8 (644)",2804
39013,"""Belmont, (OH)""",272.4,"242.9 - 651.5 (644)",3936
39015,"""Brown, (OH)""",208,"204.2 - 242.8 (644)",3557
39017,"""Butler, (OH)""",170.8,"148.7 - 175.5 (644)",3351
39019,"""Carroll, (OH)""",190.2,"175.6 - 204.1 (644)",2923
39021,"""Champaign, (OH)""",207.1,"204.2 - 242.8 (644)",3822
39023,"""Clark, (OH)""",252.9,"242.9 - 651.5 (644)",3812
39025,"""Clermont, (OH)""",173.5,"148.7 - 175.5 (644)",3315
39027,"""Clinton, (OH)""",195.2,"175.6 - 204.1 (644)",3251
39029,"""Columbiana, (OH)""",242.4,"204.2 - 242.8 (644)",3936
39031,"""Coshocton, (OH)""",259.1,"242.9 - 651.5 (644)",2650
39033,"""Crawford, (OH)""",253.1,"242.9 - 651.5 (644)",3863
39035,"""Cuyahoga, (OH)""",217,"204.2 - 242.8 (644)",3967
39037,"""Darke, (OH)""",253.2,"242.9 - 651.5 (644)",2827
39039,"""Defiance, (OH)""",175.4,"148.7 - 175.5 (644)",3838
39041,"""Delaware, (OH)""",134.9,"26.6 - 148.6 (644)",1986
39043,"""Erie, (OH)""",205.4,"204.2 - 242.8 (644)",3921
39045,"""Fairfield, (OH)""",183.9,"175.6 - 204.1 (644)",3475
39047,"""Fayette, (OH)""",225.3,"204.2 - 242.8 (644)",4179
39049,"""Franklin, (OH)""",156.2,"148.7 - 175.5 (644)",3283
39051,"""Fulton, (OH)""",232.8,"204.2 - 242.8 (644)",2388
39053,"""Gallia, (OH)""",303.6,"242.9 - 651.5 (644)",4680
39055,"""Geauga, (OH)""",156.5,"148.7 - 175.5 (644)",2859
39057,"""Greene, (OH)""",167.3,"148.7 - 175.5 (644)",3546
39059,"""Guernsey, (OH)""",252.7,"242.9 - 651.5 (644)",3353
39061,"""Hamilton, (OH)""",164.5,"148.7 - 175.5 (644)",3887
39063,"""Hancock, (OH)""",183.3,"175.6 - 204.1 (644)",2712
39065,"""Hardin, (OH)""",300.7,"242.9 - 651.5 (644)",2688
39067,"""Harrison, (OH)""",296.4,"242.9 - 651.5 (644)",3984
39069,"""Henry, (OH)""",193.3,"175.6 - 204.1 (644)",2815
39071,"""Highland, (OH)""",225.4,"204.2 - 242.8 (644)",4171
39073,"""Hocking, (OH)""",237.4,"204.2 - 242.8 (644)",3800
39075,"""Holmes, (OH)""",205.4,"204.2 - 242.8 (644)",2636
39077,"""Huron, (OH)""",192.1,"175.6 - 204.1 (644)",3191
39079,"""Jackson, (OH)""",338,"242.9 - 651.5 (644)",3339
39081,"""Jefferson, (OH)""",362.9,"242.9 - 651.5 (644)",5854
39083,"""Knox, (OH)""",185.7,"175.6 - 204.1 (644)",3145
39085,"""Lake, (OH)""",216.1,"204.2 - 242.8 (644)",3344
39087,"""Lawrence, (OH)""",239.8,"204.2 - 242.8 (644)",3404
39089,"""Licking, (OH)""",162.2,"148.7 - 175.5 (644)",2610
39091,"""Logan, (OH)""",240.6,"204.2 - 242.8 (644)",3435
39093,"""Lorain, (OH)""",173.6,"148.7 - 175.5 (644)",3889
39095,"""Lucas, (OH)""",253.8,"242.9 - 651.5 (644)",3993
39097,"""Madison, (OH)""",159,"148.7 - 175.5 (644)",2565
39099,"""Mahoning, (OH)""",198.6,"175.6 - 204.1 (644)",3959
39101,"""Marion, (OH)""",185.8,"175.6 - 204.1 (644)",3377
39103,"""Medina, (OH)""",163.9,"148.7 - 175.5 (644)",3417
39105,"""Meigs, (OH)""",252,"242.9 - 651.5 (644)",3768
39107,"""Mercer, (OH)""",419.8,"242.9 - 651.5 (644)",2051
39109,"""Miami, (OH)""",165.2,"148.7 - 175.5 (644)",3332
39111,"""Monroe, (OH)""",237.3,"204.2 - 242.8 (644)",3107
39113,"""Montgomery, (OH)""",184.4,"175.6 - 204.1 (644)",4484
39115,"""Morgan, (OH)""",176.9,"175.6 - 204.1 (644)",2771
39117,"""Morrow, (OH)""",238.7,"204.2 - 242.8 (644)",3088
39119,"""Muskingum, (OH)""",152.3,"148.7 - 175.5 (644)",3241
39121,"""Noble, (OH)""",170.5,"148.7 - 175.5 (644)",3437
39123,"""Ottawa, (OH)""",229.5,"204.2 - 242.8 (644)",3448
39125,"""Paulding, (OH)""",187.6,"175.6 - 204.1 (644)",4415
39127,"""Perry, (OH)""",310.4,"242.9 - 651.5 (644)",3545
39129,"""Pickaway, (OH)""",234.2,"204.2 - 242.8 (644)",2398
39131,"""Pike, (OH)""",233.3,"204.2 - 242.8 (644)",3200
39133,"""Portage, (OH)""",208.9,"204.2 - 242.8 (644)",3314
39135,"""Preble, (OH)""",200.9,"175.6 - 204.1 (644)",2892
39137,"""Putnam, (OH)""",188.3,"175.6 - 204.1 (644)",2718
39139,"""Richland, (OH)""",208.7,"204.2 - 242.8 (644)",3694
39141,"""Ross, (OH)""",222.5,"204.2 - 242.8 (644)",4058
39143,"""Sandusky, (OH)""",230.7,"204.2 - 242.8 (644)",3451
39145,"""Scioto, (OH)""",393.1,"242.9 - 651.5 (644)",3946
39147,"""Seneca, (OH)""",298.3,"242.9 - 651.5 (644)",2767
39149,"""Shelby, (OH)""",209,"204.2 - 242.8 (644)",3016
39151,"""Stark, (OH)""",178.7,"175.6 - 204.1 (644)",3768
39153,"""Summit, (OH)""",164.5,"148.7 - 175.5 (644)",3734
39155,"""Trumbull, (OH)""",199.2,"175.6 - 204.1 (644)",4016
39157,"""Tuscarawas, (OH)""",241,"204.2 - 242.8 (644)",3297
39159,"""Union, (OH)""",189.7,"175.6 - 204.1 (644)",2666
39161,"""Van Wert, (OH)""",237.1,"204.2 - 242.8 (644)",2657
39163,"""Vinton, (OH)""",223.1,"204.2 - 242.8 (644)",3813
39165,"""Warren, (OH)""",167.7,"148.7 - 175.5 (644)",3095
39167,"""Washington, (OH)""",152.7,"148.7 - 175.5 (644)",3664
39169,"""Wayne, (OH)""",208.5,"204.2 - 242.8 (644)",2996
39171,"""Williams, (OH)""",225.4,"204.2 - 242.8 (644)",3624
39173,"""Wood, (OH)""",197.2,"175.6 - 204.1 (644)",3026
39175,"""Wyandot, (OH)""",164.8,"148.7 - 175.5 (644)",2466
54007,"""Braxton, (WV)""",227,"204.2 - 242.8 (644)",1821
54011,"""Cabell, (WV)""",205.1,"204.2 - 242.8 (644)",3962
54013,"""Calhoun, (WV)""",244.8,"242.9 - 651.5 (644)",5486
54015,"""Clay, (WV)""",232,"204.2 - 242.8 (644)",2127
54017,"""Doddridge, (WV)""",279.7,"242.9 - 651.5 (644)",2643
54021,"""Gilmer, (WV)""",302.9,"242.9 - 651.5 (644)",2492
54035,"""Jackson, (WV)""",250.3,"242.9 - 651.5 (644)",3764
54051,"""Marshall, (WV)""",246.4,"242.9 - 651.5 (644)",3364
54053,"""Mason, (WV)""",229.6,"204.2 - 242.8 (644)",2650
54069,"""Ohio, (WV)""",225.4,"204.2 - 242.8 (644)",4869
54073,"""Pleasants, (WV)""",229,"204.2 - 242.8 (644)",4051
54079,"""Putnam, (WV)""",270.9,"242.9 - 651.5 (644)",2452
54085,"""Ritchie, (WV)""",261.9,"242.9 - 651.5 (644)",3812
54087,"""Roane, (WV)""",232.2,"204.2 - 242.8 (644)",2934
54095,"""Tyler, (WV)""",220.6,"204.2 - 242.8 (644)",4462
54103,"""Wetzel, (WV)""",254.9,"242.9 - 651.5 (644)",2711
54105,"""Wirt, (WV)""",258.5,"242.9 - 651.5 (644)",4211
54107,"""Wood, (WV)""",261.8,"242.9 - 651.5 (644)",3728
12011,"""Broward, (FL)""",170.9,"148.7 - 175.5 (644)",4104
12085,"""Martin, (FL)""",155.2,"148.7 - 175.5 (644)",2516
12086,"""Miami-Dade, (FL)""",184.7,"175.6 - 204.1 (644)",5158
12099,"""Palm Beach, (FL)""",164.8,"148.7 - 175.5 (644)",2787
12111,"""St. Lucie, (FL)""",176.5,"175.6 - 204.1 (644)",3260
24037,"""St. Mary's, (MD)""",167.6,"148.7 - 175.5 (644)",1869
24039,"""Somerset, (MD)""",452.9,"242.9 - 651.5 (644)",3252
24047,"""Worcester, (MD)""",231.1,"204.2 - 242.8 (644)",3003
37001,"""Alamance, (NC)""",169.2,"148.7 - 175.5 (644)",2203
37007,"""Anson, (NC)""",214,"204.2 - 242.8 (644)",3541
37013,"""Beaufort, (NC)""",184.6,"175.6 - 204.1 (644)",1916
37015,"""Bertie, (NC)""",162.1,"148.7 - 175.5 (644)",3512
37017,"""Bladen, (NC)""",282.3,"242.9 - 651.5 (644)",3640
37019,"""Brunswick, (NC)""",169.6,"148.7 - 175.5 (644)",1920
37025,"""Cabarrus, (NC)""",144.3,"26.6 - 148.6 (644)",4282
37029,"""Camden, (NC)""",224.9,"204.2 - 242.8 (644)",1824
37031,"""Carteret, (NC)""",188.3,"175.6 - 204.1 (644)",2079
37033,"""Caswell, (NC)""",155.1,"148.7 - 175.5 (644)",2730
37037,"""Chatham, (NC)""",101.2,"26.6 - 148.6 (644)",1902
37041,"""Chowan, (NC)""",187.3,"175.6 - 204.1 (644)",1876
37047,"""Columbus, (NC)""",342,"242.9 - 651.5 (644)",3057
37049,"""Craven, (NC)""",186.9,"175.6 - 204.1 (644)",1609
37051,"""Cumberland, (NC)""",212.1,"204.2 - 242.8 (644)",3291
37053,"""Currituck, (NC)""",236.9,"204.2 - 242.8 (644)",1974
37055,"""Dare, (NC)""",187.4,"175.6 - 204.1 (644)",1644
37057,"""Davidson, (NC)""",181.1,"175.6 - 204.1 (644)",2862
37059,"""Davie, (NC)""",170.7,"148.7 - 175.5 (644)",2040
37061,"""Duplin, (NC)""",187.3,"175.6 - 204.1 (644)",2827
37063,"""Durham, (NC)""",117.2,"26.6 - 148.6 (644)",3114
37065,"""Edgecombe, (NC)""",248.7,"242.9 - 651.5 (644)",3899
37067,"""Forsyth, (NC)""",155.4,"148.7 - 175.5 (644)",2530
37069,"""Franklin, (NC)""",155.9,"148.7 - 175.5 (644)",2984
37073,"""Gates, (NC)""",173,"148.7 - 175.5 (644)",2948
37077,"""Granville, (NC)""",182.2,"175.6 - 204.1 (644)",2110
37079,"""Greene, (NC)""",192.9,"175.6 - 204.1 (644)",3589
37081,"""Guilford, (NC)""",135.1,"26.6 - 148.6 (644)",2632
37083,"""Halifax, (NC)""",179.8,"175.6 - 204.1 (644)",3186
37085,"""Harnett, (NC)""",194.1,"175.6 - 204.1 (644)",2942
37091,"""Hertford, (NC)""",169.1,"148.7 - 175.5 (644)",3221
37093,"""Hoke, (NC)""",199.5,"175.6 - 204.1 (644)",2525
37095,"""Hyde, (NC)""",182.5,"175.6 - 204.1 (644)",2023
37101,"""Johnston, (NC)""",186.6,"175.6 - 204.1 (644)",3114
37103,"""Jones, (NC)""",188.6,"175.6 - 204.1 (644)",2434
37105,"""Lee, (NC)""",177.7,"175.6 - 204.1 (644)",1953
37107,"""Lenoir, (NC)""",193.5,"175.6 - 204.1 (644)",2901
37117,"""Martin, (NC)""",233.2,"204.2 - 242.8 (644)",2870
37123,"""Montgomery, (NC)""",185.6,"175.6 - 204.1 (644)",3246
37125,"""Moore, (NC)""",157.2,"148.7 - 175.5 (644)",2170
37127,"""Nash, (NC)""",197.4,"175.6 - 204.1 (644)",3339
37129,"""New Hanover, (NC)""",125.6,"26.6 - 148.6 (644)",2000
37131,"""Northampton, (NC)""",158.2,"148.7 - 175.5 (644)",2624
37133,"""Onslow, (NC)""",179.9,"175.6 - 204.1 (644)",2282
37135,"""Orange, (NC)""",109.6,"26.6 - 148.6 (644)",2109
37137,"""Pamlico, (NC)""",185.8,"175.6 - 204.1 (644)",1431
37139,"""Pasquotank, (NC)""",320.5,"242.9 - 651.5 (644)",2142
37141,"""Pender, (NC)""",175.1,"148.7 - 175.5 (644)",2827
37143,"""Perquimans, (NC)""",252.6,"242.9 - 651.5 (644)",1777
37145,"""Person, (NC)""",184.7,"175.6 - 204.1 (644)",2714
37147,"""Pitt, (NC)""",185,"175.6 - 204.1 (644)",3000
37151,"""Randolph, (NC)""",183,"175.6 - 204.1 (644)",2633
37153,"""Richmond, (NC)""",276.2,"242.9 - 651.5 (644)",2465
37155,"""Robeson, (NC)""",262.7,"242.9 - 651.5 (644)",2693
37157,"""Rockingham, (NC)""",192.3,"175.6 - 204.1 (644)",2635
37159,"""Rowan, (NC)""",186.1,"175.6 - 204.1 (644)",3311
37163,"""Sampson, (NC)""",214,"204.2 - 242.8 (644)",2721
37165,"""Scotland, (NC)""",229.2,"204.2 - 242.8 (644)",2237
37167,"""Stanly, (NC)""",239,"204.2 - 242.8 (644)",3292
37169,"""Stokes, (NC)""",188.4,"175.6 - 204.1 (644)",3164
37177,"""Tyrrell, (NC)""",195.4,"175.6 - 204.1 (644)",2246
37179,"""Union, (NC)""",118.7,"26.6 - 148.6 (644)",2982
37181,"""Vance, (NC)""",209.9,"204.2 - 242.8 (644)",3908
37183,"""Wake, (NC)""",112.3,"26.6 - 148.6 (644)",2371
37185,"""Warren, (NC)""",225.3,"204.2 - 242.8 (644)",2940
37187,"""Washington, (NC)""",182.8,"175.6 - 204.1 (644)",3205
37191,"""Wayne, (NC)""",198.9,"175.6 - 204.1 (644)",2382
37195,"""Wilson, (NC)""",184.2,"175.6 - 204.1 (644)",3391
45015,"""Berkeley, (SC)""",132.9,"26.6 - 148.6 (644)",2516
45019,"""Charleston, (SC)""",150.1,"148.7 - 175.5 (644)",2471
45025,"""Chesterfield, (SC)""",269.2,"242.9 - 651.5 (644)",2988
45027,"""Clarendon, (SC)""",182,"175.6 - 204.1 (644)",2102
45031,"""Darlington, (SC)""",152.5,"148.7 - 175.5 (644)",3105
45033,"""Dillon, (SC)""",213.5,"204.2 - 242.8 (644)",3060
45035,"""Dorchester, (SC)""",142.8,"26.6 - 148.6 (644)",3142
45041,"""Florence, (SC)""",171.6,"148.7 - 175.5 (644)",3184
45043,"""Georgetown, (SC)""",189,"175.6 - 204.1 (644)",1715
45051,"""Horry, (SC)""",176.7,"175.6 - 204.1 (644)",2020
45055,"""Kershaw, (SC)""",163.7,"148.7 - 175.5 (644)",2090
45061,"""Lee, (SC)""",387.6,"242.9 - 651.5 (644)",3125
45067,"""Marion, (SC)""",184.6,"175.6 - 204.1 (644)",3302
45069,"""Marlboro, (SC)""",139.2,"26.6 - 148.6 (644)",2993
45085,"""Sumter, (SC)""",145.4,"26.6 - 148.6 (644)",2677
45089,"""Williamsburg, (SC)""",147.3,"26.6 - 148.6 (644)",3861
51001,"""Accomack, (VA)""",291.4,"242.9 - 651.5 (644)",2457
51003,"""Albemarle, (VA)""",94.2,"26.6 - 148.6 (644)",2450
51005,"""Alleghany, (VA)""",192.5,"175.6 - 204.1 (644)",3252
51007,"""Amelia, (VA)""",196.6,"175.6 - 204.1 (644)",2950
51009,"""Amherst, (VA)""",167.1,"148.7 - 175.5 (644)",3101
51011,"""Appomattox, (VA)""",212.9,"204.2 - 242.8 (644)",2785
51015,"""Augusta, (VA)""",141.4,"26.6 - 148.6 (644)",1867
51017,"""Bath, (VA)""",164.3,"148.7 - 175.5 (644)",5938
51019,"""Bedford County, (VA)""",145.7,"26.6 - 148.6 (644)",2556
51023,"""Botetourt, (VA)""",137.9,"26.6 - 148.6 (644)",3303
51025,"""Brunswick, (VA)""",230.1,"204.2 - 242.8 (644)",3328
51029,"""Buckingham, (VA)""",205.3,"204.2 - 242.8 (644)",3926
51031,"""Campbell, (VA)""",179.4,"175.6 - 204.1 (644)",3103
51033,"""Caroline, (VA)""",169.4,"148.7 - 175.5 (644)",2467
51036,"""Charles City, (VA)""",165.9,"148.7 - 175.5 (644)",2879
51037,"""Charlotte, (VA)""",210.7,"204.2 - 242.8 (644)",4553
51041,"""Chesterfield, (VA)""",131.1,"26.6 - 148.6 (644)",2690
51045,"""Craig, (VA)""",144.8,"26.6 - 148.6 (644)",3723
51049,"""Cumberland, (VA)""",145.2,"26.6 - 148.6 (644)",2997
51053,"""Dinwiddie, (VA)""",193.9,"175.6 - 204.1 (644)",3197
51057,"""Essex, (VA)""",190.1,"175.6 - 204.1 (644)",2424
51063,"""Floyd, (VA)""",151.4,"148.7 - 175.5 (644)",3049
51065,"""Fluvanna, (VA)""",147.8,"26.6 - 148.6 (644)",2018
51067,"""Franklin County, (VA)""",123,"26.6 - 148.6 (644)",2335
51073,"""Gloucester, (VA)""",167.9,"148.7 - 175.5 (644)",2209
51075,"""Goochland, (VA)""",130.5,"26.6 - 148.6 (644)",3066
51079,"""Greene, (VA)""",142.3,"26.6 - 148.6 (644)",2243
51081,"""Greensville, (VA)""",355.2,"242.9 - 651.5 (644)",2950
51083,"""Halifax, (VA)""",187.3,"175.6 - 204.1 (644)",2032
51085,"""Hanover, (VA)""",156.7,"148.7 - 175.5 (644)",2666
51087,"""Henrico, (VA)""",150.5,"148.7 - 175.5 (644)",3293
51089,"""Henry, (VA)""",201.2,"175.6 - 204.1 (644)",3516
51093,"""Isle of Wight, (VA)""",163.1,"148.7 - 175.5 (644)",2402
51095,"""James City, (VA)""",140.6,"26.6 - 148.6 (644)",1474
51097,"""King and Queen, (VA)""",188.6,"175.6 - 204.1 (644)",2350
51099,"""King George, (VA)""",131.1,"26.6 - 148.6 (644)",3425
51101,"""King William, (VA)""",195.6,"175.6 - 204.1 (644)",2516
51103,"""Lancaster, (VA)""",172.8,"148.7 - 175.5 (644)",1764
51109,"""Louisa, (VA)""",189.1,"175.6 - 204.1 (644)",2167
51111,"""Lunenburg, (VA)""",233.5,"204.2 - 242.8 (644)",2779
51115,"""Mathews, (VA)""",173.8,"148.7 - 175.5 (644)",1421
51117,"""Mecklenburg, (VA)""",215.1,"204.2 - 242.8 (644)",2292
51119,"""Middlesex, (VA)""",187.9,"175.6 - 204.1 (644)",1799
51121,"""Montgomery, (VA)""",163.8,"148.7 - 175.5 (644)",3441
51125,"""Nelson, (VA)""",175.7,"175.6 - 204.1 (644)",2075
51127,"""New Kent, (VA)""",172,"148.7 - 175.5 (644)",2277
51131,"""Northampton, (VA)""",246.5,"242.9 - 651.5 (644)",2276
51133,"""Northumberland, (VA)""",179,"175.6 - 204.1 (644)",2019
51135,"""Nottoway, (VA)""",246.4,"242.9 - 651.5 (644)",3165
51137,"""Orange, (VA)""",159.3,"148.7 - 175.5 (644)",2241
51141,"""Patrick, (VA)""",253.7,"242.9 - 651.5 (644)",2572
51143,"""Pittsylvania, (VA)""",183.2,"175.6 - 204.1 (644)",2816
51145,"""Powhatan, (VA)""",137.1,"26.6 - 148.6 (644)",2514
51147,"""Prince Edward, (VA)""",200.7,"175.6 - 204.1 (644)",4210
51149,"""Prince George, (VA)""",117,"26.6 - 148.6 (644)",3073
51159,"""Richmond County, (VA)""",186,"175.6 - 204.1 (644)",2034
51161,"""Roanoke County, (VA)""",131.1,"26.6 - 148.6 (644)",2951
51163,"""Rockbridge, (VA)""",139,"26.6 - 148.6 (644)",2284
51175,"""Southampton, (VA)""",210.5,"204.2 - 242.8 (644)",2443
51177,"""Spotsylvania, (VA)""",140.7,"26.6 - 148.6 (644)",2556
51181,"""Surry, (VA)""",154.9,"148.7 - 175.5 (644)",1700
51183,"""Sussex, (VA)""",147.7,"26.6 - 148.6 (644)",3805
51193,"""Westmoreland, (VA)""",181.2,"175.6 - 204.1 (644)",2339
51199,"""York, (VA)""",121.4,"26.6 - 148.6 (644)",2248
51530,"""Buena Vista, (VA)""",176.8,"175.6 - 204.1 (644)",2104
51540,"""Charlottesville, (VA)""",114.7,"26.6 - 148.6 (644)",2193
51550,"""Chesapeake, (VA)""",173.9,"148.7 - 175.5 (644)",2478
51570,"""Colonial Heights, (VA)""",157.7,"148.7 - 175.5 (644)",2308
51580,"""Covington, (VA)""",332.8,"242.9 - 651.5 (644)",2901
51590,"""Danville, (VA)""",238.4,"204.2 - 242.8 (644)",4069
51595,"""Emporia, (VA)""",348.3,"242.9 - 651.5 (644)",2858
51620,"""Franklin City, (VA)""",232.9,"204.2 - 242.8 (644)",1718
51630,"""Fredericksburg, (VA)""",142.5,"26.6 - 148.6 (644)",3218
51650,"""Hampton, (VA)""",198.2,"175.6 - 204.1 (644)",2794
51670,"""Hopewell, (VA)""",197.1,"175.6 - 204.1 (644)",4147
51678,"""Lexington, (VA)""",155.2,"148.7 - 175.5 (644)",3253
51680,"""Lynchburg, (VA)""",166.9,"148.7 - 175.5 (644)",3262
51690,"""Martinsville, (VA)""",309.4,"242.9 - 651.5 (644)",4419
51700,"""Newport News, (VA)""",172.9,"148.7 - 175.5 (644)",2899
51710,"""Norfolk, (VA)""",198.5,"175.6 - 204.1 (644)",2869
51730,"""Petersburg, (VA)""",257.1,"242.9 - 651.5 (644)",4904
51735,"""Poquoson, (VA)""",165.5,"148.7 - 175.5 (644)",2427
51740,"""Portsmouth, (VA)""",201.6,"175.6 - 204.1 (644)",2530
51750,"""Radford, (VA)""",185.4,"175.6 - 204.1 (644)",3216
51760,"""Richmond City, (VA)""",155,"148.7 - 175.5 (644)",4242
51770,"""Roanoke City, (VA)""",181.7,"175.6 - 204.1 (644)",3844
51775,"""Salem, (VA)""",177.9,"175.6 - 204.1 (644)",3721
51790,"""Staunton, (VA)""",205.8,"204.2 - 242.8 (644)",2241
51800,"""Suffolk, (VA)""",166.1,"148.7 - 175.5 (644)",2126
51810,"""Virginia Beach, (VA)""",134,"26.6 - 148.6 (644)",2448
51820,"""Waynesboro, (VA)""",180.2,"175.6 - 204.1 (644)",2538
51830,"""Williamsburg, (VA)""",126.6,"26.6 - 148.6 (644)",1194
54025,"""Greenbrier, (WV)""",192.7,"175.6 - 204.1 (644)",3302
54063,"""Monroe, (WV)""",202.1,"175.6 - 204.1 (644)",3057
10001,"""Kent, (DE)""",207.4,"204.2 - 242.8 (644)",2897
10003,"""New Castle, (DE)""",157.4,"148.7 - 175.5 (644)",3008
10005,"""Sussex, (DE)""",206.2,"204.2 - 242.8 (644)",2205
11001,"""District of Columbia, (DC)""",214.5,"204.2 - 242.8 (644)",4381
24001,"""Allegany, (MD)""",247.4,"242.9 - 651.5 (644)",3070
24003,"""Anne Arundel, (MD)""",160.1,"148.7 - 175.5 (644)",2451
24005,"""Baltimore County, (MD)""",211.8,"204.2 - 242.8 (644)",2733
24009,"""Calvert, (MD)""",204.9,"204.2 - 242.8 (644)",1873
24011,"""Caroline, (MD)""",236.8,"204.2 - 242.8 (644)",3194
24013,"""Carroll, (MD)""",183.4,"175.6 - 204.1 (644)",1990
24015,"""Cecil, (MD)""",208.4,"204.2 - 242.8 (644)",2870
24017,"""Charles, (MD)""",159.7,"148.7 - 175.5 (644)",2902
24019,"""Dorchester, (MD)""",221.4,"204.2 - 242.8 (644)",2903
24021,"""Frederick, (MD)""",190.1,"175.6 - 204.1 (644)",2464
24023,"""Garrett, (MD)""",266,"242.9 - 651.5 (644)",1931
24025,"""Harford, (MD)""",192.8,"175.6 - 204.1 (644)",2133
24027,"""Howard, (MD)""",120,"26.6 - 148.6 (644)",2076
24029,"""Kent, (MD)""",204.2,"204.2 - 242.8 (644)",2315
24031,"""Montgomery, (MD)""",105.2,"26.6 - 148.6 (644)",2563
24033,"""Prince George's, (MD)""",160,"148.7 - 175.5 (644)",3639
24035,"""Queen Anne's, (MD)""",180,"175.6 - 204.1 (644)",2235
24041,"""Talbot, (MD)""",145,"26.6 - 148.6 (644)",2066
24043,"""Washington, (MD)""",211.5,"204.2 - 242.8 (644)",2883
24045,"""Wicomico, (MD)""",297.1,"242.9 - 651.5 (644)",3653
24510,"""Baltimore City, (MD)""",235,"204.2 - 242.8 (644)",4145
34001,"""Atlantic, (NJ)""",225.6,"204.2 - 242.8 (644)",3213
34003,"""Bergen, (NJ)""",143.9,"26.6 - 148.6 (644)",3084
34005,"""Burlington, (NJ)""",151.2,"148.7 - 175.5 (644)",3195
34007,"""Camden, (NJ)""",200.5,"175.6 - 204.1 (644)",3827
34009,"""Cape May, (NJ)""",236.8,"204.2 - 242.8 (644)",2336
34011,"""Cumberland, (NJ)""",253.2,"242.9 - 651.5 (644)",4551
34013,"""Essex, (NJ)""",168.7,"148.7 - 175.5 (644)",4534
34015,"""Gloucester, (NJ)""",226.9,"204.2 - 242.8 (644)",3250
34019,"""Hunterdon, (NJ)""",137.3,"26.6 - 148.6 (644)",2783
34021,"""Mercer, (NJ)""",148.5,"26.6 - 148.6 (644)",3293
34023,"""Middlesex, (NJ)""",168.6,"148.7 - 175.5 (644)",3015
34025,"""Monmouth, (NJ)""",171.3,"148.7 - 175.5 (644)",2935
34027,"""Morris, (NJ)""",144.7,"26.6 - 148.6 (644)",2902
34029,"""Ocean, (NJ)""",253.6,"242.9 - 651.5 (644)",3236
34031,"""Passaic, (NJ)""",174.1,"148.7 - 175.5 (644)",3580
34033,"""Salem, (NJ)""",206,"204.2 - 242.8 (644)",4080
34035,"""Somerset, (NJ)""",143.5,"26.6 - 148.6 (644)",2527
34037,"""Sussex, (NJ)""",195.7,"175.6 - 204.1 (644)",3315
34039,"""Union, (NJ)""",156.3,"148.7 - 175.5 (644)",3322
34041,"""Warren, (NJ)""",199.3,"175.6 - 204.1 (644)",3094
36003,"""Allegany, (NY)""",201,"175.6 - 204.1 (644)",2562
36007,"""Broome, (NY)""",175.4,"148.7 - 175.5 (644)",2304
36009,"""Cattaraugus, (NY)""",285.4,"242.9 - 651.5 (644)",2765
36011,"""Cayuga, (NY)""",203.1,"175.6 - 204.1 (644)",2146
36013,"""Chautauqua, (NY)""",226.6,"204.2 - 242.8 (644)",3078
36015,"""Chemung, (NY)""",259,"242.9 - 651.5 (644)",3074
36017,"""Chenango, (NY)""",307.8,"242.9 - 651.5 (644)",2472
