"cnty_fips","display_name","Value","theme_range","dm_prev_adj","ob_prev_adj","ltpia_prev_adj"
31043,"""Dakota, (NE)""",129.5,"26.6 - 148.6 (644)",10,38.5,31.7
31045,"""Dawes, (NE)""",173.2,"148.7 - 175.5 (644)",6.7,28.2,20.2
31047,"""Dawson, (NE)""",152.6,"148.7 - 175.5 (644)",10,35.6,25.2
31049,"""Deuel, (NE)""",181,"175.6 - 204.1 (644)",8.5,36,24.4
31051,"""Dixon, (NE)""",107.8,"26.6 - 148.6 (644)",7.2,35.9,31.3
31053,"""Dodge, (NE)""",127.7,"26.6 - 148.6 (644)",10,35.3,28.6
31055,"""Douglas, (NE)""",126.3,"26.6 - 148.6 (644)",8.5,29.9,21.7
31057,"""Dundy, (NE)""",217.3,"204.2 - 242.8 (644)",5,34.6,23
31059,"""Fillmore, (NE)""",168,"148.7 - 175.5 (644)",10.1,32.1,26
31061,"""Franklin, (NE)""",195.4,"175.6 - 204.1 (644)",4.1,30.3,26.1
31063,"""Frontier, (NE)""",152.9,"148.7 - 175.5 (644)",8.7,44.9,27.9
31065,"""Furnas, (NE)""",148,"26.6 - 148.6 (644)",7.4,34.6,28.1
31067,"""Gage, (NE)""",131.2,"26.6 - 148.6 (644)",8.7,38.6,27.5
31069,"""Garden, (NE)""",144.9,"26.6 - 148.6 (644)",9,28.1,28.1
31071,"""Garfield, (NE)""",202.9,"175.6 - 204.1 (644)",4.3,27.1,27.5
31073,"""Gosper, (NE)""",145.7,"26.6 - 148.6 (644)",4.7,23.7,19.9
31075,"""Grant, (NE)""",134.1,"26.6 - 148.6 (644)",5.1,33.5,35
31077,"""Greeley, (NE)""",164,"148.7 - 175.5 (644)",6.9,38.8,28.7
31079,"""Hall, (NE)""",157.1,"148.7 - 175.5 (644)",9.3,34.6,27.3
31081,"""Hamilton, (NE)""",152.3,"148.7 - 175.5 (644)",7.6,29.9,24.1
31083,"""Harlan, (NE)""",157.8,"148.7 - 175.5 (644)",7.8,35.1,25.7
31085,"""Hayes, (NE)""",157.2,"148.7 - 175.5 (644)",5.4,24,23.8
31087,"""Hitchcock, (NE)""",197,"175.6 - 204.1 (644)",7.3,38.5,24.7
31089,"""Holt, (NE)""",207.1,"204.2 - 242.8 (644)",7.4,31.7,28.2
31091,"""Hooker, (NE)""",159.2,"148.7 - 175.5 (644)",5.6,26.5,24.8
31093,"""Howard, (NE)""",150.2,"148.7 - 175.5 (644)",8.6,37.6,27.1
31095,"""Jefferson, (NE)""",145.6,"26.6 - 148.6 (644)",6.9,37.8,28.9
31097,"""Johnson, (NE)""",157.7,"148.7 - 175.5 (644)",8.4,36.6,28.6
31099,"""Kearney, (NE)""",165.3,"148.7 - 175.5 (644)",7.9,37.5,22.2
31101,"""Keith, (NE)""",154.4,"148.7 - 175.5 (644)",6.9,30,28.6
31103,"""Keya Paha, (NE)""",169,"148.7 - 175.5 (644)",10,29,25.5
31105,"""Kimball, (NE)""",149.5,"148.7 - 175.5 (644)",8.9,39.5,27.3
31107,"""Knox, (NE)""",149.7,"148.7 - 175.5 (644)",7.5,32.5,28.6
31109,"""Lancaster, (NE)""",123,"26.6 - 148.6 (644)",7.4,28.7,17.4
31111,"""Lincoln, (NE)""",158.9,"148.7 - 175.5 (644)",10.1,37.2,26.4
31113,"""Logan, (NE)""",170.6,"148.7 - 175.5 (644)",9,35.1,28.5
31115,"""Loup, (NE)""",231.5,"204.2 - 242.8 (644)",4.6,30.6,26
31117,"""McPherson, (NE)""",155.6,"148.7 - 175.5 (644)",16.2,25.4,25.1
31119,"""Madison, (NE)""",173.6,"148.7 - 175.5 (644)",9.8,34,24.9
31121,"""Merrick, (NE)""",155.7,"148.7 - 175.5 (644)",13.1,39.1,28.3
31123,"""Morrill, (NE)""",125.5,"26.6 - 148.6 (644)",11.1,38.3,29.2
31125,"""Nance, (NE)""",160,"148.7 - 175.5 (644)",9.1,30.4,25.2
31127,"""Nemaha, (NE)""",173.1,"148.7 - 175.5 (644)",8.7,38.8,23.9
31129,"""Nuckolls, (NE)""",210.1,"204.2 - 242.8 (644)",7.1,34.9,28.1
31131,"""Otoe, (NE)""",130,"26.6 - 148.6 (644)",10,39.8,28.3
31133,"""Pawnee, (NE)""",155.7,"148.7 - 175.5 (644)",4.9,33.7,23.6
31135,"""Perkins, (NE)""",157.5,"148.7 - 175.5 (644)",8.3,25,24
31137,"""Phelps, (NE)""",146.1,"26.6 - 148.6 (644)",8,36.6,24
31139,"""Pierce, (NE)""",133.6,"26.6 - 148.6 (644)",9.1,32,29
31141,"""Platte, (NE)""",161,"148.7 - 175.5 (644)",8,35.7,22.3
31143,"""Polk, (NE)""",166.8,"148.7 - 175.5 (644)",7.8,35.2,23.5
31145,"""Red Willow, (NE)""",160.6,"148.7 - 175.5 (644)",7.1,35.6,23.7
31147,"""Richardson, (NE)""",161.7,"148.7 - 175.5 (644)",7.7,36.8,30
31149,"""Rock, (NE)""",318.6,"242.9 - 651.5 (644)",11.6,34.6,34.3
31151,"""Saline, (NE)""",192.4,"175.6 - 204.1 (644)",10.7,36.3,29.2
31153,"""Sarpy, (NE)""",144.3,"26.6 - 148.6 (644)",9.2,32.4,20
31155,"""Saunders, (NE)""",136.5,"26.6 - 148.6 (644)",9,34.8,23.1
31157,"""Scotts Bluff, (NE)""",142.7,"26.6 - 148.6 (644)",9.7,35.9,24.6
31159,"""Seward, (NE)""",168,"148.7 - 175.5 (644)",8.3,31.7,22.2
31161,"""Sheridan, (NE)""",134.5,"26.6 - 148.6 (644)",9.2,32.3,27.4
31163,"""Sherman, (NE)""",156.1,"148.7 - 175.5 (644)",8,35.6,25.9
31165,"""Sioux, (NE)""",148,"26.6 - 148.6 (644)",4.7,22.3,28.8
31167,"""Stanton, (NE)""",125.2,"26.6 - 148.6 (644)",5.8,37.6,29.9
31169,"""Thayer, (NE)""",219.8,"204.2 - 242.8 (644)",6.1,32.4,22.9
31171,"""Thomas, (NE)""",117.5,"26.6 - 148.6 (644)",4.5,27,26.5
31173,"""Thurston, (NE)""",286.7,"242.9 - 651.5 (644)",18.4,44.4,31.7
31175,"""Valley, (NE)""",195.1,"175.6 - 204.1 (644)",8.2,32,24.9
31177,"""Washington, (NE)""",132.4,"26.6 - 148.6 (644)",9.3,31.8,20.6
31179,"""Wayne, (NE)""",117.1,"26.6 - 148.6 (644)",9.7,34.8,23.5
31181,"""Webster, (NE)""",204.6,"204.2 - 242.8 (644)",7.8,33.7,28.8
31183,"""Wheeler, (NE)""",183.3,"175.6 - 204.1 (644)",8.4,28.4,29.8
31185,"""York, (NE)""",182.7,"175.6 - 204.1 (644)",9.2,36.4,24.8
35001,"""Bernalillo, (NM)""",191.2,"175.6 - 204.1 (644)",6.4,23.4,16.7
35005,"""Chaves, (NM)""",356.3,"242.9 - 651.5 (644)",10.4,34.1,25.6
35007,"""Colfax, (NM)""",150.7,"148.7 - 175.5 (644)",10.1,28.1,26.4
35009,"""Curry, (NM)""",294.1,"242.9 - 651.5 (644)",7.3,30.2,30.7
35011,"""De Baca, (NM)""",288.9,"242.9 - 651.5 (644)",23.3,38.3,27
35015,"""Eddy, (NM)""",277.4,"242.9 - 651.5 (644)",8.6,34.5,27
35019,"""Guadalupe, (NM)""",251.4,"242.9 - 651.5 (644)",10.6,35.5,25.5
35021,"""Harding, (NM)""",201.5,"175.6 - 204.1 (644)",5,23.1,26.7
35025,"""Lea, (NM)""",280.9,"242.9 - 651.5 (644)",11.3,33,30.2
35027,"""Lincoln, (NM)""",174.3,"148.7 - 175.5 (644)",8.8,23.2,23.2
35028,"""Los Alamos, (NM)""",144.8,"26.6 - 148.6 (644)",5,22.4,12.5
35033,"""Mora, (NM)""",138.3,"26.6 - 148.6 (644)",10.4,26.6,20.2
35035,"""Otero, (NM)""",207.5,"204.2 - 242.8 (644)",9.3,31.5,22.3
35037,"""Quay, (NM)""",245.1,"242.9 - 651.5 (644)",5.4,30,25.2
35039,"""Rio Arriba, (NM)""",147.6,"26.6 - 148.6 (644)",7.5,28.2,22.2
35041,"""Roosevelt, (NM)""",274.2,"242.9 - 651.5 (644)",7.4,28.8,29.4
35047,"""San Miguel, (NM)""",212,"204.2 - 242.8 (644)",11.8,28.8,21.2
35049,"""Santa Fe, (NM)""",138.8,"26.6 - 148.6 (644)",4.3,14.2,11.4
35055,"""Taos, (NM)""",142.4,"26.6 - 148.6 (644)",4.3,18.7,13.1
35057,"""Torrance, (NM)""",195.7,"175.6 - 204.1 (644)",5.4,24.7,24.9
35059,"""Union, (NM)""",191.2,"175.6 - 204.1 (644)",11.5,31.9,25.6
40001,"""Adair, (OK)""",317.2,"242.9 - 651.5 (644)",22.8,48,24.4
40003,"""Alfalfa, (OK)""",238.6,"204.2 - 242.8 (644)",6.7,34.6,27.2
40005,"""Atoka, (OK)""",322.3,"242.9 - 651.5 (644)",11.7,41,29.6
40007,"""Beaver, (OK)""",301.6,"242.9 - 651.5 (644)",8.8,36.7,26.3
40009,"""Beckham, (OK)""",238.8,"204.2 - 242.8 (644)",14.8,34.7,28.6
40011,"""Blaine, (OK)""",232.6,"204.2 - 242.8 (644)",11.7,33.9,30.2
40013,"""Bryan, (OK)""",204.6,"204.2 - 242.8 (644)",11,33.3,31.3
40015,"""Caddo, (OK)""",270.8,"242.9 - 651.5 (644)",9.8,44.2,32.4
40017,"""Canadian, (OK)""",186.1,"175.6 - 204.1 (644)",11.4,34.8,26.9
40019,"""Carter, (OK)""",296.1,"242.9 - 651.5 (644)",9.2,38.8,35.9
40021,"""Cherokee, (OK)""",281.8,"242.9 - 651.5 (644)",18.4,39.1,37.3
40023,"""Choctaw, (OK)""",349.2,"242.9 - 651.5 (644)",9.9,34,32
40025,"""Cimarron, (OK)""",242.3,"204.2 - 242.8 (644)",7.3,28.3,34.1
40027,"""Cleveland, (OK)""",194.5,"175.6 - 204.1 (644)",10.5,34.6,25.4
40029,"""Coal, (OK)""",400,"242.9 - 651.5 (644)",12.3,35.2,33.5
40031,"""Comanche, (OK)""",240.1,"204.2 - 242.8 (644)",10,32.2,29.7
40033,"""Cotton, (OK)""",230.4,"204.2 - 242.8 (644)",7.4,39.5,41.7
40035,"""Craig, (OK)""",346.9,"242.9 - 651.5 (644)",7.2,36,38.9
40037,"""Creek, (OK)""",215.4,"204.2 - 242.8 (644)",10.6,33.2,28.5
40039,"""Custer, (OK)""",253.1,"242.9 - 651.5 (644)",11.7,37.6,31
40041,"""Delaware, (OK)""",241.8,"204.2 - 242.8 (644)",8.7,37.6,35.5
40043,"""Dewey, (OK)""",279,"242.9 - 651.5 (644)",8.1,39.3,30
40045,"""Ellis, (OK)""",295.3,"242.9 - 651.5 (644)",8.3,36.7,25.2
40047,"""Garfield, (OK)""",240.4,"204.2 - 242.8 (644)",8.7,36.7,27.9
40049,"""Garvin, (OK)""",283.3,"242.9 - 651.5 (644)",12.2,35,34.7
40051,"""Grady, (OK)""",257.5,"242.9 - 651.5 (644)",11.2,34.4,28.2
40053,"""Grant, (OK)""",237.6,"204.2 - 242.8 (644)",11.2,27.4,28.1
40055,"""Greer, (OK)""",235.1,"204.2 - 242.8 (644)",8.7,31.5,29.6
40057,"""Harmon, (OK)""",236.4,"204.2 - 242.8 (644)",5.4,31.6,20.9
40059,"""Harper, (OK)""",292.3,"242.9 - 651.5 (644)",7.3,25.5,25.9
40061,"""Haskell, (OK)""",340.6,"242.9 - 651.5 (644)",8.8,30.3,40
40063,"""Hughes, (OK)""",421,"242.9 - 651.5 (644)",21.8,36,36.7
40065,"""Jackson, (OK)""",230.9,"204.2 - 242.8 (644)",10.1,37,27.3
40067,"""Jefferson, (OK)""",338.4,"242.9 - 651.5 (644)",8.3,31.4,24
40069,"""Johnston, (OK)""",260.2,"242.9 - 651.5 (644)",14.2,31.7,27.6
40071,"""Kay, (OK)""",238.1,"204.2 - 242.8 (644)",14.9,36.1,30.1
40073,"""Kingfisher, (OK)""",196.4,"175.6 - 204.1 (644)",14.2,39,27.6
40075,"""Kiowa, (OK)""",253.1,"242.9 - 651.5 (644)",14.8,31.9,33.9
40077,"""Latimer, (OK)""",320.3,"242.9 - 651.5 (644)",15,34.7,27.2
40079,"""Le Flore, (OK)""",317.7,"242.9 - 651.5 (644)",14.1,37.5,34.2
40081,"""Lincoln, (OK)""",237.8,"204.2 - 242.8 (644)",15.4,34.6,31.6
40083,"""Logan, (OK)""",195,"175.6 - 204.1 (644)",15,35.6,26.5
40085,"""Love, (OK)""",203.8,"175.6 - 204.1 (644)",12.1,26.6,31.5
40087,"""McClain, (OK)""",231.4,"204.2 - 242.8 (644)",10.1,35.3,31.1
40089,"""McCurtain, (OK)""",354.5,"242.9 - 651.5 (644)",12.1,35.7,33.2
40091,"""McIntosh, (OK)""",352.6,"242.9 - 651.5 (644)",12.4,34.2,30.6
40093,"""Major, (OK)""",263.8,"242.9 - 651.5 (644)",7.8,41.9,32.3
40095,"""Marshall, (OK)""",205,"204.2 - 242.8 (644)",13.9,34.4,30.6
40097,"""Mayes, (OK)""",255.1,"242.9 - 651.5 (644)",8.7,36.8,32.2
40099,"""Murray, (OK)""",291.8,"242.9 - 651.5 (644)",10.4,34.3,30.5
40101,"""Muskogee, (OK)""",348.8,"242.9 - 651.5 (644)",12.3,42.8,31.9
40103,"""Noble, (OK)""",231.3,"204.2 - 242.8 (644)",10.8,39,26.4
40105,"""Nowata, (OK)""",221.6,"204.2 - 242.8 (644)",16.5,36.4,30.8
40107,"""Okfuskee, (OK)""",328.9,"242.9 - 651.5 (644)",18.2,48.8,29.7
40109,"""Oklahoma, (OK)""",223.1,"204.2 - 242.8 (644)",10.7,30.6,26.2
40111,"""Okmulgee, (OK)""",303.4,"242.9 - 651.5 (644)",12.2,32.9,25.8
40113,"""Osage, (OK)""",206.7,"204.2 - 242.8 (644)",9,32.4,27.9
40115,"""Ottawa, (OK)""",337.5,"242.9 - 651.5 (644)",14.6,36.7,28.5
40117,"""Pawnee, (OK)""",234.3,"204.2 - 242.8 (644)",12.8,39.4,36
40119,"""Payne, (OK)""",196.9,"175.6 - 204.1 (644)",9.8,32.5,23.6
40121,"""Pittsburg, (OK)""",337.2,"242.9 - 651.5 (644)",12.4,35.3,29.7
40123,"""Pontotoc, (OK)""",285.2,"242.9 - 651.5 (644)",14.9,33,30.1
40125,"""Pottawatomie, (OK)""",293.1,"242.9 - 651.5 (644)",12.2,36,33
40127,"""Pushmataha, (OK)""",331.4,"242.9 - 651.5 (644)",10.8,33.6,39.9
40129,"""Roger Mills, (OK)""",245.9,"242.9 - 651.5 (644)",13.8,34.2,28.1
40131,"""Rogers, (OK)""",244.7,"242.9 - 651.5 (644)",11,31.2,30.1
40133,"""Seminole, (OK)""",378.1,"242.9 - 651.5 (644)",16.2,34.1,32.6
40135,"""Sequoyah, (OK)""",319.7,"242.9 - 651.5 (644)",13.9,36.4,36.2
40137,"""Stephens, (OK)""",290.8,"242.9 - 651.5 (644)",13.4,34.3,28.2
40139,"""Texas, (OK)""",252.6,"242.9 - 651.5 (644)",8.5,31.7,30.6
40141,"""Tillman, (OK)""",238.5,"204.2 - 242.8 (644)",20.1,44,41.9
40143,"""Tulsa, (OK)""",222.9,"204.2 - 242.8 (644)",9.4,31.1,27.2
40145,"""Wagoner, (OK)""",213.4,"204.2 - 242.8 (644)",14.6,35.5,28.5
40147,"""Washington, (OK)""",212.4,"204.2 - 242.8 (644)",13.2,38.5,31.1
40149,"""Washita, (OK)""",267.7,"242.9 - 651.5 (644)",9.1,28.7,29.7
40151,"""Woods, (OK)""",265.4,"242.9 - 651.5 (644)",11,35.1,29.6
40153,"""Woodward, (OK)""",296.9,"242.9 - 651.5 (644)",9,29.7,31.2
46003,"""Aurora, (SD)""",202.2,"175.6 - 204.1 (644)",23.9,36.8,17.5
46005,"""Beadle, (SD)""",200.5,"175.6 - 204.1 (644)",7.3,35.5,18.6
46007,"""Bennett, (SD)""",300.1,"242.9 - 651.5 (644)",12.8,42,22
46009,"""Bon Homme, (SD)""",188.9,"175.6 - 204.1 (644)",11.3,40.1,25.8
46011,"""Brookings, (SD)""",201.7,"175.6 - 204.1 (644)",6.9,28.8,15.1
46015,"""Brule, (SD)""",272.7,"242.9 - 651.5 (644)",3.4,28.5,23.8
46017,"""Buffalo, (SD)""",310.3,"242.9 - 651.5 (644)",16.8,47.6,24.2
46023,"""Charles Mix, (SD)""",230,"204.2 - 242.8 (644)",8.2,43.2,21.3
46027,"""Clay, (SD)""",260.2,"242.9 - 651.5 (644)",8.7,30.9,20.2
46033,"""Custer, (SD)""",164.4,"148.7 - 175.5 (644)",12.4,31,22
46035,"""Davison, (SD)""",141.3,"26.6 - 148.6 (644)",7,27,20.5
46043,"""Douglas, (SD)""",137.3,"26.6 - 148.6 (644)",10.1,28.7,21.5
46047,"""Fall River, (SD)""",258,"242.9 - 651.5 (644)",7.6,32.5,17.7
46053,"""Gregory, (SD)""",247.6,"242.9 - 651.5 (644)",6.2,29.8,33.5
46055,"""Haakon, (SD)""",206.7,"204.2 - 242.8 (644)",8.6,24.7,28.1
46059,"""Hand, (SD)""",205.8,"204.2 - 242.8 (644)",5,30.2,19.9
46061,"""Hanson, (SD)""",153.3,"148.7 - 175.5 (644)",10.8,27.1,21.1
46065,"""Hughes, (SD)""",178.4,"175.6 - 204.1 (644)",8.2,32.5,19.5
46067,"""Hutchinson, (SD)""",194.3,"175.6 - 204.1 (644)",7.4,32.7,18.7
46069,"""Hyde, (SD)""",218.9,"204.2 - 242.8 (644)",4.1,24.6,17.5
46071,"""Jackson, (SD)""",251.8,"242.9 - 651.5 (644)",12.5,35.6,25.3
46073,"""Jerauld, (SD)""",236.1,"204.2 - 242.8 (644)",15.6,21.8,24
46075,"""Jones, (SD)""",224.9,"204.2 - 242.8 (644)",8.6,25.3,20.6
46077,"""Kingsbury, (SD)""",195.1,"175.6 - 204.1 (644)",6.9,29.7,22.6
46079,"""Lake, (SD)""",194.8,"175.6 - 204.1 (644)",6.7,31,21.8
46081,"""Lawrence, (SD)""",149.7,"148.7 - 175.5 (644)",7.1,26,17.3
46083,"""Lincoln, (SD)""",126.3,"26.6 - 148.6 (644)",8.1,30.2,20
46085,"""Lyman, (SD)""",225.8,"204.2 - 242.8 (644)",10.8,37.6,31.9
46087,"""McCook, (SD)""",195.6,"175.6 - 204.1 (644)",6.8,36.5,25.2
46093,"""Meade, (SD)""",201.2,"175.6 - 204.1 (644)",8.1,29,20.6
46095,"""Mellette, (SD)""",287.2,"242.9 - 651.5 (644)",12.3,35.9,26.4
46097,"""Miner, (SD)""",200,"175.6 - 204.1 (644)",10.5,22,22.1
46099,"""Minnehaha, (SD)""",175.9,"175.6 - 204.1 (644)",8.3,32.1,19.3
46101,"""Moody, (SD)""",193.1,"175.6 - 204.1 (644)",11.2,37,29.2
46103,"""Pennington, (SD)""",212.8,"204.2 - 242.8 (644)",8.4,28.3,18.4
46111,"""Sanborn, (SD)""",172.1,"148.7 - 175.5 (644)",11.4,40.1,28.1
46102,"""Oglala Lakota, (SD)""",81.7,"26.6 - 148.6 (644)",20.6,38.9,27.4
46117,"""Stanley, (SD)""",160.3,"148.7 - 175.5 (644)",9,27.7,22.2
46121,"""Todd, (SD)""",312.3,"242.9 - 651.5 (644)",15.3,38.5,28.9
46123,"""Tripp, (SD)""",251.4,"242.9 - 651.5 (644)",8.3,35.7,26.1
46125,"""Turner, (SD)""",233.5,"204.2 - 242.8 (644)",8.3,38.1,20.9
46127,"""Union, (SD)""",121.4,"26.6 - 148.6 (644)",11,29.2,23.2
46135,"""Yankton, (SD)""",205.4,"204.2 - 242.8 (644)",7.5,37.6,17.7
48003,"""Andrews, (TX)""",293.3,"242.9 - 651.5 (644)",6.8,34.8,26.4
48009,"""Archer, (TX)""",236.4,"204.2 - 242.8 (644)",9.2,25.8,18.3
48011,"""Armstrong, (TX)""",284.5,"242.9 - 651.5 (644)",7,28.7,21.6
48017,"""Bailey, (TX)""",227.7,"204.2 - 242.8 (644)",5.4,31.2,24
48023,"""Baylor, (TX)""",245.2,"242.9 - 651.5 (644)",9.1,26.2,23.3
48033,"""Borden, (TX)""",211.9,"204.2 - 242.8 (644)",13.6,26.4,24.1
48037,"""Bowie, (TX)""",348.3,"242.9 - 651.5 (644)",13.4,47.7,38.7
48045,"""Briscoe, (TX)""",177.6,"175.6 - 204.1 (644)",7.7,25.5,26.5
48059,"""Callahan, (TX)""",272.7,"242.9 - 651.5 (644)",11.1,35.4,27.8
48063,"""Camp, (TX)""",251.3,"242.9 - 651.5 (644)",14.1,27.5,24.3
48065,"""Carson, (TX)""",306.8,"242.9 - 651.5 (644)",6.7,26.8,22.4
48067,"""Cass, (TX)""",310.3,"242.9 - 651.5 (644)",17.7,37.3,31.5
48069,"""Castro, (TX)""",245.3,"242.9 - 651.5 (644)",16.9,27,20.9
48075,"""Childress, (TX)""",271.7,"242.9 - 651.5 (644)",12.8,24.9,27.1
48077,"""Clay, (TX)""",230.2,"204.2 - 242.8 (644)",12.8,31.4,30.7
48079,"""Cochran, (TX)""",246.8,"242.9 - 651.5 (644)",15.5,24.8,21.4
48085,"""Collin, (TX)""",129.8,"26.6 - 148.6 (644)",8.6,27.5,19.7
48087,"""Collingsworth, (TX)""",329.9,"242.9 - 651.5 (644)",6.3,29,19.4
48097,"""Cooke, (TX)""",157.6,"148.7 - 175.5 (644)",6.3,23.3,26
48101,"""Cottle, (TX)""",243.6,"242.9 - 651.5 (644)",12.7,20.7,20.9
48107,"""Crosby, (TX)""",233.1,"204.2 - 242.8 (644)",3.9,28.5,22.4
48111,"""Dallam, (TX)""",216.7,"204.2 - 242.8 (644)",8.1,35.8,24
48113,"""Dallas, (TX)""",168.8,"148.7 - 175.5 (644)",8.4,29.8,24.5
48115,"""Dawson, (TX)""",238.3,"204.2 - 242.8 (644)",16.3,29.4,27.8
48117,"""Deaf Smith, (TX)""",230,"204.2 - 242.8 (644)",5.6,26.4,19.8
48119,"""Delta, (TX)""",342.9,"242.9 - 651.5 (644)",8.4,33.8,23.6
48121,"""Denton, (TX)""",118.1,"26.6 - 148.6 (644)",8.9,24.9,20.4
48125,"""Dickens, (TX)""",172.5,"148.7 - 175.5 (644)",4.3,23.6,22.5
48129,"""Donley, (TX)""",254.9,"242.9 - 651.5 (644)",9.3,28.3,21.1
48133,"""Eastland, (TX)""",206.7,"204.2 - 242.8 (644)",4.2,34.9,27.6
48139,"""Ellis, (TX)""",168.9,"148.7 - 175.5 (644)",11.6,38,26.3
48143,"""Erath, (TX)""",258.6,"242.9 - 651.5 (644)",16.2,26,27.7
48147,"""Fannin, (TX)""",348.3,"242.9 - 651.5 (644)",5.5,29.9,29.6
48151,"""Fisher, (TX)""",250.2,"242.9 - 651.5 (644)",5.7,22.4,20
48153,"""Floyd, (TX)""",233.5,"204.2 - 242.8 (644)",7.7,34.8,21.2
48155,"""Foard, (TX)""",218.7,"204.2 - 242.8 (644)",5.2,27.7,21.2
48159,"""Franklin, (TX)""",282.1,"242.9 - 651.5 (644)",11.2,37.4,32.3
48165,"""Gaines, (TX)""",258.1,"242.9 - 651.5 (644)",5.8,33.8,28.1
48169,"""Garza, (TX)""",226.9,"204.2 - 242.8 (644)",5.6,22.7,21.9
48179,"""Gray, (TX)""",365.9,"242.9 - 651.5 (644)",9.8,33.8,28.7
48181,"""Grayson, (TX)""",196.5,"175.6 - 204.1 (644)",11.2,30.1,32.3
48183,"""Gregg, (TX)""",241.5,"204.2 - 242.8 (644)",9.5,30.1,27.2
48189,"""Hale, (TX)""",234.8,"204.2 - 242.8 (644)",7.7,32.3,30.4
48191,"""Hall, (TX)""",201.1,"175.6 - 204.1 (644)",9.4,25.6,24.9
48195,"""Hansford, (TX)""",219.2,"204.2 - 242.8 (644)",5.6,24.4,21.3
48197,"""Hardeman, (TX)""",233.6,"204.2 - 242.8 (644)",6.7,32.4,30.2
48203,"""Harrison, (TX)""",212.5,"204.2 - 242.8 (644)",12.9,44.4,30.3
48205,"""Hartley, (TX)""",247.4,"242.9 - 651.5 (644)",4.1,29.6,26.8
48207,"""Haskell, (TX)""",269.9,"242.9 - 651.5 (644)",8.6,26.7,30.5
48211,"""Hemphill, (TX)""",278.3,"242.9 - 651.5 (644)",7.5,31.8,28.1
48213,"""Henderson, (TX)""",285.6,"242.9 - 651.5 (644)",9.8,37,33.5
48219,"""Hockley, (TX)""",186.9,"175.6 - 204.1 (644)",6.5,28.5,32.9
48221,"""Hood, (TX)""",183.6,"175.6 - 204.1 (644)",5,28.3,25
48223,"""Hopkins, (TX)""",283.7,"242.9 - 651.5 (644)",8.2,30.8,33.5
48227,"""Howard, (TX)""",353.9,"242.9 - 651.5 (644)",13.4,39.3,24.4
48231,"""Hunt, (TX)""",249.9,"242.9 - 651.5 (644)",13.4,32.7,34.5
48233,"""Hutchinson, (TX)""",431,"242.9 - 651.5 (644)",9.7,30.6,33.7
48237,"""Jack, (TX)""",239.6,"204.2 - 242.8 (644)",5.6,32.7,27.8
48251,"""Johnson, (TX)""",221.6,"204.2 - 242.8 (644)",11.1,39.3,27.3
48253,"""Jones, (TX)""",277.1,"242.9 - 651.5 (644)",13,38,25.4
48257,"""Kaufman, (TX)""",243.6,"242.9 - 651.5 (644)",9,35.7,27.1
48263,"""Kent, (TX)""",190.4,"175.6 - 204.1 (644)",4.7,25.3,20.7
48269,"""King, (TX)""",208,"204.2 - 242.8 (644)",9.2,21.2,19.7
48275,"""Knox, (TX)""",247.2,"242.9 - 651.5 (644)",5.9,24.1,20.6
48277,"""Lamar, (TX)""",359.5,"242.9 - 651.5 (644)",12.9,34.7,35.8
48279,"""Lamb, (TX)""",239.4,"204.2 - 242.8 (644)",16.7,25.9,26.5
48295,"""Lipscomb, (TX)""",245.1,"242.9 - 651.5 (644)",4.8,27.9,27.2
48303,"""Lubbock, (TX)""",238.6,"204.2 - 242.8 (644)",8.1,34.7,27
48305,"""Lynn, (TX)""",226.3,"204.2 - 242.8 (644)",14.2,28,24.2
48315,"""Marion, (TX)""",233,"204.2 - 242.8 (644)",14.8,40.7,24.3
48317,"""Martin, (TX)""",256.6,"242.9 - 651.5 (644)",4,35.8,26.8
48335,"""Mitchell, (TX)""",202.6,"175.6 - 204.1 (644)",5.8,30.9,23.9
48337,"""Montague, (TX)""",262.2,"242.9 - 651.5 (644)",9.9,30.4,30.8
48341,"""Moore, (TX)""",243.4,"242.9 - 651.5 (644)",8.3,27.3,24.9
48343,"""Morris, (TX)""",279.6,"242.9 - 651.5 (644)",9,38.7,31
48345,"""Motley, (TX)""",178.9,"175.6 - 204.1 (644)",7.8,28.1,20.8
48353,"""Nolan, (TX)""",247.8,"242.9 - 651.5 (644)",17.2,36.1,35.1
48357,"""Ochiltree, (TX)""",382.7,"242.9 - 651.5 (644)",18.4,24,39.2
48359,"""Oldham, (TX)""",226.5,"204.2 - 242.8 (644)",5,21.8,21.1
48363,"""Palo Pinto, (TX)""",307.9,"242.9 - 651.5 (644)",8.9,31.8,28.7
48365,"""Panola, (TX)""",199.2,"175.6 - 204.1 (644)",14.2,37.3,25.3
48367,"""Parker, (TX)""",188.2,"175.6 - 204.1 (644)",5.5,35,28.5
48369,"""Parmer, (TX)""",218.5,"204.2 - 242.8 (644)",8.3,40.4,30.1
48375,"""Potter, (TX)""",342.6,"242.9 - 651.5 (644)",10.4,36.8,27.7
48379,"""Rains, (TX)""",242.2,"204.2 - 242.8 (644)",23.6,30.4,19.1
48381,"""Randall, (TX)""",258.1,"242.9 - 651.5 (644)",8.2,27.1,26.1
48387,"""Red River, (TX)""",368.1,"242.9 - 651.5 (644)",14.8,39.8,37.2
48393,"""Roberts, (TX)""",334.2,"242.9 - 651.5 (644)",4.9,22.1,19.5
48397,"""Rockwall, (TX)""",188.5,"175.6 - 204.1 (644)",13.9,24.3,31.2
