"cnty_fips","display_name","Value","theme_range","pac_cost"
26023,"""Branch, (MI)""",202.8,"175.6 - 204.1 (644)",2579
26025,"""Calhoun, (MI)""",223.3,"204.2 - 242.8 (644)",3944
26027,"""Cass, (MI)""",207.5,"204.2 - 242.8 (644)",2700
26035,"""Clare, (MI)""",250.5,"242.9 - 651.5 (644)",2899
26037,"""Clinton, (MI)""",146.7,"26.6 - 148.6 (644)",3426
26045,"""Eaton, (MI)""",164.3,"148.7 - 175.5 (644)",3865
26049,"""Genesee, (MI)""",224.8,"204.2 - 242.8 (644)",4189
26051,"""Gladwin, (MI)""",275.8,"242.9 - 651.5 (644)",2926
26057,"""Gratiot, (MI)""",280.4,"242.9 - 651.5 (644)",4566
26059,"""Hillsdale, (MI)""",253.1,"242.9 - 651.5 (644)",3266
26063,"""Huron, (MI)""",285.2,"242.9 - 651.5 (644)",3585
26065,"""Ingham, (MI)""",163.5,"148.7 - 175.5 (644)",4489
26067,"""Ionia, (MI)""",189.5,"175.6 - 204.1 (644)",3113
26069,"""Iosco, (MI)""",306.8,"242.9 - 651.5 (644)",3015
26073,"""Isabella, (MI)""",221.2,"204.2 - 242.8 (644)",3618
26075,"""Jackson, (MI)""",266.2,"242.9 - 651.5 (644)",3754
26077,"""Kalamazoo, (MI)""",152.4,"148.7 - 175.5 (644)",3050
26081,"""Kent, (MI)""",204,"175.6 - 204.1 (644)",3556
26085,"""Lake, (MI)""",224.9,"204.2 - 242.8 (644)",2870
26087,"""Lapeer, (MI)""",215.6,"204.2 - 242.8 (644)",3835
26091,"""Lenawee, (MI)""",245.3,"242.9 - 651.5 (644)",3400
26093,"""Livingston, (MI)""",225.4,"204.2 - 242.8 (644)",3194
26099,"""Macomb, (MI)""",215.5,"204.2 - 242.8 (644)",4497
26101,"""Manistee, (MI)""",203.1,"175.6 - 204.1 (644)",2221
26105,"""Mason, (MI)""",204.9,"204.2 - 242.8 (644)",3014
26107,"""Mecosta, (MI)""",236.2,"204.2 - 242.8 (644)",3147
26111,"""Midland, (MI)""",153.6,"148.7 - 175.5 (644)",3044
26113,"""Missaukee, (MI)""",172.4,"148.7 - 175.5 (644)",2125
26115,"""Monroe, (MI)""",229.8,"204.2 - 242.8 (644)",4293
26117,"""Montcalm, (MI)""",226.2,"204.2 - 242.8 (644)",3438
26121,"""Muskegon, (MI)""",158.2,"148.7 - 175.5 (644)",4469
26123,"""Newaygo, (MI)""",189.7,"175.6 - 204.1 (644)",3073
26125,"""Oakland, (MI)""",222.1,"204.2 - 242.8 (644)",4321
26127,"""Oceana, (MI)""",211.7,"204.2 - 242.8 (644)",4023
26129,"""Ogemaw, (MI)""",295.3,"242.9 - 651.5 (644)",3931
26133,"""Osceola, (MI)""",237.5,"204.2 - 242.8 (644)",2152
26139,"""Ottawa, (MI)""",144.3,"26.6 - 148.6 (644)",2991
26143,"""Roscommon, (MI)""",263.4,"242.9 - 651.5 (644)",3590
26145,"""Saginaw, (MI)""",204.1,"175.6 - 204.1 (644)",4935
26147,"""St. Clair, (MI)""",257.3,"242.9 - 651.5 (644)",3135
26149,"""St. Joseph, (MI)""",239.5,"204.2 - 242.8 (644)",2620
26151,"""Sanilac, (MI)""",301.3,"242.9 - 651.5 (644)",3156
26155,"""Shiawassee, (MI)""",207.1,"204.2 - 242.8 (644)",2948
26157,"""Tuscola, (MI)""",271.4,"242.9 - 651.5 (644)",3996
26159,"""Van Buren, (MI)""",197.4,"175.6 - 204.1 (644)",2760
26161,"""Washtenaw, (MI)""",165.2,"148.7 - 175.5 (644)",3612
26163,"""Wayne, (MI)""",282.4,"242.9 - 651.5 (644)",5815
26165,"""Wexford, (MI)""",202.9,"175.6 - 204.1 (644)",2384
39001,"""Adams, (OH)""",256.8,"242.9 - 651.5 (644)",6311
39003,"""Allen, (OH)""",253.4,"242.9 - 651.5 (644)",4141
39005,"""Ashland, (OH)""",202.6,"175.6 - 204.1 (644)",3487
39007,"""Ashtabula, (OH)""",263.3,"242.9 - 651.5 (644)",5445
39009,"""Athens, (OH)""",209.3,"204.2 - 242.8 (644)",3814
39011,"""Auglaize, (OH)""",233.7,"204.2 - 242.8 (644)",3865
39013,"""Belmont, (OH)""",272.4,"242.9 - 651.5 (644)",4896
39015,"""Brown, (OH)""",208,"204.2 - 242.8 (644)",4499
39017,"""Butler, (OH)""",170.8,"148.7 - 175.5 (644)",4453
39019,"""Carroll, (OH)""",190.2,"175.6 - 204.1 (644)",3880
39021,"""Champaign, (OH)""",207.1,"204.2 - 242.8 (644)",4633
39023,"""Clark, (OH)""",252.9,"242.9 - 651.5 (644)",4597
39025,"""Clermont, (OH)""",173.5,"148.7 - 175.5 (644)",4358
39027,"""Clinton, (OH)""",195.2,"175.6 - 204.1 (644)",4221
39029,"""Columbiana, (OH)""",242.4,"204.2 - 242.8 (644)",4856
39031,"""Coshocton, (OH)""",259.1,"242.9 - 651.5 (644)",3337
39033,"""Crawford, (OH)""",253.1,"242.9 - 651.5 (644)",4599
39035,"""Cuyahoga, (OH)""",217,"204.2 - 242.8 (644)",4906
39037,"""Darke, (OH)""",253.2,"242.9 - 651.5 (644)",3685
39039,"""Defiance, (OH)""",175.4,"148.7 - 175.5 (644)",4876
39041,"""Delaware, (OH)""",134.9,"26.6 - 148.6 (644)",2822
39043,"""Erie, (OH)""",205.4,"204.2 - 242.8 (644)",4991
39045,"""Fairfield, (OH)""",183.9,"175.6 - 204.1 (644)",4470
39047,"""Fayette, (OH)""",225.3,"204.2 - 242.8 (644)",5091
39049,"""Franklin, (OH)""",156.2,"148.7 - 175.5 (644)",4248
39051,"""Fulton, (OH)""",232.8,"204.2 - 242.8 (644)",2985
39053,"""Gallia, (OH)""",303.6,"242.9 - 651.5 (644)",5606
39055,"""Geauga, (OH)""",156.5,"148.7 - 175.5 (644)",3606
39057,"""Greene, (OH)""",167.3,"148.7 - 175.5 (644)",4371
39059,"""Guernsey, (OH)""",252.7,"242.9 - 651.5 (644)",4187
39061,"""Hamilton, (OH)""",164.5,"148.7 - 175.5 (644)",4994
39063,"""Hancock, (OH)""",183.3,"175.6 - 204.1 (644)",3671
39065,"""Hardin, (OH)""",300.7,"242.9 - 651.5 (644)",3490
39067,"""Harrison, (OH)""",296.4,"242.9 - 651.5 (644)",4961
39069,"""Henry, (OH)""",193.3,"175.6 - 204.1 (644)",3920
39071,"""Highland, (OH)""",225.4,"204.2 - 242.8 (644)",5129
39073,"""Hocking, (OH)""",237.4,"204.2 - 242.8 (644)",4844
39075,"""Holmes, (OH)""",205.4,"204.2 - 242.8 (644)",3679
39077,"""Huron, (OH)""",192.1,"175.6 - 204.1 (644)",4089
39079,"""Jackson, (OH)""",338,"242.9 - 651.5 (644)",4259
39081,"""Jefferson, (OH)""",362.9,"242.9 - 651.5 (644)",7102
39083,"""Knox, (OH)""",185.7,"175.6 - 204.1 (644)",4025
39085,"""Lake, (OH)""",216.1,"204.2 - 242.8 (644)",4185
39087,"""Lawrence, (OH)""",239.8,"204.2 - 242.8 (644)",4261
39089,"""Licking, (OH)""",162.2,"148.7 - 175.5 (644)",3514
39091,"""Logan, (OH)""",240.6,"204.2 - 242.8 (644)",4229
39093,"""Lorain, (OH)""",173.6,"148.7 - 175.5 (644)",4624
39095,"""Lucas, (OH)""",253.8,"242.9 - 651.5 (644)",4867
39097,"""Madison, (OH)""",159,"148.7 - 175.5 (644)",3614
39099,"""Mahoning, (OH)""",198.6,"175.6 - 204.1 (644)",5077
39101,"""Marion, (OH)""",185.8,"175.6 - 204.1 (644)",4278
39103,"""Medina, (OH)""",163.9,"148.7 - 175.5 (644)",4306
39105,"""Meigs, (OH)""",252,"242.9 - 651.5 (644)",4650
39107,"""Mercer, (OH)""",419.8,"242.9 - 651.5 (644)",2889
39109,"""Miami, (OH)""",165.2,"148.7 - 175.5 (644)",4289
39111,"""Monroe, (OH)""",237.3,"204.2 - 242.8 (644)",4004
39113,"""Montgomery, (OH)""",184.4,"175.6 - 204.1 (644)",5531
39115,"""Morgan, (OH)""",176.9,"175.6 - 204.1 (644)",3652
39117,"""Morrow, (OH)""",238.7,"204.2 - 242.8 (644)",4191
39119,"""Muskingum, (OH)""",152.3,"148.7 - 175.5 (644)",4305
39121,"""Noble, (OH)""",170.5,"148.7 - 175.5 (644)",4044
39123,"""Ottawa, (OH)""",229.5,"204.2 - 242.8 (644)",4353
39125,"""Paulding, (OH)""",187.6,"175.6 - 204.1 (644)",5214
39127,"""Perry, (OH)""",310.4,"242.9 - 651.5 (644)",4623
39129,"""Pickaway, (OH)""",234.2,"204.2 - 242.8 (644)",3151
39131,"""Pike, (OH)""",233.3,"204.2 - 242.8 (644)",4257
39133,"""Portage, (OH)""",208.9,"204.2 - 242.8 (644)",4122
39135,"""Preble, (OH)""",200.9,"175.6 - 204.1 (644)",3874
39137,"""Putnam, (OH)""",188.3,"175.6 - 204.1 (644)",3668
39139,"""Richland, (OH)""",208.7,"204.2 - 242.8 (644)",4588
39141,"""Ross, (OH)""",222.5,"204.2 - 242.8 (644)",5017
39143,"""Sandusky, (OH)""",230.7,"204.2 - 242.8 (644)",4202
39145,"""Scioto, (OH)""",393.1,"242.9 - 651.5 (644)",5309
39147,"""Seneca, (OH)""",298.3,"242.9 - 651.5 (644)",3469
39149,"""Shelby, (OH)""",209,"204.2 - 242.8 (644)",4024
39151,"""Stark, (OH)""",178.7,"175.6 - 204.1 (644)",4786
39153,"""Summit, (OH)""",164.5,"148.7 - 175.5 (644)",4693
39155,"""Trumbull, (OH)""",199.2,"175.6 - 204.1 (644)",4914
39157,"""Tuscarawas, (OH)""",241,"204.2 - 242.8 (644)",4142
39159,"""Union, (OH)""",189.7,"175.6 - 204.1 (644)",3364
39161,"""Van Wert, (OH)""",237.1,"204.2 - 242.8 (644)",3325
39163,"""Vinton, (OH)""",223.1,"204.2 - 242.8 (644)",4654
39165,"""Warren, (OH)""",167.7,"148.7 - 175.5 (644)",4179
39167,"""Washington, (OH)""",152.7,"148.7 - 175.5 (644)",4715
39169,"""Wayne, (OH)""",208.5,"204.2 - 242.8 (644)",3756
39171,"""Williams, (OH)""",225.4,"204.2 - 242.8 (644)",4741
39173,"""Wood, (OH)""",197.2,"175.6 - 204.1 (644)",3932
39175,"""Wyandot, (OH)""",164.8,"148.7 - 175.5 (644)",3198
54007,"""Braxton, (WV)""",227,"204.2 - 242.8 (644)",2373
54011,"""Cabell, (WV)""",205.1,"204.2 - 242.8 (644)",4741
54013,"""Calhoun, (WV)""",244.8,"242.9 - 651.5 (644)",6085
54015,"""Clay, (WV)""",232,"204.2 - 242.8 (644)",2767
54017,"""Doddridge, (WV)""",279.7,"242.9 - 651.5 (644)",3194
54021,"""Gilmer, (WV)""",302.9,"242.9 - 651.5 (644)",3301
54035,"""Jackson, (WV)""",250.3,"242.9 - 651.5 (644)",4656
54051,"""Marshall, (WV)""",246.4,"242.9 - 651.5 (644)",4182
54053,"""Mason, (WV)""",229.6,"204.2 - 242.8 (644)",3292
54069,"""Ohio, (WV)""",225.4,"204.2 - 242.8 (644)",5842
54073,"""Pleasants, (WV)""",229,"204.2 - 242.8 (644)",4827
54079,"""Putnam, (WV)""",270.9,"242.9 - 651.5 (644)",3377
54085,"""Ritchie, (WV)""",261.9,"242.9 - 651.5 (644)",4659
54087,"""Roane, (WV)""",232.2,"204.2 - 242.8 (644)",3966
54095,"""Tyler, (WV)""",220.6,"204.2 - 242.8 (644)",4989
54103,"""Wetzel, (WV)""",254.9,"242.9 - 651.5 (644)",3579
54105,"""Wirt, (WV)""",258.5,"242.9 - 651.5 (644)",4696
54107,"""Wood, (WV)""",261.8,"242.9 - 651.5 (644)",4669
12011,"""Broward, (FL)""",170.9,"148.7 - 175.5 (644)",5253
12085,"""Martin, (FL)""",155.2,"148.7 - 175.5 (644)",3449
12086,"""Miami-Dade, (FL)""",184.7,"175.6 - 204.1 (644)",6450
12099,"""Palm Beach, (FL)""",164.8,"148.7 - 175.5 (644)",3647
12111,"""St. Lucie, (FL)""",176.5,"175.6 - 204.1 (644)",4201
24037,"""St. Mary's, (MD)""",167.6,"148.7 - 175.5 (644)",2493
24039,"""Somerset, (MD)""",452.9,"242.9 - 651.5 (644)",4226
24047,"""Worcester, (MD)""",231.1,"204.2 - 242.8 (644)",3820
37001,"""Alamance, (NC)""",169.2,"148.7 - 175.5 (644)",3020
37007,"""Anson, (NC)""",214,"204.2 - 242.8 (644)",4697
37013,"""Beaufort, (NC)""",184.6,"175.6 - 204.1 (644)",2679
37015,"""Bertie, (NC)""",162.1,"148.7 - 175.5 (644)",4305
37017,"""Bladen, (NC)""",282.3,"242.9 - 651.5 (644)",4510
37019,"""Brunswick, (NC)""",169.6,"148.7 - 175.5 (644)",2529
37025,"""Cabarrus, (NC)""",144.3,"26.6 - 148.6 (644)",5297
37029,"""Camden, (NC)""",224.9,"204.2 - 242.8 (644)",2362
37031,"""Carteret, (NC)""",188.3,"175.6 - 204.1 (644)",2713
37033,"""Caswell, (NC)""",155.1,"148.7 - 175.5 (644)",3757
37037,"""Chatham, (NC)""",101.2,"26.6 - 148.6 (644)",2556
37041,"""Chowan, (NC)""",187.3,"175.6 - 204.1 (644)",2546
37047,"""Columbus, (NC)""",342,"242.9 - 651.5 (644)",3771
37049,"""Craven, (NC)""",186.9,"175.6 - 204.1 (644)",2201
37051,"""Cumberland, (NC)""",212.1,"204.2 - 242.8 (644)",3995
37053,"""Currituck, (NC)""",236.9,"204.2 - 242.8 (644)",2481
37055,"""Dare, (NC)""",187.4,"175.6 - 204.1 (644)",2058
37057,"""Davidson, (NC)""",181.1,"175.6 - 204.1 (644)",3609
37059,"""Davie, (NC)""",170.7,"148.7 - 175.5 (644)",3005
37061,"""Duplin, (NC)""",187.3,"175.6 - 204.1 (644)",3733
37063,"""Durham, (NC)""",117.2,"26.6 - 148.6 (644)",4078
37065,"""Edgecombe, (NC)""",248.7,"242.9 - 651.5 (644)",4779
37067,"""Forsyth, (NC)""",155.4,"148.7 - 175.5 (644)",3610
37069,"""Franklin, (NC)""",155.9,"148.7 - 175.5 (644)",4127
37073,"""Gates, (NC)""",173,"148.7 - 175.5 (644)",3792
37077,"""Granville, (NC)""",182.2,"175.6 - 204.1 (644)",2875
37079,"""Greene, (NC)""",192.9,"175.6 - 204.1 (644)",4488
37081,"""Guilford, (NC)""",135.1,"26.6 - 148.6 (644)",3452
37083,"""Halifax, (NC)""",179.8,"175.6 - 204.1 (644)",3950
37085,"""Harnett, (NC)""",194.1,"175.6 - 204.1 (644)",3624
37091,"""Hertford, (NC)""",169.1,"148.7 - 175.5 (644)",4091
37093,"""Hoke, (NC)""",199.5,"175.6 - 204.1 (644)",3329
37095,"""Hyde, (NC)""",182.5,"175.6 - 204.1 (644)",2624
37101,"""Johnston, (NC)""",186.6,"175.6 - 204.1 (644)",3897
37103,"""Jones, (NC)""",188.6,"175.6 - 204.1 (644)",2967
37105,"""Lee, (NC)""",177.7,"175.6 - 204.1 (644)",2752
37107,"""Lenoir, (NC)""",193.5,"175.6 - 204.1 (644)",3688
37117,"""Martin, (NC)""",233.2,"204.2 - 242.8 (644)",3690
37123,"""Montgomery, (NC)""",185.6,"175.6 - 204.1 (644)",3968
37125,"""Moore, (NC)""",157.2,"148.7 - 175.5 (644)",2766
37127,"""Nash, (NC)""",197.4,"175.6 - 204.1 (644)",4084
37129,"""New Hanover, (NC)""",125.6,"26.6 - 148.6 (644)",2897
37131,"""Northampton, (NC)""",158.2,"148.7 - 175.5 (644)",3622
37133,"""Onslow, (NC)""",179.9,"175.6 - 204.1 (644)",3007
37135,"""Orange, (NC)""",109.6,"26.6 - 148.6 (644)",2799
37137,"""Pamlico, (NC)""",185.8,"175.6 - 204.1 (644)",2069
37139,"""Pasquotank, (NC)""",320.5,"242.9 - 651.5 (644)",2809
37141,"""Pender, (NC)""",175.1,"148.7 - 175.5 (644)",3673
37143,"""Perquimans, (NC)""",252.6,"242.9 - 651.5 (644)",2546
37145,"""Person, (NC)""",184.7,"175.6 - 204.1 (644)",3509
37147,"""Pitt, (NC)""",185,"175.6 - 204.1 (644)",3837
37151,"""Randolph, (NC)""",183,"175.6 - 204.1 (644)",3347
37153,"""Richmond, (NC)""",276.2,"242.9 - 651.5 (644)",3122
37155,"""Robeson, (NC)""",262.7,"242.9 - 651.5 (644)",3517
37157,"""Rockingham, (NC)""",192.3,"175.6 - 204.1 (644)",3748
37159,"""Rowan, (NC)""",186.1,"175.6 - 204.1 (644)",4489
37163,"""Sampson, (NC)""",214,"204.2 - 242.8 (644)",3339
37165,"""Scotland, (NC)""",229.2,"204.2 - 242.8 (644)",2757
37167,"""Stanly, (NC)""",239,"204.2 - 242.8 (644)",4423
37169,"""Stokes, (NC)""",188.4,"175.6 - 204.1 (644)",4288
37177,"""Tyrrell, (NC)""",195.4,"175.6 - 204.1 (644)",3383
37179,"""Union, (NC)""",118.7,"26.6 - 148.6 (644)",3938
37181,"""Vance, (NC)""",209.9,"204.2 - 242.8 (644)",4696
37183,"""Wake, (NC)""",112.3,"26.6 - 148.6 (644)",3273
37185,"""Warren, (NC)""",225.3,"204.2 - 242.8 (644)",4008
37187,"""Washington, (NC)""",182.8,"175.6 - 204.1 (644)",4232
37191,"""Wayne, (NC)""",198.9,"175.6 - 204.1 (644)",3315
37195,"""Wilson, (NC)""",184.2,"175.6 - 204.1 (644)",4316
45015,"""Berkeley, (SC)""",132.9,"26.6 - 148.6 (644)",3326
45019,"""Charleston, (SC)""",150.1,"148.7 - 175.5 (644)",3331
45025,"""Chesterfield, (SC)""",269.2,"242.9 - 651.5 (644)",3721
45027,"""Clarendon, (SC)""",182,"175.6 - 204.1 (644)",2754
45031,"""Darlington, (SC)""",152.5,"148.7 - 175.5 (644)",3898
45033,"""Dillon, (SC)""",213.5,"204.2 - 242.8 (644)",3692
45035,"""Dorchester, (SC)""",142.8,"26.6 - 148.6 (644)",4032
45041,"""Florence, (SC)""",171.6,"148.7 - 175.5 (644)",3994
45043,"""Georgetown, (SC)""",189,"175.6 - 204.1 (644)",2420
45051,"""Horry, (SC)""",176.7,"175.6 - 204.1 (644)",2653
45055,"""Kershaw, (SC)""",163.7,"148.7 - 175.5 (644)",2893
45061,"""Lee, (SC)""",387.6,"242.9 - 651.5 (644)",3780
45067,"""Marion, (SC)""",184.6,"175.6 - 204.1 (644)",3764
45069,"""Marlboro, (SC)""",139.2,"26.6 - 148.6 (644)",3524
45085,"""Sumter, (SC)""",145.4,"26.6 - 148.6 (644)",3311
45089,"""Williamsburg, (SC)""",147.3,"26.6 - 148.6 (644)",4588
51001,"""Accomack, (VA)""",291.4,"242.9 - 651.5 (644)",3049
51003,"""Albemarle, (VA)""",94.2,"26.6 - 148.6 (644)",3164
51005,"""Alleghany, (VA)""",192.5,"175.6 - 204.1 (644)",4303
51007,"""Amelia, (VA)""",196.6,"175.6 - 204.1 (644)",4036
51009,"""Amherst, (VA)""",167.1,"148.7 - 175.5 (644)",3885
51011,"""Appomattox, (VA)""",212.9,"204.2 - 242.8 (644)",3476
51015,"""Augusta, (VA)""",141.4,"26.6 - 148.6 (644)",2500
51017,"""Bath, (VA)""",164.3,"148.7 - 175.5 (644)",6971
51019,"""Bedford County, (VA)""",145.7,"26.6 - 148.6 (644)",3348
51023,"""Botetourt, (VA)""",137.9,"26.6 - 148.6 (644)",4267
51025,"""Brunswick, (VA)""",230.1,"204.2 - 242.8 (644)",3939
51029,"""Buckingham, (VA)""",205.3,"204.2 - 242.8 (644)",4853
51031,"""Campbell, (VA)""",179.4,"175.6 - 204.1 (644)",3954
51033,"""Caroline, (VA)""",169.4,"148.7 - 175.5 (644)",3232
51036,"""Charles City, (VA)""",165.9,"148.7 - 175.5 (644)",3514
51037,"""Charlotte, (VA)""",210.7,"204.2 - 242.8 (644)",5471
51041,"""Chesterfield, (VA)""",131.1,"26.6 - 148.6 (644)",3503
51045,"""Craig, (VA)""",144.8,"26.6 - 148.6 (644)",4763
51049,"""Cumberland, (VA)""",145.2,"26.6 - 148.6 (644)",3911
51053,"""Dinwiddie, (VA)""",193.9,"175.6 - 204.1 (644)",4115
51057,"""Essex, (VA)""",190.1,"175.6 - 204.1 (644)",3042
51063,"""Floyd, (VA)""",151.4,"148.7 - 175.5 (644)",3904
51065,"""Fluvanna, (VA)""",147.8,"26.6 - 148.6 (644)",2868
51067,"""Franklin County, (VA)""",123,"26.6 - 148.6 (644)",2953
51073,"""Gloucester, (VA)""",167.9,"148.7 - 175.5 (644)",2800
51075,"""Goochland, (VA)""",130.5,"26.6 - 148.6 (644)",3895
51079,"""Greene, (VA)""",142.3,"26.6 - 148.6 (644)",3150
51081,"""Greensville, (VA)""",355.2,"242.9 - 651.5 (644)",3754
51083,"""Halifax, (VA)""",187.3,"175.6 - 204.1 (644)",2883
51085,"""Hanover, (VA)""",156.7,"148.7 - 175.5 (644)",3463
51087,"""Henrico, (VA)""",150.5,"148.7 - 175.5 (644)",4176
51089,"""Henry, (VA)""",201.2,"175.6 - 204.1 (644)",4362
51093,"""Isle of Wight, (VA)""",163.1,"148.7 - 175.5 (644)",3195
51095,"""James City, (VA)""",140.6,"26.6 - 148.6 (644)",2090
51097,"""King and Queen, (VA)""",188.6,"175.6 - 204.1 (644)",3077
51099,"""King George, (VA)""",131.1,"26.6 - 148.6 (644)",4144
51101,"""King William, (VA)""",195.6,"175.6 - 204.1 (644)",3244
51103,"""Lancaster, (VA)""",172.8,"148.7 - 175.5 (644)",2413
51109,"""Louisa, (VA)""",189.1,"175.6 - 204.1 (644)",2955
51111,"""Lunenburg, (VA)""",233.5,"204.2 - 242.8 (644)",3839
51115,"""Mathews, (VA)""",173.8,"148.7 - 175.5 (644)",2211
51117,"""Mecklenburg, (VA)""",215.1,"204.2 - 242.8 (644)",3094
51119,"""Middlesex, (VA)""",187.9,"175.6 - 204.1 (644)",2320
51121,"""Montgomery, (VA)""",163.8,"148.7 - 175.5 (644)",4479
51125,"""Nelson, (VA)""",175.7,"175.6 - 204.1 (644)",2714
51127,"""New Kent, (VA)""",172,"148.7 - 175.5 (644)",2806
51131,"""Northampton, (VA)""",246.5,"242.9 - 651.5 (644)",2991
51133,"""Northumberland, (VA)""",179,"175.6 - 204.1 (644)",2584
51135,"""Nottoway, (VA)""",246.4,"242.9 - 651.5 (644)",4661
51137,"""Orange, (VA)""",159.3,"148.7 - 175.5 (644)",2985
51141,"""Patrick, (VA)""",253.7,"242.9 - 651.5 (644)",3897
51143,"""Pittsylvania, (VA)""",183.2,"175.6 - 204.1 (644)",3759
51145,"""Powhatan, (VA)""",137.1,"26.6 - 148.6 (644)",3194
51147,"""Prince Edward, (VA)""",200.7,"175.6 - 204.1 (644)",5642
51149,"""Prince George, (VA)""",117,"26.6 - 148.6 (644)",3730
51159,"""Richmond County, (VA)""",186,"175.6 - 204.1 (644)",2622
51161,"""Roanoke County, (VA)""",131.1,"26.6 - 148.6 (644)",3935
51163,"""Rockbridge, (VA)""",139,"26.6 - 148.6 (644)",2867
51175,"""Southampton, (VA)""",210.5,"204.2 - 242.8 (644)",3260
51177,"""Spotsylvania, (VA)""",140.7,"26.6 - 148.6 (644)",3392
51181,"""Surry, (VA)""",154.9,"148.7 - 175.5 (644)",2254
51183,"""Sussex, (VA)""",147.7,"26.6 - 148.6 (644)",4433
51193,"""Westmoreland, (VA)""",181.2,"175.6 - 204.1 (644)",3104
51199,"""York, (VA)""",121.4,"26.6 - 148.6 (644)",2995
51530,"""Buena Vista, (VA)""",176.8,"175.6 - 204.1 (644)",2872
51540,"""Charlottesville, (VA)""",114.7,"26.6 - 148.6 (644)",3055
51550,"""Chesapeake, (VA)""",173.9,"148.7 - 175.5 (644)",3236
51570,"""Colonial Heights, (VA)""",157.7,"148.7 - 175.5 (644)",2958
51580,"""Covington, (VA)""",332.8,"242.9 - 651.5 (644)",3585
51590,"""Danville, (VA)""",238.4,"204.2 - 242.8 (644)",4898
51595,"""Emporia, (VA)""",348.3,"242.9 - 651.5 (644)",3767
51620,"""Franklin City, (VA)""",232.9,"204.2 - 242.8 (644)",2647
51630,"""Fredericksburg, (VA)""",142.5,"26.6 - 148.6 (644)",4051
51650,"""Hampton, (VA)""",198.2,"175.6 - 204.1 (644)",3542
51670,"""Hopewell, (VA)""",197.1,"175.6 - 204.1 (644)",4877
51678,"""Lexington, (VA)""",155.2,"148.7 - 175.5 (644)",4205
51680,"""Lynchburg, (VA)""",166.9,"148.7 - 175.5 (644)",4164
51690,"""Martinsville, (VA)""",309.4,"242.9 - 651.5 (644)",5343
51700,"""Newport News, (VA)""",172.9,"148.7 - 175.5 (644)",3719
51710,"""Norfolk, (VA)""",198.5,"175.6 - 204.1 (644)",3734
51730,"""Petersburg, (VA)""",257.1,"242.9 - 651.5 (644)",5695
51735,"""Poquoson, (VA)""",165.5,"148.7 - 175.5 (644)",3038
51740,"""Portsmouth, (VA)""",201.6,"175.6 - 204.1 (644)",3369
51750,"""Radford, (VA)""",185.4,"175.6 - 204.1 (644)",4304
51760,"""Richmond City, (VA)""",155,"148.7 - 175.5 (644)",5283
51770,"""Roanoke City, (VA)""",181.7,"175.6 - 204.1 (644)",4971
51775,"""Salem, (VA)""",177.9,"175.6 - 204.1 (644)",4674
51790,"""Staunton, (VA)""",205.8,"204.2 - 242.8 (644)",2888
51800,"""Suffolk, (VA)""",166.1,"148.7 - 175.5 (644)",2949
51810,"""Virginia Beach, (VA)""",134,"26.6 - 148.6 (644)",3245
51820,"""Waynesboro, (VA)""",180.2,"175.6 - 204.1 (644)",3218
51830,"""Williamsburg, (VA)""",126.6,"26.6 - 148.6 (644)",1935
54025,"""Greenbrier, (WV)""",192.7,"175.6 - 204.1 (644)",4296
54063,"""Monroe, (WV)""",202.1,"175.6 - 204.1 (644)",4146
10001,"""Kent, (DE)""",207.4,"204.2 - 242.8 (644)",3639
10003,"""New Castle, (DE)""",157.4,"148.7 - 175.5 (644)",3773
10005,"""Sussex, (DE)""",206.2,"204.2 - 242.8 (644)",2813
11001,"""District of Columbia, (DC)""",214.5,"204.2 - 242.8 (644)",5181
24001,"""Allegany, (MD)""",247.4,"242.9 - 651.5 (644)",3905
24003,"""Anne Arundel, (MD)""",160.1,"148.7 - 175.5 (644)",3095
24005,"""Baltimore County, (MD)""",211.8,"204.2 - 242.8 (644)",3460
24009,"""Calvert, (MD)""",204.9,"204.2 - 242.8 (644)",2376
24011,"""Caroline, (MD)""",236.8,"204.2 - 242.8 (644)",4058
24013,"""Carroll, (MD)""",183.4,"175.6 - 204.1 (644)",2777
24015,"""Cecil, (MD)""",208.4,"204.2 - 242.8 (644)",3525
24017,"""Charles, (MD)""",159.7,"148.7 - 175.5 (644)",3629
24019,"""Dorchester, (MD)""",221.4,"204.2 - 242.8 (644)",4005
24021,"""Frederick, (MD)""",190.1,"175.6 - 204.1 (644)",3292
24023,"""Garrett, (MD)""",266,"242.9 - 651.5 (644)",2584
24025,"""Harford, (MD)""",192.8,"175.6 - 204.1 (644)",2842
24027,"""Howard, (MD)""",120,"26.6 - 148.6 (644)",2744
24029,"""Kent, (MD)""",204.2,"204.2 - 242.8 (644)",3011
24031,"""Montgomery, (MD)""",105.2,"26.6 - 148.6 (644)",3247
24033,"""Prince George's, (MD)""",160,"148.7 - 175.5 (644)",4387
24035,"""Queen Anne's, (MD)""",180,"175.6 - 204.1 (644)",2887
24041,"""Talbot, (MD)""",145,"26.6 - 148.6 (644)",2712
24043,"""Washington, (MD)""",211.5,"204.2 - 242.8 (644)",3657
24045,"""Wicomico, (MD)""",297.1,"242.9 - 651.5 (644)",4674
24510,"""Baltimore City, (MD)""",235,"204.2 - 242.8 (644)",4918
34001,"""Atlantic, (NJ)""",225.6,"204.2 - 242.8 (644)",3880
