"cnty_fips","display_name","Value","theme_range","pac_cost"
40005,"""Atoka, (OK)""",322.3,"242.9 - 651.5 (644)",8131
40007,"""Beaver, (OK)""",301.6,"242.9 - 651.5 (644)",4764
40009,"""Beckham, (OK)""",238.8,"204.2 - 242.8 (644)",4183
40011,"""Blaine, (OK)""",232.6,"204.2 - 242.8 (644)",5544
40013,"""Bryan, (OK)""",204.6,"204.2 - 242.8 (644)",7058
40015,"""Caddo, (OK)""",270.8,"242.9 - 651.5 (644)",8400
40017,"""Canadian, (OK)""",186.1,"175.6 - 204.1 (644)",4019
40019,"""Carter, (OK)""",296.1,"242.9 - 651.5 (644)",5543
40021,"""Cherokee, (OK)""",281.8,"242.9 - 651.5 (644)",5695
40023,"""Choctaw, (OK)""",349.2,"242.9 - 651.5 (644)",7903
40025,"""Cimarron, (OK)""",242.3,"204.2 - 242.8 (644)",7477
40027,"""Cleveland, (OK)""",194.5,"175.6 - 204.1 (644)",4167
40029,"""Coal, (OK)""",400,"242.9 - 651.5 (644)",5687
40031,"""Comanche, (OK)""",240.1,"204.2 - 242.8 (644)",4133
40033,"""Cotton, (OK)""",230.4,"204.2 - 242.8 (644)",5390
40035,"""Craig, (OK)""",346.9,"242.9 - 651.5 (644)",4516
40037,"""Creek, (OK)""",215.4,"204.2 - 242.8 (644)",4763
40039,"""Custer, (OK)""",253.1,"242.9 - 651.5 (644)",4178
40041,"""Delaware, (OK)""",241.8,"204.2 - 242.8 (644)",4796
40043,"""Dewey, (OK)""",279,"242.9 - 651.5 (644)",5539
40045,"""Ellis, (OK)""",295.3,"242.9 - 651.5 (644)",3039
40047,"""Garfield, (OK)""",240.4,"204.2 - 242.8 (644)",4123
40049,"""Garvin, (OK)""",283.3,"242.9 - 651.5 (644)",5613
40051,"""Grady, (OK)""",257.5,"242.9 - 651.5 (644)",4737
40053,"""Grant, (OK)""",237.6,"204.2 - 242.8 (644)",4614
40055,"""Greer, (OK)""",235.1,"204.2 - 242.8 (644)",4964
40057,"""Harmon, (OK)""",236.4,"204.2 - 242.8 (644)",8741
40059,"""Harper, (OK)""",292.3,"242.9 - 651.5 (644)",3419
40061,"""Haskell, (OK)""",340.6,"242.9 - 651.5 (644)",7951
40063,"""Hughes, (OK)""",421,"242.9 - 651.5 (644)",4288
40065,"""Jackson, (OK)""",230.9,"204.2 - 242.8 (644)",5849
40067,"""Jefferson, (OK)""",338.4,"242.9 - 651.5 (644)",6573
40069,"""Johnston, (OK)""",260.2,"242.9 - 651.5 (644)",6093
40071,"""Kay, (OK)""",238.1,"204.2 - 242.8 (644)",4356
40073,"""Kingfisher, (OK)""",196.4,"175.6 - 204.1 (644)",4852
40075,"""Kiowa, (OK)""",253.1,"242.9 - 651.5 (644)",4429
40077,"""Latimer, (OK)""",320.3,"242.9 - 651.5 (644)",7295
40079,"""Le Flore, (OK)""",317.7,"242.9 - 651.5 (644)",8278
40081,"""Lincoln, (OK)""",237.8,"204.2 - 242.8 (644)",5314
40083,"""Logan, (OK)""",195,"175.6 - 204.1 (644)",4064
40085,"""Love, (OK)""",203.8,"175.6 - 204.1 (644)",8234
40087,"""McClain, (OK)""",231.4,"204.2 - 242.8 (644)",4518
40089,"""McCurtain, (OK)""",354.5,"242.9 - 651.5 (644)",6609
40091,"""McIntosh, (OK)""",352.6,"242.9 - 651.5 (644)",5178
40093,"""Major, (OK)""",263.8,"242.9 - 651.5 (644)",3448
40095,"""Marshall, (OK)""",205,"204.2 - 242.8 (644)",6217
40097,"""Mayes, (OK)""",255.1,"242.9 - 651.5 (644)",5049
40099,"""Murray, (OK)""",291.8,"242.9 - 651.5 (644)",6486
40101,"""Muskogee, (OK)""",348.8,"242.9 - 651.5 (644)",7304
40103,"""Noble, (OK)""",231.3,"204.2 - 242.8 (644)",2913
40105,"""Nowata, (OK)""",221.6,"204.2 - 242.8 (644)",7255
40107,"""Okfuskee, (OK)""",328.9,"242.9 - 651.5 (644)",4116
40109,"""Oklahoma, (OK)""",223.1,"204.2 - 242.8 (644)",4598
40111,"""Okmulgee, (OK)""",303.4,"242.9 - 651.5 (644)",5270
40113,"""Osage, (OK)""",206.7,"204.2 - 242.8 (644)",6065
40115,"""Ottawa, (OK)""",337.5,"242.9 - 651.5 (644)",4269
40117,"""Pawnee, (OK)""",234.3,"204.2 - 242.8 (644)",7908
40119,"""Payne, (OK)""",196.9,"175.6 - 204.1 (644)",3905
40121,"""Pittsburg, (OK)""",337.2,"242.9 - 651.5 (644)",4874
40123,"""Pontotoc, (OK)""",285.2,"242.9 - 651.5 (644)",5146
40125,"""Pottawatomie, (OK)""",293.1,"242.9 - 651.5 (644)",4213
40127,"""Pushmataha, (OK)""",331.4,"242.9 - 651.5 (644)",6394
40129,"""Roger Mills, (OK)""",245.9,"242.9 - 651.5 (644)",3766
40131,"""Rogers, (OK)""",244.7,"242.9 - 651.5 (644)",4111
40133,"""Seminole, (OK)""",378.1,"242.9 - 651.5 (644)",5055
40135,"""Sequoyah, (OK)""",319.7,"242.9 - 651.5 (644)",6356
40137,"""Stephens, (OK)""",290.8,"242.9 - 651.5 (644)",4144
40139,"""Texas, (OK)""",252.6,"242.9 - 651.5 (644)",4276
40141,"""Tillman, (OK)""",238.5,"204.2 - 242.8 (644)",6284
40143,"""Tulsa, (OK)""",222.9,"204.2 - 242.8 (644)",4830
40145,"""Wagoner, (OK)""",213.4,"204.2 - 242.8 (644)",4718
40147,"""Washington, (OK)""",212.4,"204.2 - 242.8 (644)",4177
40149,"""Washita, (OK)""",267.7,"242.9 - 651.5 (644)",4672
40151,"""Woods, (OK)""",265.4,"242.9 - 651.5 (644)",2769
40153,"""Woodward, (OK)""",296.9,"242.9 - 651.5 (644)",4056
46003,"""Aurora, (SD)""",202.2,"175.6 - 204.1 (644)",964
46005,"""Beadle, (SD)""",200.5,"175.6 - 204.1 (644)",2417
46007,"""Bennett, (SD)""",300.1,"242.9 - 651.5 (644)",8963
46009,"""Bon Homme, (SD)""",188.9,"175.6 - 204.1 (644)",5112
46011,"""Brookings, (SD)""",201.7,"175.6 - 204.1 (644)",1957
46015,"""Brule, (SD)""",272.7,"242.9 - 651.5 (644)",1142
46017,"""Buffalo, (SD)""",310.3,"242.9 - 651.5 (644)",2177
46023,"""Charles Mix, (SD)""",230,"204.2 - 242.8 (644)",4113
46027,"""Clay, (SD)""",260.2,"242.9 - 651.5 (644)",2722
46033,"""Custer, (SD)""",164.4,"148.7 - 175.5 (644)",3563
46035,"""Davison, (SD)""",141.3,"26.6 - 148.6 (644)",3135
46043,"""Douglas, (SD)""",137.3,"26.6 - 148.6 (644)",3840
46047,"""Fall River, (SD)""",258,"242.9 - 651.5 (644)",5957
46053,"""Gregory, (SD)""",247.6,"242.9 - 651.5 (644)",6092
46055,"""Haakon, (SD)""",206.7,"204.2 - 242.8 (644)",3860
46059,"""Hand, (SD)""",205.8,"204.2 - 242.8 (644)",4557
46061,"""Hanson, (SD)""",153.3,"148.7 - 175.5 (644)",1986
46065,"""Hughes, (SD)""",178.4,"175.6 - 204.1 (644)",2674
46067,"""Hutchinson, (SD)""",194.3,"175.6 - 204.1 (644)",4611
46069,"""Hyde, (SD)""",218.9,"204.2 - 242.8 (644)",2913
46071,"""Jackson, (SD)""",251.8,"242.9 - 651.5 (644)",6000
46073,"""Jerauld, (SD)""",236.1,"204.2 - 242.8 (644)",4694
46075,"""Jones, (SD)""",224.9,"204.2 - 242.8 (644)",2717
46077,"""Kingsbury, (SD)""",195.1,"175.6 - 204.1 (644)",3327
46079,"""Lake, (SD)""",194.8,"175.6 - 204.1 (644)",3503
46081,"""Lawrence, (SD)""",149.7,"148.7 - 175.5 (644)",2669
46083,"""Lincoln, (SD)""",126.3,"26.6 - 148.6 (644)",2446
46085,"""Lyman, (SD)""",225.8,"204.2 - 242.8 (644)",1105
46087,"""McCook, (SD)""",195.6,"175.6 - 204.1 (644)",2922
46093,"""Meade, (SD)""",201.2,"175.6 - 204.1 (644)",3765
46095,"""Mellette, (SD)""",287.2,"242.9 - 651.5 (644)",2133
46097,"""Miner, (SD)""",200,"175.6 - 204.1 (644)",3938
46099,"""Minnehaha, (SD)""",175.9,"175.6 - 204.1 (644)",2733
46101,"""Moody, (SD)""",193.1,"175.6 - 204.1 (644)",3493
46103,"""Pennington, (SD)""",212.8,"204.2 - 242.8 (644)",3056
46111,"""Sanborn, (SD)""",172.1,"148.7 - 175.5 (644)",1849
46102,"""Oglala Lakota, (SD)""",81.7,"26.6 - 148.6 (644)",4420
46117,"""Stanley, (SD)""",160.3,"148.7 - 175.5 (644)",2491
46121,"""Todd, (SD)""",312.3,"242.9 - 651.5 (644)",2810
46123,"""Tripp, (SD)""",251.4,"242.9 - 651.5 (644)",3075
46125,"""Turner, (SD)""",233.5,"204.2 - 242.8 (644)",1915
46127,"""Union, (SD)""",121.4,"26.6 - 148.6 (644)",2755
46135,"""Yankton, (SD)""",205.4,"204.2 - 242.8 (644)",2140
48003,"""Andrews, (TX)""",293.3,"242.9 - 651.5 (644)",5176
48009,"""Archer, (TX)""",236.4,"204.2 - 242.8 (644)",6473
48011,"""Armstrong, (TX)""",284.5,"242.9 - 651.5 (644)",4225
48017,"""Bailey, (TX)""",227.7,"204.2 - 242.8 (644)",6660
48023,"""Baylor, (TX)""",245.2,"242.9 - 651.5 (644)",7980
48033,"""Borden, (TX)""",211.9,"204.2 - 242.8 (644)",4300
48037,"""Bowie, (TX)""",348.3,"242.9 - 651.5 (644)",7724
48045,"""Briscoe, (TX)""",177.6,"175.6 - 204.1 (644)",5294
48059,"""Callahan, (TX)""",272.7,"242.9 - 651.5 (644)",5785
48063,"""Camp, (TX)""",251.3,"242.9 - 651.5 (644)",6002
48065,"""Carson, (TX)""",306.8,"242.9 - 651.5 (644)",5583
48067,"""Cass, (TX)""",310.3,"242.9 - 651.5 (644)",7490
48069,"""Castro, (TX)""",245.3,"242.9 - 651.5 (644)",7545
48075,"""Childress, (TX)""",271.7,"242.9 - 651.5 (644)",5015
48077,"""Clay, (TX)""",230.2,"204.2 - 242.8 (644)",6642
48079,"""Cochran, (TX)""",246.8,"242.9 - 651.5 (644)",3491
48085,"""Collin, (TX)""",129.8,"26.6 - 148.6 (644)",5239
48087,"""Collingsworth, (TX)""",329.9,"242.9 - 651.5 (644)",10193
48097,"""Cooke, (TX)""",157.6,"148.7 - 175.5 (644)",5373
48101,"""Cottle, (TX)""",243.6,"242.9 - 651.5 (644)",8260
48107,"""Crosby, (TX)""",233.1,"204.2 - 242.8 (644)",5912
48111,"""Dallam, (TX)""",216.7,"204.2 - 242.8 (644)",6468
48113,"""Dallas, (TX)""",168.8,"148.7 - 175.5 (644)",6898
48115,"""Dawson, (TX)""",238.3,"204.2 - 242.8 (644)",4441
48117,"""Deaf Smith, (TX)""",230,"204.2 - 242.8 (644)",4999
48119,"""Delta, (TX)""",342.9,"242.9 - 651.5 (644)",5704
48121,"""Denton, (TX)""",118.1,"26.6 - 148.6 (644)",5329
48125,"""Dickens, (TX)""",172.5,"148.7 - 175.5 (644)",9470
48129,"""Donley, (TX)""",254.9,"242.9 - 651.5 (644)",5818
48133,"""Eastland, (TX)""",206.7,"204.2 - 242.8 (644)",7711
48139,"""Ellis, (TX)""",168.9,"148.7 - 175.5 (644)",5967
48143,"""Erath, (TX)""",258.6,"242.9 - 651.5 (644)",5383
48147,"""Fannin, (TX)""",348.3,"242.9 - 651.5 (644)",6689
48151,"""Fisher, (TX)""",250.2,"242.9 - 651.5 (644)",4406
48153,"""Floyd, (TX)""",233.5,"204.2 - 242.8 (644)",5168
48155,"""Foard, (TX)""",218.7,"204.2 - 242.8 (644)",13977
48159,"""Franklin, (TX)""",282.1,"242.9 - 651.5 (644)",5588
48165,"""Gaines, (TX)""",258.1,"242.9 - 651.5 (644)",5393
48169,"""Garza, (TX)""",226.9,"204.2 - 242.8 (644)",6867
48179,"""Gray, (TX)""",365.9,"242.9 - 651.5 (644)",5035
48181,"""Grayson, (TX)""",196.5,"175.6 - 204.1 (644)",6546
48183,"""Gregg, (TX)""",241.5,"204.2 - 242.8 (644)",6755
48189,"""Hale, (TX)""",234.8,"204.2 - 242.8 (644)",5574
48191,"""Hall, (TX)""",201.1,"175.6 - 204.1 (644)",4520
48195,"""Hansford, (TX)""",219.2,"204.2 - 242.8 (644)",5650
48197,"""Hardeman, (TX)""",233.6,"204.2 - 242.8 (644)",7296
48203,"""Harrison, (TX)""",212.5,"204.2 - 242.8 (644)",6193
48205,"""Hartley, (TX)""",247.4,"242.9 - 651.5 (644)",6017
48207,"""Haskell, (TX)""",269.9,"242.9 - 651.5 (644)",6506
48211,"""Hemphill, (TX)""",278.3,"242.9 - 651.5 (644)",952
48213,"""Henderson, (TX)""",285.6,"242.9 - 651.5 (644)",5873
48219,"""Hockley, (TX)""",186.9,"175.6 - 204.1 (644)",5207
48221,"""Hood, (TX)""",183.6,"175.6 - 204.1 (644)",4986
48223,"""Hopkins, (TX)""",283.7,"242.9 - 651.5 (644)",6636
48227,"""Howard, (TX)""",353.9,"242.9 - 651.5 (644)",7923
48231,"""Hunt, (TX)""",249.9,"242.9 - 651.5 (644)",7582
48233,"""Hutchinson, (TX)""",431,"242.9 - 651.5 (644)",5433
48237,"""Jack, (TX)""",239.6,"204.2 - 242.8 (644)",5601
48251,"""Johnson, (TX)""",221.6,"204.2 - 242.8 (644)",5885
48253,"""Jones, (TX)""",277.1,"242.9 - 651.5 (644)",6329
48257,"""Kaufman, (TX)""",243.6,"242.9 - 651.5 (644)",6769
48263,"""Kent, (TX)""",190.4,"175.6 - 204.1 (644)",3415
48269,"""King, (TX)""",208,"204.2 - 242.8 (644)",-9999
48275,"""Knox, (TX)""",247.2,"242.9 - 651.5 (644)",6570
48277,"""Lamar, (TX)""",359.5,"242.9 - 651.5 (644)",6210
48279,"""Lamb, (TX)""",239.4,"204.2 - 242.8 (644)",3886
48295,"""Lipscomb, (TX)""",245.1,"242.9 - 651.5 (644)",2603
48303,"""Lubbock, (TX)""",238.6,"204.2 - 242.8 (644)",5130
48305,"""Lynn, (TX)""",226.3,"204.2 - 242.8 (644)",12850
48315,"""Marion, (TX)""",233,"204.2 - 242.8 (644)",7457
48317,"""Martin, (TX)""",256.6,"242.9 - 651.5 (644)",11660
48335,"""Mitchell, (TX)""",202.6,"175.6 - 204.1 (644)",9859
48337,"""Montague, (TX)""",262.2,"242.9 - 651.5 (644)",6601
48341,"""Moore, (TX)""",243.4,"242.9 - 651.5 (644)",4950
48343,"""Morris, (TX)""",279.6,"242.9 - 651.5 (644)",7356
48345,"""Motley, (TX)""",178.9,"175.6 - 204.1 (644)",4267
48353,"""Nolan, (TX)""",247.8,"242.9 - 651.5 (644)",5748
48357,"""Ochiltree, (TX)""",382.7,"242.9 - 651.5 (644)",5260
48359,"""Oldham, (TX)""",226.5,"204.2 - 242.8 (644)",3399
48363,"""Palo Pinto, (TX)""",307.9,"242.9 - 651.5 (644)",6048
48365,"""Panola, (TX)""",199.2,"175.6 - 204.1 (644)",7814
48367,"""Parker, (TX)""",188.2,"175.6 - 204.1 (644)",6901
48369,"""Parmer, (TX)""",218.5,"204.2 - 242.8 (644)",5331
48375,"""Potter, (TX)""",342.6,"242.9 - 651.5 (644)",6192
48379,"""Rains, (TX)""",242.2,"204.2 - 242.8 (644)",7261
48381,"""Randall, (TX)""",258.1,"242.9 - 651.5 (644)",4683
48387,"""Red River, (TX)""",368.1,"242.9 - 651.5 (644)",7188
48393,"""Roberts, (TX)""",334.2,"242.9 - 651.5 (644)",6482
48397,"""Rockwall, (TX)""",188.5,"175.6 - 204.1 (644)",5920
48401,"""Rusk, (TX)""",215.3,"204.2 - 242.8 (644)",6772
48415,"""Scurry, (TX)""",175.8,"175.6 - 204.1 (644)",5950
48417,"""Shackelford, (TX)""",254.3,"242.9 - 651.5 (644)",5699
48421,"""Sherman, (TX)""",270,"242.9 - 651.5 (644)",4525
48423,"""Smith, (TX)""",209,"204.2 - 242.8 (644)",5429
48425,"""Somervell, (TX)""",202.3,"175.6 - 204.1 (644)",6707
48429,"""Stephens, (TX)""",268.7,"242.9 - 651.5 (644)",5711
48433,"""Stonewall, (TX)""",273.8,"242.9 - 651.5 (644)",7751
48437,"""Swisher, (TX)""",248.3,"242.9 - 651.5 (644)",5915
48439,"""Tarrant, (TX)""",157.9,"148.7 - 175.5 (644)",6558
48441,"""Taylor, (TX)""",276.9,"242.9 - 651.5 (644)",6148
48445,"""Terry, (TX)""",302.9,"242.9 - 651.5 (644)",6534
48447,"""Throckmorton, (TX)""",251,"242.9 - 651.5 (644)",7021
48449,"""Titus, (TX)""",240.8,"204.2 - 242.8 (644)",6648
48459,"""Upshur, (TX)""",281.4,"242.9 - 651.5 (644)",5461
48467,"""Van Zandt, (TX)""",218.7,"204.2 - 242.8 (644)",6802
48483,"""Wheeler, (TX)""",279.7,"242.9 - 651.5 (644)",11750
48485,"""Wichita, (TX)""",245.4,"242.9 - 651.5 (644)",7564
48487,"""Wilbarger, (TX)""",240,"204.2 - 242.8 (644)",7679
48497,"""Wise, (TX)""",182.3,"175.6 - 204.1 (644)",6921
48499,"""Wood, (TX)""",227.7,"204.2 - 242.8 (644)",5073
48501,"""Yoakum, (TX)""",251.5,"242.9 - 651.5 (644)",7868
48503,"""Young, (TX)""",284.5,"242.9 - 651.5 (644)",7881
56001,"""Albany, (WY)""",139,"26.6 - 148.6 (644)",2903
56005,"""Campbell, (WY)""",269.6,"242.9 - 651.5 (644)",3342
56009,"""Converse, (WY)""",151.4,"148.7 - 175.5 (644)",3325
56011,"""Crook, (WY)""",228.9,"204.2 - 242.8 (644)",4034
56015,"""Goshen, (WY)""",157.7,"148.7 - 175.5 (644)",2864
56019,"""Johnson, (WY)""",191,"175.6 - 204.1 (644)",2109
56021,"""Laramie, (WY)""",155.7,"148.7 - 175.5 (644)",4585
56027,"""Niobrara, (WY)""",156.7,"148.7 - 175.5 (644)",9201
56031,"""Platte, (WY)""",156.1,"148.7 - 175.5 (644)",3883
56045,"""Weston, (WY)""",200.9,"175.6 - 204.1 (644)",4171
16003,"""Adams, (ID)""",128.8,"26.6 - 148.6 (644)",2370
16009,"""Benewah, (ID)""",204.1,"175.6 - 204.1 (644)",3470
16017,"""Bonner, (ID)""",148.8,"148.7 - 175.5 (644)",2932
16021,"""Boundary, (ID)""",160,"148.7 - 175.5 (644)",3974
16035,"""Clearwater, (ID)""",176.3,"175.6 - 204.1 (644)",3082
16049,"""Idaho, (ID)""",121.5,"26.6 - 148.6 (644)",3037
16055,"""Kootenai, (ID)""",185.6,"175.6 - 204.1 (644)",3094
16057,"""Latah, (ID)""",148,"26.6 - 148.6 (644)",2891
16059,"""Lemhi, (ID)""",112.4,"26.6 - 148.6 (644)",2426
16061,"""Lewis, (ID)""",130.8,"26.6 - 148.6 (644)",3943
16069,"""Nez Perce, (ID)""",136.8,"26.6 - 148.6 (644)",3174
16079,"""Shoshone, (ID)""",205.4,"204.2 - 242.8 (644)",4553
16085,"""Valley, (ID)""",88.2,"26.6 - 148.6 (644)",3254
27005,"""Becker, (MN)""",125.2,"26.6 - 148.6 (644)",2715
27007,"""Beltrami, (MN)""",140.7,"26.6 - 148.6 (644)",2473
27009,"""Benton, (MN)""",107.3,"26.6 - 148.6 (644)",2730
27011,"""Big Stone, (MN)""",191.4,"175.6 - 204.1 (644)",3669
27019,"""Carver, (MN)""",82.6,"26.6 - 148.6 (644)",2717
27021,"""Cass, (MN)""",130.3,"26.6 - 148.6 (644)",1907
27023,"""Chippewa, (MN)""",150.5,"148.7 - 175.5 (644)",4258
27027,"""Clay, (MN)""",139.5,"26.6 - 148.6 (644)",2566
27029,"""Clearwater, (MN)""",139.6,"26.6 - 148.6 (644)",3377
27035,"""Crow Wing, (MN)""",120.9,"26.6 - 148.6 (644)",1752
27041,"""Douglas, (MN)""",125.3,"26.6 - 148.6 (644)",3163
27051,"""Grant, (MN)""",173.9,"148.7 - 175.5 (644)",4573
27057,"""Hubbard, (MN)""",129.8,"26.6 - 148.6 (644)",2442
27061,"""Itasca, (MN)""",136.4,"26.6 - 148.6 (644)",2452
27067,"""Kandiyohi, (MN)""",97.9,"26.6 - 148.6 (644)",2677
27069,"""Kittson, (MN)""",182.7,"175.6 - 204.1 (644)",3041
27071,"""Koochiching, (MN)""",135,"26.6 - 148.6 (644)",2319
27073,"""Lac qui Parle, (MN)""",183.6,"175.6 - 204.1 (644)",3599
27077,"""Lake of the Woods, (MN)""",164.1,"148.7 - 175.5 (644)",7088
27085,"""McLeod, (MN)""",119.1,"26.6 - 148.6 (644)",3188
27087,"""Mahnomen, (MN)""",201.7,"175.6 - 204.1 (644)",1899
27089,"""Marshall, (MN)""",173.4,"148.7 - 175.5 (644)",3371
27093,"""Meeker, (MN)""",118.9,"26.6 - 148.6 (644)",2527
27097,"""Morrison, (MN)""",104.9,"26.6 - 148.6 (644)",2643
27107,"""Norman, (MN)""",193.6,"175.6 - 204.1 (644)",1818
27111,"""Otter Tail, (MN)""",178.3,"175.6 - 204.1 (644)",1830
27113,"""Pennington, (MN)""",187.5,"175.6 - 204.1 (644)",1770
27119,"""Polk, (MN)""",185.7,"175.6 - 204.1 (644)",2148
27121,"""Pope, (MN)""",119.7,"26.6 - 148.6 (644)",4079
27125,"""Red Lake, (MN)""",193.1,"175.6 - 204.1 (644)",1228
27129,"""Renville, (MN)""",120.5,"26.6 - 148.6 (644)",5284
27135,"""Roseau, (MN)""",173.6,"148.7 - 175.5 (644)",3359
27141,"""Sherburne, (MN)""",99.2,"26.6 - 148.6 (644)",3436
27145,"""Stearns, (MN)""",97.3,"26.6 - 148.6 (644)",2544
27149,"""Stevens, (MN)""",134.4,"26.6 - 148.6 (644)",3772
27151,"""Swift, (MN)""",177,"175.6 - 204.1 (644)",4208
27153,"""Todd, (MN)""",107.7,"26.6 - 148.6 (644)",3457
27155,"""Traverse, (MN)""",192.4,"175.6 - 204.1 (644)",4895
27159,"""Wadena, (MN)""",147.5,"26.6 - 148.6 (644)",3409
27167,"""Wilkin, (MN)""",177.1,"175.6 - 204.1 (644)",2413
27171,"""Wright, (MN)""",103.5,"26.6 - 148.6 (644)",3642
27173,"""Yellow Medicine, (MN)""",145.6,"26.6 - 148.6 (644)",4666
30001,"""Beaverhead, (MT)""",166.8,"148.7 - 175.5 (644)",2192
30003,"""Big Horn, (MT)""",163,"148.7 - 175.5 (644)",4981
30005,"""Blaine, (MT)""",254.1,"242.9 - 651.5 (644)",2187
30007,"""Broadwater, (MT)""",190.9,"175.6 - 204.1 (644)",1568
30009,"""Carbon, (MT)""",117.7,"26.6 - 148.6 (644)",3525
30011,"""Carter, (MT)""",206.8,"204.2 - 242.8 (644)",2694
30013,"""Cascade, (MT)""",161.9,"148.7 - 175.5 (644)",3025
30015,"""Chouteau, (MT)""",203.9,"175.6 - 204.1 (644)",5267
30017,"""Custer, (MT)""",164.7,"148.7 - 175.5 (644)",2662
30019,"""Daniels, (MT)""",242.7,"204.2 - 242.8 (644)",6119
30021,"""Dawson, (MT)""",97.1,"26.6 - 148.6 (644)",2730
30023,"""Deer Lodge, (MT)""",226.9,"204.2 - 242.8 (644)",2875
30025,"""Fallon, (MT)""",161.7,"148.7 - 175.5 (644)",4640
30027,"""Fergus, (MT)""",163,"148.7 - 175.5 (644)",1558
30029,"""Flathead, (MT)""",156.1,"148.7 - 175.5 (644)",2091
30031,"""Gallatin, (MT)""",123.7,"26.6 - 148.6 (644)",2486
30033,"""Garfield, (MT)""",188,"175.6 - 204.1 (644)",3585
30035,"""Glacier, (MT)""",233.5,"204.2 - 242.8 (644)",2211
30037,"""Golden Valley, (MT)""",169.7,"148.7 - 175.5 (644)",2158
30039,"""Granite, (MT)""",157,"148.7 - 175.5 (644)",2589
30041,"""Hill, (MT)""",251.1,"242.9 - 651.5 (644)",1603
30043,"""Jefferson, (MT)""",172.2,"148.7 - 175.5 (644)",2312
30045,"""Judith Basin, (MT)""",165.5,"148.7 - 175.5 (644)",2472
30047,"""Lake, (MT)""",175.9,"175.6 - 204.1 (644)",3032
30049,"""Lewis and Clark, (MT)""",147,"26.6 - 148.6 (644)",2036
30051,"""Liberty, (MT)""",181.9,"175.6 - 204.1 (644)",4534
30053,"""Lincoln, (MT)""",226.9,"204.2 - 242.8 (644)",1982
30055,"""McCone, (MT)""",204.8,"204.2 - 242.8 (644)",8608
30057,"""Madison, (MT)""",120.6,"26.6 - 148.6 (644)",3937
30059,"""Meagher, (MT)""",155.8,"148.7 - 175.5 (644)",2321
30061,"""Mineral, (MT)""",196.3,"175.6 - 204.1 (644)",2915
30063,"""Missoula, (MT)""",181.6,"175.6 - 204.1 (644)",2152
30065,"""Musselshell, (MT)""",178.7,"175.6 - 204.1 (644)",4995
30067,"""Park, (MT)""",131.8,"26.6 - 148.6 (644)",3356
30069,"""Petroleum, (MT)""",242.9,"242.9 - 651.5 (644)",-9999
30071,"""Phillips, (MT)""",155.5,"148.7 - 175.5 (644)",1407
30073,"""Pondera, (MT)""",157.8,"148.7 - 175.5 (644)",3264
30075,"""Powder River, (MT)""",232,"204.2 - 242.8 (644)",1614
30077,"""Powell, (MT)""",171.5,"148.7 - 175.5 (644)",5185
30079,"""Prairie, (MT)""",125.2,"26.6 - 148.6 (644)",1855
30081,"""Ravalli, (MT)""",119,"26.6 - 148.6 (644)",2033
30083,"""Richland, (MT)""",149.7,"148.7 - 175.5 (644)",2012
30085,"""Roosevelt, (MT)""",251.1,"242.9 - 651.5 (644)",3041
30087,"""Rosebud, (MT)""",191.5,"175.6 - 204.1 (644)",4225
30089,"""Sanders, (MT)""",209.1,"204.2 - 242.8 (644)",1758
30091,"""Sheridan, (MT)""",154.8,"148.7 - 175.5 (644)",1756
30093,"""Silver Bow, (MT)""",248.6,"242.9 - 651.5 (644)",2850
30095,"""Stillwater, (MT)""",165.1,"148.7 - 175.5 (644)",3363
30097,"""Sweet Grass, (MT)""",168.4,"148.7 - 175.5 (644)",2051
30099,"""Teton, (MT)""",159,"148.7 - 175.5 (644)",1938
30101,"""Toole, (MT)""",182.6,"175.6 - 204.1 (644)",4064
30103,"""Treasure, (MT)""",169.7,"148.7 - 175.5 (644)",264
30105,"""Valley, (MT)""",250.8,"242.9 - 651.5 (644)",2788
30107,"""Wheatland, (MT)""",173.8,"148.7 - 175.5 (644)",10355
30109,"""Wibaux, (MT)""",139.2,"26.6 - 148.6 (644)",1124
30111,"""Yellowstone, (MT)""",166.7,"148.7 - 175.5 (644)",2501
38001,"""Adams, (ND)""",177.5,"175.6 - 204.1 (644)",1459
38003,"""Barnes, (ND)""",114,"26.6 - 148.6 (644)",2490
38005,"""Benson, (ND)""",218.4,"204.2 - 242.8 (644)",3074
38007,"""Billings, (ND)""",183.3,"175.6 - 204.1 (644)",1276
38009,"""Bottineau, (ND)""",246.1,"242.9 - 651.5 (644)",2663
38011,"""Bowman, (ND)""",166.1,"148.7 - 175.5 (644)",3734
38013,"""Burke, (ND)""",211.3,"204.2 - 242.8 (644)",9382
38015,"""Burleigh, (ND)""",108.4,"26.6 - 148.6 (644)",2143
38017,"""Cass, (ND)""",108.8,"26.6 - 148.6 (644)",2534
38019,"""Cavalier, (ND)""",175.5,"148.7 - 175.5 (644)",2090
38021,"""Dickey, (ND)""",208.7,"204.2 - 242.8 (644)",2966
38023,"""Divide, (ND)""",159,"148.7 - 175.5 (644)",5710
38025,"""Dunn, (ND)""",182.6,"175.6 - 204.1 (644)",1387
38027,"""Eddy, (ND)""",208.1,"204.2 - 242.8 (644)",2387
38029,"""Emmons, (ND)""",205.6,"204.2 - 242.8 (644)",3873
38031,"""Foster, (ND)""",203.9,"175.6 - 204.1 (644)",2460
38033,"""Golden Valley, (ND)""",196.5,"175.6 - 204.1 (644)",1834
