"cnty_fips","display_name","Value","theme_range","prev_hd"
26123,"""Newaygo, (MI)""",189.7,"175.6 - 204.1 (644)",35.8
26125,"""Oakland, (MI)""",222.1,"204.2 - 242.8 (644)",40.6
26127,"""Oceana, (MI)""",211.7,"204.2 - 242.8 (644)",33.4
26129,"""Ogemaw, (MI)""",295.3,"242.9 - 651.5 (644)",46.8
26133,"""Osceola, (MI)""",237.5,"204.2 - 242.8 (644)",36.4
26139,"""Ottawa, (MI)""",144.3,"26.6 - 148.6 (644)",32.1
26143,"""Roscommon, (MI)""",263.4,"242.9 - 651.5 (644)",38.4
26145,"""Saginaw, (MI)""",204.1,"175.6 - 204.1 (644)",39
26147,"""St. Clair, (MI)""",257.3,"242.9 - 651.5 (644)",45.1
26149,"""St. Joseph, (MI)""",239.5,"204.2 - 242.8 (644)",38.5
26151,"""Sanilac, (MI)""",301.3,"242.9 - 651.5 (644)",45.1
26155,"""Shiawassee, (MI)""",207.1,"204.2 - 242.8 (644)",37
26157,"""Tuscola, (MI)""",271.4,"242.9 - 651.5 (644)",44.5
26159,"""Van Buren, (MI)""",197.4,"175.6 - 204.1 (644)",33.4
26161,"""Washtenaw, (MI)""",165.2,"148.7 - 175.5 (644)",30
26163,"""Wayne, (MI)""",282.4,"242.9 - 651.5 (644)",42.4
26165,"""Wexford, (MI)""",202.9,"175.6 - 204.1 (644)",35.7
39001,"""Adams, (OH)""",256.8,"242.9 - 651.5 (644)",44
39003,"""Allen, (OH)""",253.4,"242.9 - 651.5 (644)",43.7
39005,"""Ashland, (OH)""",202.6,"175.6 - 204.1 (644)",35.7
39007,"""Ashtabula, (OH)""",263.3,"242.9 - 651.5 (644)",39.2
39009,"""Athens, (OH)""",209.3,"204.2 - 242.8 (644)",37.5
39011,"""Auglaize, (OH)""",233.7,"204.2 - 242.8 (644)",40.6
39013,"""Belmont, (OH)""",272.4,"242.9 - 651.5 (644)",40.2
39015,"""Brown, (OH)""",208,"204.2 - 242.8 (644)",40.8
39017,"""Butler, (OH)""",170.8,"148.7 - 175.5 (644)",36.9
39019,"""Carroll, (OH)""",190.2,"175.6 - 204.1 (644)",36.6
39021,"""Champaign, (OH)""",207.1,"204.2 - 242.8 (644)",37.9
39023,"""Clark, (OH)""",252.9,"242.9 - 651.5 (644)",39.6
39025,"""Clermont, (OH)""",173.5,"148.7 - 175.5 (644)",36.2
39027,"""Clinton, (OH)""",195.2,"175.6 - 204.1 (644)",38.2
39029,"""Columbiana, (OH)""",242.4,"204.2 - 242.8 (644)",35.8
39031,"""Coshocton, (OH)""",259.1,"242.9 - 651.5 (644)",39.9
39033,"""Crawford, (OH)""",253.1,"242.9 - 651.5 (644)",35.7
39035,"""Cuyahoga, (OH)""",217,"204.2 - 242.8 (644)",34.7
39037,"""Darke, (OH)""",253.2,"242.9 - 651.5 (644)",38.8
39039,"""Defiance, (OH)""",175.4,"148.7 - 175.5 (644)",36.1
39041,"""Delaware, (OH)""",134.9,"26.6 - 148.6 (644)",34
39043,"""Erie, (OH)""",205.4,"204.2 - 242.8 (644)",35.8
39045,"""Fairfield, (OH)""",183.9,"175.6 - 204.1 (644)",39.8
39047,"""Fayette, (OH)""",225.3,"204.2 - 242.8 (644)",34.3
39049,"""Franklin, (OH)""",156.2,"148.7 - 175.5 (644)",34.3
39051,"""Fulton, (OH)""",232.8,"204.2 - 242.8 (644)",38.3
39053,"""Gallia, (OH)""",303.6,"242.9 - 651.5 (644)",41
39055,"""Geauga, (OH)""",156.5,"148.7 - 175.5 (644)",34.5
39057,"""Greene, (OH)""",167.3,"148.7 - 175.5 (644)",34.9
39059,"""Guernsey, (OH)""",252.7,"242.9 - 651.5 (644)",42.3
39061,"""Hamilton, (OH)""",164.5,"148.7 - 175.5 (644)",32.9
39063,"""Hancock, (OH)""",183.3,"175.6 - 204.1 (644)",31.1
39065,"""Hardin, (OH)""",300.7,"242.9 - 651.5 (644)",40.4
39067,"""Harrison, (OH)""",296.4,"242.9 - 651.5 (644)",43.3
39069,"""Henry, (OH)""",193.3,"175.6 - 204.1 (644)",36.9
39071,"""Highland, (OH)""",225.4,"204.2 - 242.8 (644)",38.4
39073,"""Hocking, (OH)""",237.4,"204.2 - 242.8 (644)",39.4
39075,"""Holmes, (OH)""",205.4,"204.2 - 242.8 (644)",34.1
39077,"""Huron, (OH)""",192.1,"175.6 - 204.1 (644)",36.2
39079,"""Jackson, (OH)""",338,"242.9 - 651.5 (644)",43.1
39081,"""Jefferson, (OH)""",362.9,"242.9 - 651.5 (644)",40.3
39083,"""Knox, (OH)""",185.7,"175.6 - 204.1 (644)",39.9
39085,"""Lake, (OH)""",216.1,"204.2 - 242.8 (644)",36.2
39087,"""Lawrence, (OH)""",239.8,"204.2 - 242.8 (644)",42.5
39089,"""Licking, (OH)""",162.2,"148.7 - 175.5 (644)",34.9
39091,"""Logan, (OH)""",240.6,"204.2 - 242.8 (644)",37.2
39093,"""Lorain, (OH)""",173.6,"148.7 - 175.5 (644)",39.2
39095,"""Lucas, (OH)""",253.8,"242.9 - 651.5 (644)",37.2
39097,"""Madison, (OH)""",159,"148.7 - 175.5 (644)",37.3
39099,"""Mahoning, (OH)""",198.6,"175.6 - 204.1 (644)",35.4
39101,"""Marion, (OH)""",185.8,"175.6 - 204.1 (644)",41.4
39103,"""Medina, (OH)""",163.9,"148.7 - 175.5 (644)",34.9
39105,"""Meigs, (OH)""",252,"242.9 - 651.5 (644)",43.7
39107,"""Mercer, (OH)""",419.8,"242.9 - 651.5 (644)",37.8
39109,"""Miami, (OH)""",165.2,"148.7 - 175.5 (644)",34.8
39111,"""Monroe, (OH)""",237.3,"204.2 - 242.8 (644)",42.3
39113,"""Montgomery, (OH)""",184.4,"175.6 - 204.1 (644)",35.4
39115,"""Morgan, (OH)""",176.9,"175.6 - 204.1 (644)",37.8
39117,"""Morrow, (OH)""",238.7,"204.2 - 242.8 (644)",37.6
39119,"""Muskingum, (OH)""",152.3,"148.7 - 175.5 (644)",41.5
39121,"""Noble, (OH)""",170.5,"148.7 - 175.5 (644)",39.6
39123,"""Ottawa, (OH)""",229.5,"204.2 - 242.8 (644)",35
39125,"""Paulding, (OH)""",187.6,"175.6 - 204.1 (644)",37.1
39127,"""Perry, (OH)""",310.4,"242.9 - 651.5 (644)",41.2
39129,"""Pickaway, (OH)""",234.2,"204.2 - 242.8 (644)",40.6
39131,"""Pike, (OH)""",233.3,"204.2 - 242.8 (644)",41.6
39133,"""Portage, (OH)""",208.9,"204.2 - 242.8 (644)",36.2
39135,"""Preble, (OH)""",200.9,"175.6 - 204.1 (644)",40.6
39137,"""Putnam, (OH)""",188.3,"175.6 - 204.1 (644)",38.9
39139,"""Richland, (OH)""",208.7,"204.2 - 242.8 (644)",34.8
39141,"""Ross, (OH)""",222.5,"204.2 - 242.8 (644)",39.8
39143,"""Sandusky, (OH)""",230.7,"204.2 - 242.8 (644)",36.5
39145,"""Scioto, (OH)""",393.1,"242.9 - 651.5 (644)",46.8
39147,"""Seneca, (OH)""",298.3,"242.9 - 651.5 (644)",35.7
39149,"""Shelby, (OH)""",209,"204.2 - 242.8 (644)",39.8
39151,"""Stark, (OH)""",178.7,"175.6 - 204.1 (644)",35.5
39153,"""Summit, (OH)""",164.5,"148.7 - 175.5 (644)",34.9
39155,"""Trumbull, (OH)""",199.2,"175.6 - 204.1 (644)",39.2
39157,"""Tuscarawas, (OH)""",241,"204.2 - 242.8 (644)",38.9
39159,"""Union, (OH)""",189.7,"175.6 - 204.1 (644)",39.9
39161,"""Van Wert, (OH)""",237.1,"204.2 - 242.8 (644)",43.6
39163,"""Vinton, (OH)""",223.1,"204.2 - 242.8 (644)",40.8
39165,"""Warren, (OH)""",167.7,"148.7 - 175.5 (644)",35.6
39167,"""Washington, (OH)""",152.7,"148.7 - 175.5 (644)",40.4
39169,"""Wayne, (OH)""",208.5,"204.2 - 242.8 (644)",35.3
39171,"""Williams, (OH)""",225.4,"204.2 - 242.8 (644)",39.1
39173,"""Wood, (OH)""",197.2,"175.6 - 204.1 (644)",35.3
39175,"""Wyandot, (OH)""",164.8,"148.7 - 175.5 (644)",36.7
54007,"""Braxton, (WV)""",227,"204.2 - 242.8 (644)",36.8
54011,"""Cabell, (WV)""",205.1,"204.2 - 242.8 (644)",38.6
54013,"""Calhoun, (WV)""",244.8,"242.9 - 651.5 (644)",35.9
54015,"""Clay, (WV)""",232,"204.2 - 242.8 (644)",47.2
54017,"""Doddridge, (WV)""",279.7,"242.9 - 651.5 (644)",32.3
54021,"""Gilmer, (WV)""",302.9,"242.9 - 651.5 (644)",37.9
54035,"""Jackson, (WV)""",250.3,"242.9 - 651.5 (644)",41.9
54051,"""Marshall, (WV)""",246.4,"242.9 - 651.5 (644)",41.4
54053,"""Mason, (WV)""",229.6,"204.2 - 242.8 (644)",41.3
54069,"""Ohio, (WV)""",225.4,"204.2 - 242.8 (644)",35.2
54073,"""Pleasants, (WV)""",229,"204.2 - 242.8 (644)",40.2
54079,"""Putnam, (WV)""",270.9,"242.9 - 651.5 (644)",43.2
54085,"""Ritchie, (WV)""",261.9,"242.9 - 651.5 (644)",40.2
54087,"""Roane, (WV)""",232.2,"204.2 - 242.8 (644)",42.7
54095,"""Tyler, (WV)""",220.6,"204.2 - 242.8 (644)",40.8
54103,"""Wetzel, (WV)""",254.9,"242.9 - 651.5 (644)",41.5
54105,"""Wirt, (WV)""",258.5,"242.9 - 651.5 (644)",40
54107,"""Wood, (WV)""",261.8,"242.9 - 651.5 (644)",41.3
12011,"""Broward, (FL)""",170.9,"148.7 - 175.5 (644)",39.9
12085,"""Martin, (FL)""",155.2,"148.7 - 175.5 (644)",38.1
12086,"""Miami-Dade, (FL)""",184.7,"175.6 - 204.1 (644)",44.5
12099,"""Palm Beach, (FL)""",164.8,"148.7 - 175.5 (644)",42.6
12111,"""St. Lucie, (FL)""",176.5,"175.6 - 204.1 (644)",43.4
24037,"""St. Mary's, (MD)""",167.6,"148.7 - 175.5 (644)",39.4
24039,"""Somerset, (MD)""",452.9,"242.9 - 651.5 (644)",37.1
24047,"""Worcester, (MD)""",231.1,"204.2 - 242.8 (644)",33.4
37001,"""Alamance, (NC)""",169.2,"148.7 - 175.5 (644)",36.7
37007,"""Anson, (NC)""",214,"204.2 - 242.8 (644)",35.3
37013,"""Beaufort, (NC)""",184.6,"175.6 - 204.1 (644)",33.4
37015,"""Bertie, (NC)""",162.1,"148.7 - 175.5 (644)",35.9
37017,"""Bladen, (NC)""",282.3,"242.9 - 651.5 (644)",43.7
37019,"""Brunswick, (NC)""",169.6,"148.7 - 175.5 (644)",33.4
37025,"""Cabarrus, (NC)""",144.3,"26.6 - 148.6 (644)",32.3
37029,"""Camden, (NC)""",224.9,"204.2 - 242.8 (644)",39.4
37031,"""Carteret, (NC)""",188.3,"175.6 - 204.1 (644)",34
37033,"""Caswell, (NC)""",155.1,"148.7 - 175.5 (644)",34.9
37037,"""Chatham, (NC)""",101.2,"26.6 - 148.6 (644)",30.5
37041,"""Chowan, (NC)""",187.3,"175.6 - 204.1 (644)",33.6
37047,"""Columbus, (NC)""",342,"242.9 - 651.5 (644)",43.1
37049,"""Craven, (NC)""",186.9,"175.6 - 204.1 (644)",32.7
37051,"""Cumberland, (NC)""",212.1,"204.2 - 242.8 (644)",39
37053,"""Currituck, (NC)""",236.9,"204.2 - 242.8 (644)",36.7
37055,"""Dare, (NC)""",187.4,"175.6 - 204.1 (644)",31.3
37057,"""Davidson, (NC)""",181.1,"175.6 - 204.1 (644)",34.7
37059,"""Davie, (NC)""",170.7,"148.7 - 175.5 (644)",34.1
37061,"""Duplin, (NC)""",187.3,"175.6 - 204.1 (644)",38
37063,"""Durham, (NC)""",117.2,"26.6 - 148.6 (644)",28.9
37065,"""Edgecombe, (NC)""",248.7,"242.9 - 651.5 (644)",36.4
37067,"""Forsyth, (NC)""",155.4,"148.7 - 175.5 (644)",31.9
37069,"""Franklin, (NC)""",155.9,"148.7 - 175.5 (644)",35.1
37073,"""Gates, (NC)""",173,"148.7 - 175.5 (644)",36.9
37077,"""Granville, (NC)""",182.2,"175.6 - 204.1 (644)",33.2
37079,"""Greene, (NC)""",192.9,"175.6 - 204.1 (644)",37
37081,"""Guilford, (NC)""",135.1,"26.6 - 148.6 (644)",33
37083,"""Halifax, (NC)""",179.8,"175.6 - 204.1 (644)",37.3
37085,"""Harnett, (NC)""",194.1,"175.6 - 204.1 (644)",41.8
37091,"""Hertford, (NC)""",169.1,"148.7 - 175.5 (644)",33.3
37093,"""Hoke, (NC)""",199.5,"175.6 - 204.1 (644)",41.1
37095,"""Hyde, (NC)""",182.5,"175.6 - 204.1 (644)",30.7
37101,"""Johnston, (NC)""",186.6,"175.6 - 204.1 (644)",43.4
37103,"""Jones, (NC)""",188.6,"175.6 - 204.1 (644)",37.7
37105,"""Lee, (NC)""",177.7,"175.6 - 204.1 (644)",39.7
37107,"""Lenoir, (NC)""",193.5,"175.6 - 204.1 (644)",40.6
37117,"""Martin, (NC)""",233.2,"204.2 - 242.8 (644)",36
37123,"""Montgomery, (NC)""",185.6,"175.6 - 204.1 (644)",39.5
37125,"""Moore, (NC)""",157.2,"148.7 - 175.5 (644)",33.8
37127,"""Nash, (NC)""",197.4,"175.6 - 204.1 (644)",37.8
37129,"""New Hanover, (NC)""",125.6,"26.6 - 148.6 (644)",33.7
37131,"""Northampton, (NC)""",158.2,"148.7 - 175.5 (644)",35
37133,"""Onslow, (NC)""",179.9,"175.6 - 204.1 (644)",36.7
37135,"""Orange, (NC)""",109.6,"26.6 - 148.6 (644)",27.1
37137,"""Pamlico, (NC)""",185.8,"175.6 - 204.1 (644)",32.9
37139,"""Pasquotank, (NC)""",320.5,"242.9 - 651.5 (644)",34.9
37141,"""Pender, (NC)""",175.1,"148.7 - 175.5 (644)",35.1
37143,"""Perquimans, (NC)""",252.6,"242.9 - 651.5 (644)",35.5
37145,"""Person, (NC)""",184.7,"175.6 - 204.1 (644)",35.4
37147,"""Pitt, (NC)""",185,"175.6 - 204.1 (644)",35.1
37151,"""Randolph, (NC)""",183,"175.6 - 204.1 (644)",36.9
37153,"""Richmond, (NC)""",276.2,"242.9 - 651.5 (644)",41.4
37155,"""Robeson, (NC)""",262.7,"242.9 - 651.5 (644)",41.8
37157,"""Rockingham, (NC)""",192.3,"175.6 - 204.1 (644)",37.2
37159,"""Rowan, (NC)""",186.1,"175.6 - 204.1 (644)",32.2
37163,"""Sampson, (NC)""",214,"204.2 - 242.8 (644)",43.8
37165,"""Scotland, (NC)""",229.2,"204.2 - 242.8 (644)",40
37167,"""Stanly, (NC)""",239,"204.2 - 242.8 (644)",35.5
37169,"""Stokes, (NC)""",188.4,"175.6 - 204.1 (644)",36.7
37177,"""Tyrrell, (NC)""",195.4,"175.6 - 204.1 (644)",37.9
37179,"""Union, (NC)""",118.7,"26.6 - 148.6 (644)",32.1
37181,"""Vance, (NC)""",209.9,"204.2 - 242.8 (644)",34.3
37183,"""Wake, (NC)""",112.3,"26.6 - 148.6 (644)",30.8
37185,"""Warren, (NC)""",225.3,"204.2 - 242.8 (644)",30.8
37187,"""Washington, (NC)""",182.8,"175.6 - 204.1 (644)",32.8
37191,"""Wayne, (NC)""",198.9,"175.6 - 204.1 (644)",34.6
37195,"""Wilson, (NC)""",184.2,"175.6 - 204.1 (644)",35.3
45015,"""Berkeley, (SC)""",132.9,"26.6 - 148.6 (644)",32.9
45019,"""Charleston, (SC)""",150.1,"148.7 - 175.5 (644)",30.5
45025,"""Chesterfield, (SC)""",269.2,"242.9 - 651.5 (644)",36.8
45027,"""Clarendon, (SC)""",182,"175.6 - 204.1 (644)",37.5
45031,"""Darlington, (SC)""",152.5,"148.7 - 175.5 (644)",39.1
45033,"""Dillon, (SC)""",213.5,"204.2 - 242.8 (644)",35.6
45035,"""Dorchester, (SC)""",142.8,"26.6 - 148.6 (644)",30.9
45041,"""Florence, (SC)""",171.6,"148.7 - 175.5 (644)",36
45043,"""Georgetown, (SC)""",189,"175.6 - 204.1 (644)",32.3
45051,"""Horry, (SC)""",176.7,"175.6 - 204.1 (644)",33.2
45055,"""Kershaw, (SC)""",163.7,"148.7 - 175.5 (644)",39.7
45061,"""Lee, (SC)""",387.6,"242.9 - 651.5 (644)",37.2
45067,"""Marion, (SC)""",184.6,"175.6 - 204.1 (644)",34.1
45069,"""Marlboro, (SC)""",139.2,"26.6 - 148.6 (644)",36
45085,"""Sumter, (SC)""",145.4,"26.6 - 148.6 (644)",36.4
45089,"""Williamsburg, (SC)""",147.3,"26.6 - 148.6 (644)",32.6
51001,"""Accomack, (VA)""",291.4,"242.9 - 651.5 (644)",34.4
51003,"""Albemarle, (VA)""",94.2,"26.6 - 148.6 (644)",27
51005,"""Alleghany, (VA)""",192.5,"175.6 - 204.1 (644)",35.5
51007,"""Amelia, (VA)""",196.6,"175.6 - 204.1 (644)",34.4
51009,"""Amherst, (VA)""",167.1,"148.7 - 175.5 (644)",30.1
51011,"""Appomattox, (VA)""",212.9,"204.2 - 242.8 (644)",32.6
51015,"""Augusta, (VA)""",141.4,"26.6 - 148.6 (644)",32.1
51017,"""Bath, (VA)""",164.3,"148.7 - 175.5 (644)",33.7
51019,"""Bedford County, (VA)""",145.7,"26.6 - 148.6 (644)",31.6
51023,"""Botetourt, (VA)""",137.9,"26.6 - 148.6 (644)",31.7
51025,"""Brunswick, (VA)""",230.1,"204.2 - 242.8 (644)",35.4
51029,"""Buckingham, (VA)""",205.3,"204.2 - 242.8 (644)",31.8
51031,"""Campbell, (VA)""",179.4,"175.6 - 204.1 (644)",31.7
51033,"""Caroline, (VA)""",169.4,"148.7 - 175.5 (644)",35.3
51036,"""Charles City, (VA)""",165.9,"148.7 - 175.5 (644)",35.3
51037,"""Charlotte, (VA)""",210.7,"204.2 - 242.8 (644)",32.2
51041,"""Chesterfield, (VA)""",131.1,"26.6 - 148.6 (644)",33.6
51045,"""Craig, (VA)""",144.8,"26.6 - 148.6 (644)",34.5
51049,"""Cumberland, (VA)""",145.2,"26.6 - 148.6 (644)",33.5
51053,"""Dinwiddie, (VA)""",193.9,"175.6 - 204.1 (644)",40.1
51057,"""Essex, (VA)""",190.1,"175.6 - 204.1 (644)",34
51063,"""Floyd, (VA)""",151.4,"148.7 - 175.5 (644)",32.4
51065,"""Fluvanna, (VA)""",147.8,"26.6 - 148.6 (644)",29.7
51067,"""Franklin County, (VA)""",123,"26.6 - 148.6 (644)",31.1
51073,"""Gloucester, (VA)""",167.9,"148.7 - 175.5 (644)",33.9
51075,"""Goochland, (VA)""",130.5,"26.6 - 148.6 (644)",30.3
51079,"""Greene, (VA)""",142.3,"26.6 - 148.6 (644)",33
51081,"""Greensville, (VA)""",355.2,"242.9 - 651.5 (644)",38
51083,"""Halifax, (VA)""",187.3,"175.6 - 204.1 (644)",34.6
51085,"""Hanover, (VA)""",156.7,"148.7 - 175.5 (644)",33.2
51087,"""Henrico, (VA)""",150.5,"148.7 - 175.5 (644)",32.1
51089,"""Henry, (VA)""",201.2,"175.6 - 204.1 (644)",32.7
51093,"""Isle of Wight, (VA)""",163.1,"148.7 - 175.5 (644)",32.9
51095,"""James City, (VA)""",140.6,"26.6 - 148.6 (644)",30.9
51097,"""King and Queen, (VA)""",188.6,"175.6 - 204.1 (644)",35.5
51099,"""King George, (VA)""",131.1,"26.6 - 148.6 (644)",35.7
51101,"""King William, (VA)""",195.6,"175.6 - 204.1 (644)",34.7
51103,"""Lancaster, (VA)""",172.8,"148.7 - 175.5 (644)",29.7
51109,"""Louisa, (VA)""",189.1,"175.6 - 204.1 (644)",32.5
51111,"""Lunenburg, (VA)""",233.5,"204.2 - 242.8 (644)",34.9
51115,"""Mathews, (VA)""",173.8,"148.7 - 175.5 (644)",33.1
51117,"""Mecklenburg, (VA)""",215.1,"204.2 - 242.8 (644)",35.3
51119,"""Middlesex, (VA)""",187.9,"175.6 - 204.1 (644)",31.6
51121,"""Montgomery, (VA)""",163.8,"148.7 - 175.5 (644)",31.1
51125,"""Nelson, (VA)""",175.7,"175.6 - 204.1 (644)",29.7
51127,"""New Kent, (VA)""",172,"148.7 - 175.5 (644)",34.4
51131,"""Northampton, (VA)""",246.5,"242.9 - 651.5 (644)",29.3
51133,"""Northumberland, (VA)""",179,"175.6 - 204.1 (644)",31.1
51135,"""Nottoway, (VA)""",246.4,"242.9 - 651.5 (644)",36
51137,"""Orange, (VA)""",159.3,"148.7 - 175.5 (644)",32.6
51141,"""Patrick, (VA)""",253.7,"242.9 - 651.5 (644)",31.9
51143,"""Pittsylvania, (VA)""",183.2,"175.6 - 204.1 (644)",33
51145,"""Powhatan, (VA)""",137.1,"26.6 - 148.6 (644)",32.7
51147,"""Prince Edward, (VA)""",200.7,"175.6 - 204.1 (644)",30
51149,"""Prince George, (VA)""",117,"26.6 - 148.6 (644)",37.3
51159,"""Richmond County, (VA)""",186,"175.6 - 204.1 (644)",36.9
51161,"""Roanoke County, (VA)""",131.1,"26.6 - 148.6 (644)",32.8
51163,"""Rockbridge, (VA)""",139,"26.6 - 148.6 (644)",30.4
51175,"""Southampton, (VA)""",210.5,"204.2 - 242.8 (644)",35.6
51177,"""Spotsylvania, (VA)""",140.7,"26.6 - 148.6 (644)",35.9
51181,"""Surry, (VA)""",154.9,"148.7 - 175.5 (644)",32.4
51183,"""Sussex, (VA)""",147.7,"26.6 - 148.6 (644)",34
51193,"""Westmoreland, (VA)""",181.2,"175.6 - 204.1 (644)",35.3
51199,"""York, (VA)""",121.4,"26.6 - 148.6 (644)",31.1
51530,"""Buena Vista, (VA)""",176.8,"175.6 - 204.1 (644)",34.4
51540,"""Charlottesville, (VA)""",114.7,"26.6 - 148.6 (644)",27.2
51550,"""Chesapeake, (VA)""",173.9,"148.7 - 175.5 (644)",33.3
51570,"""Colonial Heights, (VA)""",157.7,"148.7 - 175.5 (644)",39.9
51580,"""Covington, (VA)""",332.8,"242.9 - 651.5 (644)",37.2
51590,"""Danville, (VA)""",238.4,"204.2 - 242.8 (644)",34.8
51595,"""Emporia, (VA)""",348.3,"242.9 - 651.5 (644)",39
51620,"""Franklin City, (VA)""",232.9,"204.2 - 242.8 (644)",35.6
51630,"""Fredericksburg, (VA)""",142.5,"26.6 - 148.6 (644)",34.8
51650,"""Hampton, (VA)""",198.2,"175.6 - 204.1 (644)",31.6
51670,"""Hopewell, (VA)""",197.1,"175.6 - 204.1 (644)",38.6
51678,"""Lexington, (VA)""",155.2,"148.7 - 175.5 (644)",28.1
51680,"""Lynchburg, (VA)""",166.9,"148.7 - 175.5 (644)",29.7
51690,"""Martinsville, (VA)""",309.4,"242.9 - 651.5 (644)",33.2
51700,"""Newport News, (VA)""",172.9,"148.7 - 175.5 (644)",31.7
51710,"""Norfolk, (VA)""",198.5,"175.6 - 204.1 (644)",32.3
51730,"""Petersburg, (VA)""",257.1,"242.9 - 651.5 (644)",35.7
51735,"""Poquoson, (VA)""",165.5,"148.7 - 175.5 (644)",31.9
51740,"""Portsmouth, (VA)""",201.6,"175.6 - 204.1 (644)",35.7
51750,"""Radford, (VA)""",185.4,"175.6 - 204.1 (644)",37
51760,"""Richmond City, (VA)""",155,"148.7 - 175.5 (644)",30.7
51770,"""Roanoke City, (VA)""",181.7,"175.6 - 204.1 (644)",32.6
51775,"""Salem, (VA)""",177.9,"175.6 - 204.1 (644)",31.8
51790,"""Staunton, (VA)""",205.8,"204.2 - 242.8 (644)",32.9
51800,"""Suffolk, (VA)""",166.1,"148.7 - 175.5 (644)",35.6
51810,"""Virginia Beach, (VA)""",134,"26.6 - 148.6 (644)",31.8
51820,"""Waynesboro, (VA)""",180.2,"175.6 - 204.1 (644)",33.2
51830,"""Williamsburg, (VA)""",126.6,"26.6 - 148.6 (644)",29.5
54025,"""Greenbrier, (WV)""",192.7,"175.6 - 204.1 (644)",37.5
54063,"""Monroe, (WV)""",202.1,"175.6 - 204.1 (644)",39
10001,"""Kent, (DE)""",207.4,"204.2 - 242.8 (644)",37.3
10003,"""New Castle, (DE)""",157.4,"148.7 - 175.5 (644)",34
10005,"""Sussex, (DE)""",206.2,"204.2 - 242.8 (644)",38.9
11001,"""District of Columbia, (DC)""",214.5,"204.2 - 242.8 (644)",29.6
24001,"""Allegany, (MD)""",247.4,"242.9 - 651.5 (644)",37.5
24003,"""Anne Arundel, (MD)""",160.1,"148.7 - 175.5 (644)",32.5
24005,"""Baltimore County, (MD)""",211.8,"204.2 - 242.8 (644)",34.8
24009,"""Calvert, (MD)""",204.9,"204.2 - 242.8 (644)",37.6
24011,"""Caroline, (MD)""",236.8,"204.2 - 242.8 (644)",37.4
24013,"""Carroll, (MD)""",183.4,"175.6 - 204.1 (644)",38.6
24015,"""Cecil, (MD)""",208.4,"204.2 - 242.8 (644)",37.7
24017,"""Charles, (MD)""",159.7,"148.7 - 175.5 (644)",33.9
24019,"""Dorchester, (MD)""",221.4,"204.2 - 242.8 (644)",33.9
24021,"""Frederick, (MD)""",190.1,"175.6 - 204.1 (644)",38.4
24023,"""Garrett, (MD)""",266,"242.9 - 651.5 (644)",38.7
24025,"""Harford, (MD)""",192.8,"175.6 - 204.1 (644)",34.9
24027,"""Howard, (MD)""",120,"26.6 - 148.6 (644)",30.9
24029,"""Kent, (MD)""",204.2,"204.2 - 242.8 (644)",31.3
24031,"""Montgomery, (MD)""",105.2,"26.6 - 148.6 (644)",30
24033,"""Prince George's, (MD)""",160,"148.7 - 175.5 (644)",31.6
24035,"""Queen Anne's, (MD)""",180,"175.6 - 204.1 (644)",34.4
24041,"""Talbot, (MD)""",145,"26.6 - 148.6 (644)",32.8
24043,"""Washington, (MD)""",211.5,"204.2 - 242.8 (644)",34.6
24045,"""Wicomico, (MD)""",297.1,"242.9 - 651.5 (644)",36
24510,"""Baltimore City, (MD)""",235,"204.2 - 242.8 (644)",34.6
34001,"""Atlantic, (NJ)""",225.6,"204.2 - 242.8 (644)",41
34003,"""Bergen, (NJ)""",143.9,"26.6 - 148.6 (644)",37.9
34005,"""Burlington, (NJ)""",151.2,"148.7 - 175.5 (644)",35.3
34007,"""Camden, (NJ)""",200.5,"175.6 - 204.1 (644)",37.8
34009,"""Cape May, (NJ)""",236.8,"204.2 - 242.8 (644)",39.7
34011,"""Cumberland, (NJ)""",253.2,"242.9 - 651.5 (644)",39.6
34013,"""Essex, (NJ)""",168.7,"148.7 - 175.5 (644)",38.1
34015,"""Gloucester, (NJ)""",226.9,"204.2 - 242.8 (644)",39.5
34019,"""Hunterdon, (NJ)""",137.3,"26.6 - 148.6 (644)",34.7
34021,"""Mercer, (NJ)""",148.5,"26.6 - 148.6 (644)",39.3
34023,"""Middlesex, (NJ)""",168.6,"148.7 - 175.5 (644)",40.8
34025,"""Monmouth, (NJ)""",171.3,"148.7 - 175.5 (644)",39
34027,"""Morris, (NJ)""",144.7,"26.6 - 148.6 (644)",35.1
34029,"""Ocean, (NJ)""",253.6,"242.9 - 651.5 (644)",44.4
34031,"""Passaic, (NJ)""",174.1,"148.7 - 175.5 (644)",38.2
34033,"""Salem, (NJ)""",206,"204.2 - 242.8 (644)",41.7
34035,"""Somerset, (NJ)""",143.5,"26.6 - 148.6 (644)",35.5
34037,"""Sussex, (NJ)""",195.7,"175.6 - 204.1 (644)",37.5
34039,"""Union, (NJ)""",156.3,"148.7 - 175.5 (644)",38
34041,"""Warren, (NJ)""",199.3,"175.6 - 204.1 (644)",39.7
36003,"""Allegany, (NY)""",201,"175.6 - 204.1 (644)",37.8
36007,"""Broome, (NY)""",175.4,"148.7 - 175.5 (644)",32.3
36009,"""Cattaraugus, (NY)""",285.4,"242.9 - 651.5 (644)",39.5
36011,"""Cayuga, (NY)""",203.1,"175.6 - 204.1 (644)",35.4
