"cnty_fips","display_name","Value","theme_range","inp_inc"
31161,"""Sheridan, (NE)""",134.5,"26.6 - 148.6 (644)",4357
31163,"""Sherman, (NE)""",156.1,"148.7 - 175.5 (644)",7855
31165,"""Sioux, (NE)""",148,"26.6 - 148.6 (644)",6035
31167,"""Stanton, (NE)""",125.2,"26.6 - 148.6 (644)",5245
31169,"""Thayer, (NE)""",219.8,"204.2 - 242.8 (644)",5299
31171,"""Thomas, (NE)""",117.5,"26.6 - 148.6 (644)",4609
31173,"""Thurston, (NE)""",286.7,"242.9 - 651.5 (644)",6418
31175,"""Valley, (NE)""",195.1,"175.6 - 204.1 (644)",4036
31177,"""Washington, (NE)""",132.4,"26.6 - 148.6 (644)",4845
31179,"""Wayne, (NE)""",117.1,"26.6 - 148.6 (644)",5076
31181,"""Webster, (NE)""",204.6,"204.2 - 242.8 (644)",4682
31183,"""Wheeler, (NE)""",183.3,"175.6 - 204.1 (644)",1467
31185,"""York, (NE)""",182.7,"175.6 - 204.1 (644)",3752
35001,"""Bernalillo, (NM)""",191.2,"175.6 - 204.1 (644)",4771
35005,"""Chaves, (NM)""",356.3,"242.9 - 651.5 (644)",5833
35007,"""Colfax, (NM)""",150.7,"148.7 - 175.5 (644)",3301
35009,"""Curry, (NM)""",294.1,"242.9 - 651.5 (644)",4252
35011,"""De Baca, (NM)""",288.9,"242.9 - 651.5 (644)",4439
35015,"""Eddy, (NM)""",277.4,"242.9 - 651.5 (644)",5245
35019,"""Guadalupe, (NM)""",251.4,"242.9 - 651.5 (644)",5448
35021,"""Harding, (NM)""",201.5,"175.6 - 204.1 (644)",6296
35025,"""Lea, (NM)""",280.9,"242.9 - 651.5 (644)",4615
35027,"""Lincoln, (NM)""",174.3,"148.7 - 175.5 (644)",5059
35028,"""Los Alamos, (NM)""",144.8,"26.6 - 148.6 (644)",2462
35033,"""Mora, (NM)""",138.3,"26.6 - 148.6 (644)",2489
35035,"""Otero, (NM)""",207.5,"204.2 - 242.8 (644)",4003
35037,"""Quay, (NM)""",245.1,"242.9 - 651.5 (644)",3586
35039,"""Rio Arriba, (NM)""",147.6,"26.6 - 148.6 (644)",5674
35041,"""Roosevelt, (NM)""",274.2,"242.9 - 651.5 (644)",5289
35047,"""San Miguel, (NM)""",212,"204.2 - 242.8 (644)",6055
35049,"""Santa Fe, (NM)""",138.8,"26.6 - 148.6 (644)",3872
35055,"""Taos, (NM)""",142.4,"26.6 - 148.6 (644)",3656
35057,"""Torrance, (NM)""",195.7,"175.6 - 204.1 (644)",5425
35059,"""Union, (NM)""",191.2,"175.6 - 204.1 (644)",4680
40001,"""Adair, (OK)""",317.2,"242.9 - 651.5 (644)",7135
40003,"""Alfalfa, (OK)""",238.6,"204.2 - 242.8 (644)",4435
40005,"""Atoka, (OK)""",322.3,"242.9 - 651.5 (644)",6243
40007,"""Beaver, (OK)""",301.6,"242.9 - 651.5 (644)",5055
40009,"""Beckham, (OK)""",238.8,"204.2 - 242.8 (644)",3897
40011,"""Blaine, (OK)""",232.6,"204.2 - 242.8 (644)",4840
40013,"""Bryan, (OK)""",204.6,"204.2 - 242.8 (644)",5695
40015,"""Caddo, (OK)""",270.8,"242.9 - 651.5 (644)",5687
40017,"""Canadian, (OK)""",186.1,"175.6 - 204.1 (644)",4197
40019,"""Carter, (OK)""",296.1,"242.9 - 651.5 (644)",5181
40021,"""Cherokee, (OK)""",281.8,"242.9 - 651.5 (644)",5976
40023,"""Choctaw, (OK)""",349.2,"242.9 - 651.5 (644)",4960
40025,"""Cimarron, (OK)""",242.3,"204.2 - 242.8 (644)",6362
40027,"""Cleveland, (OK)""",194.5,"175.6 - 204.1 (644)",4348
40029,"""Coal, (OK)""",400,"242.9 - 651.5 (644)",6380
40031,"""Comanche, (OK)""",240.1,"204.2 - 242.8 (644)",4487
40033,"""Cotton, (OK)""",230.4,"204.2 - 242.8 (644)",6586
40035,"""Craig, (OK)""",346.9,"242.9 - 651.5 (644)",6487
40037,"""Creek, (OK)""",215.4,"204.2 - 242.8 (644)",5747
40039,"""Custer, (OK)""",253.1,"242.9 - 651.5 (644)",3869
40041,"""Delaware, (OK)""",241.8,"204.2 - 242.8 (644)",5143
40043,"""Dewey, (OK)""",279,"242.9 - 651.5 (644)",4661
40045,"""Ellis, (OK)""",295.3,"242.9 - 651.5 (644)",3844
40047,"""Garfield, (OK)""",240.4,"204.2 - 242.8 (644)",4653
40049,"""Garvin, (OK)""",283.3,"242.9 - 651.5 (644)",5111
40051,"""Grady, (OK)""",257.5,"242.9 - 651.5 (644)",4378
40053,"""Grant, (OK)""",237.6,"204.2 - 242.8 (644)",3894
40055,"""Greer, (OK)""",235.1,"204.2 - 242.8 (644)",5145
40057,"""Harmon, (OK)""",236.4,"204.2 - 242.8 (644)",7514
40059,"""Harper, (OK)""",292.3,"242.9 - 651.5 (644)",2973
40061,"""Haskell, (OK)""",340.6,"242.9 - 651.5 (644)",5436
40063,"""Hughes, (OK)""",421,"242.9 - 651.5 (644)",5942
40065,"""Jackson, (OK)""",230.9,"204.2 - 242.8 (644)",5407
40067,"""Jefferson, (OK)""",338.4,"242.9 - 651.5 (644)",6331
40069,"""Johnston, (OK)""",260.2,"242.9 - 651.5 (644)",6106
40071,"""Kay, (OK)""",238.1,"204.2 - 242.8 (644)",4721
40073,"""Kingfisher, (OK)""",196.4,"175.6 - 204.1 (644)",5205
40075,"""Kiowa, (OK)""",253.1,"242.9 - 651.5 (644)",4431
40077,"""Latimer, (OK)""",320.3,"242.9 - 651.5 (644)",5950
40079,"""Le Flore, (OK)""",317.7,"242.9 - 651.5 (644)",5566
40081,"""Lincoln, (OK)""",237.8,"204.2 - 242.8 (644)",4220
40083,"""Logan, (OK)""",195,"175.6 - 204.1 (644)",4563
40085,"""Love, (OK)""",203.8,"175.6 - 204.1 (644)",4978
40087,"""McClain, (OK)""",231.4,"204.2 - 242.8 (644)",4468
40089,"""McCurtain, (OK)""",354.5,"242.9 - 651.5 (644)",4632
40091,"""McIntosh, (OK)""",352.6,"242.9 - 651.5 (644)",5296
40093,"""Major, (OK)""",263.8,"242.9 - 651.5 (644)",4156
40095,"""Marshall, (OK)""",205,"204.2 - 242.8 (644)",5744
40097,"""Mayes, (OK)""",255.1,"242.9 - 651.5 (644)",6132
40099,"""Murray, (OK)""",291.8,"242.9 - 651.5 (644)",4563
40101,"""Muskogee, (OK)""",348.8,"242.9 - 651.5 (644)",6051
40103,"""Noble, (OK)""",231.3,"204.2 - 242.8 (644)",3322
40105,"""Nowata, (OK)""",221.6,"204.2 - 242.8 (644)",5616
40107,"""Okfuskee, (OK)""",328.9,"242.9 - 651.5 (644)",4727
40109,"""Oklahoma, (OK)""",223.1,"204.2 - 242.8 (644)",4757
40111,"""Okmulgee, (OK)""",303.4,"242.9 - 651.5 (644)",6199
40113,"""Osage, (OK)""",206.7,"204.2 - 242.8 (644)",5802
40115,"""Ottawa, (OK)""",337.5,"242.9 - 651.5 (644)",5494
40117,"""Pawnee, (OK)""",234.3,"204.2 - 242.8 (644)",5377
40119,"""Payne, (OK)""",196.9,"175.6 - 204.1 (644)",4382
40121,"""Pittsburg, (OK)""",337.2,"242.9 - 651.5 (644)",5491
40123,"""Pontotoc, (OK)""",285.2,"242.9 - 651.5 (644)",4317
40125,"""Pottawatomie, (OK)""",293.1,"242.9 - 651.5 (644)",4874
40127,"""Pushmataha, (OK)""",331.4,"242.9 - 651.5 (644)",5197
40129,"""Roger Mills, (OK)""",245.9,"242.9 - 651.5 (644)",3418
40131,"""Rogers, (OK)""",244.7,"242.9 - 651.5 (644)",6032
40133,"""Seminole, (OK)""",378.1,"242.9 - 651.5 (644)",5645
40135,"""Sequoyah, (OK)""",319.7,"242.9 - 651.5 (644)",6040
40137,"""Stephens, (OK)""",290.8,"242.9 - 651.5 (644)",4668
40139,"""Texas, (OK)""",252.6,"242.9 - 651.5 (644)",5200
40141,"""Tillman, (OK)""",238.5,"204.2 - 242.8 (644)",5482
40143,"""Tulsa, (OK)""",222.9,"204.2 - 242.8 (644)",6300
40145,"""Wagoner, (OK)""",213.4,"204.2 - 242.8 (644)",6077
40147,"""Washington, (OK)""",212.4,"204.2 - 242.8 (644)",3823
40149,"""Washita, (OK)""",267.7,"242.9 - 651.5 (644)",4305
40151,"""Woods, (OK)""",265.4,"242.9 - 651.5 (644)",3914
40153,"""Woodward, (OK)""",296.9,"242.9 - 651.5 (644)",4721
46003,"""Aurora, (SD)""",202.2,"175.6 - 204.1 (644)",3100
46005,"""Beadle, (SD)""",200.5,"175.6 - 204.1 (644)",4342
46007,"""Bennett, (SD)""",300.1,"242.9 - 651.5 (644)",4663
46009,"""Bon Homme, (SD)""",188.9,"175.6 - 204.1 (644)",4427
46011,"""Brookings, (SD)""",201.7,"175.6 - 204.1 (644)",4929
46015,"""Brule, (SD)""",272.7,"242.9 - 651.5 (644)",4761
46017,"""Buffalo, (SD)""",310.3,"242.9 - 651.5 (644)",5523
46023,"""Charles Mix, (SD)""",230,"204.2 - 242.8 (644)",4531
46027,"""Clay, (SD)""",260.2,"242.9 - 651.5 (644)",4003
46033,"""Custer, (SD)""",164.4,"148.7 - 175.5 (644)",3375
46035,"""Davison, (SD)""",141.3,"26.6 - 148.6 (644)",4816
46043,"""Douglas, (SD)""",137.3,"26.6 - 148.6 (644)",4045
46047,"""Fall River, (SD)""",258,"242.9 - 651.5 (644)",5328
46053,"""Gregory, (SD)""",247.6,"242.9 - 651.5 (644)",6956
46055,"""Haakon, (SD)""",206.7,"204.2 - 242.8 (644)",3752
46059,"""Hand, (SD)""",205.8,"204.2 - 242.8 (644)",5303
46061,"""Hanson, (SD)""",153.3,"148.7 - 175.5 (644)",3591
46065,"""Hughes, (SD)""",178.4,"175.6 - 204.1 (644)",3157
46067,"""Hutchinson, (SD)""",194.3,"175.6 - 204.1 (644)",5830
46069,"""Hyde, (SD)""",218.9,"204.2 - 242.8 (644)",3999
46071,"""Jackson, (SD)""",251.8,"242.9 - 651.5 (644)",6012
46073,"""Jerauld, (SD)""",236.1,"204.2 - 242.8 (644)",6682
46075,"""Jones, (SD)""",224.9,"204.2 - 242.8 (644)",5277
46077,"""Kingsbury, (SD)""",195.1,"175.6 - 204.1 (644)",4877
46079,"""Lake, (SD)""",194.8,"175.6 - 204.1 (644)",3881
46081,"""Lawrence, (SD)""",149.7,"148.7 - 175.5 (644)",3334
46083,"""Lincoln, (SD)""",126.3,"26.6 - 148.6 (644)",4431
46085,"""Lyman, (SD)""",225.8,"204.2 - 242.8 (644)",3472
46087,"""McCook, (SD)""",195.6,"175.6 - 204.1 (644)",8088
46093,"""Meade, (SD)""",201.2,"175.6 - 204.1 (644)",4539
46095,"""Mellette, (SD)""",287.2,"242.9 - 651.5 (644)",7748
46097,"""Miner, (SD)""",200,"175.6 - 204.1 (644)",2794
46099,"""Minnehaha, (SD)""",175.9,"175.6 - 204.1 (644)",4586
46101,"""Moody, (SD)""",193.1,"175.6 - 204.1 (644)",2770
46103,"""Pennington, (SD)""",212.8,"204.2 - 242.8 (644)",4801
46111,"""Sanborn, (SD)""",172.1,"148.7 - 175.5 (644)",1121
46102,"""Oglala Lakota, (SD)""",81.7,"26.6 - 148.6 (644)",11338
46117,"""Stanley, (SD)""",160.3,"148.7 - 175.5 (644)",2444
46121,"""Todd, (SD)""",312.3,"242.9 - 651.5 (644)",9618
46123,"""Tripp, (SD)""",251.4,"242.9 - 651.5 (644)",4009
46125,"""Turner, (SD)""",233.5,"204.2 - 242.8 (644)",4037
46127,"""Union, (SD)""",121.4,"26.6 - 148.6 (644)",4453
46135,"""Yankton, (SD)""",205.4,"204.2 - 242.8 (644)",4057
48003,"""Andrews, (TX)""",293.3,"242.9 - 651.5 (644)",5829
48009,"""Archer, (TX)""",236.4,"204.2 - 242.8 (644)",4018
48011,"""Armstrong, (TX)""",284.5,"242.9 - 651.5 (644)",4292
48017,"""Bailey, (TX)""",227.7,"204.2 - 242.8 (644)",3865
48023,"""Baylor, (TX)""",245.2,"242.9 - 651.5 (644)",7007
48033,"""Borden, (TX)""",211.9,"204.2 - 242.8 (644)",3422
48037,"""Bowie, (TX)""",348.3,"242.9 - 651.5 (644)",5331
48045,"""Briscoe, (TX)""",177.6,"175.6 - 204.1 (644)",3728
48059,"""Callahan, (TX)""",272.7,"242.9 - 651.5 (644)",5663
48063,"""Camp, (TX)""",251.3,"242.9 - 651.5 (644)",4522
48065,"""Carson, (TX)""",306.8,"242.9 - 651.5 (644)",5989
48067,"""Cass, (TX)""",310.3,"242.9 - 651.5 (644)",4992
48069,"""Castro, (TX)""",245.3,"242.9 - 651.5 (644)",4837
48075,"""Childress, (TX)""",271.7,"242.9 - 651.5 (644)",5918
48077,"""Clay, (TX)""",230.2,"204.2 - 242.8 (644)",6667
48079,"""Cochran, (TX)""",246.8,"242.9 - 651.5 (644)",2641
48085,"""Collin, (TX)""",129.8,"26.6 - 148.6 (644)",4736
48087,"""Collingsworth, (TX)""",329.9,"242.9 - 651.5 (644)",3825
48097,"""Cooke, (TX)""",157.6,"148.7 - 175.5 (644)",5738
48101,"""Cottle, (TX)""",243.6,"242.9 - 651.5 (644)",9099
48107,"""Crosby, (TX)""",233.1,"204.2 - 242.8 (644)",4693
48111,"""Dallam, (TX)""",216.7,"204.2 - 242.8 (644)",6202
48113,"""Dallas, (TX)""",168.8,"148.7 - 175.5 (644)",5890
48115,"""Dawson, (TX)""",238.3,"204.2 - 242.8 (644)",5180
48117,"""Deaf Smith, (TX)""",230,"204.2 - 242.8 (644)",4389
48119,"""Delta, (TX)""",342.9,"242.9 - 651.5 (644)",4862
48121,"""Denton, (TX)""",118.1,"26.6 - 148.6 (644)",5394
48125,"""Dickens, (TX)""",172.5,"148.7 - 175.5 (644)",5405
48129,"""Donley, (TX)""",254.9,"242.9 - 651.5 (644)",6722
48133,"""Eastland, (TX)""",206.7,"204.2 - 242.8 (644)",5348
48139,"""Ellis, (TX)""",168.9,"148.7 - 175.5 (644)",5044
48143,"""Erath, (TX)""",258.6,"242.9 - 651.5 (644)",5039
48147,"""Fannin, (TX)""",348.3,"242.9 - 651.5 (644)",5122
48151,"""Fisher, (TX)""",250.2,"242.9 - 651.5 (644)",5848
48153,"""Floyd, (TX)""",233.5,"204.2 - 242.8 (644)",4783
48155,"""Foard, (TX)""",218.7,"204.2 - 242.8 (644)",5198
48159,"""Franklin, (TX)""",282.1,"242.9 - 651.5 (644)",3820
48165,"""Gaines, (TX)""",258.1,"242.9 - 651.5 (644)",4908
48169,"""Garza, (TX)""",226.9,"204.2 - 242.8 (644)",6658
48179,"""Gray, (TX)""",365.9,"242.9 - 651.5 (644)",5787
48181,"""Grayson, (TX)""",196.5,"175.6 - 204.1 (644)",5834
48183,"""Gregg, (TX)""",241.5,"204.2 - 242.8 (644)",5668
48189,"""Hale, (TX)""",234.8,"204.2 - 242.8 (644)",5193
48191,"""Hall, (TX)""",201.1,"175.6 - 204.1 (644)",5027
48195,"""Hansford, (TX)""",219.2,"204.2 - 242.8 (644)",3142
48197,"""Hardeman, (TX)""",233.6,"204.2 - 242.8 (644)",5326
48203,"""Harrison, (TX)""",212.5,"204.2 - 242.8 (644)",5333
48205,"""Hartley, (TX)""",247.4,"242.9 - 651.5 (644)",5253
48207,"""Haskell, (TX)""",269.9,"242.9 - 651.5 (644)",5782
48211,"""Hemphill, (TX)""",278.3,"242.9 - 651.5 (644)",2915
48213,"""Henderson, (TX)""",285.6,"242.9 - 651.5 (644)",4991
48219,"""Hockley, (TX)""",186.9,"175.6 - 204.1 (644)",4788
48221,"""Hood, (TX)""",183.6,"175.6 - 204.1 (644)",4775
48223,"""Hopkins, (TX)""",283.7,"242.9 - 651.5 (644)",5143
48227,"""Howard, (TX)""",353.9,"242.9 - 651.5 (644)",5273
48231,"""Hunt, (TX)""",249.9,"242.9 - 651.5 (644)",5724
48233,"""Hutchinson, (TX)""",431,"242.9 - 651.5 (644)",5158
48237,"""Jack, (TX)""",239.6,"204.2 - 242.8 (644)",5249
48251,"""Johnson, (TX)""",221.6,"204.2 - 242.8 (644)",5389
48253,"""Jones, (TX)""",277.1,"242.9 - 651.5 (644)",5270
48257,"""Kaufman, (TX)""",243.6,"242.9 - 651.5 (644)",5796
48263,"""Kent, (TX)""",190.4,"175.6 - 204.1 (644)",3394
48269,"""King, (TX)""",208,"204.2 - 242.8 (644)",-9999
48275,"""Knox, (TX)""",247.2,"242.9 - 651.5 (644)",5159
48277,"""Lamar, (TX)""",359.5,"242.9 - 651.5 (644)",4140
48279,"""Lamb, (TX)""",239.4,"204.2 - 242.8 (644)",4098
48295,"""Lipscomb, (TX)""",245.1,"242.9 - 651.5 (644)",4346
48303,"""Lubbock, (TX)""",238.6,"204.2 - 242.8 (644)",4524
48305,"""Lynn, (TX)""",226.3,"204.2 - 242.8 (644)",5596
48315,"""Marion, (TX)""",233,"204.2 - 242.8 (644)",6800
48317,"""Martin, (TX)""",256.6,"242.9 - 651.5 (644)",4330
48335,"""Mitchell, (TX)""",202.6,"175.6 - 204.1 (644)",6764
48337,"""Montague, (TX)""",262.2,"242.9 - 651.5 (644)",5497
48341,"""Moore, (TX)""",243.4,"242.9 - 651.5 (644)",5470
48343,"""Morris, (TX)""",279.6,"242.9 - 651.5 (644)",6270
48345,"""Motley, (TX)""",178.9,"175.6 - 204.1 (644)",4986
48353,"""Nolan, (TX)""",247.8,"242.9 - 651.5 (644)",4653
48357,"""Ochiltree, (TX)""",382.7,"242.9 - 651.5 (644)",3426
48359,"""Oldham, (TX)""",226.5,"204.2 - 242.8 (644)",4356
48363,"""Palo Pinto, (TX)""",307.9,"242.9 - 651.5 (644)",5076
48365,"""Panola, (TX)""",199.2,"175.6 - 204.1 (644)",6394
48367,"""Parker, (TX)""",188.2,"175.6 - 204.1 (644)",5018
48369,"""Parmer, (TX)""",218.5,"204.2 - 242.8 (644)",2976
48375,"""Potter, (TX)""",342.6,"242.9 - 651.5 (644)",5110
48379,"""Rains, (TX)""",242.2,"204.2 - 242.8 (644)",5578
48381,"""Randall, (TX)""",258.1,"242.9 - 651.5 (644)",4219
48387,"""Red River, (TX)""",368.1,"242.9 - 651.5 (644)",3973
48393,"""Roberts, (TX)""",334.2,"242.9 - 651.5 (644)",3487
48397,"""Rockwall, (TX)""",188.5,"175.6 - 204.1 (644)",4534
48401,"""Rusk, (TX)""",215.3,"204.2 - 242.8 (644)",5153
48415,"""Scurry, (TX)""",175.8,"175.6 - 204.1 (644)",3754
48417,"""Shackelford, (TX)""",254.3,"242.9 - 651.5 (644)",4360
48421,"""Sherman, (TX)""",270,"242.9 - 651.5 (644)",3508
48423,"""Smith, (TX)""",209,"204.2 - 242.8 (644)",4512
48425,"""Somervell, (TX)""",202.3,"175.6 - 204.1 (644)",5462
48429,"""Stephens, (TX)""",268.7,"242.9 - 651.5 (644)",5680
48433,"""Stonewall, (TX)""",273.8,"242.9 - 651.5 (644)",4866
48437,"""Swisher, (TX)""",248.3,"242.9 - 651.5 (644)",4690
48439,"""Tarrant, (TX)""",157.9,"148.7 - 175.5 (644)",5624
48441,"""Taylor, (TX)""",276.9,"242.9 - 651.5 (644)",5500
48445,"""Terry, (TX)""",302.9,"242.9 - 651.5 (644)",5025
48447,"""Throckmorton, (TX)""",251,"242.9 - 651.5 (644)",3143
48449,"""Titus, (TX)""",240.8,"204.2 - 242.8 (644)",5734
48459,"""Upshur, (TX)""",281.4,"242.9 - 651.5 (644)",5585
48467,"""Van Zandt, (TX)""",218.7,"204.2 - 242.8 (644)",4950
48483,"""Wheeler, (TX)""",279.7,"242.9 - 651.5 (644)",3104
48485,"""Wichita, (TX)""",245.4,"242.9 - 651.5 (644)",5068
48487,"""Wilbarger, (TX)""",240,"204.2 - 242.8 (644)",4614
48497,"""Wise, (TX)""",182.3,"175.6 - 204.1 (644)",5967
48499,"""Wood, (TX)""",227.7,"204.2 - 242.8 (644)",4372
48501,"""Yoakum, (TX)""",251.5,"242.9 - 651.5 (644)",5198
48503,"""Young, (TX)""",284.5,"242.9 - 651.5 (644)",4826
56001,"""Albany, (WY)""",139,"26.6 - 148.6 (644)",5733
56005,"""Campbell, (WY)""",269.6,"242.9 - 651.5 (644)",4593
56009,"""Converse, (WY)""",151.4,"148.7 - 175.5 (644)",5748
56011,"""Crook, (WY)""",228.9,"204.2 - 242.8 (644)",4085
56015,"""Goshen, (WY)""",157.7,"148.7 - 175.5 (644)",5351
56019,"""Johnson, (WY)""",191,"175.6 - 204.1 (644)",3884
56021,"""Laramie, (WY)""",155.7,"148.7 - 175.5 (644)",6095
56027,"""Niobrara, (WY)""",156.7,"148.7 - 175.5 (644)",3121
56031,"""Platte, (WY)""",156.1,"148.7 - 175.5 (644)",5092
56045,"""Weston, (WY)""",200.9,"175.6 - 204.1 (644)",3246
16003,"""Adams, (ID)""",128.8,"26.6 - 148.6 (644)",3181
16009,"""Benewah, (ID)""",204.1,"175.6 - 204.1 (644)",4081
16017,"""Bonner, (ID)""",148.8,"148.7 - 175.5 (644)",3689
16021,"""Boundary, (ID)""",160,"148.7 - 175.5 (644)",4948
16035,"""Clearwater, (ID)""",176.3,"175.6 - 204.1 (644)",3919
16049,"""Idaho, (ID)""",121.5,"26.6 - 148.6 (644)",4775
16055,"""Kootenai, (ID)""",185.6,"175.6 - 204.1 (644)",3637
16057,"""Latah, (ID)""",148,"26.6 - 148.6 (644)",3866
16059,"""Lemhi, (ID)""",112.4,"26.6 - 148.6 (644)",3016
16061,"""Lewis, (ID)""",130.8,"26.6 - 148.6 (644)",3834
16069,"""Nez Perce, (ID)""",136.8,"26.6 - 148.6 (644)",4294
16079,"""Shoshone, (ID)""",205.4,"204.2 - 242.8 (644)",3999
16085,"""Valley, (ID)""",88.2,"26.6 - 148.6 (644)",5580
27005,"""Becker, (MN)""",125.2,"26.6 - 148.6 (644)",6587
27007,"""Beltrami, (MN)""",140.7,"26.6 - 148.6 (644)",5523
27009,"""Benton, (MN)""",107.3,"26.6 - 148.6 (644)",6028
27011,"""Big Stone, (MN)""",191.4,"175.6 - 204.1 (644)",4166
27019,"""Carver, (MN)""",82.6,"26.6 - 148.6 (644)",4292
27021,"""Cass, (MN)""",130.3,"26.6 - 148.6 (644)",5862
27023,"""Chippewa, (MN)""",150.5,"148.7 - 175.5 (644)",5876
27027,"""Clay, (MN)""",139.5,"26.6 - 148.6 (644)",5810
27029,"""Clearwater, (MN)""",139.6,"26.6 - 148.6 (644)",8358
27035,"""Crow Wing, (MN)""",120.9,"26.6 - 148.6 (644)",6765
27041,"""Douglas, (MN)""",125.3,"26.6 - 148.6 (644)",6127
27051,"""Grant, (MN)""",173.9,"148.7 - 175.5 (644)",5683
27057,"""Hubbard, (MN)""",129.8,"26.6 - 148.6 (644)",5684
27061,"""Itasca, (MN)""",136.4,"26.6 - 148.6 (644)",5981
27067,"""Kandiyohi, (MN)""",97.9,"26.6 - 148.6 (644)",6525
27069,"""Kittson, (MN)""",182.7,"175.6 - 204.1 (644)",4851
27071,"""Koochiching, (MN)""",135,"26.6 - 148.6 (644)",4356
27073,"""Lac qui Parle, (MN)""",183.6,"175.6 - 204.1 (644)",2397
27077,"""Lake of the Woods, (MN)""",164.1,"148.7 - 175.5 (644)",5197
27085,"""McLeod, (MN)""",119.1,"26.6 - 148.6 (644)",4559
27087,"""Mahnomen, (MN)""",201.7,"175.6 - 204.1 (644)",3126
27089,"""Marshall, (MN)""",173.4,"148.7 - 175.5 (644)",4555
27093,"""Meeker, (MN)""",118.9,"26.6 - 148.6 (644)",6407
27097,"""Morrison, (MN)""",104.9,"26.6 - 148.6 (644)",5369
27107,"""Norman, (MN)""",193.6,"175.6 - 204.1 (644)",6647
27111,"""Otter Tail, (MN)""",178.3,"175.6 - 204.1 (644)",4767
27113,"""Pennington, (MN)""",187.5,"175.6 - 204.1 (644)",5655
27119,"""Polk, (MN)""",185.7,"175.6 - 204.1 (644)",5311
27121,"""Pope, (MN)""",119.7,"26.6 - 148.6 (644)",4204
27125,"""Red Lake, (MN)""",193.1,"175.6 - 204.1 (644)",4299
27129,"""Renville, (MN)""",120.5,"26.6 - 148.6 (644)",6135
27135,"""Roseau, (MN)""",173.6,"148.7 - 175.5 (644)",6078
27141,"""Sherburne, (MN)""",99.2,"26.6 - 148.6 (644)",6728
27145,"""Stearns, (MN)""",97.3,"26.6 - 148.6 (644)",5825
27149,"""Stevens, (MN)""",134.4,"26.6 - 148.6 (644)",6535
27151,"""Swift, (MN)""",177,"175.6 - 204.1 (644)",5398
27153,"""Todd, (MN)""",107.7,"26.6 - 148.6 (644)",7644
27155,"""Traverse, (MN)""",192.4,"175.6 - 204.1 (644)",4651
27159,"""Wadena, (MN)""",147.5,"26.6 - 148.6 (644)",7164
27167,"""Wilkin, (MN)""",177.1,"175.6 - 204.1 (644)",5132
27171,"""Wright, (MN)""",103.5,"26.6 - 148.6 (644)",5462
27173,"""Yellow Medicine, (MN)""",145.6,"26.6 - 148.6 (644)",7565
30001,"""Beaverhead, (MT)""",166.8,"148.7 - 175.5 (644)",3429
30003,"""Big Horn, (MT)""",163,"148.7 - 175.5 (644)",6066
30005,"""Blaine, (MT)""",254.1,"242.9 - 651.5 (644)",7389
30007,"""Broadwater, (MT)""",190.9,"175.6 - 204.1 (644)",4349
30009,"""Carbon, (MT)""",117.7,"26.6 - 148.6 (644)",5608
30011,"""Carter, (MT)""",206.8,"204.2 - 242.8 (644)",5748
30013,"""Cascade, (MT)""",161.9,"148.7 - 175.5 (644)",4810
30015,"""Chouteau, (MT)""",203.9,"175.6 - 204.1 (644)",3259
30017,"""Custer, (MT)""",164.7,"148.7 - 175.5 (644)",4333
30019,"""Daniels, (MT)""",242.7,"204.2 - 242.8 (644)",4861
30021,"""Dawson, (MT)""",97.1,"26.6 - 148.6 (644)",4301
30023,"""Deer Lodge, (MT)""",226.9,"204.2 - 242.8 (644)",6015
30025,"""Fallon, (MT)""",161.7,"148.7 - 175.5 (644)",4551
30027,"""Fergus, (MT)""",163,"148.7 - 175.5 (644)",4379
30029,"""Flathead, (MT)""",156.1,"148.7 - 175.5 (644)",3462
30031,"""Gallatin, (MT)""",123.7,"26.6 - 148.6 (644)",4470
30033,"""Garfield, (MT)""",188,"175.6 - 204.1 (644)",8924
30035,"""Glacier, (MT)""",233.5,"204.2 - 242.8 (644)",5592
30037,"""Golden Valley, (MT)""",169.7,"148.7 - 175.5 (644)",3041
30039,"""Granite, (MT)""",157,"148.7 - 175.5 (644)",5143
30041,"""Hill, (MT)""",251.1,"242.9 - 651.5 (644)",4251
30043,"""Jefferson, (MT)""",172.2,"148.7 - 175.5 (644)",4459
30045,"""Judith Basin, (MT)""",165.5,"148.7 - 175.5 (644)",4809
30047,"""Lake, (MT)""",175.9,"175.6 - 204.1 (644)",3993
30049,"""Lewis and Clark, (MT)""",147,"26.6 - 148.6 (644)",4374
30051,"""Liberty, (MT)""",181.9,"175.6 - 204.1 (644)",7016
30053,"""Lincoln, (MT)""",226.9,"204.2 - 242.8 (644)",2753
30055,"""McCone, (MT)""",204.8,"204.2 - 242.8 (644)",11754
30057,"""Madison, (MT)""",120.6,"26.6 - 148.6 (644)",4624
30059,"""Meagher, (MT)""",155.8,"148.7 - 175.5 (644)",4437
30061,"""Mineral, (MT)""",196.3,"175.6 - 204.1 (644)",3205
30063,"""Missoula, (MT)""",181.6,"175.6 - 204.1 (644)",4757
30065,"""Musselshell, (MT)""",178.7,"175.6 - 204.1 (644)",6686
30067,"""Park, (MT)""",131.8,"26.6 - 148.6 (644)",4331
30069,"""Petroleum, (MT)""",242.9,"242.9 - 651.5 (644)",-9999
30071,"""Phillips, (MT)""",155.5,"148.7 - 175.5 (644)",4219
30073,"""Pondera, (MT)""",157.8,"148.7 - 175.5 (644)",3672
