"cnty_fips","display_name","Value","theme_range","inp_inc"
22065,"""Madison, (LA)""",257.9,"242.9 - 651.5 (644)",6415
22067,"""Morehouse, (LA)""",272.7,"242.9 - 651.5 (644)",5559
22073,"""Ouachita, (LA)""",97.2,"26.6 - 148.6 (644)",5377
22083,"""Richland, (LA)""",160.2,"148.7 - 175.5 (644)",5133
22111,"""Union, (LA)""",121.3,"26.6 - 148.6 (644)",5529
22119,"""Webster, (LA)""",282.1,"242.9 - 651.5 (644)",5012
22123,"""West Carroll, (LA)""",174.7,"148.7 - 175.5 (644)",5436
28003,"""Alcorn, (MS)""",203.6,"175.6 - 204.1 (644)",5501
28007,"""Attala, (MS)""",184.3,"175.6 - 204.1 (644)",4460
28009,"""Benton, (MS)""",179,"175.6 - 204.1 (644)",5117
28011,"""Bolivar, (MS)""",163.3,"148.7 - 175.5 (644)",5963
28013,"""Calhoun, (MS)""",243.7,"242.9 - 651.5 (644)",5105
28015,"""Carroll, (MS)""",216.7,"204.2 - 242.8 (644)",4079
28017,"""Chickasaw, (MS)""",257.9,"242.9 - 651.5 (644)",5310
28019,"""Choctaw, (MS)""",214.1,"204.2 - 242.8 (644)",5450
28025,"""Clay, (MS)""",216.8,"204.2 - 242.8 (644)",4099
28027,"""Coahoma, (MS)""",247.9,"242.9 - 651.5 (644)",6542
28033,"""DeSoto, (MS)""",227.5,"204.2 - 242.8 (644)",5072
28043,"""Grenada, (MS)""",173.6,"148.7 - 175.5 (644)",5206
28049,"""Hinds, (MS)""",162.1,"148.7 - 175.5 (644)",6315
28051,"""Holmes, (MS)""",158.1,"148.7 - 175.5 (644)",4321
28053,"""Humphreys, (MS)""",265.3,"242.9 - 651.5 (644)",5030
28055,"""Issaquena, (MS)""",179.1,"175.6 - 204.1 (644)",2130
28057,"""Itawamba, (MS)""",182.2,"175.6 - 204.1 (644)",4794
28069,"""Kemper, (MS)""",191,"175.6 - 204.1 (644)",6145
28071,"""Lafayette, (MS)""",208.1,"204.2 - 242.8 (644)",4127
28075,"""Lauderdale, (MS)""",342,"242.9 - 651.5 (644)",5509
28079,"""Leake, (MS)""",127.4,"26.6 - 148.6 (644)",6056
28081,"""Lee, (MS)""",176.1,"175.6 - 204.1 (644)",4763
28083,"""Leflore, (MS)""",307.5,"242.9 - 651.5 (644)",4880
28087,"""Lowndes, (MS)""",237.6,"204.2 - 242.8 (644)",4434
28089,"""Madison, (MS)""",160.5,"148.7 - 175.5 (644)",4475
28093,"""Marshall, (MS)""",185.8,"175.6 - 204.1 (644)",5308
28095,"""Monroe, (MS)""",183.9,"175.6 - 204.1 (644)",5141
28097,"""Montgomery, (MS)""",171.6,"148.7 - 175.5 (644)",4858
28099,"""Neshoba, (MS)""",290.3,"242.9 - 651.5 (644)",5974
28101,"""Newton, (MS)""",186.2,"175.6 - 204.1 (644)",5983
28103,"""Noxubee, (MS)""",217,"204.2 - 242.8 (644)",3616
28105,"""Oktibbeha, (MS)""",212.1,"204.2 - 242.8 (644)",4191
28107,"""Panola, (MS)""",220,"204.2 - 242.8 (644)",5761
28115,"""Pontotoc, (MS)""",200.2,"175.6 - 204.1 (644)",4974
28117,"""Prentiss, (MS)""",208.5,"204.2 - 242.8 (644)",4726
28119,"""Quitman, (MS)""",182.5,"175.6 - 204.1 (644)",5633
28121,"""Rankin, (MS)""",105.2,"26.6 - 148.6 (644)",4963
28123,"""Scott, (MS)""",131.1,"26.6 - 148.6 (644)",6190
28125,"""Sharkey, (MS)""",230.7,"204.2 - 242.8 (644)",7198
28133,"""Sunflower, (MS)""",235.6,"204.2 - 242.8 (644)",6189
28135,"""Tallahatchie, (MS)""",160.1,"148.7 - 175.5 (644)",4618
28137,"""Tate, (MS)""",263.6,"242.9 - 651.5 (644)",4791
28139,"""Tippah, (MS)""",248.5,"242.9 - 651.5 (644)",4988
28141,"""Tishomingo, (MS)""",284.7,"242.9 - 651.5 (644)",5374
28143,"""Tunica, (MS)""",374.3,"242.9 - 651.5 (644)",8777
28145,"""Union, (MS)""",242.8,"204.2 - 242.8 (644)",4321
28149,"""Warren, (MS)""",219.3,"204.2 - 242.8 (644)",6014
28151,"""Washington, (MS)""",144.4,"26.6 - 148.6 (644)",5433
28155,"""Webster, (MS)""",260.6,"242.9 - 651.5 (644)",5422
28159,"""Winston, (MS)""",239,"204.2 - 242.8 (644)",4395
28161,"""Yalobusha, (MS)""",186.7,"175.6 - 204.1 (644)",5774
28163,"""Yazoo, (MS)""",170.9,"148.7 - 175.5 (644)",5738
29015,"""Benton, (MO)""",184.7,"175.6 - 204.1 (644)",5021
29017,"""Bollinger, (MO)""",341.5,"242.9 - 651.5 (644)",5883
29023,"""Butler, (MO)""",213,"204.2 - 242.8 (644)",5660
29029,"""Camden, (MO)""",169.8,"148.7 - 175.5 (644)",4169
29031,"""Cape Girardeau, (MO)""",214.9,"204.2 - 242.8 (644)",5137
29035,"""Carter, (MO)""",249.9,"242.9 - 651.5 (644)",4855
29043,"""Christian, (MO)""",133.6,"26.6 - 148.6 (644)",4771
29055,"""Crawford, (MO)""",458,"242.9 - 651.5 (644)",5079
29059,"""Dallas, (MO)""",195.6,"175.6 - 204.1 (644)",6153
29065,"""Dent, (MO)""",210.7,"204.2 - 242.8 (644)",5654
29067,"""Douglas, (MO)""",155.4,"148.7 - 175.5 (644)",4620
29069,"""Dunklin, (MO)""",379.2,"242.9 - 651.5 (644)",5022
29077,"""Greene, (MO)""",162.6,"148.7 - 175.5 (644)",5490
29085,"""Hickory, (MO)""",171,"148.7 - 175.5 (644)",5817
29091,"""Howell, (MO)""",244,"242.9 - 651.5 (644)",4728
29093,"""Iron, (MO)""",293.3,"242.9 - 651.5 (644)",6006
29099,"""Jefferson, (MO)""",240.8,"204.2 - 242.8 (644)",5474
29105,"""Laclede, (MO)""",212.4,"204.2 - 242.8 (644)",6224
29123,"""Madison, (MO)""",290.4,"242.9 - 651.5 (644)",4446
29125,"""Maries, (MO)""",163.2,"148.7 - 175.5 (644)",4423
29131,"""Miller, (MO)""",157.6,"148.7 - 175.5 (644)",5288
29133,"""Mississippi, (MO)""",372.2,"242.9 - 651.5 (644)",5393
29143,"""New Madrid, (MO)""",202.5,"175.6 - 204.1 (644)",5811
29149,"""Oregon, (MO)""",128,"26.6 - 148.6 (644)",4250
29153,"""Ozark, (MO)""",252.2,"242.9 - 651.5 (644)",4422
29155,"""Pemiscot, (MO)""",526.5,"242.9 - 651.5 (644)",5830
29157,"""Perry, (MO)""",201.7,"175.6 - 204.1 (644)",6643
29161,"""Phelps, (MO)""",222.6,"204.2 - 242.8 (644)",5745
29167,"""Polk, (MO)""",227.8,"204.2 - 242.8 (644)",6354
29169,"""Pulaski, (MO)""",194.3,"175.6 - 204.1 (644)",6664
29179,"""Reynolds, (MO)""",243,"242.9 - 651.5 (644)",5011
29181,"""Ripley, (MO)""",310.3,"242.9 - 651.5 (644)",4739
29186,"""Ste. Genevieve, (MO)""",212.4,"204.2 - 242.8 (644)",4963
29187,"""St. Francois, (MO)""",263.1,"242.9 - 651.5 (644)",4855
29201,"""Scott, (MO)""",236.5,"204.2 - 242.8 (644)",5880
29203,"""Shannon, (MO)""",245.9,"242.9 - 651.5 (644)",3953
29207,"""Stoddard, (MO)""",177.8,"175.6 - 204.1 (644)",5367
29209,"""Stone, (MO)""",259.8,"242.9 - 651.5 (644)",4793
29213,"""Taney, (MO)""",208.1,"204.2 - 242.8 (644)",5046
29215,"""Texas, (MO)""",212.5,"204.2 - 242.8 (644)",5669
29221,"""Washington, (MO)""",460.6,"242.9 - 651.5 (644)",5469
29223,"""Wayne, (MO)""",221.2,"204.2 - 242.8 (644)",4216
29225,"""Webster, (MO)""",194.3,"175.6 - 204.1 (644)",5447
29229,"""Wright, (MO)""",392.4,"242.9 - 651.5 (644)",6321
47005,"""Benton, (TN)""",368.2,"242.9 - 651.5 (644)",5282
47017,"""Carroll, (TN)""",464.1,"242.9 - 651.5 (644)",5160
47023,"""Chester, (TN)""",311,"242.9 - 651.5 (644)",5147
47033,"""Crockett, (TN)""",379.8,"242.9 - 651.5 (644)",5420
47039,"""Decatur, (TN)""",316,"242.9 - 651.5 (644)",4901
47043,"""Dickson, (TN)""",340.8,"242.9 - 651.5 (644)",6292
47045,"""Dyer, (TN)""",441.4,"242.9 - 651.5 (644)",5810
47047,"""Fayette, (TN)""",245,"242.9 - 651.5 (644)",4842
47053,"""Gibson, (TN)""",393.6,"242.9 - 651.5 (644)",5827
47069,"""Hardeman, (TN)""",287.4,"242.9 - 651.5 (644)",5919
47071,"""Hardin, (TN)""",460.5,"242.9 - 651.5 (644)",5143
47075,"""Haywood, (TN)""",318.7,"242.9 - 651.5 (644)",4753
47077,"""Henderson, (TN)""",247.4,"242.9 - 651.5 (644)",4746
47079,"""Henry, (TN)""",384.1,"242.9 - 651.5 (644)",4982
47081,"""Hickman, (TN)""",212.8,"204.2 - 242.8 (644)",5034
47083,"""Houston, (TN)""",359.5,"242.9 - 651.5 (644)",5609
47085,"""Humphreys, (TN)""",407.3,"242.9 - 651.5 (644)",5039
47095,"""Lake, (TN)""",318.9,"242.9 - 651.5 (644)",9099
47097,"""Lauderdale, (TN)""",354.4,"242.9 - 651.5 (644)",5482
47099,"""Lawrence, (TN)""",267.8,"242.9 - 651.5 (644)",5041
47101,"""Lewis, (TN)""",330,"242.9 - 651.5 (644)",4213
47109,"""McNairy, (TN)""",353.8,"242.9 - 651.5 (644)",4462
47113,"""Madison, (TN)""",233.2,"204.2 - 242.8 (644)",5342
47125,"""Montgomery, (TN)""",234.5,"204.2 - 242.8 (644)",5123
47131,"""Obion, (TN)""",273.1,"242.9 - 651.5 (644)",6297
47135,"""Perry, (TN)""",406.3,"242.9 - 651.5 (644)",5776
47157,"""Shelby, (TN)""",202.6,"175.6 - 204.1 (644)",5556
47161,"""Stewart, (TN)""",256.5,"242.9 - 651.5 (644)",5538
47167,"""Tipton, (TN)""",262.8,"242.9 - 651.5 (644)",5619
47181,"""Wayne, (TN)""",340.7,"242.9 - 651.5 (644)",5982
47183,"""Weakley, (TN)""",244.9,"242.9 - 651.5 (644)",4770
17001,"""Adams, (IL)""",204.4,"204.2 - 242.8 (644)",6302
17005,"""Bond, (IL)""",213.1,"204.2 - 242.8 (644)",3813
17007,"""Boone, (IL)""",158.9,"148.7 - 175.5 (644)",6140
17009,"""Brown, (IL)""",192.7,"175.6 - 204.1 (644)",5598
17011,"""Bureau, (IL)""",204.6,"204.2 - 242.8 (644)",4426
17013,"""Calhoun, (IL)""",193.6,"175.6 - 204.1 (644)",4449
17015,"""Carroll, (IL)""",231.2,"204.2 - 242.8 (644)",5357
17017,"""Cass, (IL)""",188.7,"175.6 - 204.1 (644)",5869
17019,"""Champaign, (IL)""",124.1,"26.6 - 148.6 (644)",5786
17021,"""Christian, (IL)""",204.1,"175.6 - 204.1 (644)",5603
17023,"""Clark, (IL)""",211.1,"204.2 - 242.8 (644)",4860
17025,"""Clay, (IL)""",169.9,"148.7 - 175.5 (644)",5387
17027,"""Clinton, (IL)""",207.6,"204.2 - 242.8 (644)",5312
17029,"""Coles, (IL)""",169.7,"148.7 - 175.5 (644)",6015
17031,"""Cook, (IL)""",163.8,"148.7 - 175.5 (644)",6586
17033,"""Crawford, (IL)""",212.6,"204.2 - 242.8 (644)",5076
17035,"""Cumberland, (IL)""",165.7,"148.7 - 175.5 (644)",5181
17037,"""DeKalb, (IL)""",166.9,"148.7 - 175.5 (644)",6115
17039,"""De Witt, (IL)""",198.9,"175.6 - 204.1 (644)",4529
17041,"""Douglas, (IL)""",109.9,"26.6 - 148.6 (644)",5686
17043,"""DuPage, (IL)""",130.2,"26.6 - 148.6 (644)",5547
17045,"""Edgar, (IL)""",181.6,"175.6 - 204.1 (644)",4759
17047,"""Edwards, (IL)""",230.6,"204.2 - 242.8 (644)",4917
17049,"""Effingham, (IL)""",159.4,"148.7 - 175.5 (644)",5379
17051,"""Fayette, (IL)""",192.6,"175.6 - 204.1 (644)",5015
17053,"""Ford, (IL)""",209,"204.2 - 242.8 (644)",5125
17057,"""Fulton, (IL)""",208,"204.2 - 242.8 (644)",5243
17061,"""Greene, (IL)""",227.8,"204.2 - 242.8 (644)",5217
17063,"""Grundy, (IL)""",179.8,"175.6 - 204.1 (644)",5954
17067,"""Hancock, (IL)""",211,"204.2 - 242.8 (644)",5526
17071,"""Henderson, (IL)""",212.7,"204.2 - 242.8 (644)",7191
17073,"""Henry, (IL)""",178.6,"175.6 - 204.1 (644)",4013
17075,"""Iroquois, (IL)""",225.3,"204.2 - 242.8 (644)",5330
17079,"""Jasper, (IL)""",191.2,"175.6 - 204.1 (644)",5202
17083,"""Jersey, (IL)""",239.2,"204.2 - 242.8 (644)",4784
17085,"""Jo Daviess, (IL)""",148.1,"26.6 - 148.6 (644)",4024
17089,"""Kane, (IL)""",130,"26.6 - 148.6 (644)",5731
17091,"""Kankakee, (IL)""",183.5,"175.6 - 204.1 (644)",5580
17093,"""Kendall, (IL)""",121.6,"26.6 - 148.6 (644)",5284
17095,"""Knox, (IL)""",221,"204.2 - 242.8 (644)",4528
17097,"""Lake, (IL)""",122.5,"26.6 - 148.6 (644)",5713
17099,"""LaSalle, (IL)""",207.2,"204.2 - 242.8 (644)",5487
17101,"""Lawrence, (IL)""",204.3,"204.2 - 242.8 (644)",5312
17103,"""Lee, (IL)""",161.6,"148.7 - 175.5 (644)",4465
17105,"""Livingston, (IL)""",201.5,"175.6 - 204.1 (644)",4724
17107,"""Logan, (IL)""",158,"148.7 - 175.5 (644)",4884
17109,"""McDonough, (IL)""",216.3,"204.2 - 242.8 (644)",6135
17111,"""McHenry, (IL)""",157.4,"148.7 - 175.5 (644)",5945
17113,"""McLean, (IL)""",159.5,"148.7 - 175.5 (644)",4217
17115,"""Macon, (IL)""",119.3,"26.6 - 148.6 (644)",4909
17117,"""Macoupin, (IL)""",179.3,"175.6 - 204.1 (644)",5148
17119,"""Madison, (IL)""",212,"204.2 - 242.8 (644)",5570
17121,"""Marion, (IL)""",235.5,"204.2 - 242.8 (644)",6419
17123,"""Marshall, (IL)""",146,"26.6 - 148.6 (644)",4420
17125,"""Mason, (IL)""",158.4,"148.7 - 175.5 (644)",5331
17129,"""Menard, (IL)""",168.1,"148.7 - 175.5 (644)",5619
17131,"""Mercer, (IL)""",169.5,"148.7 - 175.5 (644)",3163
17135,"""Montgomery, (IL)""",177.4,"175.6 - 204.1 (644)",5233
17137,"""Morgan, (IL)""",218,"204.2 - 242.8 (644)",5821
17139,"""Moultrie, (IL)""",148.4,"26.6 - 148.6 (644)",5030
17141,"""Ogle, (IL)""",152.1,"148.7 - 175.5 (644)",4836
17143,"""Peoria, (IL)""",173,"148.7 - 175.5 (644)",4889
17147,"""Piatt, (IL)""",150.7,"148.7 - 175.5 (644)",3789
17149,"""Pike, (IL)""",195,"175.6 - 204.1 (644)",4620
17155,"""Putnam, (IL)""",204.4,"204.2 - 242.8 (644)",6517
17159,"""Richland, (IL)""",208.8,"204.2 - 242.8 (644)",5485
17161,"""Rock Island, (IL)""",162.8,"148.7 - 175.5 (644)",4254
17163,"""St. Clair, (IL)""",195.5,"175.6 - 204.1 (644)",6266
17167,"""Sangamon, (IL)""",172.3,"148.7 - 175.5 (644)",5180
17169,"""Schuyler, (IL)""",203.8,"175.6 - 204.1 (644)",4957
17171,"""Scott, (IL)""",201.2,"175.6 - 204.1 (644)",7402
17173,"""Shelby, (IL)""",156,"148.7 - 175.5 (644)",4922
17175,"""Stark, (IL)""",169.3,"148.7 - 175.5 (644)",3191
17177,"""Stephenson, (IL)""",141,"26.6 - 148.6 (644)",4642
17179,"""Tazewell, (IL)""",161.2,"148.7 - 175.5 (644)",5400
17183,"""Vermilion, (IL)""",241.9,"204.2 - 242.8 (644)",7280
17185,"""Wabash, (IL)""",196.8,"175.6 - 204.1 (644)",4884
17187,"""Warren, (IL)""",232.8,"204.2 - 242.8 (644)",4646
17191,"""Wayne, (IL)""",171.7,"148.7 - 175.5 (644)",5350
17195,"""Whiteside, (IL)""",243.7,"242.9 - 651.5 (644)",4607
17197,"""Will, (IL)""",168.7,"148.7 - 175.5 (644)",6240
17201,"""Winnebago, (IL)""",160.5,"148.7 - 175.5 (644)",5867
17203,"""Woodford, (IL)""",142.9,"26.6 - 148.6 (644)",4154
18007,"""Benton, (IN)""",179,"175.6 - 204.1 (644)",5427
18045,"""Fountain, (IN)""",194.6,"175.6 - 204.1 (644)",4594
18083,"""Knox, (IN)""",211.2,"204.2 - 242.8 (644)",4946
18089,"""Lake, (IN)""",188.8,"175.6 - 204.1 (644)",6959
18111,"""Newton, (IN)""",201.2,"175.6 - 204.1 (644)",5901
18121,"""Parke, (IN)""",246,"242.9 - 651.5 (644)",4120
18125,"""Pike, (IN)""",206.7,"204.2 - 242.8 (644)",4097
18153,"""Sullivan, (IN)""",236.9,"204.2 - 242.8 (644)",5433
18165,"""Vermillion, (IN)""",273.3,"242.9 - 651.5 (644)",5478
18167,"""Vigo, (IN)""",307.9,"242.9 - 651.5 (644)",5691
18171,"""Warren, (IN)""",180,"175.6 - 204.1 (644)",3914
19005,"""Allamakee, (IA)""",240.6,"204.2 - 242.8 (644)",3913
19007,"""Appanoose, (IA)""",246.3,"242.9 - 651.5 (644)",4786
19011,"""Benton, (IA)""",197.3,"175.6 - 204.1 (644)",4866
19013,"""Black Hawk, (IA)""",172.1,"148.7 - 175.5 (644)",4375
19017,"""Bremer, (IA)""",194.1,"175.6 - 204.1 (644)",3653
19019,"""Buchanan, (IA)""",210.4,"204.2 - 242.8 (644)",4728
19023,"""Butler, (IA)""",213.3,"204.2 - 242.8 (644)",4545
19031,"""Cedar, (IA)""",154,"148.7 - 175.5 (644)",4271
19033,"""Cerro Gordo, (IA)""",218.8,"204.2 - 242.8 (644)",5465
19037,"""Chickasaw, (IA)""",293.7,"242.9 - 651.5 (644)",3006
19043,"""Clayton, (IA)""",176.3,"175.6 - 204.1 (644)",4641
19045,"""Clinton, (IA)""",285.4,"242.9 - 651.5 (644)",4973
19051,"""Davis, (IA)""",223.2,"204.2 - 242.8 (644)",4838
19055,"""Delaware, (IA)""",194.4,"175.6 - 204.1 (644)",4566
19057,"""Des Moines, (IA)""",211.5,"204.2 - 242.8 (644)",5222
19061,"""Dubuque, (IA)""",178.9,"175.6 - 204.1 (644)",5401
19065,"""Fayette, (IA)""",233.5,"204.2 - 242.8 (644)",3638
19067,"""Floyd, (IA)""",214.6,"204.2 - 242.8 (644)",4415
19069,"""Franklin, (IA)""",205.9,"204.2 - 242.8 (644)",4424
19075,"""Grundy, (IA)""",187.4,"175.6 - 204.1 (644)",4518
19083,"""Hardin, (IA)""",188.2,"175.6 - 204.1 (644)",3589
19087,"""Henry, (IA)""",240.9,"204.2 - 242.8 (644)",4635
19089,"""Howard, (IA)""",369.8,"242.9 - 651.5 (644)",4671
19095,"""Iowa, (IA)""",191.8,"175.6 - 204.1 (644)",4971
19097,"""Jackson, (IA)""",211.4,"204.2 - 242.8 (644)",5631
19099,"""Jasper, (IA)""",161.4,"148.7 - 175.5 (644)",3613
19101,"""Jefferson, (IA)""",277.6,"242.9 - 651.5 (644)",6467
19103,"""Johnson, (IA)""",184.1,"175.6 - 204.1 (644)",5114
19105,"""Jones, (IA)""",180.1,"175.6 - 204.1 (644)",4891
19107,"""Keokuk, (IA)""",219.4,"204.2 - 242.8 (644)",4644
19111,"""Lee, (IA)""",223,"204.2 - 242.8 (644)",4649
19113,"""Linn, (IA)""",197.3,"175.6 - 204.1 (644)",4795
19115,"""Louisa, (IA)""",177.3,"175.6 - 204.1 (644)",4594
19117,"""Lucas, (IA)""",247.2,"242.9 - 651.5 (644)",3283
19123,"""Mahaska, (IA)""",288.3,"242.9 - 651.5 (644)",4379
19125,"""Marion, (IA)""",246.3,"242.9 - 651.5 (644)",4295
19127,"""Marshall, (IA)""",183,"175.6 - 204.1 (644)",4909
19131,"""Mitchell, (IA)""",297.5,"242.9 - 651.5 (644)",3995
19135,"""Monroe, (IA)""",269.7,"242.9 - 651.5 (644)",3610
19139,"""Muscatine, (IA)""",165.6,"148.7 - 175.5 (644)",5150
19153,"""Polk, (IA)""",182.6,"175.6 - 204.1 (644)",4424
19157,"""Poweshiek, (IA)""",204.4,"204.2 - 242.8 (644)",4856
19163,"""Scott, (IA)""",149.1,"148.7 - 175.5 (644)",5250
19169,"""Story, (IA)""",166.1,"148.7 - 175.5 (644)",4249
19171,"""Tama, (IA)""",177.3,"175.6 - 204.1 (644)",4321
19177,"""Van Buren, (IA)""",243.3,"242.9 - 651.5 (644)",5291
19179,"""Wapello, (IA)""",276,"242.9 - 651.5 (644)",4519
19181,"""Warren, (IA)""",215,"204.2 - 242.8 (644)",4437
19183,"""Washington, (IA)""",177,"175.6 - 204.1 (644)",4787
19185,"""Wayne, (IA)""",248.9,"242.9 - 651.5 (644)",5098
19191,"""Winneshiek, (IA)""",198.2,"175.6 - 204.1 (644)",3900
19195,"""Worth, (IA)""",167.7,"148.7 - 175.5 (644)",4964
27039,"""Dodge, (MN)""",159.3,"148.7 - 175.5 (644)",4602
27045,"""Fillmore, (MN)""",180,"175.6 - 204.1 (644)",6738
27047,"""Freeborn, (MN)""",146.3,"26.6 - 148.6 (644)",8693
27049,"""Goodhue, (MN)""",177.7,"175.6 - 204.1 (644)",4648
27055,"""Houston, (MN)""",150.4,"148.7 - 175.5 (644)",3383
27099,"""Mower, (MN)""",172.4,"148.7 - 175.5 (644)",8985
27109,"""Olmsted, (MN)""",159.9,"148.7 - 175.5 (644)",5085
27131,"""Rice, (MN)""",139.3,"26.6 - 148.6 (644)",5255
27147,"""Steele, (MN)""",149.9,"148.7 - 175.5 (644)",5128
27157,"""Wabasha, (MN)""",158.7,"148.7 - 175.5 (644)",7124
27161,"""Waseca, (MN)""",161.3,"148.7 - 175.5 (644)",6490
27169,"""Winona, (MN)""",158.1,"148.7 - 175.5 (644)",3437
29001,"""Adair, (MO)""",147.3,"26.6 - 148.6 (644)",5422
29007,"""Audrain, (MO)""",122.6,"26.6 - 148.6 (644)",4387
29019,"""Boone, (MO)""",133.4,"26.6 - 148.6 (644)",4906
29027,"""Callaway, (MO)""",161.9,"148.7 - 175.5 (644)",4731
29033,"""Carroll, (MO)""",196.7,"175.6 - 204.1 (644)",4770
29041,"""Chariton, (MO)""",176.8,"175.6 - 204.1 (644)",4383
29045,"""Clark, (MO)""",226.6,"204.2 - 242.8 (644)",5833
29051,"""Cole, (MO)""",136.4,"26.6 - 148.6 (644)",4439
29053,"""Cooper, (MO)""",144.5,"26.6 - 148.6 (644)",5838
29071,"""Franklin, (MO)""",244.9,"242.9 - 651.5 (644)",5199
29073,"""Gasconade, (MO)""",171.2,"148.7 - 175.5 (644)",3722
29079,"""Grundy, (MO)""",228.2,"204.2 - 242.8 (644)",5384
29089,"""Howard, (MO)""",150.5,"148.7 - 175.5 (644)",5777
29103,"""Knox, (MO)""",194.1,"175.6 - 204.1 (644)",4971
29111,"""Lewis, (MO)""",224.7,"204.2 - 242.8 (644)",7678
29113,"""Lincoln, (MO)""",213.6,"204.2 - 242.8 (644)",5663
29115,"""Linn, (MO)""",330,"242.9 - 651.5 (644)",4884
29117,"""Livingston, (MO)""",188.9,"175.6 - 204.1 (644)",4918
29121,"""Macon, (MO)""",196.2,"175.6 - 204.1 (644)",4853
29127,"""Marion, (MO)""",201.4,"175.6 - 204.1 (644)",5009
29129,"""Mercer, (MO)""",249,"242.9 - 651.5 (644)",6519
29135,"""Moniteau, (MO)""",201.4,"175.6 - 204.1 (644)",4526
29137,"""Monroe, (MO)""",171.9,"148.7 - 175.5 (644)",4248
29139,"""Montgomery, (MO)""",325.1,"242.9 - 651.5 (644)",3949
29141,"""Morgan, (MO)""",278.7,"242.9 - 651.5 (644)",4601
29151,"""Osage, (MO)""",148.9,"148.7 - 175.5 (644)",4597
29159,"""Pettis, (MO)""",138,"26.6 - 148.6 (644)",5411
29163,"""Pike, (MO)""",178.2,"175.6 - 204.1 (644)",5763
29171,"""Putnam, (MO)""",185.2,"175.6 - 204.1 (644)",6563
29173,"""Ralls, (MO)""",148.3,"26.6 - 148.6 (644)",4950
29175,"""Randolph, (MO)""",152.6,"148.7 - 175.5 (644)",5638
29183,"""St. Charles, (MO)""",172.4,"148.7 - 175.5 (644)",5326
29189,"""St. Louis County, (MO)""",216.9,"204.2 - 242.8 (644)",5710
29195,"""Saline, (MO)""",206.7,"204.2 - 242.8 (644)",5368
29197,"""Schuyler, (MO)""",169.2,"148.7 - 175.5 (644)",4547
29199,"""Scotland, (MO)""",168.3,"148.7 - 175.5 (644)",7209
29205,"""Shelby, (MO)""",227.9,"204.2 - 242.8 (644)",4857
29211,"""Sullivan, (MO)""",313.4,"242.9 - 651.5 (644)",6309
29219,"""Warren, (MO)""",209.1,"204.2 - 242.8 (644)",5322
29510,"""St. Louis City, (MO)""",257.8,"242.9 - 651.5 (644)",8306
55001,"""Adams, (WI)""",209.9,"204.2 - 242.8 (644)",4743
55009,"""Brown, (WI)""",203,"175.6 - 204.1 (644)",3917
55011,"""Buffalo, (WI)""",153.3,"148.7 - 175.5 (644)",4571
55015,"""Calumet, (WI)""",158.4,"148.7 - 175.5 (644)",3797
55021,"""Columbia, (WI)""",141.4,"26.6 - 148.6 (644)",4471
55023,"""Crawford, (WI)""",168,"148.7 - 175.5 (644)",4369
55025,"""Dane, (WI)""",130.1,"26.6 - 148.6 (644)",5036
55027,"""Dodge, (WI)""",167.1,"148.7 - 175.5 (644)",4004
55039,"""Fond du Lac, (WI)""",152.6,"148.7 - 175.5 (644)",5146
55043,"""Grant, (WI)""",170,"148.7 - 175.5 (644)",4476
55045,"""Green, (WI)""",151.9,"148.7 - 175.5 (644)",4654
55047,"""Green Lake, (WI)""",170.6,"148.7 - 175.5 (644)",4026
55049,"""Iowa, (WI)""",162.9,"148.7 - 175.5 (644)",5183
55053,"""Jackson, (WI)""",147.1,"26.6 - 148.6 (644)",5725
55055,"""Jefferson, (WI)""",155.3,"148.7 - 175.5 (644)",4512
55057,"""Juneau, (WI)""",158.1,"148.7 - 175.5 (644)",4854
55059,"""Kenosha, (WI)""",217.4,"204.2 - 242.8 (644)",5577
55061,"""Kewaunee, (WI)""",163,"148.7 - 175.5 (644)",3521
55063,"""La Crosse, (WI)""",135.7,"26.6 - 148.6 (644)",4607
55065,"""Lafayette, (WI)""",142,"26.6 - 148.6 (644)",4306
55071,"""Manitowoc, (WI)""",178.4,"175.6 - 204.1 (644)",4496
55077,"""Marquette, (WI)""",130.3,"26.6 - 148.6 (644)",5861
55079,"""Milwaukee, (WI)""",206.3,"204.2 - 242.8 (644)",6660
55081,"""Monroe, (WI)""",169.8,"148.7 - 175.5 (644)",5160
55087,"""Outagamie, (WI)""",158.3,"148.7 - 175.5 (644)",3593
55089,"""Ozaukee, (WI)""",154.7,"148.7 - 175.5 (644)",4163
55091,"""Pepin, (WI)""",157.8,"148.7 - 175.5 (644)",4497
55097,"""Portage, (WI)""",159.7,"148.7 - 175.5 (644)",5097
55101,"""Racine, (WI)""",179.5,"175.6 - 204.1 (644)",5718
55103,"""Richland, (WI)""",184.5,"175.6 - 204.1 (644)",3968
55105,"""Rock, (WI)""",185.2,"175.6 - 204.1 (644)",5452
55111,"""Sauk, (WI)""",199.6,"175.6 - 204.1 (644)",5036
55117,"""Sheboygan, (WI)""",172.8,"148.7 - 175.5 (644)",4002
55121,"""Trempealeau, (WI)""",193.9,"175.6 - 204.1 (644)",5116
55123,"""Vernon, (WI)""",201.7,"175.6 - 204.1 (644)",4193
55127,"""Walworth, (WI)""",179.6,"175.6 - 204.1 (644)",4566
55131,"""Washington, (WI)""",147.8,"26.6 - 148.6 (644)",5414
