"cnty_fips","display_name","Value","theme_range","ou_inc"
21187,"""Owen, (KY)""",230.9,"204.2 - 242.8 (644)",3208
21191,"""Pendleton, (KY)""",226.5,"204.2 - 242.8 (644)",2172
21201,"""Robertson, (KY)""",301,"242.9 - 651.5 (644)",3216
21223,"""Trimble, (KY)""",253.5,"242.9 - 651.5 (644)",2632
26005,"""Allegan, (MI)""",156.8,"148.7 - 175.5 (644)",1947
26011,"""Arenac, (MI)""",331.8,"242.9 - 651.5 (644)",3240
26015,"""Barry, (MI)""",179.8,"175.6 - 204.1 (644)",1951
26017,"""Bay, (MI)""",352.8,"242.9 - 651.5 (644)",2427
26019,"""Benzie, (MI)""",135,"26.6 - 148.6 (644)",2279
26021,"""Berrien, (MI)""",249.7,"242.9 - 651.5 (644)",2212
26023,"""Branch, (MI)""",202.8,"175.6 - 204.1 (644)",2733
26025,"""Calhoun, (MI)""",223.3,"204.2 - 242.8 (644)",2740
26027,"""Cass, (MI)""",207.5,"204.2 - 242.8 (644)",2763
26035,"""Clare, (MI)""",250.5,"242.9 - 651.5 (644)",2979
26037,"""Clinton, (MI)""",146.7,"26.6 - 148.6 (644)",2370
26045,"""Eaton, (MI)""",164.3,"148.7 - 175.5 (644)",3039
26049,"""Genesee, (MI)""",224.8,"204.2 - 242.8 (644)",1623
26051,"""Gladwin, (MI)""",275.8,"242.9 - 651.5 (644)",3315
26057,"""Gratiot, (MI)""",280.4,"242.9 - 651.5 (644)",2539
26059,"""Hillsdale, (MI)""",253.1,"242.9 - 651.5 (644)",3025
26063,"""Huron, (MI)""",285.2,"242.9 - 651.5 (644)",3387
26065,"""Ingham, (MI)""",163.5,"148.7 - 175.5 (644)",2044
26067,"""Ionia, (MI)""",189.5,"175.6 - 204.1 (644)",2859
26069,"""Iosco, (MI)""",306.8,"242.9 - 651.5 (644)",2664
26073,"""Isabella, (MI)""",221.2,"204.2 - 242.8 (644)",2843
26075,"""Jackson, (MI)""",266.2,"242.9 - 651.5 (644)",2264
26077,"""Kalamazoo, (MI)""",152.4,"148.7 - 175.5 (644)",2206
26081,"""Kent, (MI)""",204,"175.6 - 204.1 (644)",1837
26085,"""Lake, (MI)""",224.9,"204.2 - 242.8 (644)",3125
26087,"""Lapeer, (MI)""",215.6,"204.2 - 242.8 (644)",2992
26091,"""Lenawee, (MI)""",245.3,"242.9 - 651.5 (644)",2311
26093,"""Livingston, (MI)""",225.4,"204.2 - 242.8 (644)",2422
26099,"""Macomb, (MI)""",215.5,"204.2 - 242.8 (644)",1808
26101,"""Manistee, (MI)""",203.1,"175.6 - 204.1 (644)",2868
26105,"""Mason, (MI)""",204.9,"204.2 - 242.8 (644)",3304
26107,"""Mecosta, (MI)""",236.2,"204.2 - 242.8 (644)",2992
26111,"""Midland, (MI)""",153.6,"148.7 - 175.5 (644)",2698
26113,"""Missaukee, (MI)""",172.4,"148.7 - 175.5 (644)",2508
26115,"""Monroe, (MI)""",229.8,"204.2 - 242.8 (644)",1940
26117,"""Montcalm, (MI)""",226.2,"204.2 - 242.8 (644)",2924
26121,"""Muskegon, (MI)""",158.2,"148.7 - 175.5 (644)",2377
26123,"""Newaygo, (MI)""",189.7,"175.6 - 204.1 (644)",3602
26125,"""Oakland, (MI)""",222.1,"204.2 - 242.8 (644)",1718
26127,"""Oceana, (MI)""",211.7,"204.2 - 242.8 (644)",2726
26129,"""Ogemaw, (MI)""",295.3,"242.9 - 651.5 (644)",2641
26133,"""Osceola, (MI)""",237.5,"204.2 - 242.8 (644)",3081
26139,"""Ottawa, (MI)""",144.3,"26.6 - 148.6 (644)",2062
26143,"""Roscommon, (MI)""",263.4,"242.9 - 651.5 (644)",2511
26145,"""Saginaw, (MI)""",204.1,"175.6 - 204.1 (644)",1859
26147,"""St. Clair, (MI)""",257.3,"242.9 - 651.5 (644)",1802
26149,"""St. Joseph, (MI)""",239.5,"204.2 - 242.8 (644)",2245
26151,"""Sanilac, (MI)""",301.3,"242.9 - 651.5 (644)",3097
26155,"""Shiawassee, (MI)""",207.1,"204.2 - 242.8 (644)",1652
26157,"""Tuscola, (MI)""",271.4,"242.9 - 651.5 (644)",2738
26159,"""Van Buren, (MI)""",197.4,"175.6 - 204.1 (644)",2572
26161,"""Washtenaw, (MI)""",165.2,"148.7 - 175.5 (644)",2421
26163,"""Wayne, (MI)""",282.4,"242.9 - 651.5 (644)",1780
26165,"""Wexford, (MI)""",202.9,"175.6 - 204.1 (644)",2602
39001,"""Adams, (OH)""",256.8,"242.9 - 651.5 (644)",3380
39003,"""Allen, (OH)""",253.4,"242.9 - 651.5 (644)",2455
39005,"""Ashland, (OH)""",202.6,"175.6 - 204.1 (644)",2641
39007,"""Ashtabula, (OH)""",263.3,"242.9 - 651.5 (644)",3107
39009,"""Athens, (OH)""",209.3,"204.2 - 242.8 (644)",2636
39011,"""Auglaize, (OH)""",233.7,"204.2 - 242.8 (644)",2920
39013,"""Belmont, (OH)""",272.4,"242.9 - 651.5 (644)",2284
39015,"""Brown, (OH)""",208,"204.2 - 242.8 (644)",2114
39017,"""Butler, (OH)""",170.8,"148.7 - 175.5 (644)",2027
39019,"""Carroll, (OH)""",190.2,"175.6 - 204.1 (644)",1940
39021,"""Champaign, (OH)""",207.1,"204.2 - 242.8 (644)",2681
39023,"""Clark, (OH)""",252.9,"242.9 - 651.5 (644)",1964
39025,"""Clermont, (OH)""",173.5,"148.7 - 175.5 (644)",2251
39027,"""Clinton, (OH)""",195.2,"175.6 - 204.1 (644)",2684
39029,"""Columbiana, (OH)""",242.4,"204.2 - 242.8 (644)",2091
39031,"""Coshocton, (OH)""",259.1,"242.9 - 651.5 (644)",2762
39033,"""Crawford, (OH)""",253.1,"242.9 - 651.5 (644)",3797
39035,"""Cuyahoga, (OH)""",217,"204.2 - 242.8 (644)",2547
39037,"""Darke, (OH)""",253.2,"242.9 - 651.5 (644)",2316
39039,"""Defiance, (OH)""",175.4,"148.7 - 175.5 (644)",3138
39041,"""Delaware, (OH)""",134.9,"26.6 - 148.6 (644)",2184
39043,"""Erie, (OH)""",205.4,"204.2 - 242.8 (644)",2619
39045,"""Fairfield, (OH)""",183.9,"175.6 - 204.1 (644)",2573
39047,"""Fayette, (OH)""",225.3,"204.2 - 242.8 (644)",3796
39049,"""Franklin, (OH)""",156.2,"148.7 - 175.5 (644)",2158
39051,"""Fulton, (OH)""",232.8,"204.2 - 242.8 (644)",3215
39053,"""Gallia, (OH)""",303.6,"242.9 - 651.5 (644)",3368
39055,"""Geauga, (OH)""",156.5,"148.7 - 175.5 (644)",1955
39057,"""Greene, (OH)""",167.3,"148.7 - 175.5 (644)",2434
39059,"""Guernsey, (OH)""",252.7,"242.9 - 651.5 (644)",3094
39061,"""Hamilton, (OH)""",164.5,"148.7 - 175.5 (644)",1989
39063,"""Hancock, (OH)""",183.3,"175.6 - 204.1 (644)",2128
39065,"""Hardin, (OH)""",300.7,"242.9 - 651.5 (644)",2759
39067,"""Harrison, (OH)""",296.4,"242.9 - 651.5 (644)",2932
39069,"""Henry, (OH)""",193.3,"175.6 - 204.1 (644)",2705
39071,"""Highland, (OH)""",225.4,"204.2 - 242.8 (644)",3538
39073,"""Hocking, (OH)""",237.4,"204.2 - 242.8 (644)",2938
39075,"""Holmes, (OH)""",205.4,"204.2 - 242.8 (644)",1869
39077,"""Huron, (OH)""",192.1,"175.6 - 204.1 (644)",2952
39079,"""Jackson, (OH)""",338,"242.9 - 651.5 (644)",3152
39081,"""Jefferson, (OH)""",362.9,"242.9 - 651.5 (644)",2791
39083,"""Knox, (OH)""",185.7,"175.6 - 204.1 (644)",3016
39085,"""Lake, (OH)""",216.1,"204.2 - 242.8 (644)",2146
39087,"""Lawrence, (OH)""",239.8,"204.2 - 242.8 (644)",2645
39089,"""Licking, (OH)""",162.2,"148.7 - 175.5 (644)",2099
39091,"""Logan, (OH)""",240.6,"204.2 - 242.8 (644)",2714
39093,"""Lorain, (OH)""",173.6,"148.7 - 175.5 (644)",2508
39095,"""Lucas, (OH)""",253.8,"242.9 - 651.5 (644)",2149
39097,"""Madison, (OH)""",159,"148.7 - 175.5 (644)",2376
39099,"""Mahoning, (OH)""",198.6,"175.6 - 204.1 (644)",1541
39101,"""Marion, (OH)""",185.8,"175.6 - 204.1 (644)",2372
39103,"""Medina, (OH)""",163.9,"148.7 - 175.5 (644)",2525
39105,"""Meigs, (OH)""",252,"242.9 - 651.5 (644)",3605
39107,"""Mercer, (OH)""",419.8,"242.9 - 651.5 (644)",2335
39109,"""Miami, (OH)""",165.2,"148.7 - 175.5 (644)",2036
39111,"""Monroe, (OH)""",237.3,"204.2 - 242.8 (644)",3233
39113,"""Montgomery, (OH)""",184.4,"175.6 - 204.1 (644)",2264
39115,"""Morgan, (OH)""",176.9,"175.6 - 204.1 (644)",2342
39117,"""Morrow, (OH)""",238.7,"204.2 - 242.8 (644)",3459
39119,"""Muskingum, (OH)""",152.3,"148.7 - 175.5 (644)",2777
39121,"""Noble, (OH)""",170.5,"148.7 - 175.5 (644)",2590
39123,"""Ottawa, (OH)""",229.5,"204.2 - 242.8 (644)",3005
39125,"""Paulding, (OH)""",187.6,"175.6 - 204.1 (644)",4613
39127,"""Perry, (OH)""",310.4,"242.9 - 651.5 (644)",2820
39129,"""Pickaway, (OH)""",234.2,"204.2 - 242.8 (644)",3226
39131,"""Pike, (OH)""",233.3,"204.2 - 242.8 (644)",4139
39133,"""Portage, (OH)""",208.9,"204.2 - 242.8 (644)",2275
39135,"""Preble, (OH)""",200.9,"175.6 - 204.1 (644)",2565
39137,"""Putnam, (OH)""",188.3,"175.6 - 204.1 (644)",2585
39139,"""Richland, (OH)""",208.7,"204.2 - 242.8 (644)",2566
39141,"""Ross, (OH)""",222.5,"204.2 - 242.8 (644)",3039
39143,"""Sandusky, (OH)""",230.7,"204.2 - 242.8 (644)",2551
39145,"""Scioto, (OH)""",393.1,"242.9 - 651.5 (644)",3353
39147,"""Seneca, (OH)""",298.3,"242.9 - 651.5 (644)",3422
39149,"""Shelby, (OH)""",209,"204.2 - 242.8 (644)",2557
39151,"""Stark, (OH)""",178.7,"175.6 - 204.1 (644)",1799
39153,"""Summit, (OH)""",164.5,"148.7 - 175.5 (644)",2337
39155,"""Trumbull, (OH)""",199.2,"175.6 - 204.1 (644)",1783
39157,"""Tuscarawas, (OH)""",241,"204.2 - 242.8 (644)",2108
39159,"""Union, (OH)""",189.7,"175.6 - 204.1 (644)",2624
39161,"""Van Wert, (OH)""",237.1,"204.2 - 242.8 (644)",2279
39163,"""Vinton, (OH)""",223.1,"204.2 - 242.8 (644)",3283
39165,"""Warren, (OH)""",167.7,"148.7 - 175.5 (644)",2116
39167,"""Washington, (OH)""",152.7,"148.7 - 175.5 (644)",3765
39169,"""Wayne, (OH)""",208.5,"204.2 - 242.8 (644)",2127
39171,"""Williams, (OH)""",225.4,"204.2 - 242.8 (644)",2236
39173,"""Wood, (OH)""",197.2,"175.6 - 204.1 (644)",2366
39175,"""Wyandot, (OH)""",164.8,"148.7 - 175.5 (644)",3137
54007,"""Braxton, (WV)""",227,"204.2 - 242.8 (644)",3740
54011,"""Cabell, (WV)""",205.1,"204.2 - 242.8 (644)",2231
54013,"""Calhoun, (WV)""",244.8,"242.9 - 651.5 (644)",5115
54015,"""Clay, (WV)""",232,"204.2 - 242.8 (644)",2237
54017,"""Doddridge, (WV)""",279.7,"242.9 - 651.5 (644)",2221
54021,"""Gilmer, (WV)""",302.9,"242.9 - 651.5 (644)",3573
54035,"""Jackson, (WV)""",250.3,"242.9 - 651.5 (644)",2976
54051,"""Marshall, (WV)""",246.4,"242.9 - 651.5 (644)",1973
54053,"""Mason, (WV)""",229.6,"204.2 - 242.8 (644)",2671
54069,"""Ohio, (WV)""",225.4,"204.2 - 242.8 (644)",2292
54073,"""Pleasants, (WV)""",229,"204.2 - 242.8 (644)",3529
54079,"""Putnam, (WV)""",270.9,"242.9 - 651.5 (644)",1810
54085,"""Ritchie, (WV)""",261.9,"242.9 - 651.5 (644)",2486
54087,"""Roane, (WV)""",232.2,"204.2 - 242.8 (644)",3314
54095,"""Tyler, (WV)""",220.6,"204.2 - 242.8 (644)",4070
54103,"""Wetzel, (WV)""",254.9,"242.9 - 651.5 (644)",2091
54105,"""Wirt, (WV)""",258.5,"242.9 - 651.5 (644)",2768
54107,"""Wood, (WV)""",261.8,"242.9 - 651.5 (644)",3082
12011,"""Broward, (FL)""",170.9,"148.7 - 175.5 (644)",1715
12085,"""Martin, (FL)""",155.2,"148.7 - 175.5 (644)",1586
12086,"""Miami-Dade, (FL)""",184.7,"175.6 - 204.1 (644)",1332
12099,"""Palm Beach, (FL)""",164.8,"148.7 - 175.5 (644)",1526
12111,"""St. Lucie, (FL)""",176.5,"175.6 - 204.1 (644)",1307
24037,"""St. Mary's, (MD)""",167.6,"148.7 - 175.5 (644)",2439
24039,"""Somerset, (MD)""",452.9,"242.9 - 651.5 (644)",2437
24047,"""Worcester, (MD)""",231.1,"204.2 - 242.8 (644)",2324
37001,"""Alamance, (NC)""",169.2,"148.7 - 175.5 (644)",2616
37007,"""Anson, (NC)""",214,"204.2 - 242.8 (644)",2158
37013,"""Beaufort, (NC)""",184.6,"175.6 - 204.1 (644)",1970
37015,"""Bertie, (NC)""",162.1,"148.7 - 175.5 (644)",2969
37017,"""Bladen, (NC)""",282.3,"242.9 - 651.5 (644)",2605
37019,"""Brunswick, (NC)""",169.6,"148.7 - 175.5 (644)",1862
37025,"""Cabarrus, (NC)""",144.3,"26.6 - 148.6 (644)",2475
37029,"""Camden, (NC)""",224.9,"204.2 - 242.8 (644)",1828
37031,"""Carteret, (NC)""",188.3,"175.6 - 204.1 (644)",2109
37033,"""Caswell, (NC)""",155.1,"148.7 - 175.5 (644)",3103
37037,"""Chatham, (NC)""",101.2,"26.6 - 148.6 (644)",2029
37041,"""Chowan, (NC)""",187.3,"175.6 - 204.1 (644)",3174
37047,"""Columbus, (NC)""",342,"242.9 - 651.5 (644)",1970
37049,"""Craven, (NC)""",186.9,"175.6 - 204.1 (644)",1916
37051,"""Cumberland, (NC)""",212.1,"204.2 - 242.8 (644)",1767
37053,"""Currituck, (NC)""",236.9,"204.2 - 242.8 (644)",1928
37055,"""Dare, (NC)""",187.4,"175.6 - 204.1 (644)",3153
37057,"""Davidson, (NC)""",181.1,"175.6 - 204.1 (644)",2604
37059,"""Davie, (NC)""",170.7,"148.7 - 175.5 (644)",2228
37061,"""Duplin, (NC)""",187.3,"175.6 - 204.1 (644)",2293
37063,"""Durham, (NC)""",117.2,"26.6 - 148.6 (644)",2189
37065,"""Edgecombe, (NC)""",248.7,"242.9 - 651.5 (644)",1927
37067,"""Forsyth, (NC)""",155.4,"148.7 - 175.5 (644)",2789
37069,"""Franklin, (NC)""",155.9,"148.7 - 175.5 (644)",2395
37073,"""Gates, (NC)""",173,"148.7 - 175.5 (644)",2158
37077,"""Granville, (NC)""",182.2,"175.6 - 204.1 (644)",2659
37079,"""Greene, (NC)""",192.9,"175.6 - 204.1 (644)",1559
37081,"""Guilford, (NC)""",135.1,"26.6 - 148.6 (644)",2548
37083,"""Halifax, (NC)""",179.8,"175.6 - 204.1 (644)",2538
37085,"""Harnett, (NC)""",194.1,"175.6 - 204.1 (644)",2385
37091,"""Hertford, (NC)""",169.1,"148.7 - 175.5 (644)",2800
37093,"""Hoke, (NC)""",199.5,"175.6 - 204.1 (644)",2285
37095,"""Hyde, (NC)""",182.5,"175.6 - 204.1 (644)",1907
37101,"""Johnston, (NC)""",186.6,"175.6 - 204.1 (644)",2297
37103,"""Jones, (NC)""",188.6,"175.6 - 204.1 (644)",1157
37105,"""Lee, (NC)""",177.7,"175.6 - 204.1 (644)",2269
37107,"""Lenoir, (NC)""",193.5,"175.6 - 204.1 (644)",1891
37117,"""Martin, (NC)""",233.2,"204.2 - 242.8 (644)",2016
37123,"""Montgomery, (NC)""",185.6,"175.6 - 204.1 (644)",3103
37125,"""Moore, (NC)""",157.2,"148.7 - 175.5 (644)",1736
37127,"""Nash, (NC)""",197.4,"175.6 - 204.1 (644)",2257
37129,"""New Hanover, (NC)""",125.6,"26.6 - 148.6 (644)",1758
37131,"""Northampton, (NC)""",158.2,"148.7 - 175.5 (644)",2398
37133,"""Onslow, (NC)""",179.9,"175.6 - 204.1 (644)",1904
37135,"""Orange, (NC)""",109.6,"26.6 - 148.6 (644)",2145
37137,"""Pamlico, (NC)""",185.8,"175.6 - 204.1 (644)",1416
37139,"""Pasquotank, (NC)""",320.5,"242.9 - 651.5 (644)",2174
37141,"""Pender, (NC)""",175.1,"148.7 - 175.5 (644)",2075
37143,"""Perquimans, (NC)""",252.6,"242.9 - 651.5 (644)",2282
37145,"""Person, (NC)""",184.7,"175.6 - 204.1 (644)",2485
37147,"""Pitt, (NC)""",185,"175.6 - 204.1 (644)",1791
37151,"""Randolph, (NC)""",183,"175.6 - 204.1 (644)",2363
37153,"""Richmond, (NC)""",276.2,"242.9 - 651.5 (644)",1942
37155,"""Robeson, (NC)""",262.7,"242.9 - 651.5 (644)",2285
37157,"""Rockingham, (NC)""",192.3,"175.6 - 204.1 (644)",2373
37159,"""Rowan, (NC)""",186.1,"175.6 - 204.1 (644)",1796
37163,"""Sampson, (NC)""",214,"204.2 - 242.8 (644)",2039
37165,"""Scotland, (NC)""",229.2,"204.2 - 242.8 (644)",2311
37167,"""Stanly, (NC)""",239,"204.2 - 242.8 (644)",2770
37169,"""Stokes, (NC)""",188.4,"175.6 - 204.1 (644)",2044
37177,"""Tyrrell, (NC)""",195.4,"175.6 - 204.1 (644)",3530
37179,"""Union, (NC)""",118.7,"26.6 - 148.6 (644)",2394
37181,"""Vance, (NC)""",209.9,"204.2 - 242.8 (644)",2863
37183,"""Wake, (NC)""",112.3,"26.6 - 148.6 (644)",2334
37185,"""Warren, (NC)""",225.3,"204.2 - 242.8 (644)",2035
37187,"""Washington, (NC)""",182.8,"175.6 - 204.1 (644)",3110
37191,"""Wayne, (NC)""",198.9,"175.6 - 204.1 (644)",1848
37195,"""Wilson, (NC)""",184.2,"175.6 - 204.1 (644)",1990
45015,"""Berkeley, (SC)""",132.9,"26.6 - 148.6 (644)",1884
45019,"""Charleston, (SC)""",150.1,"148.7 - 175.5 (644)",1798
45025,"""Chesterfield, (SC)""",269.2,"242.9 - 651.5 (644)",2601
45027,"""Clarendon, (SC)""",182,"175.6 - 204.1 (644)",2211
45031,"""Darlington, (SC)""",152.5,"148.7 - 175.5 (644)",1903
45033,"""Dillon, (SC)""",213.5,"204.2 - 242.8 (644)",2246
45035,"""Dorchester, (SC)""",142.8,"26.6 - 148.6 (644)",1409
45041,"""Florence, (SC)""",171.6,"148.7 - 175.5 (644)",2247
45043,"""Georgetown, (SC)""",189,"175.6 - 204.1 (644)",2279
45051,"""Horry, (SC)""",176.7,"175.6 - 204.1 (644)",1721
45055,"""Kershaw, (SC)""",163.7,"148.7 - 175.5 (644)",1551
45061,"""Lee, (SC)""",387.6,"242.9 - 651.5 (644)",2410
45067,"""Marion, (SC)""",184.6,"175.6 - 204.1 (644)",2567
45069,"""Marlboro, (SC)""",139.2,"26.6 - 148.6 (644)",2156
45085,"""Sumter, (SC)""",145.4,"26.6 - 148.6 (644)",1949
45089,"""Williamsburg, (SC)""",147.3,"26.6 - 148.6 (644)",2725
51001,"""Accomack, (VA)""",291.4,"242.9 - 651.5 (644)",2134
51003,"""Albemarle, (VA)""",94.2,"26.6 - 148.6 (644)",2547
51005,"""Alleghany, (VA)""",192.5,"175.6 - 204.1 (644)",1985
51007,"""Amelia, (VA)""",196.6,"175.6 - 204.1 (644)",2121
51009,"""Amherst, (VA)""",167.1,"148.7 - 175.5 (644)",1849
51011,"""Appomattox, (VA)""",212.9,"204.2 - 242.8 (644)",1887
51015,"""Augusta, (VA)""",141.4,"26.6 - 148.6 (644)",2861
51017,"""Bath, (VA)""",164.3,"148.7 - 175.5 (644)",4638
51019,"""Bedford County, (VA)""",145.7,"26.6 - 148.6 (644)",2303
51023,"""Botetourt, (VA)""",137.9,"26.6 - 148.6 (644)",1818
51025,"""Brunswick, (VA)""",230.1,"204.2 - 242.8 (644)",1628
51029,"""Buckingham, (VA)""",205.3,"204.2 - 242.8 (644)",2306
51031,"""Campbell, (VA)""",179.4,"175.6 - 204.1 (644)",2892
51033,"""Caroline, (VA)""",169.4,"148.7 - 175.5 (644)",1619
51036,"""Charles City, (VA)""",165.9,"148.7 - 175.5 (644)",2416
51037,"""Charlotte, (VA)""",210.7,"204.2 - 242.8 (644)",3080
51041,"""Chesterfield, (VA)""",131.1,"26.6 - 148.6 (644)",1663
51045,"""Craig, (VA)""",144.8,"26.6 - 148.6 (644)",1654
51049,"""Cumberland, (VA)""",145.2,"26.6 - 148.6 (644)",2269
51053,"""Dinwiddie, (VA)""",193.9,"175.6 - 204.1 (644)",1854
51057,"""Essex, (VA)""",190.1,"175.6 - 204.1 (644)",2659
51063,"""Floyd, (VA)""",151.4,"148.7 - 175.5 (644)",1783
51065,"""Fluvanna, (VA)""",147.8,"26.6 - 148.6 (644)",2296
51067,"""Franklin County, (VA)""",123,"26.6 - 148.6 (644)",1965
51073,"""Gloucester, (VA)""",167.9,"148.7 - 175.5 (644)",2530
51075,"""Goochland, (VA)""",130.5,"26.6 - 148.6 (644)",1584
51079,"""Greene, (VA)""",142.3,"26.6 - 148.6 (644)",2903
51081,"""Greensville, (VA)""",355.2,"242.9 - 651.5 (644)",2370
51083,"""Halifax, (VA)""",187.3,"175.6 - 204.1 (644)",2690
51085,"""Hanover, (VA)""",156.7,"148.7 - 175.5 (644)",1932
51087,"""Henrico, (VA)""",150.5,"148.7 - 175.5 (644)",1836
51089,"""Henry, (VA)""",201.2,"175.6 - 204.1 (644)",2066
51093,"""Isle of Wight, (VA)""",163.1,"148.7 - 175.5 (644)",2142
51095,"""James City, (VA)""",140.6,"26.6 - 148.6 (644)",2508
51097,"""King and Queen, (VA)""",188.6,"175.6 - 204.1 (644)",1638
51099,"""King George, (VA)""",131.1,"26.6 - 148.6 (644)",1567
51101,"""King William, (VA)""",195.6,"175.6 - 204.1 (644)",2058
51103,"""Lancaster, (VA)""",172.8,"148.7 - 175.5 (644)",2910
51109,"""Louisa, (VA)""",189.1,"175.6 - 204.1 (644)",2135
51111,"""Lunenburg, (VA)""",233.5,"204.2 - 242.8 (644)",1783
51115,"""Mathews, (VA)""",173.8,"148.7 - 175.5 (644)",2724
51117,"""Mecklenburg, (VA)""",215.1,"204.2 - 242.8 (644)",1774
51119,"""Middlesex, (VA)""",187.9,"175.6 - 204.1 (644)",2539
51121,"""Montgomery, (VA)""",163.8,"148.7 - 175.5 (644)",1876
51125,"""Nelson, (VA)""",175.7,"175.6 - 204.1 (644)",2485
51127,"""New Kent, (VA)""",172,"148.7 - 175.5 (644)",2387
51131,"""Northampton, (VA)""",246.5,"242.9 - 651.5 (644)",2405
51133,"""Northumberland, (VA)""",179,"175.6 - 204.1 (644)",2730
51135,"""Nottoway, (VA)""",246.4,"242.9 - 651.5 (644)",1410
51137,"""Orange, (VA)""",159.3,"148.7 - 175.5 (644)",2133
51141,"""Patrick, (VA)""",253.7,"242.9 - 651.5 (644)",3079
51143,"""Pittsylvania, (VA)""",183.2,"175.6 - 204.1 (644)",2268
51145,"""Powhatan, (VA)""",137.1,"26.6 - 148.6 (644)",1740
51147,"""Prince Edward, (VA)""",200.7,"175.6 - 204.1 (644)",2916
51149,"""Prince George, (VA)""",117,"26.6 - 148.6 (644)",1870
51159,"""Richmond County, (VA)""",186,"175.6 - 204.1 (644)",1877
51161,"""Roanoke County, (VA)""",131.1,"26.6 - 148.6 (644)",1789
51163,"""Rockbridge, (VA)""",139,"26.6 - 148.6 (644)",2595
51175,"""Southampton, (VA)""",210.5,"204.2 - 242.8 (644)",1895
51177,"""Spotsylvania, (VA)""",140.7,"26.6 - 148.6 (644)",1611
51181,"""Surry, (VA)""",154.9,"148.7 - 175.5 (644)",2087
51183,"""Sussex, (VA)""",147.7,"26.6 - 148.6 (644)",2260
51193,"""Westmoreland, (VA)""",181.2,"175.6 - 204.1 (644)",1912
51199,"""York, (VA)""",121.4,"26.6 - 148.6 (644)",2280
51530,"""Buena Vista, (VA)""",176.8,"175.6 - 204.1 (644)",3240
51540,"""Charlottesville, (VA)""",114.7,"26.6 - 148.6 (644)",2392
51550,"""Chesapeake, (VA)""",173.9,"148.7 - 175.5 (644)",1945
51570,"""Colonial Heights, (VA)""",157.7,"148.7 - 175.5 (644)",1308
51580,"""Covington, (VA)""",332.8,"242.9 - 651.5 (644)",1382
51590,"""Danville, (VA)""",238.4,"204.2 - 242.8 (644)",1846
51595,"""Emporia, (VA)""",348.3,"242.9 - 651.5 (644)",1703
51620,"""Franklin City, (VA)""",232.9,"204.2 - 242.8 (644)",2402
51630,"""Fredericksburg, (VA)""",142.5,"26.6 - 148.6 (644)",1406
51650,"""Hampton, (VA)""",198.2,"175.6 - 204.1 (644)",2222
51670,"""Hopewell, (VA)""",197.1,"175.6 - 204.1 (644)",1553
51678,"""Lexington, (VA)""",155.2,"148.7 - 175.5 (644)",2331
51680,"""Lynchburg, (VA)""",166.9,"148.7 - 175.5 (644)",2515
51690,"""Martinsville, (VA)""",309.4,"242.9 - 651.5 (644)",1951
51700,"""Newport News, (VA)""",172.9,"148.7 - 175.5 (644)",2116
51710,"""Norfolk, (VA)""",198.5,"175.6 - 204.1 (644)",1896
51730,"""Petersburg, (VA)""",257.1,"242.9 - 651.5 (644)",1843
51735,"""Poquoson, (VA)""",165.5,"148.7 - 175.5 (644)",1506
51740,"""Portsmouth, (VA)""",201.6,"175.6 - 204.1 (644)",1921
51750,"""Radford, (VA)""",185.4,"175.6 - 204.1 (644)",1831
51760,"""Richmond City, (VA)""",155,"148.7 - 175.5 (644)",1890
51770,"""Roanoke City, (VA)""",181.7,"175.6 - 204.1 (644)",1955
51775,"""Salem, (VA)""",177.9,"175.6 - 204.1 (644)",1867
51790,"""Staunton, (VA)""",205.8,"204.2 - 242.8 (644)",2792
51800,"""Suffolk, (VA)""",166.1,"148.7 - 175.5 (644)",1976
51810,"""Virginia Beach, (VA)""",134,"26.6 - 148.6 (644)",2077
51820,"""Waynesboro, (VA)""",180.2,"175.6 - 204.1 (644)",2713
51830,"""Williamsburg, (VA)""",126.6,"26.6 - 148.6 (644)",2040
54025,"""Greenbrier, (WV)""",192.7,"175.6 - 204.1 (644)",1712
54063,"""Monroe, (WV)""",202.1,"175.6 - 204.1 (644)",2543
10001,"""Kent, (DE)""",207.4,"204.2 - 242.8 (644)",1793
10003,"""New Castle, (DE)""",157.4,"148.7 - 175.5 (644)",1659
10005,"""Sussex, (DE)""",206.2,"204.2 - 242.8 (644)",2078
11001,"""District of Columbia, (DC)""",214.5,"204.2 - 242.8 (644)",1833
24001,"""Allegany, (MD)""",247.4,"242.9 - 651.5 (644)",2988
24003,"""Anne Arundel, (MD)""",160.1,"148.7 - 175.5 (644)",2360
24005,"""Baltimore County, (MD)""",211.8,"204.2 - 242.8 (644)",2596
24009,"""Calvert, (MD)""",204.9,"204.2 - 242.8 (644)",2557
24011,"""Caroline, (MD)""",236.8,"204.2 - 242.8 (644)",2353
24013,"""Carroll, (MD)""",183.4,"175.6 - 204.1 (644)",2245
24015,"""Cecil, (MD)""",208.4,"204.2 - 242.8 (644)",2243
24017,"""Charles, (MD)""",159.7,"148.7 - 175.5 (644)",2431
24019,"""Dorchester, (MD)""",221.4,"204.2 - 242.8 (644)",2628
24021,"""Frederick, (MD)""",190.1,"175.6 - 204.1 (644)",1636
24023,"""Garrett, (MD)""",266,"242.9 - 651.5 (644)",3156
24025,"""Harford, (MD)""",192.8,"175.6 - 204.1 (644)",3428
24027,"""Howard, (MD)""",120,"26.6 - 148.6 (644)",1851
