"cnty_fips","display_name","Value","theme_range","ou_inc"
40047,"""Garfield, (OK)""",240.4,"204.2 - 242.8 (644)",2512
40049,"""Garvin, (OK)""",283.3,"242.9 - 651.5 (644)",2494
40051,"""Grady, (OK)""",257.5,"242.9 - 651.5 (644)",2335
40053,"""Grant, (OK)""",237.6,"204.2 - 242.8 (644)",2950
40055,"""Greer, (OK)""",235.1,"204.2 - 242.8 (644)",3357
40057,"""Harmon, (OK)""",236.4,"204.2 - 242.8 (644)",2593
40059,"""Harper, (OK)""",292.3,"242.9 - 651.5 (644)",2234
40061,"""Haskell, (OK)""",340.6,"242.9 - 651.5 (644)",2793
40063,"""Hughes, (OK)""",421,"242.9 - 651.5 (644)",2790
40065,"""Jackson, (OK)""",230.9,"204.2 - 242.8 (644)",2104
40067,"""Jefferson, (OK)""",338.4,"242.9 - 651.5 (644)",2094
40069,"""Johnston, (OK)""",260.2,"242.9 - 651.5 (644)",3244
40071,"""Kay, (OK)""",238.1,"204.2 - 242.8 (644)",2830
40073,"""Kingfisher, (OK)""",196.4,"175.6 - 204.1 (644)",3412
40075,"""Kiowa, (OK)""",253.1,"242.9 - 651.5 (644)",2374
40077,"""Latimer, (OK)""",320.3,"242.9 - 651.5 (644)",2443
40079,"""Le Flore, (OK)""",317.7,"242.9 - 651.5 (644)",1984
40081,"""Lincoln, (OK)""",237.8,"204.2 - 242.8 (644)",2680
40083,"""Logan, (OK)""",195,"175.6 - 204.1 (644)",3286
40085,"""Love, (OK)""",203.8,"175.6 - 204.1 (644)",3378
40087,"""McClain, (OK)""",231.4,"204.2 - 242.8 (644)",2793
40089,"""McCurtain, (OK)""",354.5,"242.9 - 651.5 (644)",2038
40091,"""McIntosh, (OK)""",352.6,"242.9 - 651.5 (644)",1837
40093,"""Major, (OK)""",263.8,"242.9 - 651.5 (644)",2737
40095,"""Marshall, (OK)""",205,"204.2 - 242.8 (644)",2315
40097,"""Mayes, (OK)""",255.1,"242.9 - 651.5 (644)",2526
40099,"""Murray, (OK)""",291.8,"242.9 - 651.5 (644)",2924
40101,"""Muskogee, (OK)""",348.8,"242.9 - 651.5 (644)",2068
40103,"""Noble, (OK)""",231.3,"204.2 - 242.8 (644)",1713
40105,"""Nowata, (OK)""",221.6,"204.2 - 242.8 (644)",2590
40107,"""Okfuskee, (OK)""",328.9,"242.9 - 651.5 (644)",3149
40109,"""Oklahoma, (OK)""",223.1,"204.2 - 242.8 (644)",2420
40111,"""Okmulgee, (OK)""",303.4,"242.9 - 651.5 (644)",2325
40113,"""Osage, (OK)""",206.7,"204.2 - 242.8 (644)",2418
40115,"""Ottawa, (OK)""",337.5,"242.9 - 651.5 (644)",2644
40117,"""Pawnee, (OK)""",234.3,"204.2 - 242.8 (644)",2915
40119,"""Payne, (OK)""",196.9,"175.6 - 204.1 (644)",2999
40121,"""Pittsburg, (OK)""",337.2,"242.9 - 651.5 (644)",2245
40123,"""Pontotoc, (OK)""",285.2,"242.9 - 651.5 (644)",2658
40125,"""Pottawatomie, (OK)""",293.1,"242.9 - 651.5 (644)",2728
40127,"""Pushmataha, (OK)""",331.4,"242.9 - 651.5 (644)",2006
40129,"""Roger Mills, (OK)""",245.9,"242.9 - 651.5 (644)",2725
40131,"""Rogers, (OK)""",244.7,"242.9 - 651.5 (644)",2153
40133,"""Seminole, (OK)""",378.1,"242.9 - 651.5 (644)",3356
40135,"""Sequoyah, (OK)""",319.7,"242.9 - 651.5 (644)",2472
40137,"""Stephens, (OK)""",290.8,"242.9 - 651.5 (644)",2132
40139,"""Texas, (OK)""",252.6,"242.9 - 651.5 (644)",1994
40141,"""Tillman, (OK)""",238.5,"204.2 - 242.8 (644)",2344
40143,"""Tulsa, (OK)""",222.9,"204.2 - 242.8 (644)",2147
40145,"""Wagoner, (OK)""",213.4,"204.2 - 242.8 (644)",2630
40147,"""Washington, (OK)""",212.4,"204.2 - 242.8 (644)",2067
40149,"""Washita, (OK)""",267.7,"242.9 - 651.5 (644)",2993
40151,"""Woods, (OK)""",265.4,"242.9 - 651.5 (644)",2101
40153,"""Woodward, (OK)""",296.9,"242.9 - 651.5 (644)",2006
46003,"""Aurora, (SD)""",202.2,"175.6 - 204.1 (644)",4071
46005,"""Beadle, (SD)""",200.5,"175.6 - 204.1 (644)",3935
46007,"""Bennett, (SD)""",300.1,"242.9 - 651.5 (644)",3071
46009,"""Bon Homme, (SD)""",188.9,"175.6 - 204.1 (644)",4540
46011,"""Brookings, (SD)""",201.7,"175.6 - 204.1 (644)",3219
46015,"""Brule, (SD)""",272.7,"242.9 - 651.5 (644)",4609
46017,"""Buffalo, (SD)""",310.3,"242.9 - 651.5 (644)",7984
46023,"""Charles Mix, (SD)""",230,"204.2 - 242.8 (644)",3734
46027,"""Clay, (SD)""",260.2,"242.9 - 651.5 (644)",3402
46033,"""Custer, (SD)""",164.4,"148.7 - 175.5 (644)",3368
46035,"""Davison, (SD)""",141.3,"26.6 - 148.6 (644)",3054
46043,"""Douglas, (SD)""",137.3,"26.6 - 148.6 (644)",3982
46047,"""Fall River, (SD)""",258,"242.9 - 651.5 (644)",3313
46053,"""Gregory, (SD)""",247.6,"242.9 - 651.5 (644)",5342
46055,"""Haakon, (SD)""",206.7,"204.2 - 242.8 (644)",2864
46059,"""Hand, (SD)""",205.8,"204.2 - 242.8 (644)",6526
46061,"""Hanson, (SD)""",153.3,"148.7 - 175.5 (644)",2978
46065,"""Hughes, (SD)""",178.4,"175.6 - 204.1 (644)",2584
46067,"""Hutchinson, (SD)""",194.3,"175.6 - 204.1 (644)",4291
46069,"""Hyde, (SD)""",218.9,"204.2 - 242.8 (644)",3334
46071,"""Jackson, (SD)""",251.8,"242.9 - 651.5 (644)",4766
46073,"""Jerauld, (SD)""",236.1,"204.2 - 242.8 (644)",5278
46075,"""Jones, (SD)""",224.9,"204.2 - 242.8 (644)",2814
46077,"""Kingsbury, (SD)""",195.1,"175.6 - 204.1 (644)",3079
46079,"""Lake, (SD)""",194.8,"175.6 - 204.1 (644)",2899
46081,"""Lawrence, (SD)""",149.7,"148.7 - 175.5 (644)",3120
46083,"""Lincoln, (SD)""",126.3,"26.6 - 148.6 (644)",3259
46085,"""Lyman, (SD)""",225.8,"204.2 - 242.8 (644)",2856
46087,"""McCook, (SD)""",195.6,"175.6 - 204.1 (644)",2916
46093,"""Meade, (SD)""",201.2,"175.6 - 204.1 (644)",2511
46095,"""Mellette, (SD)""",287.2,"242.9 - 651.5 (644)",6704
46097,"""Miner, (SD)""",200,"175.6 - 204.1 (644)",3005
46099,"""Minnehaha, (SD)""",175.9,"175.6 - 204.1 (644)",3077
46101,"""Moody, (SD)""",193.1,"175.6 - 204.1 (644)",2619
46103,"""Pennington, (SD)""",212.8,"204.2 - 242.8 (644)",2305
46111,"""Sanborn, (SD)""",172.1,"148.7 - 175.5 (644)",791
46102,"""Oglala Lakota, (SD)""",81.7,"26.6 - 148.6 (644)",3402
46117,"""Stanley, (SD)""",160.3,"148.7 - 175.5 (644)",2527
46121,"""Todd, (SD)""",312.3,"242.9 - 651.5 (644)",6036
46123,"""Tripp, (SD)""",251.4,"242.9 - 651.5 (644)",4698
46125,"""Turner, (SD)""",233.5,"204.2 - 242.8 (644)",3712
46127,"""Union, (SD)""",121.4,"26.6 - 148.6 (644)",2452
46135,"""Yankton, (SD)""",205.4,"204.2 - 242.8 (644)",2047
48003,"""Andrews, (TX)""",293.3,"242.9 - 651.5 (644)",2593
48009,"""Archer, (TX)""",236.4,"204.2 - 242.8 (644)",1046
48011,"""Armstrong, (TX)""",284.5,"242.9 - 651.5 (644)",1263
48017,"""Bailey, (TX)""",227.7,"204.2 - 242.8 (644)",2761
48023,"""Baylor, (TX)""",245.2,"242.9 - 651.5 (644)",3613
48033,"""Borden, (TX)""",211.9,"204.2 - 242.8 (644)",4167
48037,"""Bowie, (TX)""",348.3,"242.9 - 651.5 (644)",1720
48045,"""Briscoe, (TX)""",177.6,"175.6 - 204.1 (644)",2571
48059,"""Callahan, (TX)""",272.7,"242.9 - 651.5 (644)",2601
48063,"""Camp, (TX)""",251.3,"242.9 - 651.5 (644)",3047
48065,"""Carson, (TX)""",306.8,"242.9 - 651.5 (644)",1905
48067,"""Cass, (TX)""",310.3,"242.9 - 651.5 (644)",2077
48069,"""Castro, (TX)""",245.3,"242.9 - 651.5 (644)",2546
48075,"""Childress, (TX)""",271.7,"242.9 - 651.5 (644)",3438
48077,"""Clay, (TX)""",230.2,"204.2 - 242.8 (644)",2112
48079,"""Cochran, (TX)""",246.8,"242.9 - 651.5 (644)",3863
48085,"""Collin, (TX)""",129.8,"26.6 - 148.6 (644)",1589
48087,"""Collingsworth, (TX)""",329.9,"242.9 - 651.5 (644)",3900
48097,"""Cooke, (TX)""",157.6,"148.7 - 175.5 (644)",2305
48101,"""Cottle, (TX)""",243.6,"242.9 - 651.5 (644)",2424
48107,"""Crosby, (TX)""",233.1,"204.2 - 242.8 (644)",5154
48111,"""Dallam, (TX)""",216.7,"204.2 - 242.8 (644)",3049
48113,"""Dallas, (TX)""",168.8,"148.7 - 175.5 (644)",1849
48115,"""Dawson, (TX)""",238.3,"204.2 - 242.8 (644)",2791
48117,"""Deaf Smith, (TX)""",230,"204.2 - 242.8 (644)",2267
48119,"""Delta, (TX)""",342.9,"242.9 - 651.5 (644)",1835
48121,"""Denton, (TX)""",118.1,"26.6 - 148.6 (644)",1631
48125,"""Dickens, (TX)""",172.5,"148.7 - 175.5 (644)",4352
48129,"""Donley, (TX)""",254.9,"242.9 - 651.5 (644)",1616
48133,"""Eastland, (TX)""",206.7,"204.2 - 242.8 (644)",2092
48139,"""Ellis, (TX)""",168.9,"148.7 - 175.5 (644)",1738
48143,"""Erath, (TX)""",258.6,"242.9 - 651.5 (644)",1628
48147,"""Fannin, (TX)""",348.3,"242.9 - 651.5 (644)",1919
48151,"""Fisher, (TX)""",250.2,"242.9 - 651.5 (644)",3456
48153,"""Floyd, (TX)""",233.5,"204.2 - 242.8 (644)",4085
48155,"""Foard, (TX)""",218.7,"204.2 - 242.8 (644)",2408
48159,"""Franklin, (TX)""",282.1,"242.9 - 651.5 (644)",2812
48165,"""Gaines, (TX)""",258.1,"242.9 - 651.5 (644)",3393
48169,"""Garza, (TX)""",226.9,"204.2 - 242.8 (644)",3490
48179,"""Gray, (TX)""",365.9,"242.9 - 651.5 (644)",1879
48181,"""Grayson, (TX)""",196.5,"175.6 - 204.1 (644)",1746
48183,"""Gregg, (TX)""",241.5,"204.2 - 242.8 (644)",2187
48189,"""Hale, (TX)""",234.8,"204.2 - 242.8 (644)",3107
48191,"""Hall, (TX)""",201.1,"175.6 - 204.1 (644)",3015
48195,"""Hansford, (TX)""",219.2,"204.2 - 242.8 (644)",2252
48197,"""Hardeman, (TX)""",233.6,"204.2 - 242.8 (644)",1771
48203,"""Harrison, (TX)""",212.5,"204.2 - 242.8 (644)",2162
48205,"""Hartley, (TX)""",247.4,"242.9 - 651.5 (644)",4321
48207,"""Haskell, (TX)""",269.9,"242.9 - 651.5 (644)",3480
48211,"""Hemphill, (TX)""",278.3,"242.9 - 651.5 (644)",2973
48213,"""Henderson, (TX)""",285.6,"242.9 - 651.5 (644)",2043
48219,"""Hockley, (TX)""",186.9,"175.6 - 204.1 (644)",2563
48221,"""Hood, (TX)""",183.6,"175.6 - 204.1 (644)",1944
48223,"""Hopkins, (TX)""",283.7,"242.9 - 651.5 (644)",2289
48227,"""Howard, (TX)""",353.9,"242.9 - 651.5 (644)",1709
48231,"""Hunt, (TX)""",249.9,"242.9 - 651.5 (644)",1816
48233,"""Hutchinson, (TX)""",431,"242.9 - 651.5 (644)",2720
48237,"""Jack, (TX)""",239.6,"204.2 - 242.8 (644)",1491
48251,"""Johnson, (TX)""",221.6,"204.2 - 242.8 (644)",1363
48253,"""Jones, (TX)""",277.1,"242.9 - 651.5 (644)",2847
48257,"""Kaufman, (TX)""",243.6,"242.9 - 651.5 (644)",1991
48263,"""Kent, (TX)""",190.4,"175.6 - 204.1 (644)",3409
48269,"""King, (TX)""",208,"204.2 - 242.8 (644)",-9999
48275,"""Knox, (TX)""",247.2,"242.9 - 651.5 (644)",3437
48277,"""Lamar, (TX)""",359.5,"242.9 - 651.5 (644)",1452
48279,"""Lamb, (TX)""",239.4,"204.2 - 242.8 (644)",2198
48295,"""Lipscomb, (TX)""",245.1,"242.9 - 651.5 (644)",1986
48303,"""Lubbock, (TX)""",238.6,"204.2 - 242.8 (644)",2680
48305,"""Lynn, (TX)""",226.3,"204.2 - 242.8 (644)",2745
48315,"""Marion, (TX)""",233,"204.2 - 242.8 (644)",2423
48317,"""Martin, (TX)""",256.6,"242.9 - 651.5 (644)",2252
48335,"""Mitchell, (TX)""",202.6,"175.6 - 204.1 (644)",3867
48337,"""Montague, (TX)""",262.2,"242.9 - 651.5 (644)",2318
48341,"""Moore, (TX)""",243.4,"242.9 - 651.5 (644)",2763
48343,"""Morris, (TX)""",279.6,"242.9 - 651.5 (644)",2810
48345,"""Motley, (TX)""",178.9,"175.6 - 204.1 (644)",3674
48353,"""Nolan, (TX)""",247.8,"242.9 - 651.5 (644)",2909
48357,"""Ochiltree, (TX)""",382.7,"242.9 - 651.5 (644)",2674
48359,"""Oldham, (TX)""",226.5,"204.2 - 242.8 (644)",1573
48363,"""Palo Pinto, (TX)""",307.9,"242.9 - 651.5 (644)",1857
48365,"""Panola, (TX)""",199.2,"175.6 - 204.1 (644)",2567
48367,"""Parker, (TX)""",188.2,"175.6 - 204.1 (644)",1713
48369,"""Parmer, (TX)""",218.5,"204.2 - 242.8 (644)",2301
48375,"""Potter, (TX)""",342.6,"242.9 - 651.5 (644)",1568
48379,"""Rains, (TX)""",242.2,"204.2 - 242.8 (644)",2481
48381,"""Randall, (TX)""",258.1,"242.9 - 651.5 (644)",1540
48387,"""Red River, (TX)""",368.1,"242.9 - 651.5 (644)",1006
48393,"""Roberts, (TX)""",334.2,"242.9 - 651.5 (644)",394
48397,"""Rockwall, (TX)""",188.5,"175.6 - 204.1 (644)",1908
48401,"""Rusk, (TX)""",215.3,"204.2 - 242.8 (644)",2067
48415,"""Scurry, (TX)""",175.8,"175.6 - 204.1 (644)",3291
48417,"""Shackelford, (TX)""",254.3,"242.9 - 651.5 (644)",2893
48421,"""Sherman, (TX)""",270,"242.9 - 651.5 (644)",1916
48423,"""Smith, (TX)""",209,"204.2 - 242.8 (644)",2189
48425,"""Somervell, (TX)""",202.3,"175.6 - 204.1 (644)",1658
48429,"""Stephens, (TX)""",268.7,"242.9 - 651.5 (644)",3213
48433,"""Stonewall, (TX)""",273.8,"242.9 - 651.5 (644)",5018
48437,"""Swisher, (TX)""",248.3,"242.9 - 651.5 (644)",2088
48439,"""Tarrant, (TX)""",157.9,"148.7 - 175.5 (644)",1639
48441,"""Taylor, (TX)""",276.9,"242.9 - 651.5 (644)",2630
48445,"""Terry, (TX)""",302.9,"242.9 - 651.5 (644)",2974
48447,"""Throckmorton, (TX)""",251,"242.9 - 651.5 (644)",5554
48449,"""Titus, (TX)""",240.8,"204.2 - 242.8 (644)",2471
48459,"""Upshur, (TX)""",281.4,"242.9 - 651.5 (644)",2102
48467,"""Van Zandt, (TX)""",218.7,"204.2 - 242.8 (644)",2025
48483,"""Wheeler, (TX)""",279.7,"242.9 - 651.5 (644)",3319
48485,"""Wichita, (TX)""",245.4,"242.9 - 651.5 (644)",1434
48487,"""Wilbarger, (TX)""",240,"204.2 - 242.8 (644)",1692
48497,"""Wise, (TX)""",182.3,"175.6 - 204.1 (644)",2170
48499,"""Wood, (TX)""",227.7,"204.2 - 242.8 (644)",3232
48501,"""Yoakum, (TX)""",251.5,"242.9 - 651.5 (644)",4792
48503,"""Young, (TX)""",284.5,"242.9 - 651.5 (644)",2258
56001,"""Albany, (WY)""",139,"26.6 - 148.6 (644)",2978
56005,"""Campbell, (WY)""",269.6,"242.9 - 651.5 (644)",2441
56009,"""Converse, (WY)""",151.4,"148.7 - 175.5 (644)",4615
56011,"""Crook, (WY)""",228.9,"204.2 - 242.8 (644)",3709
56015,"""Goshen, (WY)""",157.7,"148.7 - 175.5 (644)",4217
56019,"""Johnson, (WY)""",191,"175.6 - 204.1 (644)",5074
56021,"""Laramie, (WY)""",155.7,"148.7 - 175.5 (644)",2942
56027,"""Niobrara, (WY)""",156.7,"148.7 - 175.5 (644)",4025
56031,"""Platte, (WY)""",156.1,"148.7 - 175.5 (644)",5232
56045,"""Weston, (WY)""",200.9,"175.6 - 204.1 (644)",4366
16003,"""Adams, (ID)""",128.8,"26.6 - 148.6 (644)",4000
16009,"""Benewah, (ID)""",204.1,"175.6 - 204.1 (644)",3461
16017,"""Bonner, (ID)""",148.8,"148.7 - 175.5 (644)",2784
16021,"""Boundary, (ID)""",160,"148.7 - 175.5 (644)",3370
16035,"""Clearwater, (ID)""",176.3,"175.6 - 204.1 (644)",3829
16049,"""Idaho, (ID)""",121.5,"26.6 - 148.6 (644)",4154
16055,"""Kootenai, (ID)""",185.6,"175.6 - 204.1 (644)",2261
16057,"""Latah, (ID)""",148,"26.6 - 148.6 (644)",3731
16059,"""Lemhi, (ID)""",112.4,"26.6 - 148.6 (644)",2807
16061,"""Lewis, (ID)""",130.8,"26.6 - 148.6 (644)",2220
16069,"""Nez Perce, (ID)""",136.8,"26.6 - 148.6 (644)",2948
16079,"""Shoshone, (ID)""",205.4,"204.2 - 242.8 (644)",3177
16085,"""Valley, (ID)""",88.2,"26.6 - 148.6 (644)",3649
27005,"""Becker, (MN)""",125.2,"26.6 - 148.6 (644)",3596
27007,"""Beltrami, (MN)""",140.7,"26.6 - 148.6 (644)",3342
27009,"""Benton, (MN)""",107.3,"26.6 - 148.6 (644)",2229
27011,"""Big Stone, (MN)""",191.4,"175.6 - 204.1 (644)",8849
27019,"""Carver, (MN)""",82.6,"26.6 - 148.6 (644)",2090
27021,"""Cass, (MN)""",130.3,"26.6 - 148.6 (644)",3433
27023,"""Chippewa, (MN)""",150.5,"148.7 - 175.5 (644)",4199
27027,"""Clay, (MN)""",139.5,"26.6 - 148.6 (644)",2501
27029,"""Clearwater, (MN)""",139.6,"26.6 - 148.6 (644)",4324
27035,"""Crow Wing, (MN)""",120.9,"26.6 - 148.6 (644)",3849
27041,"""Douglas, (MN)""",125.3,"26.6 - 148.6 (644)",3717
27051,"""Grant, (MN)""",173.9,"148.7 - 175.5 (644)",6127
27057,"""Hubbard, (MN)""",129.8,"26.6 - 148.6 (644)",4474
27061,"""Itasca, (MN)""",136.4,"26.6 - 148.6 (644)",3342
27067,"""Kandiyohi, (MN)""",97.9,"26.6 - 148.6 (644)",2821
27069,"""Kittson, (MN)""",182.7,"175.6 - 204.1 (644)",4857
27071,"""Koochiching, (MN)""",135,"26.6 - 148.6 (644)",3204
27073,"""Lac qui Parle, (MN)""",183.6,"175.6 - 204.1 (644)",3537
27077,"""Lake of the Woods, (MN)""",164.1,"148.7 - 175.5 (644)",7814
27085,"""McLeod, (MN)""",119.1,"26.6 - 148.6 (644)",3684
27087,"""Mahnomen, (MN)""",201.7,"175.6 - 204.1 (644)",5607
27089,"""Marshall, (MN)""",173.4,"148.7 - 175.5 (644)",4847
27093,"""Meeker, (MN)""",118.9,"26.6 - 148.6 (644)",2968
27097,"""Morrison, (MN)""",104.9,"26.6 - 148.6 (644)",4057
27107,"""Norman, (MN)""",193.6,"175.6 - 204.1 (644)",3874
27111,"""Otter Tail, (MN)""",178.3,"175.6 - 204.1 (644)",2895
27113,"""Pennington, (MN)""",187.5,"175.6 - 204.1 (644)",6087
27119,"""Polk, (MN)""",185.7,"175.6 - 204.1 (644)",4401
27121,"""Pope, (MN)""",119.7,"26.6 - 148.6 (644)",3951
27125,"""Red Lake, (MN)""",193.1,"175.6 - 204.1 (644)",6317
27129,"""Renville, (MN)""",120.5,"26.6 - 148.6 (644)",4635
27135,"""Roseau, (MN)""",173.6,"148.7 - 175.5 (644)",2889
27141,"""Sherburne, (MN)""",99.2,"26.6 - 148.6 (644)",3138
27145,"""Stearns, (MN)""",97.3,"26.6 - 148.6 (644)",2696
27149,"""Stevens, (MN)""",134.4,"26.6 - 148.6 (644)",10921
27151,"""Swift, (MN)""",177,"175.6 - 204.1 (644)",7008
27153,"""Todd, (MN)""",107.7,"26.6 - 148.6 (644)",5577
27155,"""Traverse, (MN)""",192.4,"175.6 - 204.1 (644)",2582
27159,"""Wadena, (MN)""",147.5,"26.6 - 148.6 (644)",5657
27167,"""Wilkin, (MN)""",177.1,"175.6 - 204.1 (644)",5294
27171,"""Wright, (MN)""",103.5,"26.6 - 148.6 (644)",2864
27173,"""Yellow Medicine, (MN)""",145.6,"26.6 - 148.6 (644)",5680
30001,"""Beaverhead, (MT)""",166.8,"148.7 - 175.5 (644)",4227
30003,"""Big Horn, (MT)""",163,"148.7 - 175.5 (644)",3895
30005,"""Blaine, (MT)""",254.1,"242.9 - 651.5 (644)",4374
30007,"""Broadwater, (MT)""",190.9,"175.6 - 204.1 (644)",3001
30009,"""Carbon, (MT)""",117.7,"26.6 - 148.6 (644)",3103
30011,"""Carter, (MT)""",206.8,"204.2 - 242.8 (644)",6551
30013,"""Cascade, (MT)""",161.9,"148.7 - 175.5 (644)",3270
30015,"""Chouteau, (MT)""",203.9,"175.6 - 204.1 (644)",3368
30017,"""Custer, (MT)""",164.7,"148.7 - 175.5 (644)",2993
30019,"""Daniels, (MT)""",242.7,"204.2 - 242.8 (644)",4424
30021,"""Dawson, (MT)""",97.1,"26.6 - 148.6 (644)",4342
30023,"""Deer Lodge, (MT)""",226.9,"204.2 - 242.8 (644)",3771
30025,"""Fallon, (MT)""",161.7,"148.7 - 175.5 (644)",5412
30027,"""Fergus, (MT)""",163,"148.7 - 175.5 (644)",6100
30029,"""Flathead, (MT)""",156.1,"148.7 - 175.5 (644)",4125
30031,"""Gallatin, (MT)""",123.7,"26.6 - 148.6 (644)",3016
30033,"""Garfield, (MT)""",188,"175.6 - 204.1 (644)",2080
30035,"""Glacier, (MT)""",233.5,"204.2 - 242.8 (644)",3366
30037,"""Golden Valley, (MT)""",169.7,"148.7 - 175.5 (644)",411
30039,"""Granite, (MT)""",157,"148.7 - 175.5 (644)",2181
30041,"""Hill, (MT)""",251.1,"242.9 - 651.5 (644)",4450
30043,"""Jefferson, (MT)""",172.2,"148.7 - 175.5 (644)",2190
30045,"""Judith Basin, (MT)""",165.5,"148.7 - 175.5 (644)",3218
30047,"""Lake, (MT)""",175.9,"175.6 - 204.1 (644)",3973
30049,"""Lewis and Clark, (MT)""",147,"26.6 - 148.6 (644)",2292
30051,"""Liberty, (MT)""",181.9,"175.6 - 204.1 (644)",3678
30053,"""Lincoln, (MT)""",226.9,"204.2 - 242.8 (644)",3787
30055,"""McCone, (MT)""",204.8,"204.2 - 242.8 (644)",5492
30057,"""Madison, (MT)""",120.6,"26.6 - 148.6 (644)",4054
30059,"""Meagher, (MT)""",155.8,"148.7 - 175.5 (644)",3811
30061,"""Mineral, (MT)""",196.3,"175.6 - 204.1 (644)",2638
30063,"""Missoula, (MT)""",181.6,"175.6 - 204.1 (644)",2595
30065,"""Musselshell, (MT)""",178.7,"175.6 - 204.1 (644)",3379
30067,"""Park, (MT)""",131.8,"26.6 - 148.6 (644)",3765
30069,"""Petroleum, (MT)""",242.9,"242.9 - 651.5 (644)",-9999
30071,"""Phillips, (MT)""",155.5,"148.7 - 175.5 (644)",2442
30073,"""Pondera, (MT)""",157.8,"148.7 - 175.5 (644)",3400
30075,"""Powder River, (MT)""",232,"204.2 - 242.8 (644)",3708
30077,"""Powell, (MT)""",171.5,"148.7 - 175.5 (644)",2616
30079,"""Prairie, (MT)""",125.2,"26.6 - 148.6 (644)",2641
30081,"""Ravalli, (MT)""",119,"26.6 - 148.6 (644)",3104
30083,"""Richland, (MT)""",149.7,"148.7 - 175.5 (644)",3900
30085,"""Roosevelt, (MT)""",251.1,"242.9 - 651.5 (644)",5617
30087,"""Rosebud, (MT)""",191.5,"175.6 - 204.1 (644)",3258
30089,"""Sanders, (MT)""",209.1,"204.2 - 242.8 (644)",3371
30091,"""Sheridan, (MT)""",154.8,"148.7 - 175.5 (644)",3090
30093,"""Silver Bow, (MT)""",248.6,"242.9 - 651.5 (644)",2500
30095,"""Stillwater, (MT)""",165.1,"148.7 - 175.5 (644)",2785
30097,"""Sweet Grass, (MT)""",168.4,"148.7 - 175.5 (644)",2623
30099,"""Teton, (MT)""",159,"148.7 - 175.5 (644)",2311
30101,"""Toole, (MT)""",182.6,"175.6 - 204.1 (644)",3553
30103,"""Treasure, (MT)""",169.7,"148.7 - 175.5 (644)",1263
30105,"""Valley, (MT)""",250.8,"242.9 - 651.5 (644)",6065
30107,"""Wheatland, (MT)""",173.8,"148.7 - 175.5 (644)",4697
30109,"""Wibaux, (MT)""",139.2,"26.6 - 148.6 (644)",2788
30111,"""Yellowstone, (MT)""",166.7,"148.7 - 175.5 (644)",2983
38001,"""Adams, (ND)""",177.5,"175.6 - 204.1 (644)",4374
38003,"""Barnes, (ND)""",114,"26.6 - 148.6 (644)",2764
38005,"""Benson, (ND)""",218.4,"204.2 - 242.8 (644)",3538
38007,"""Billings, (ND)""",183.3,"175.6 - 204.1 (644)",2427
38009,"""Bottineau, (ND)""",246.1,"242.9 - 651.5 (644)",3124
38011,"""Bowman, (ND)""",166.1,"148.7 - 175.5 (644)",5915
38013,"""Burke, (ND)""",211.3,"204.2 - 242.8 (644)",3617
38015,"""Burleigh, (ND)""",108.4,"26.6 - 148.6 (644)",2509
38017,"""Cass, (ND)""",108.8,"26.6 - 148.6 (644)",3727
38019,"""Cavalier, (ND)""",175.5,"148.7 - 175.5 (644)",3259
38021,"""Dickey, (ND)""",208.7,"204.2 - 242.8 (644)",4261
38023,"""Divide, (ND)""",159,"148.7 - 175.5 (644)",4094
38025,"""Dunn, (ND)""",182.6,"175.6 - 204.1 (644)",2248
38027,"""Eddy, (ND)""",208.1,"204.2 - 242.8 (644)",3785
38029,"""Emmons, (ND)""",205.6,"204.2 - 242.8 (644)",3979
38031,"""Foster, (ND)""",203.9,"175.6 - 204.1 (644)",3642
38033,"""Golden Valley, (ND)""",196.5,"175.6 - 204.1 (644)",1483
38035,"""Grand Forks, (ND)""",174.6,"148.7 - 175.5 (644)",3833
38037,"""Grant, (ND)""",124.7,"26.6 - 148.6 (644)",2711
38039,"""Griggs, (ND)""",161.1,"148.7 - 175.5 (644)",4674
38041,"""Hettinger, (ND)""",161.7,"148.7 - 175.5 (644)",3790
38043,"""Kidder, (ND)""",150.4,"148.7 - 175.5 (644)",2651
38045,"""LaMoure, (ND)""",158.2,"148.7 - 175.5 (644)",1580
38047,"""Logan, (ND)""",204.2,"204.2 - 242.8 (644)",3035
38049,"""McHenry, (ND)""",183.6,"175.6 - 204.1 (644)",2895
38051,"""McIntosh, (ND)""",194.5,"175.6 - 204.1 (644)",4203
38053,"""McKenzie, (ND)""",238.6,"204.2 - 242.8 (644)",3625
38055,"""McLean, (ND)""",158,"148.7 - 175.5 (644)",3015
38057,"""Mercer, (ND)""",161.5,"148.7 - 175.5 (644)",3724
38059,"""Morton, (ND)""",151.6,"148.7 - 175.5 (644)",3151
38061,"""Mountrail, (ND)""",390.4,"242.9 - 651.5 (644)",3271
38063,"""Nelson, (ND)""",186.4,"175.6 - 204.1 (644)",4114
38065,"""Oliver, (ND)""",123.1,"26.6 - 148.6 (644)",1523
38067,"""Pembina, (ND)""",170,"148.7 - 175.5 (644)",4609
38069,"""Pierce, (ND)""",216.1,"204.2 - 242.8 (644)",2651
38071,"""Ramsey, (ND)""",214.7,"204.2 - 242.8 (644)",2699
38073,"""Ransom, (ND)""",255.5,"242.9 - 651.5 (644)",2700
38075,"""Renville, (ND)""",184.2,"175.6 - 204.1 (644)",3101
